12	3.228	0.02
11	2.903	0.02
10	2.713	0.02
9	2.503	0.02
8	2.232	0.02
7	1.963	0.02
6	1.681	0.02
5	1.3675	0.02
4	1.2285	0.02
3	0.878	0.02
