Частота,A * B
(kГц),(?)

0.00000000,0.00196506
0.02384186,0.00084203
0.04768372,0.00015935
0.07152557,0.00028124
0.09536743,0.00026750
0.11920929,0.00028418
0.14305115,0.00031938
0.16689301,0.00018947
0.19073486,0.00001848
0.21457672,0.00011415
0.23841858,0.00021722
0.26226044,0.00027908
0.28610229,0.00024071
0.30994415,0.00027683
0.33378601,0.00019648
0.35762787,0.00009928
0.38146973,0.00004308
0.40531158,0.00010656
0.42915344,0.00007641
0.45299530,0.00018013
0.47683716,0.00034591
0.50067902,0.00033988
0.52452087,0.00025355
0.54836273,0.00011851
0.57220459,0.00009152
0.59604645,0.00004129
0.61988831,0.00019947
0.64373016,0.00026523
0.66757202,0.00018470
0.69141388,0.00020579
0.71525574,0.00019093
0.73909760,0.00007058
0.76293945,0.00012538
0.78678131,0.00016655
0.81062317,0.00002111
0.83446503,0.00020500
0.85830688,0.00021904
0.88214874,0.00014105
0.90599060,0.00015245
0.92983246,0.00031989
0.95367432,0.00027864
0.97751617,0.00037222
1.00135803,0.00069264
1.02519989,0.00036693
1.04904175,0.00011426
1.07288361,0.00023080
1.09672546,0.00024492
1.12056732,0.00022941
1.14440918,0.00012809
1.16825104,0.00011934
1.19209290,0.00019112
1.21593475,0.00020921
1.23977661,0.00014618
1.26361847,0.00018097
1.28746033,0.00028238
1.31130219,0.00030446
1.33514404,0.00023094
1.35898590,0.00015855
1.38282776,0.00009243
1.40666962,0.00007293
1.43051147,0.00009617
1.45435333,0.00020358
1.47819519,0.00024856
1.50203705,0.00013811
1.52587891,0.00006814
1.54972076,0.00012007
1.57356262,0.00023773
1.59740448,0.00027983
1.62124634,0.00015933
1.64508820,0.00001934
1.66893005,0.00008170
1.69277191,0.00015526
1.71661377,0.00016838
1.74045563,0.00009505
1.76429749,0.00016417
1.78813934,0.00018273
1.81198120,0.00008028
1.83582306,0.00012523
1.85966492,0.00025846
1.88350677,0.00032389
1.90734863,0.00020346
1.93119049,0.00017698
1.95503235,0.00016448
1.97887421,0.00018411
2.00271606,0.00031918
2.02655792,0.00014879
2.05039978,0.00015841
2.07424164,0.00006185
2.09808350,0.00012182
2.12192535,0.00012046
2.14576721,0.00005964
2.16960907,0.00007952
2.19345093,0.00007417
2.21729279,0.00012618
2.24113464,0.00019657
2.26497650,0.00034868
2.28881836,0.00035567
2.31266022,0.00034494
2.33650208,0.00063711
2.36034393,0.00054467
2.38418579,0.00015489
2.40802765,0.00001946
2.43186951,0.00015459
2.45571136,0.00024293
2.47955322,0.00023597
2.50339508,0.00021979
2.52723694,0.00013229
2.55107880,0.00011583
2.57492065,0.00015742
2.59876251,0.00007869
2.62260437,0.00005689
2.64644623,0.00005521
2.67028809,0.00017018
2.69412994,0.00006921
2.71797180,0.00015598
2.74181366,0.00021978
2.76565552,0.00024775
2.78949738,0.00015931
2.81333923,0.00011766
2.83718109,0.00018036
2.86102295,0.00005257
2.88486481,0.00006925
2.90870667,0.00008353
2.93254852,0.00019054
2.95639038,0.00012098
2.98023224,0.00073038
3.00407410,0.00119617
3.02791595,0.00076162
3.05175781,0.00034468
3.07559967,0.00008903
3.09944153,0.00015680
3.12328339,0.00016744
3.14712524,0.00007960
