kHz;V
0;0.04113191
0.00596046;0.02827901
0.01192093;0.0189796
0.01788139;0.00591713
0.02384186;0.00202173
0.02980232;0.00364933
0.03576279;0.00481075
0.04172325;0.00515546
0.04768372;0.00498768
0.05364418;0.00306327
0.05960464;0.00091374
0.06556511;0.00076391
0.07152557;0.00209368
0.07748604;0.00267156
0.0834465;0.00302213
0.08940697;0.00271793
0.09536743;0.00154452
0.1013279;0.00103203
0.10728836;0.00077777
0.11324883;0.00062256
0.11920929;0.00048322
0.12516975;0.00061706
0.13113022;0.00092995
0.13709068;0.0014638
0.14305115;0.00153249
0.14901161;0.00128132
0.15497208;0.0011786
0.16093254;0.00113409
0.16689301;0.00130762
0.17285347;0.00118378
0.17881393;0.00100134
0.1847744;0.00075809
0.19073486;0.0008477
0.19669533;0.0011186
0.20265579;0.00142188
0.20861626;0.00149237
0.21457672;0.00126756
0.22053719;0.00131532
0.22649765;0.00111711
0.23245811;0.00093643
0.23841858;0.00062756
0.24437904;0.00062779
0.25033951;0.00150428
0.25629997;0.00315899
0.26226044;0.00386551
0.2682209;0.0035655
0.27418137;0.00302893
0.28014183;0.00151761
0.28610229;0.00060386
0.29206276;0.00296016
0.29802322;0.00544164
0.30398369;0.00602308
0.30994415;0.0058001
0.31590462;0.00483553
0.32186508;0.00238271
0.32782555;0.00129694
0.33378601;0.00295567
0.33974648;0.00459625
0.34570694;0.00491529
0.3516674;0.00498107
0.35762787;0.00386441
0.36358833;0.00172943
0.3695488;0.00099726
0.37550926;0.00272195
0.38146973;0.00393332
0.38743019;0.00431126
0.39339066;0.0043557
0.39935112;0.00291752
0.40531158;0.00098301
0.41127205;0.0003811
0.41723251;0.00141712
0.42319298;0.00193188
0.42915344;0.00223235
0.43511391;0.00216116
0.44107437;0.001526
0.44703484;0.00134714
0.4529953;0.00109957
0.45895576;0.00075337
0.46491623;0.0003109
0.47087669;0.00027248
0.47683716;0.00080752
0.48279762;0.00138038
0.48875809;0.00151785
0.49471855;0.00130122
0.50067902;0.00124692
0.50663948;0.00125163
0.51259995;0.00144865
0.51856041;0.00126454
0.52452087;0.00082042
0.53048134;0.00045961
0.5364418;0.00059227
0.54240227;0.00093378
0.54836273;0.00127491
0.5543232;0.00144514
0.56028366;0.00158503
0.56624413;0.00202446
0.57220459;0.0019287
0.57816505;0.00164633
0.58412552;0.0010837
0.59008598;0.00034464
0.59604645;0.00140479
0.60200691;0.00348988
0.60796738;0.00464646
0.61392784;0.00443784
0.61988831;0.00395144
0.62584877;0.00235869
0.63180923;0.00069621
0.6377697;0.00312343
0.64373016;0.00657631
0.64969063;0.00779616
0.65565109;0.00764742
0.66161156;0.00675258
0.66757202;0.00363086
0.67353249;0.00126511
0.67949295;0.00247461
0.68545341;0.0042222
0.69141388;0.00472032
0.69737434;0.00487874
0.70333481;0.00407662
0.70929527;0.00200866
0.71525574;0.00053972
0.7212162;0.00192124
0.72717667;0.00318373
0.73313713;0.00361013
0.7390976;0.00383669
0.74505806;0.00283545
0.75101852;0.00121479
0.75697899;0.00047481
0.76293945;0.00079726
0.76889992;0.00118434
0.77486038;0.00140017
0.78082085;0.00149876
0.78678131;0.00131208
0.79274178;0.00148584
0.79870224;0.0013503
0.8046627;0.00099323
0.81062317;0.00063342
0.81658363;0.00050335
0.8225441;0.00082143
0.82850456;0.00125371
0.83446503;0.00139713
0.84042549;0.00123987
0.84638596;0.00122866
0.85234642;0.00128265
0.85830688;0.00151735
0.86426735;0.0013233
0.87022781;0.00076323
0.87618828;0.000325
0.88214874;0.00030052
0.88810921;0.00065327
0.89406967;0.00092561
0.90003014;0.00117222
0.9059906;0.00173909
0.91195107;0.00270442
0.91791153;0.00283097
0.92387199;0.00242344
0.92983246;0.00180604
0.93579292;0.00035551
0.94175339;0.00128276
0.94771385;0.00390814
0.95367432;0.0055543
0.95963478;0.00562809
0.96559525;0.00507153
0.97155571;0.00366458
0.97751617;0.01096395
0.98347664;0.08106963
0.9894371;0.2130871
0.99539757;0.2801068
1.00135803;0.2837522
1.0073185;0.2633636
1.01327896;0.1544842
1.01923943;0.0381894
1.02519989;0.00401731
1.03116035;0.00354964
1.03712082;0.00439226
1.04308128;0.00457986
1.04904175;0.00422411
1.05500221;0.00228174
1.06096268;0.00066644
1.06692314;0.0012237
1.07288361;0.00237886
1.07884407;0.00289496
1.08480453;0.00319712
1.090765;0.00263216
1.09672546;0.00135971
1.10268593;0.0008493
1.10864639;0.00067551
1.11460686;0.00070963
1.12056732;0.00075555
1.12652779;0.0008768
1.13248825;0.00108103
1.13844872;0.00155228
1.14440918;0.00148475
1.15036964;0.00121777
1.15633011;0.00101926
1.16229057;0.00093769
1.16825104;0.00111114
1.1742115;0.00114948
1.18017197;0.00116297
1.18613243;0.00094664
1.1920929;0.00102392
1.19805336;0.00119629
1.20401382;0.00148092
1.20997429;0.00143465
1.21593475;0.00110104
1.22189522;0.00095891
1.22785568;0.00074
1.23381615;0.00065607
1.23977661;0.00059755
1.24573708;0.00086245
1.25169754;0.00184207
1.257658;0.00340268
1.26361847;0.00377319
1.26957893;0.00343047
1.2755394;0.00272487
1.28149986;0.00105005
1.28746033;0.00111687
1.29342079;0.00416715
1.29938126;0.00676211
1.30534172;0.00705551
1.31130219;0.00676568
1.31726265;0.00512973
1.32322311;0.00213431
1.32918358;0.00115159
1.33514404;0.00158889
1.34110451;0.00197265
1.34706497;0.002
1.35302544;0.00204712
1.3589859;0.00157542
1.36494637;0.00105223
1.37090683;0.00135511
1.37686729;0.00294768
1.38282776;0.00379058
1.38878822;0.00409366
1.39474869;0.00391196
1.40070915;0.00230104
1.40666962;0.00058062
1.41263008;0.00070134
1.41859055;0.00175115
1.42455101;0.00220684
1.43051147;0.00250586
1.43647194;0.00222398
1.4424324;0.0014627
1.44839287;0.00122428
1.45435333;0.00093909
1.4603138;0.00065946
1.46627426;0.00030709
1.47223473;0.00040711
1.47819519;0.00090237
1.48415565;0.0015008
1.49011612;0.00153983
1.49607658;0.00130461
1.50203705;0.00115022
1.50799751;0.00108774
1.51395798;0.00125275
1.51991844;0.00110778
1.52587891;0.00088796
1.53183937;0.00066243
1.53779984;0.00082311
1.5437603;0.00107408
1.54972076;0.00138329
1.55568123;0.00142918
1.56164169;0.00144809
1.56760216;0.0016899
1.57356262;0.00153446
1.57952309;0.00132439
1.58548355;0.00084572
1.59144402;0.00062253
1.59740448;0.00186144
1.60336494;0.00395241
1.60932541;0.0047237
1.61528587;0.00441756
1.62124634;0.00375571
1.6272068;0.00182556
1.63316727;0.00105093
1.63912773;0.00516421
1.6450882;0.00949265
1.65104866;0.01045794
1.65700912;0.0102123
1.66296959;0.00832446
1.66893005;0.00370941
1.67489052;0.00119106
1.68085098;0.00221766
1.68681145;0.0032265
1.69277191;0.00342118
1.69873238;0.00349735
1.70469284;0.00268729
1.71065331;0.00127626
1.71661377;0.0008236
1.72257423;0.00229967
1.7285347;0.00328457
1.73449516;0.00365687
1.74045563;0.00371429
1.74641609;0.00244125
1.75237656;0.00088419
1.75833702;0.00030471
1.76429749;0.00105423
1.77025795;0.00146192
1.77621841;0.00173486
1.78217888;0.0017135
1.78813934;0.0013988
1.79409981;0.00144801
1.80006027;0.00122379
1.80602074;0.00085359
1.8119812;0.00040978
1.81794167;0.00036165
1.82390213;0.00084584
1.82986259;0.0014471
1.83582306;0.00154205
1.84178352;0.00135353
1.84774399;0.0012588
1.85370445;0.00125052
1.85966492;0.00144658
1.86562538;0.00116917
1.87158585;0.00067252
1.87754631;0.00017696
1.88350677;0.00037612
1.88946724;0.00073617
1.8954277;0.00106367
1.90138817;0.00123973
1.90734863;0.00179934
1.9133091;0.00251239
1.91926956;0.00249238
1.92523003;0.00211246
1.93119049;0.00143823
1.93715096;0.00015904
1.94311142;0.00181204
1.94907188;0.00470878
1.95503235;0.00596579
1.96099281;0.00592491
1.96695328;0.00514203
1.97291374;0.0036301
1.97887421;0.01850034
1.98483467;0.1075054
1.99079514;0.2342293
1.9967556;0.2793661
2.00271606;0.280011
2.00867653;0.2442234
2.01463699;0.1221115
2.02059746;0.02364149
2.02655792;0.00281412
2.03251839;0.00313867
2.03847885;0.00372405
2.04443932;0.00377083
2.05039978;0.0032744
2.05636024;0.00157173
2.06232071;0.0006184
2.06828117;0.00167596
2.07424164;0.00261341
2.0802021;0.00309876
2.08616257;0.00325311
2.09212303;0.00239628
2.0980835;0.00103617
2.10404396;0.00053695
2.11000443;0.00072835
2.11596489;0.00094643
2.12192535;0.0011429
2.12788582;0.00119554
2.13384628;0.00125473
2.13980675;0.00155621
2.14576721;0.00136592
2.15172768;0.00107685
2.15768814;0.00079476
2.16364861;0.00073239
2.16960907;0.00101491
2.17556953;0.00129682
2.18153;0.00139033
2.18749046;0.00116452
2.19345093;0.00117451
2.19941139;0.00126008
2.20537186;0.00148782
2.21133232;0.00131891
2.21729279;0.00087747
2.22325325;0.00059884
2.22921371;0.00040987
2.23517418;0.00052392
2.24113464;0.00074475
2.24709511;0.00105201
2.25305557;0.00208473
2.25901604;0.00339132
2.2649765;0.0034782
2.27093697;0.00314182
2.27689743;0.00225876
2.28285789;0.00050114
2.28881836;0.00187334
2.29477882;0.00550802
2.30073929;0.00789295
2.30669975;0.00789116
2.31266022;0.00740405
2.31862068;0.00495676
2.32458115;0.00176754
2.33054161;0.00102572
2.33650208;0.00086664
2.34246254;0.00088318
2.348423;0.00083632
2.35438347;0.00083163
2.36034393;0.00088079
2.3663044;0.00111384
2.37226486;0.00164215
2.37822533;0.00296012
2.38418579;0.00349936
2.39014626;0.00373307
2.39610672;0.00331287
2.40206718;0.00172145
2.40802765;0.00032386
2.41398811;0.00107586
2.41994858;0.00203874
2.42590904;0.00244767
2.43186951;0.00270314
2.43782997;0.00217279
2.44379044;0.00128969
2.4497509;0.00099908
2.45571136;0.00077032
2.46167183;0.0006601
2.46763229;0.00058091
2.47359276;0.00071885
2.47955322;0.00110292
2.48551369;0.0016108
2.49147415;0.00152878
2.49743462;0.0012719
2.50339508;0.00103502
2.50935555;0.00096403
2.51531601;0.00114119
2.52127647;0.00116035
2.52723694;0.00112312
2.5331974;0.00095329
2.53915787;0.00106249
2.54511833;0.00122348
2.5510788;0.00146129
2.55703926;0.00137955
2.56299973;0.00128791
2.56896019;0.00136193
2.57492065;0.00120866
2.58088112;0.00106654
2.58684158;0.00075365
2.59280205;0.00087201
2.59876251;0.00228118
2.60472298;0.00421562
2.61068344;0.00462047
2.61664391;0.00428446
2.62260437;0.00340258
2.62856483;0.00121585
2.6345253;0.00205268
2.64048576;0.00768158
2.64644623;0.01230396
2.65240669;0.01283051
2.65836716;0.01238342
2.66432762;0.00908563
2.67028809;0.00326309
2.67624855;0.00111004
2.68220901;0.0016522
2.68816948;0.00202627
2.69412994;0.002077
2.70009041;0.0021054
2.70605087;0.00158954
2.71201134;0.00098716
2.7179718;0.00118218
2.72393227;0.00253903
2.72989273;0.00324541
2.7358532;0.00357303
2.74181366;0.00339976
2.74777412;0.00198839
2.75373459;0.00057189
2.75969505;0.00050751
2.76565552;0.00135646
2.77161598;0.00174485
2.77757645;0.0020459
2.78353691;0.00182347
2.78949738;0.00133331
2.79545784;0.00126054
2.8014183;0.00098028
2.80737877;0.00064075
2.81333923;0.0001783
2.8192997;0.00044264
2.82526016;0.001034
2.83122063;0.0016523
2.83718109;0.00163701
2.84314156;0.00141664
2.84910202;0.0012569
2.85506248;0.00124232
2.86102295;0.00142051
2.86698341;0.0011566
2.87294388;0.00083077
2.87890434;0.0004906
2.88486481;0.00065654
2.89082527;0.0009322
2.89678574;0.00124672
2.9027462;0.00134917
2.90870667;0.0018122
2.91466713;0.00224878
2.92062759;0.00211806
2.92658806;0.00176146
2.93254852;0.00100965
2.93850899;0.00048231
2.94446945;0.00247978
2.95042992;0.00538925
2.95639038;0.00622234
2.96235085;0.00604808
2.96831131;0.00502047
2.97427177;0.00395136
2.98023224;0.02962656
2.9861927;0.134598
2.99215317;0.2476361
2.99811363;0.2743907
3.0040741;0.2727479
3.01003456;0.2183467
3.01599503;0.09138872
3.02195549;0.01365803
3.02791595;0.00219261
3.03387642;0.00259922
3.03983688;0.00297522
3.04579735;0.00296058
3.05175781;0.00242259
3.05771828;0.00122824
3.06367874;0.00084545
3.06963921;0.00199552
3.07559967;0.00271552
3.08156013;0.00316279
3.0875206;0.00314246
3.09348106;0.00204816
3.09944153;0.00075451
3.10540199;0.0003992
3.11136246;0.00093964
3.11732292;0.00120723
3.12328339;0.00146306
3.12924385;0.00137789
3.13520432;0.00129037
3.14116478;0.0014473
3.14712524;0.00117971
3.15308571;0.00088597
3.15904617;0.00049177
3.16500664;0.00051788
3.1709671;0.00099521
3.17692757;0.00148435
3.18288803;0.00154724
3.1888485;0.00132122
3.19480896;0.00125242
3.20076942;0.00128105
3.20672989;0.0014706
3.21269035;0.0012161
3.21865082;0.00071539
3.22461128;0.00027905
3.23057175;0.00025625
3.23653221;0.00061582
3.24249268;0.00097988
3.24845314;0.00127175
3.2544136;0.00228553
3.26037407;0.00325995
3.26633453;0.0031492
3.272295;0.00280078
3.27825546;0.00174369
3.28421593;0.00013665
3.29017639;0.00282939
3.29613686;0.00684595
3.30209732;0.00874997
3.30805779;0.00853313
3.31401825;0.00771426
3.31997871;0.00446718
3.32593918;0.00149
3.33189964;0.00156791
3.33786011;0.00302269
3.34382057;0.00358738
3.34978104;0.0036447
3.3557415;0.00315157
3.36170197;0.0017777
3.36766243;0.001331
3.37362289;0.00185735
3.37958336;0.00284282
3.38554382;0.00316159
3.39150429;0.0033293
3.39746475;0.00274078
3.40342522;0.00135229
3.40938568;0.00047649
3.41534615;0.00142289
3.42130661;0.00224655
3.42726707;0.00264151
3.43322754;0.00280482
3.439188;0.00204685
3.44514847;0.00115395
3.45110893;0.00082324
3.4570694;0.00071215
3.46302986;0.00076039
3.46899033;0.00086679
3.47495079;0.00096551
3.48091125;0.00126823
3.48687172;0.00164502
3.49283218;0.00146394
3.49879265;0.00118658
3.50475311;0.00085413
3.51071358;0.00081269
3.51667404;0.00106463
3.52263451;0.00132612
3.52859497;0.00136986
3.53455544;0.001223
3.5405159;0.00127259
3.54647636;0.00135231
3.55243683;0.00153076
3.55839729;0.00131744
3.56435776;0.00104194
3.57031822;0.00092399
3.57627869;0.00078779
3.58223915;0.00075627
3.58819962;0.00081729
3.59416008;0.0011978
3.60012054;0.00274514
3.60608101;0.00437929
3.61204147;0.00447444
3.61800194;0.00411569
3.6239624;0.00295559
3.62992287;0.00055249
3.63588333;0.00358068
3.6418438;0.01054546
3.64780426;0.01485473
3.65376472;0.01497584
3.65972519;0.01412351
3.66568565;0.00914474
3.67164612;0.00266732
3.67760658;0.00091063
3.68356705;0.00074406
3.68952751;0.00062803
3.69548798;0.00063411
3.70144844;0.00079448
3.70740891;0.00093779
3.71336937;0.00098075
3.71932983;0.00147559
3.7252903;0.00261793
3.73125076;0.00308725
3.73721123;0.0033843
3.74317169;0.00298424
3.74913216;0.00158952
3.75509262;0.00039447
3.76105309;0.00083317
3.76701355;0.00162207
3.77297401;0.00199246
3.77893448;0.00225742
3.78489494;0.0018064
3.79085541;0.00124629
3.79681587;0.00109273
3.80277634;0.00081452
3.8087368;0.00056366
3.81469727;0.00036699
3.82065773;0.00065788
3.82661819;0.0012331
3.83257866;0.00176018
3.83853912;0.00163408
3.84449959;0.00136669
3.85046005;0.00111977
3.85642052;0.00113257
3.86238098;0.00131079
3.86834145;0.00120747
3.87430191;0.00104686
3.88026237;0.00082263
3.88622284;0.00094296
3.8921833;0.00112873
3.89814377;0.00138713
3.90410423;0.00135986
3.9100647;0.00161703
3.91602516;0.00179926
3.92198563;0.00158274
3.92794609;0.00126953
3.93390656;0.00059722
3.93986702;0.00094885
3.94582748;0.00324963
3.95178795;0.00588105
3.95774841;0.00634055
3.96370888;0.0060109
3.96966934;0.00469408
3.97562981;0.00511018
3.98159027;0.04435052
3.98755074;0.1596987
3.9935112;0.2528784
3.99947166;0.2664436
4.00543213;0.2608163
4.01139259;0.187257
4.01735306;0.06435568
4.02331352;0.00730456
4.02927399;0.00163226
4.03523445;0.00188043
4.04119492;0.00207136
4.04715538;0.00208886
4.05311584;0.00166794
4.05907631;0.00110092
4.06503677;0.00111479
4.07099724;0.00220109
4.0769577;0.00275215
4.08291817;0.00315201
4.08887863;0.00294659
4.0948391;0.00170408
4.10079956;0.00051727
4.10676003;0.00041614
4.11272049;0.00114128
4.11868095;0.00145268
4.12464142;0.0017128
4.13060188;0.00149093
4.13656235;0.00133857
4.14252281;0.00138209
4.14848328;0.00109519
4.15444374;0.00079034
4.16040421;0.00026721
4.16636467;0.00046154
4.17232513;0.00110375
4.1782856;0.00168108
4.18424606;0.00165472
4.19020653;0.00140914
4.19616699;0.00122897
4.20212746;0.00120525
4.20808792;0.00136078
4.21404839;0.00109915
4.22000885;0.00070494
4.22596931;0.00038169
4.23192978;0.00052019
4.23789024;0.00081938
4.24385071;0.00114678
4.24981117;0.00137434
4.25577164;0.00231973
4.2617321;0.00293705
4.26769257;0.00271857
4.27365303;0.00233668
4.27961349;0.00118906
4.28557396;0.00071309
4.29153442;0.00394056
4.29749489;0.00804011
4.30345535;0.00934188
4.30941582;0.00901443
4.31537628;0.0076771
4.32133675;0.00379448
4.32729721;0.00149954
4.33325768;0.00311682
4.33921814;0.00560083
4.3451786;0.00622314
4.35113907;0.00625536
4.35709953;0.00491264
4.36306;0.00223346
4.36902046;0.00136261
4.37498093;0.00179835
4.38094139;0.00243759
4.38690186;0.00263007
4.39286232;0.00272952
4.39882278;0.0020777
4.40478325;0.00105215
4.41074371;0.00073506
4.41670418;0.00174433
4.42266464;0.00240029
4.42862511;0.00277306
4.43458557;0.00277994
4.44054604;0.00183206
4.4465065;0.00091491
4.45246696;0.00055302
4.45842743;0.00075253
4.46438789;0.00097127
4.47034836;0.001195
4.47630882;0.00119846
4.48226929;0.00141044
4.48822975;0.00164295
4.49419022;0.0013981
4.50015068;0.00107993
4.50611115;0.00066198
4.51207161;0.00071931
4.51803207;0.00111931
4.52399254;0.00157083
4.529953;0.00158129
4.53591347;0.00142311
4.54187393;0.00138742
4.5478344;0.00139734
4.55379486;0.00150791
4.55975533;0.00118428
4.56571579;0.00076532
4.57167625;0.00048721
4.57763672;0.00048602
4.58359718;0.000698
4.58955765;0.00101289
4.59551811;0.00145732
4.60147858;0.00303969
4.60743904;0.00427032
4.61339951;0.00415439
4.61935997;0.00374088
4.62532043;0.00231465
4.6312809;0.00030834
4.63724136;0.00559285
4.64320183;0.01348
4.64916229;0.01698636
4.65512276;0.01682867
4.66108322;0.01520549
4.66704369;0.00851414
4.67300415;0.00209376
4.67896461;0.00086677
4.68492508;0.00076139
4.69088554;0.00082156
4.69684601;0.00086374
4.70280647;0.00085445
4.70876694;0.00092496
4.7147274;0.00103194
4.72068787;0.00155674
4.72664833;0.00242508
4.7326088;0.00274558
4.73856926;0.00298928
4.74452972;0.00240763
4.75049019;0.00118919
4.75645065;0.00037972
4.76241112;0.00115928
4.76837158;0.00181576
4.77433205;0.00215329
4.78029251;0.00231742
4.78625298;0.00163917
4.79221344;0.00104132
4.7981739;0.00086568
4.80413437;0.00071228
4.81009483;0.00065672
4.8160553;0.0007027
4.82201576;0.0008936
4.82797623;0.00141543
4.83393669;0.00181129
4.83989716;0.00159918
4.84585762;0.00127971
4.85181808;0.00095136
4.85777855;0.00102686
4.86373901;0.00123953
4.86969948;0.00137519
4.87565994;0.00127468
4.88162041;0.00108644
4.88758087;0.00110603
4.89354134;0.00119824
4.8995018;0.00138699
4.90546227;0.00124757
4.91142273;0.00131072
4.91738319;0.00132858
4.92334366;0.00111868
4.92930412;0.00092058
4.93526459;0.0005747
4.94122505;0.00129913
4.94718552;0.00386196
4.95314598;0.00602037
4.95910645;0.00621638
4.96506691;0.0057032
4.97102737;0.0041235
4.97698784;0.00771811
4.9829483;0.06210153
4.98890877;0.1803284
4.99486923;0.2507371
5.0008297;0.2564221
5.00679016;0.2434828
5.01275063;0.1534532
5.01871109;0.04247875
5.02467155;0.00368782
5.03063202;0.00107265
5.03659248;0.00111825
5.04255295;0.00115316
5.04851341;0.00130175
5.05447388;0.00121278
5.06043434;0.00111651
5.06639481;0.00132756
5.07235527;0.0022258
5.07831573;0.00266744
5.0842762;0.00298826
5.09023666;0.00260267
5.09619713;0.00131838
5.10215759;0.00025485
5.10811806;0.00068929
5.11407852;0.00136346
5.12003899;0.00169053
5.12599945;0.00188543
5.13195992;0.00148857
5.13792038;0.00126246
5.14388084;0.00120402
5.14984131;0.00093256
5.15580177;0.00064061
5.16176224;0.00014272
5.1677227;0.00055848
5.17368317;0.00128661
5.17964363;0.00184833
5.1856041;0.00172818
