Частота,A * B
(kГц),(?)

0.00000000,0.83436480
0.02384186,0.40072660
0.04768372,0.11968420
0.07152557,0.08470713
0.09536743,0.15639910
0.11920929,0.13652460
0.14305115,0.07606658
0.16689301,0.06537315
0.19073486,0.16051540
0.21457672,0.22904690
0.23841858,0.16682350
0.26226044,0.07566051
0.28610229,0.10303440
0.30994415,0.23730890
0.33378601,0.21440400
0.35762787,0.04514234
0.38146973,0.11209870
0.40531158,0.06395715
0.42915344,0.13976530
0.45299530,0.20096350
0.47683716,0.11053660
0.50067902,0.03291935
0.52452087,0.06992052
0.54836273,0.06996889
0.57220459,0.07610086
0.59604645,0.13200410
0.61988831,0.08789685
0.64373016,0.20155900
0.66757202,0.35192990
0.69141388,0.30601630
0.71525574,0.12546420
0.73909760,0.14686520
0.76293945,0.57700090
0.78678131,0.91236720
0.81062317,0.52338090
0.83446503,0.11445910
0.85830688,0.11330470
0.88214874,0.20256620
0.90599060,0.20882220
0.92983246,0.11501850
0.95367432,0.03048628
0.97751617,0.12807610
1.00135803,0.22947330
1.02519989,0.12967590
1.04904175,0.04415510
1.07288361,0.02398642
1.09672546,0.07022280
1.12056732,0.06549194
1.14440918,0.08502658
1.16825104,0.11188670
1.19209290,0.09669820
1.21593475,0.06891232
1.23977661,0.07666034
1.26361847,0.03318581
1.28746033,0.06091047
1.31130219,0.09523159
1.33514404,0.08710531
1.35898590,0.10312710
1.38282776,0.06692199
1.40666962,0.08472577
1.43051147,0.17578820
1.45435333,0.20552830
1.47819519,0.13232830
1.50203705,0.07501932
1.52587891,0.36627140
1.54972076,0.92463460
1.57356262,0.80680310
1.59740448,0.25596230
1.62124634,0.05407408
1.64508820,0.26632560
1.66893005,0.39225060
1.69277191,0.27598170
1.71661377,0.09889591
1.74045563,0.08192866
1.76429749,0.07837689
1.78813934,0.02639036
1.81198120,0.06886263
1.83582306,0.04876100
1.85966492,0.09646948
1.88350677,0.19922760
1.90734863,0.19234280
1.93119049,0.02971641
1.95503235,0.17290400
1.97887421,0.26893230
2.00271606,0.21553570
2.02655792,0.06974342
2.05039978,0.06070231
2.07424164,0.04037952
2.09808350,0.11198800
2.12192535,0.21726210
2.14576721,0.20869730
2.16960907,0.11896890
2.19345093,0.05273017
2.21729279,0.10821070
2.24113464,0.15336870
2.26497650,0.10246730
2.28881836,0.02650245
2.31266022,0.15418620
2.33650208,0.37111510
2.36034393,0.38250010
2.38418579,0.18958120
2.40802765,0.08392826
2.43186951,0.14614510
2.45571136,0.14878690
2.47955322,0.09655539
2.50339508,0.06177665
2.52723694,0.13517900
2.55107880,0.25030620
2.57492065,0.22070070
2.59876251,0.07685922
2.62260437,0.06284873
2.64644623,0.25295540
2.67028809,0.32356640
2.69412994,0.14072630
2.71797180,0.06373222
2.74181366,0.10611360
2.76565552,0.09715897
2.78949738,0.17521400
2.81333923,0.11442190
2.83718109,0.02393241
2.86102295,0.05902368
2.88486481,0.08831083
2.90870667,0.08659524
2.93254852,0.15519160
2.95639038,0.17672130
2.98023224,0.17569130
3.00407410,0.09431250
3.02791595,0.11882580
3.05175781,0.11245310
3.07559967,0.08196405
3.09944153,0.37410890
3.12328339,0.79661110
3.14712524,0.62245730
