Частота,A * B
(kГц),(?)

0.00000000,0.36626090
0.02384186,0.28390820
0.04768372,0.13232680
0.07152557,0.01351926
0.09536743,0.04629309
0.11920929,0.06995729
0.14305115,0.11590770
0.16689301,0.15032640
0.19073486,0.16376810
0.21457672,0.14582400
0.23841858,0.08741985
0.26226044,0.01425573
0.28610229,0.05511526
0.30994415,0.10688930
0.33378601,0.12459810
0.35762787,0.10155900
0.38146973,0.07634700
0.40531158,0.07999550
0.42915344,0.10902210
0.45299530,0.12461390
0.47683716,0.09694581
0.50067902,0.04092870
0.52452087,0.03007077
0.54836273,0.10367840
0.57220459,0.15386830
0.59604645,0.16259810
0.61988831,0.14433180
0.64373016,0.10523780
0.66757202,0.06157716
0.69141388,0.04239117
0.71525574,0.01731257
0.73909760,0.12007830
0.76293945,0.56139790
0.78678131,1.01860000
0.81062317,0.64552680
0.83446503,0.12153400
0.85830688,0.02424542
0.88214874,0.05022229
0.90599060,0.07949147
0.92983246,0.12589090
0.95367432,0.15534480
0.97751617,0.16305280
1.00135803,0.13563640
1.02519989,0.07011193
1.04904175,0.00920893
1.07288361,0.06874574
1.09672546,0.11499550
1.12056732,0.12203770
1.14440918,0.09412538
1.16825104,0.07430507
1.19209290,0.08533555
1.21593475,0.11559550
1.23977661,0.12213880
1.26361847,0.08545095
1.28746033,0.02637653
1.31130219,0.04707552
1.33514404,0.11888960
1.35898590,0.15913940
1.38282776,0.16034640
1.40666962,0.13714550
1.43051147,0.09367143
1.45435333,0.05610888
1.47819519,0.03539940
1.50203705,0.04897006
1.52587891,0.48343960
1.54972076,1.08746300
1.57356262,0.85872540
1.59740448,0.21622700
1.62124634,0.04501776
1.64508820,0.03457750
1.66893005,0.05362749
1.69277191,0.09077980
1.71661377,0.13462180
1.74045563,0.15910150
1.76429749,0.16073280
1.78813934,0.12286070
1.81198120,0.05273442
1.83582306,0.02190195
1.85966492,0.08165863
1.88350677,0.12075720
1.90734863,0.11748470
1.93119049,0.08717006
1.95503235,0.07411110
1.97887421,0.09183192
2.00271606,0.12087120
2.02655792,0.11700560
2.05039978,0.07286309
2.07424164,0.01242610
2.09808350,0.06475071
2.12192535,0.13186830
2.14576721,0.16258470
2.16960907,0.15660840
2.19345093,0.12871500
2.21729279,0.08295548
2.24113464,0.05112663
2.26497650,0.02776226
2.28881836,0.07730678
2.31266022,0.26548500
2.33650208,0.27797560
2.36034393,0.27386640
2.38418579,0.18772450
2.40802765,0.02339542
2.43186951,0.04041435
2.45571136,0.05969724
2.47955322,0.10167010
2.50339508,0.14221580
2.52723694,0.16204930
2.55107880,0.15574690
2.57492065,0.10857440
2.59876251,0.03526506
2.62260437,0.03643186
2.64644623,0.09352344
2.67028809,0.12412030
2.69412994,0.11118330
2.71797180,0.08148576
2.74181366,0.07553948
2.76565552,0.09921323
2.78949738,0.12406750
2.81333923,0.10961780
2.83718109,0.05940885
2.86102295,0.01034437
2.88486481,0.08216291
2.90870667,0.14285100
2.93254852,0.16379810
2.95639038,0.15196540
2.98023224,0.11907580
3.00407410,0.07290422
3.02791595,0.04734522
3.05175781,0.01685918
3.07559967,0.08575443
3.09944153,0.32587070
3.12328339,0.85977070
3.14712524,0.76675750
