kHz;V
0;0.0448144
0.00596046;0.03090128
0.01192093;0.02087634
0.01788139;0.00644216
0.02384186;0.00082329
0.02980232;0.00304673
0.03576279;0.00402503
0.04172325;0.00386333
0.04768372;0.00330495
0.05364418;0.00172731
0.05960464;0.0006525
0.06556511;0.00184388
0.07152557;0.00318419
0.07748604;0.00340942
0.0834465;0.00294906
0.08940697;0.00204716
0.09536743;0.00081826
0.1013279;0.00144097
0.10728836;0.00232592
0.11324883;0.00282657
0.11920929;0.00239238
0.12516975;0.00188097
0.13113022;0.00120458
0.13709068;0.00061718
0.14305115;0.0009972
0.14901161;0.00125867
0.15497208;0.00105454
0.16093254;0.00046516
0.16689301;0.00033609
0.17285347;0.00031815
0.17881393;0.00046895
0.1847744;0.00068959
0.19073486;0.00062067
0.19669533;0.00050512
0.20265579;0.00060599
0.20861626;0.00047062
0.21457672;0.00012668
0.22053719;0.00067181
0.22649765;0.0011119
0.23245811;0.00148692
0.23841858;0.00134668
0.24437904;0.00072988
0.25033951;0.00075982
0.25629997;0.00241178
0.26226044;0.00339924
0.2682209;0.00390133
0.27418137;0.00394694
0.28014183;0.00272053
0.28610229;0.00091391
0.29206276;0.00270038
0.29802322;0.00690825
0.30398369;0.00858199
0.30994415;0.00922412
0.31590462;0.00814565
0.32186508;0.00416974
0.32782555;0.00281131
0.33378601;0.00746866
0.33974648;0.01180311
0.34570694;0.01215487
0.3516674;0.01150978
0.35762787;0.00830211
0.36358833;0.00272216
0.3695488;0.00018397
0.37550926;0.00013962
0.38146973;0.00010946
0.38743019;0.00017245
0.39339066;0.00035737
0.39935112;0.00029953
0.40531158;0.00042402
0.41127205;0.00089049
0.41723251;0.00145506
0.42319298;0.00155935
0.42915344;0.00129591
0.43511391;0.00092551
0.44107437;0.00028401
0.44703484;0.00063654
0.4529953;0.00156211
0.45895576;0.00250222
0.46491623;0.00257642
0.47087669;0.00204863
0.47683716;0.00118968
0.48279762;0.0004595
0.48875809;0.00119969
0.49471855;0.00186169
0.50067902;0.00214188
0.50663948;0.00164937
0.51259995;0.00108251
0.51856041;0.00072741
0.52452087;0.00106367
0.53048134;0.00143729
0.5364418;0.00166264
0.54240227;0.00149656
0.54836273;0.00079606
0.5543232;0.00035713
0.56028366;0.00045639
0.56624413;0.00084481
0.57220459;0.00097499
0.57816505;0.00086302
0.58412552;0.00068238
0.59008598;0.00059635
0.59604645;0.00040524
0.60200691;0.00126006
0.60796738;0.00209098
0.61392784;0.00252792
0.61988831;0.00270338
0.62584877;0.00196632
0.63180923;0.0005609
0.6377697;0.00503105
