4424.578712	4.929905	15.589255	8.448201	7.733215
4424.621116	5.230922	12.863700	7.761018	8.998056
4424.663522	5.531913	9.752822	7.073896	7.402055
4424.705929	5.832877	8.888360	6.386833	8.060943
4424.748339	6.655311	8.717580	6.109455	6.668214
4424.790750	7.680754	8.546816	5.777028	6.736763
4424.833163	8.447963	8.376066	5.449793	6.805305
4424.875578	9.349334	8.205331	4.866175	6.873842
4424.917995	10.283321	8.034612	5.106874	6.942373
4424.960414	11.277451	7.863907	5.409498	7.095213
4425.002834	12.211272	7.693217	6.137098	7.473446
4425.045257	12.962629	7.710085	7.248322	7.523014
4425.087681	13.713920	7.680498	8.359449	7.882269
4425.130107	14.465145	7.893494	9.470479	8.212246
4425.172535	14.805140	7.944758	9.891550	8.709067
4425.214965	14.212715	7.996018	10.121633	9.322824
4425.257397	13.792362	8.047273	11.163630	9.936526
4425.299830	13.384087	8.098524	12.614926	10.550175
4425.342266	12.946607	8.149770	13.192310	11.163770
4425.384703	12.289009	8.201011	13.960559	11.775591
4425.427142	11.631468	8.252248	14.255769	11.523969
4425.469583	10.951627	8.373994	14.236226	11.170899
4425.512026	10.271846	8.889551	14.216683	10.403401
4425.554471	9.592124	9.097241	14.197143	9.565464
4425.596917	8.742222	9.320389	14.724436	8.579715
4425.639366	8.704009	9.543518	15.459745	7.504637
4425.681816	8.581546	9.766627	14.546041	6.429654
4425.724268	8.323264	9.989717	13.334965	5.354765
4425.766723	8.156127	10.212787	12.388767	4.279970
4425.809178	8.214222	10.435837	11.341219	3.143378
4425.851636	8.401248	10.658867	10.589455	2.777062
4425.894096	8.785951	10.402258	9.873857	2.605033
4425.936557	9.170620	9.525115	9.158322	2.842140
4425.979021	9.555255	8.634297	8.442850	3.144545
4426.021486	10.147836	7.803717	7.416331	3.445204
4426.063953	10.286610	6.973210	6.346932	3.692555
4426.106422	10.229442	6.142776	6.191971	3.939885
4426.148893	10.311486	5.312414	6.054210	4.187193
4426.191366	10.292130	4.482126	6.057381	4.434479
4426.233840	10.133579	3.651911	6.283952	4.762511
4426.276317	9.356422	2.821768	6.321481	5.119727
4426.318795	8.328459	2.594826	6.293710	5.566264
4426.361275	7.300586	2.967570	6.265942	5.919977
4426.403757	6.272804	3.422753	6.238177	6.186032
4426.446241	5.200442	3.816045	5.870232	6.495016
4426.488727	4.497546	4.209303	5.790945	6.905336
4426.531215	4.052403	4.602525	5.783819	7.315620
4426.573704	3.531713	4.995714	5.800744	7.725867
4426.616196	3.284197	5.388867	6.001470	8.136079
4426.658689	3.155224	5.781986	5.686866	8.518771
4426.701184	3.689270	6.175071	5.611040	8.645502
4426.743681	4.170025	7.059343	5.717282	8.248366
4426.786180	4.650737	7.533059	5.823515	8.047058
4426.828680	5.131408	8.207670	5.929739	7.888703
4426.871183	5.840441	9.011021	6.671366	7.843706
4426.913687	6.034235	9.814302	6.710570	7.721436
