kHz;V
0;0.00478028
0.02384186;0.00333454
0.04768372;0.0021534
0.07152557;0.0004121
0.09536743;0.00027633
0.11920929;0.00032675
0.14305115;0.00030688
0.16689301;0.00034899
0.19073486;0.00057681
0.21457672;0.0006207
0.23841858;0.0005702
0.26226044;0.00050327
0.28610229;0.00043159
0.30994415;0.00045427
0.33378601;0.00054711
0.35762787;0.00057576
0.38146973;0.00052651
0.40531158;0.0005155
0.42915344;0.00044735
0.4529953;0.00033481
0.47683716;0.00021323
0.50067902;0.00009644
0.52452087;0.00015204
0.54836273;0.00035383
0.57220459;0.00063399
0.59604645;0.00074922
0.61988831;0.00070057
0.64373016;0.00055612
0.66757202;0.00035854
0.69141388;0.0003451
0.71525574;0.00037612
0.7390976;0.00035182
0.76293945;0.00028375
0.78678131;0.00031671
0.81062317;0.00044495
0.83446503;0.00046549
0.85830688;0.00046857
0.88214874;0.00052014
0.9059906;0.00050663
0.92983246;0.00045164
0.95367432;0.00040979
0.97751617;0.00036703
1.00135803;0.00034425
1.02519989;0.00024192
1.04904175;0.00032428
1.07288361;0.00049151
1.09672546;0.00060534
1.12056732;0.00066937
1.14440918;0.00054781
1.16825104;0.00038996
1.1920929;0.00035529
1.21593475;0.00040499
1.23977661;0.00044498
1.26361847;0.00033031
1.28746033;0.00019081
1.31130219;0.00040452
1.33514404;0.00046776
1.3589859;0.00037463
1.38282776;0.00021121
1.40666962;0.00012475
1.43051147;0.00028815
1.45435333;0.00035113
1.47819519;0.00037706
1.50203705;0.00029152
1.52587891;0.00018935
1.54972076;0.00032669
1.57356262;0.00047226
1.59740448;0.00049648
1.62124634;0.00050138
1.6450882;0.00052777
1.66893005;0.00059999
1.69277191;0.00062321
1.71661377;0.00042698
1.74045563;0.0002007
1.76429749;0.00011569
1.78813934;0.00036982
1.8119812;0.00047991
1.83582306;0.00042254
1.85966492;0.00045893
1.88350677;0.00050378
1.90734863;0.00050767
1.93119049;0.00051068
1.95503235;0.00058491
1.97887421;0.00071654
2.00271606;0.00075166
2.02655792;0.00070557
2.05039978;0.00049221
2.07424164;0.00029582
2.0980835;0.00038324
2.12192535;0.00049426
2.14576721;0.00051127
2.16960907;0.00044168
2.19345093;0.00031556
2.21729279;0.00019488
2.24113464;0.00039942
2.2649765;0.00057909
2.28881836;0.00066007
2.31266022;0.00060618
2.33650208;0.00046068
2.36034393;0.00027095
2.38418579;0.00015915
2.40802765;0.0002111
2.43186951;0.00038098
2.45571136;0.00055158
2.47955322;0.00060887
2.50339508;0.00055183
2.52723694;0.00038809
2.5510788;0.00024348
2.57492065;0.00026326
2.59876251;0.00028669
2.62260437;0.00030446
2.64644623;0.00046622
2.67028809;0.00047352
2.69412994;0.00032293
2.7179718;0.0001222
2.74181366;0.00010386
2.76565552;0.0002854
2.78949738;0.00044928
2.81333923;0.00046655
2.83718109;0.00032892
2.86102295;0.00021874
2.88486481;0.00017459
2.90870667;0.00024402
2.93254852;0.00032191
2.95639038;0.00038484
2.98023224;0.0004533
3.0040741;0.00047359
3.02791595;0.00041026
3.05175781;0.00037119
3.07559967;0.00037354
3.09944153;0.00039467
3.12328339;0.00037986
