Mhz;V
0;0.1812395
0.00038147;0.126685
0.00076294;0.08661718
0.00114441;0.02694926
0.00152588;0.00524485
0.00190735;0.00348792
0.00228882;0.00257238
0.00267029;0.00177539
0.00305176;0.00144079
0.00343323;0.00121694
0.0038147;0.00109307
0.00419617;0.00103874
0.00457764;0.00105487
0.00495911;0.00104082
0.00534058;0.00098967
0.00572205;0.0008676
0.00610352;0.00067347
0.00648499;0.00055347
0.00686646;0.00051934
0.00724792;0.00055157
0.00762939;0.00056538
0.00801086;0.00056199
0.00839233;0.00058039
0.0087738;0.00058882
0.00915527;0.00061031
0.00953674;0.00058483
0.00991821;0.00057995
0.01029968;0.00055628
0.01068115;0.00052141
0.01106262;0.00047552
0.01144409;0.00039291
0.01182556;0.00033479
0.01220703;0.00033164
0.0125885;0.00038703
0.01296997;0.00043313
0.01335144;0.00039948
0.01373291;0.00031563
0.01411438;0.00026178
0.01449585;0.00030646
0.01487732;0.00038077
0.01525879;0.00042693
0.01564026;0.00041591
0.01602173;0.00037175
0.0164032;0.00029664
0.01678467;0.00020909
0.01716614;0.00019352
0.01754761;0.00019791
0.01792908;0.00020578
0.01831055;0.00019863
0.01869202;0.00018965
0.01907349;0.00019886
0.01945496;0.00021615
0.01983643;0.00025755
0.0202179;0.00025542
0.02059937;0.00022676
0.02098083;0.00019493
0.0213623;0.00018647
0.02174377;0.00022096
0.02212524;0.0002394
0.02250671;0.00024689
0.02288818;0.00023322
0.02326965;0.00024179
0.02365112;0.00023927
0.02403259;0.00021559
0.02441406;0.00017174
0.02479553;0.00012242
0.025177;0.00023093
0.02555847;0.00031348
0.02593994;0.00033539
0.02632141;0.00030209
0.02670288;0.00021073
0.02708435;0.00017558
0.02746582;0.00019227
0.02784729;0.00019497
0.02822876;0.00020545
0.02861023;0.00022541
0.0289917;0.0002204
0.02937317;0.00016913
0.02975464;0.0001334
0.03013611;0.00013538
0.03051758;0.00016895
0.03089905;0.00018056
0.03128052;0.00013547
0.03166199;0.00007312
0.03204346;0.00010901
0.03242493;0.00021668
0.0328064;0.00028687
0.03318787;0.00032957
0.03356934;0.00029888
0.03395081;0.0002179
0.03433228;0.0001714
0.03471375;0.00016026
0.03509521;0.00018448
0.03547668;0.00017421
0.03585815;0.00014291
0.03623962;0.0001183
0.03662109;0.00014095
0.03700256;0.00020809
0.03738403;0.00024967
0.0377655;0.00025013
0.03814697;0.00022199
0.03852844;0.00022596
0.03890991;0.00023747
0.03929138;0.00020934
0.03967285;0.00014782
0.04005432;0.00012606
0.04043579;0.00015176
0.04081726;0.00015968
0.04119873;0.00016427
0.0415802;0.00019416
0.04196167;0.00023431
0.04234314;0.00021125
0.04272461;0.00016053
0.04310608;0.00013043
0.04348755;0.00014821
0.04386902;0.0001673
0.04425049;0.00017577
0.04463196;0.00023726
0.04501343;0.00030478
0.0453949;0.00030866
0.04577637;0.00026233
0.04615784;0.00022144
0.04653931;0.00018134
0.04692078;0.00014294
0.04730225;0.00008899
0.04768372;0.00008042
0.04806519;0.00014935
0.04844666;0.00021062
0.04882813;0.00024077
0.04920959;0.0002265
0.04959106;0.00015612
0.04997253;0.0001208
0.050354;0.00018374
0.05073547;0.00023131
0.05111694;0.00026533
0.05149841;0.00026081
0.05187988;0.0002447
0.05226135;0.00023411
0.05264282;0.0002138
0.05302429;0.00022363
0.05340576;0.00022724
0.05378723;0.00019762
0.0541687;0.00014665
0.05455017;0.00009028
0.05493164;0.00013168
0.05531311;0.00018157
0.05569458;0.00017404
0.05607605;0.00012634
0.05645752;0.00004176
0.05683899;0.00011216
0.05722046;0.00023405
0.05760193;0.00029492
0.0579834;0.00032745
0.05836487;0.00032883
0.05874634;0.00027635
0.05912781;0.00017978
0.05950928;0.00015389
0.05989075;0.00021883
0.06027222;0.00029009
0.06065369;0.00031166
0.06103516;0.00028443
0.06141663;0.00027619
0.0617981;0.00030006
0.06217957;0.00030065
0.06256104;0.00024173
0.0629425;0.00017776
0.06332397;0.00014161
0.06370544;0.0001764
0.06408691;0.00021854
0.06446838;0.00017694
0.06484985;0.00012224
0.06523132;0.00015435
0.06561279;0.00025243
0.06599426;0.00035455
0.06637573;0.00038222
0.0667572;0.00035307
0.06713867;0.00030108
0.06752014;0.00025002
0.06790161;0.00021936
0.06828308;0.00024987
0.06866455;0.00028104
0.06904602;0.00031902
0.06942749;0.00031468
0.06980896;0.00023758
0.07019043;0.0001551
0.0705719;0.00010732
0.07095337;0.00020312
0.07133484;0.00029659
0.07171631;0.00035416
0.07209778;0.00037728
0.07247925;0.00038127
0.07286072;0.00038979
0.07324219;0.00037935
0.07362366;0.00037919
0.07400513;0.00039218
0.0743866;0.00040335
0.07476807;0.00045526
0.07514954;0.00050006
0.07553101;0.0005105
0.07591248;0.0005208
0.07629395;0.00055905
0.07667542;0.00069403
0.07705688;0.00082128
0.07743835;0.00089301
0.07781982;0.00092046
0.07820129;0.00090167
0.07858276;0.00091105
0.07896423;0.0009432
0.0793457;0.00105261
0.07972717;0.00119491
0.08010864;0.00137901
0.08049011;0.00161781
0.08087158;0.00205004
0.08125305;0.00310105
0.08163452;0.00379566
0.08201599;0.00509285
0.08239746;0.01020502
0.08277893;0.0163062
0.0831604;0.02059765
0.08354187;0.02000487
0.08392334;0.01532391
0.08430481;0.00876908
0.08468628;0.00450609
0.08506775;0.00365834
0.08544922;0.0029985
0.08583069;0.00204607
0.08621216;0.00152415
0.08659363;0.00129159
0.0869751;0.00113689
0.08735657;0.00105184
0.08773804;0.00101977
0.08811951;0.0010391
0.08850098;0.00102887
0.08888245;0.00091253
0.08926392;0.00073658
0.08964539;0.00056259
0.09002686;0.00050502
0.09040833;0.00056617
0.09078979;0.00062123
0.09117126;0.00061747
0.09155273;0.00056428
0.0919342;0.00051086
0.09231567;0.0004688
0.09269714;0.00044295
0.09307861;0.0004363
0.09346008;0.00044381
0.09384155;0.00045831
0.09422302;0.00043242
0.09460449;0.00037029
0.09498596;0.00027209
0.09536743;0.00023452
0.0957489;0.00035392
0.09613037;0.00044988
0.09651184;0.00049693
0.09689331;0.00046793
0.09727478;0.00038336
0.09765625;0.00034079
0.09803772;0.00029304
0.09841919;0.00025591
0.09880066;0.00022475
0.09918213;0.000191
0.0995636;0.00021388
0.09994507;0.00026771
0.10032654;0.00032012
0.10070801;0.00036542
0.10108948;0.00036413
0.10147095;0.00030248
0.10185242;0.00022679
0.10223389;0.00019982
0.10261536;0.00023195
0.10299683;0.00024249
0.1033783;0.00019846
0.10375977;0.00012604
0.10414124;0.00016054
0.10452271;0.00023734
0.10490417;0.00026388
0.10528564;0.00024819
0.10566711;0.00022369
0.10604858;0.00019737
0.10643005;0.00020711
0.10681152;0.0001918
0.10719299;0.00016533
0.10757446;0.00015858
0.10795593;0.00018175
0.1083374;0.00025921
0.10871887;0.0003209
0.10910034;0.00034113
0.10948181;0.00030482
0.10986328;0.00023018
0.11024475;0.00019247
0.11062622;0.00019522
0.11100769;0.00023661
0.11138916;0.00024972
0.11177063;0.00022639
0.1121521;0.0002186
0.11253357;0.00017196
0.11291504;0.00014385
0.11329651;0.00009995
0.11367798;0.00005247
0.11405945;0.00015927
0.11444092;0.00022901
0.11482239;0.00029009
0.11520386;0.00030069
0.11558533;0.00023071
0.1159668;0.00018878
0.11634827;0.0002331
0.11672974;0.00024653
0.11711121;0.00021814
0.11749268;0.00015516
0.11787415;0.000075
0.11825562;0.00008573
0.11863708;0.00010628
0.11901855;0.00014107
0.11940002;0.00021464
0.11978149;0.00028653
0.12016296;0.00032018
0.12054443;0.00030312
0.1209259;0.00024703
0.12130737;0.00018501
0.12168884;0.00014793
0.12207031;0.00014416
0.12245178;0.00012939
0.12283325;0.00018047
0.12321472;0.00023412
0.12359619;0.00022501
0.12397766;0.0002061
0.12435913;0.00019338
0.1247406;0.00015481
0.12512207;0.00010364
0.12550354;0.00007173
0.12588501;0.0000593
0.12626648;0.00006689
0.12664795;0.00008014
0.12702942;0.00008824
0.12741089;0.00013691
0.12779236;0.00019545
0.12817383;0.00019133
0.1285553;0.00018545
0.12893677;0.00022287
0.12931824;0.00023386
0.12969971;0.00021315
0.13008118;0.00019874
0.13046265;0.00016151
0.13084412;0.00011323
0.13122559;0.00009135
0.13160706;0.00004558
0.13198853;0.00003536
0.13237;0.0000738
0.13275146;0.00015713
0.13313293;0.00023582
0.1335144;0.00027049
0.13389587;0.00025296
0.13427734;0.0001922
0.13465881;0.00017911
0.13504028;0.00022281
0.13542175;0.0002387
0.13580322;0.00021792
0.13618469;0.00020381
0.13656616;0.00021068
0.13694763;0.00023577
0.1373291;0.00023937
0.13771057;0.00021068
0.13809204;0.00023135
0.13847351;0.00030095
0.13885498;0.00036462
0.13923645;0.00035782
0.13961792;0.00025073
0.13999939;0.00016775
0.14038086;0.00019599
0.14076233;0.00021106
0.1411438;0.00017308
0.14152527;0.00008089
0.14190674;0.00011243
0.14228821;0.00021046
0.14266968;0.00025413
0.14305115;0.00023828
0.14343262;0.00018717
0.14381409;0.00014185
0.14419556;0.00014198
0.14457703;0.00017913
0.1449585;0.0002089
0.14533997;0.00025736
0.14572144;0.00031003
0.14610291;0.00033286
0.14648438;0.00031827
0.14686584;0.00029463
0.14724731;0.00031154
0.14762878;0.00033917
0.14801025;0.00031646
0.14839172;0.00026063
0.14877319;0.00023267
0.14915466;0.00028553
0.14953613;0.00036128
0.1499176;0.00041474
0.15029907;0.0004312
0.15068054;0.00039643
0.15106201;0.00036563
0.15144348;0.00033128
0.15182495;0.00032666
0.15220642;0.00037393
0.15258789;0.00038044
0.15296936;0.00032886
0.15335083;0.0002742
0.1537323;0.00027424
0.15411377;0.0003158
0.15449524;0.00037455
0.15487671;0.00038354
0.15525818;0.00041365
0.15563965;0.00045911
0.15602112;0.00048102
0.15640259;0.00050079
0.15678406;0.0004665
0.15716553;0.00042488
0.157547;0.00047185
0.15792847;0.0005292
0.15830994;0.00057842
0.15869141;0.00059481
0.15907288;0.00059943
0.15945435;0.00065291
0.15983582;0.00068806
0.16021729;0.00067735
0.16059875;0.00062958
0.16098022;0.00066193
0.16136169;0.00078451
0.16174316;0.00092656
0.16212463;0.00105195
0.1625061;0.00112352
0.16288757;0.00121192
0.16326904;0.00134347
0.16365051;0.00157533
0.16403198;0.00187969
0.16441345;0.00254821
0.16479492;0.00362643
0.16517639;0.0043527
0.16555786;0.00847789
0.16593933;0.01548378
0.1663208;0.02086066
0.16670227;0.02282189
0.16708374;0.01902176
0.16746521;0.01203081
0.16784668;0.00575974
0.16822815;0.00376927
0.16860962;0.00335169
0.16899109;0.00240501
0.16937256;0.00178832
0.16975403;0.00149768
0.1701355;0.00129732
0.17051697;0.0011758
0.17089844;0.00109852
0.17127991;0.00102419
0.17166138;0.00090048
0.17204285;0.00075985
0.17242432;0.00064139
0.17280579;0.00062094
0.17318726;0.00066504
0.17356873;0.00066917
0.1739502;0.0006297
0.17433167;0.0005866
0.17471313;0.00059148
0.1750946;0.00057368
0.17547607;0.00052717
0.17585754;0.00046948
0.17623901;0.00043602
0.17662048;0.00049008
0.17700195;0.00052128
0.17738342;0.00049834
0.17776489;0.00047423
0.17814636;0.00042899
0.17852783;0.00040635
0.1789093;0.00039041
0.17929077;0.00032309
0.17967224;0.00027395
0.18005371;0.00027159
0.18043518;0.00032547
0.18081665;0.0003732
0.18119812;0.00036488
0.18157959;0.0003197
0.18196106;0.00033472
0.18234253;0.00037198
0.182724;0.00041129
0.18310547;0.00044996
0.18348694;0.000428
0.18386841;0.00036783
0.18424988;0.00028639
0.18463135;0.00023143
0.18501282;0.00025712
0.18539429;0.00031018
0.18577576;0.00032829
0.18615723;0.00030005
0.1865387;0.00028877
0.18692017;0.00031419
0.18730164;0.0003279
0.18768311;0.00030849
0.18806458;0.00026295
0.18844604;0.0002229
0.18882751;0.0001932
0.18920898;0.00015537
0.18959045;0.00015775
0.18997192;0.00020844
0.19035339;0.00026138
0.19073486;0.00027553
0.19111633;0.00022592
0.1914978;0.00011867
0.19187927;0.00009456
0.19226074;0.00018268
0.19264221;0.00021551
0.19302368;0.00019373
0.19340515;0.00016311
0.19378662;0.00025214
0.19416809;0.00035038
0.19454956;0.00034976
0.19493103;0.00028617
0.1953125;0.00021661
0.19569397;0.0001952
0.19607544;0.0002229
0.19645691;0.00022487
0.19683838;0.00021001
0.19721985;0.00021117
0.19760132;0.00022932
0.19798279;0.00025258
0.19836426;0.00023422
0.19874573;0.00019192
0.1991272;0.00020899
0.19950867;0.00026314
0.19989014;0.00027593
0.20027161;0.0002366
0.20065308;0.00015556
0.20103455;0.00007908
0.20141602;0.00004114
0.20179749;0.00004749
0.20217896;0.00009374
0.20256042;0.00011545
0.20294189;0.00017161
0.20332336;0.00021264
0.20370483;0.00023049
0.2040863;0.00024317
0.20446777;0.00021421
0.20484924;0.00017368
0.20523071;0.00018915
0.20561218;0.00019221
0.20599365;0.00013607
0.20637512;0.00010121
0.20675659;0.00010708
0.20713806;0.00009398
0.20751953;0.00007661
0.207901;0.0000836
0.20828247;0.00011502
0.20866394;0.00016362
0.20904541;0.00019628
0.20942688;0.0002078
0.20980835;0.00022952
0.21018982;0.00023335
0.21057129;0.00017463
0.21095276;0.00013532
0.21133423;0.0001614
0.2117157;0.00016883
0.21209717;0.00020088
0.21247864;0.00025622
0.21286011;0.00030612
0.21324158;0.00031925
0.21362305;0.00028605
0.21400452;0.00021928
0.21438599;0.00015251
0.21476746;0.00012177
0.21514893;0.00009423
0.2155304;0.0000837
0.21591187;0.00016509
0.21629333;0.0002227
0.2166748;0.00024486
0.21705627;0.00022332
0.21743774;0.0001826
0.21781921;0.00023696
0.21820068;0.00030345
0.21858215;0.00029012
0.21896362;0.00023712
0.21934509;0.00016785
0.21972656;0.00005855
0.22010803;0.00011023
0.2204895;0.0001504
0.22087097;0.00017441
0.22125244;0.00020673
0.22163391;0.00021286
0.22201538;0.0002428
0.22239685;0.00022804
0.22277832;0.00018768
0.22315979;0.00018209
0.22354126;0.00022486
0.22392273;0.00030334
0.2243042;0.00033587
0.22468567;0.00031487
0.22506714;0.0002514
0.22544861;0.00017762
0.22583008;0.00016288
0.22621155;0.00017244
0.22659302;0.00019782
0.22697449;0.00020275
0.22735596;0.00019047
0.22773743;0.00021966
0.2281189;0.00024805
0.22850037;0.00026466
0.22888184;0.00023613
0.22926331;0.00016667
0.22964478;0.0001518
0.23002625;0.00022402
0.23040771;0.00025712
0.23078918;0.00024308
0.23117065;0.00021394
0.23155212;0.00024534
0.23193359;0.00031778
0.23231506;0.00037269
0.23269653;0.0003678
0.233078;0.0003227
0.23345947;0.00026919
0.23384094;0.00021178
0.23422241;0.00019029
0.23460388;0.00023015
0.23498535;0.00026326
0.23536682;0.00030576
0.23574829;0.00035168
0.23612976;0.00039779
0.23651123;0.00048251
0.2368927;0.00050738
0.23727417;0.00046222
0.23765564;0.00035914
0.23803711;0.00023393
0.23841858;0.00026718
0.23880005;0.00035952
0.23918152;0.00042038
0.23956299;0.0004404
0.23994446;0.00042054
0.24032593;0.00040943
0.2407074;0.00041659
0.24108887;0.00045018
0.24147034;0.00049921
0.24185181;0.00056776
0.24223328;0.00063102
0.24261475;0.00064088
0.24299622;0.00059155
0.24337769;0.00052639
0.24375916;0.00058063
0.24414063;0.00075211
0.24452209;0.00094041
0.24490356;0.00106321
0.24528503;0.00107755
0.2456665;0.00107272
0.24604797;0.00110799
0.24642944;0.00119655
0.24681091;0.00135316
0.24719238;0.00161797
0.24757385;0.0021708
0.24795532;0.00315751
0.24833679;0.00402488
0.24871826;0.00631502
0.24909973;0.01484981
0.2494812;0.02346069
0.24986267;0.02721911
0.25024414;0.02622476
0.25062561;0.01851374
0.25100708;0.00884041
0.25138855;0.00372538
0.25177002;0.00357843
0.25215149;0.00289607
0.25253296;0.00195663
0.25291443;0.00157124
0.2532959;0.00134593
0.25367737;0.00117977
0.25405884;0.0010281
0.25444031;0.00091669
0.25482178;0.00087143
0.25520325;0.00085976
0.25558472;0.00088818
0.25596619;0.00087607
0.25634766;0.00082163
0.25672913;0.00069108
0.2571106;0.00055395
0.25749207;0.00050855
0.25787354;0.00050385
0.258255;0.00049859
0.25863647;0.00044857
0.25901794;0.00039638
0.25939941;0.00038629
0.25978088;0.00037711
0.26016235;0.00038398
0.26054382;0.00039056
0.26092529;0.00038083
0.26130676;0.00038917
0.26168823;0.0003816
0.2620697;0.00033207
0.26245117;0.00023634
0.26283264;0.00011502
0.26321411;0.00013019
0.26359558;0.00022254
0.26397705;0.00030719
0.26435852;0.00030759
0.26473999;0.00026845
0.26512146;0.00023272
0.26550293;0.00020692
0.2658844;0.00025011
0.26626587;0.0003095
0.26664734;0.00037003
0.26702881;0.0004005
