MHz;mV
1.55982971;0.0044309
1.56021118;0.00712423
1.56059265;0.01005614
1.56097412;0.00737383
1.56135559;0.00548317
1.56173706;0.00247901
1.56211853;0.0068178
1.5625;0.01258529
1.56288147;0.01488555
1.56326294;0.01729907
1.56364441;0.02063567
1.56402588;0.01952671
1.56440735;0.01535949
1.56478882;0.01348103
1.56517029;0.0120817
1.56555176;0.01246719
1.56593323;0.01533807
1.5663147;0.01543384
1.56669617;0.01348657
1.56707764;0.01368347
1.56745911;0.01255962
1.56784058;0.00869952
1.56822205;0.00562182
1.56860352;0.0048443
1.56898499;0.00946459
1.56936646;0.01441024
1.56974792;0.01225635
1.57012939;0.00973583
1.57051086;0.01431962
1.57089233;0.02057653
1.5712738;0.02288107
1.57165527;0.02003821
1.57203674;0.01689247
1.57241821;0.01426172
1.57279968;0.01293406
1.57318115;0.01601124
1.57356262;0.01957919
1.57394409;0.01982712
1.57432556;0.0175985
1.57470703;0.01407626
1.5750885;0.00938086
1.57546997;0.00474916
1.57585144;0.00494846
1.57623291;0.00904895
1.57661438;0.01299986
1.57699585;0.01357886
1.57737732;0.0083021
1.57775879;0.00243878
1.57814026;0.01196095
1.57852173;0.01703575
1.5789032;0.01696114
1.57928467;0.01421477
1.57966614;0.01073553
1.58004761;0.01067547
1.58042908;0.01098646
1.58081055;0.01051673
1.58119202;0.00977146
1.58157349;0.01023131
1.58195496;0.0807609
1.58233643;0.3189394
1.5827179;0.5451862
1.58309937;0.5882301
1.58348083;0.5792584
1.5838623;0.4451723
1.58424377;0.1701543
1.58462524;0.01644942
1.58500671;0.01061912
1.58538818;0.01318901
1.58576965;0.01261879
1.58615112;0.00760422
1.58653259;0.00587748
1.58691406;0.00117424
1.58729553;0.00524229
1.587677;0.01060224
1.58805847;0.0108672
1.58843994;0.00687324
1.58882141;0.00446554
1.58920288;0.00649597
1.58958435;0.00747845
1.58996582;0.01070466
1.59034729;0.01211656
1.59072876;0.01049114
1.59111023;0.00522164
1.5914917;0.00223209
1.59187317;0.01022303
1.59225464;0.01116078
1.59263611;0.00102775
1.59301758;0.01171746
1.59339905;0.01518276
1.59378052;0.0164629
1.59416199;0.01280484
1.59454346;0.00598271
1.59492493;0.00817081
1.5953064;0.00526678
1.59568787;0.00547775
1.59606934;0.0079493
1.59645081;0.00889289
1.59683228;0.00940214
1.59721375;0.0096173
1.59759521;0.01064054
1.59797668;0.01166154
1.59835815;0.01159
1.59873962;0.01306763
1.59912109;0.01553045
1.59950256;0.01314409
1.59988403;0.00552686
1.6002655;0.00103036
1.60064697;0.00547118
1.60102844;0.00900106
1.60140991;0.01415938
1.60179138;0.02091175
1.60217285;0.02292999
1.60255432;0.02091923
1.60293579;0.01669594
1.60331726;0.01025139
1.60369873;0.00736888
1.6040802;0.00711062
1.60446167;0.00498201
1.60484314;0.00280739
1.60522461;0.0014974
1.60560608;0.00368818
1.60598755;0.00727021
1.60636902;0.00778427
1.60675049;0.00572916
1.60713196;0.00451618
1.60751343;0.00446009
1.6078949;0.00410598
1.60827637;0.00216119
1.60865784;0.00414799
1.60903931;0.00616021
1.60942078;0.00755266
1.60980225;0.01350826
1.61018372;0.02050249
1.61056519;0.02002009
1.61094666;0.01652556
1.61132813;0.01089686
1.61170959;0.00382069
1.61209106;0.00401314
1.61247253;0.00652769
1.612854;0.01423317
1.61323547;0.02212774
1.61361694;0.02565101
1.61399841;0.02665146
1.61437988;0.02193034
1.61476135;0.01303319
1.61514282;0.00498351
1.61552429;0.00160329
1.61590576;0.00406401
1.61628723;0.00345319
1.6166687;0.0131374
1.61705017;0.02064288
1.61743164;0.02708551
1.61781311;0.02822793
1.61819458;0.02565345
1.61857605;0.0267982
1.61895752;0.02832086
1.61933899;0.02482131
1.61972046;0.01777339
1.62010193;0.00953486
1.6204834;0.00353134
1.62086487;0.00748076
1.62124634;0.01213565
1.62162781;0.01276389
1.62200928;0.01005949
1.62239075;0.0089235
1.62277222;0.00804031
1.62315369;0.00568464
1.62353516;0.00366722
1.62391663;0.00309939
1.6242981;0.00100461
1.62467957;0.00299742
1.62506104;0.00622347
1.6254425;0.01146601
1.62582397;0.01702771
1.62620544;0.02317736
1.62658691;0.02912884
1.62696838;0.03062729
1.62734985;0.03063049
1.62773132;0.02982343
1.62811279;0.02528242
1.62849426;0.01941041
1.62887573;0.0138375
1.6292572;0.00859642
1.62963867;0.01206625
1.63002014;0.0129399
1.63040161;0.00832508
1.63078308;0.00528202
1.63116455;0.00775009
1.63154602;0.01463259
1.63192749;0.01714143
1.63230896;0.01798526
1.63269043;0.01922331
1.6330719;0.01864134
1.63345337;0.01686799
1.63383484;0.01754043
1.63421631;0.01765285
1.63459778;0.01940166
1.63497925;0.0224253
1.63536072;0.02365301
1.63574219;0.02208231
1.63612366;0.01498502
1.63650513;0.00961962
1.6368866;0.00638899
1.63726807;0.00324522
1.63764954;0.00875171
1.63803101;0.01360501
1.63841248;0.00796353
1.63879395;0.01030168
1.63917542;0.01877212
1.63955688;0.02155321
1.63993835;0.01612052
1.64031982;0.00824796
1.64070129;0.00705893
1.64108276;0.00842738
1.64146423;0.01033474
1.6418457;0.00989255
1.64222717;0.00658325
1.64260864;0.00804036
1.64299011;0.01007596
1.64337158;0.0076624
1.64375305;0.00415279
1.64413452;0.0051706
1.64451599;0.00946227
1.64489746;0.0080194
1.64527893;0.0030566
1.6456604;0.00200965
1.64604187;0.00025103
1.64642334;0.00276588
1.64680481;0.00628302
1.64718628;0.01009236
1.64756775;0.0124825
1.64794922;0.01410523
1.64833069;0.01379034
1.64871216;0.00980752
1.64909363;0.00847066
1.6494751;0.00782659
1.64985657;0.00524464
1.65023804;0.00354111
1.65061951;0.00167048
1.65100098;0.00126326
1.65138245;0.00216999
1.65176392;0.00552759
1.65214539;0.00857235
1.65252686;0.00870524
1.65290833;0.00499352
1.65328979;0.00494516
1.65367126;0.01472516
1.65405273;0.02307364
1.6544342;0.02591048
1.65481567;0.02269137
1.65519714;0.01686205
1.65557861;0.01198328
1.65596008;0.00918553
1.65634155;0.00866536
1.65672302;0.01012868
1.65710449;0.01041737
1.65748596;0.00918114
1.65786743;0.00677135
1.6582489;0.00576885
1.65863037;0.00869755
1.65901184;0.01305046
1.65939331;0.0140787
1.65977478;0.0161283
1.66015625;0.01813909
1.66053772;0.01707544
1.66091919;0.01866371
1.66130066;0.02383594
1.66168213;0.02762984
1.6620636;0.02684912
1.66244507;0.02323586
1.66282654;0.01654031
1.66320801;0.00628978
1.66358948;0.00642331
1.66397095;0.00413263
1.66435242;0.00632479
1.66473389;0.01234442
1.66511536;0.0578253
1.66549683;0.5324289
1.6658783;1.987548
1.66625977;3.298111
1.66664124;3.524378
1.66702271;3.461246
1.66740417;2.600076
1.66778564;0.9785152
1.66816711;0.1346225
1.66854858;0.02627636
1.66893005;0.01801175
1.66931152;0.01138952
1.66969299;0.00537646
1.67007446;0.00550795
1.67045593;0.00842481
1.6708374;0.00863975
1.67121887;0.00787615
1.67160034;0.00246056
1.67198181;0.00021706
1.67236328;0.00561505
1.67274475;0.01036399
1.67312622;0.01412437
1.67350769;0.01480088
1.67388916;0.01331079
1.67427063;0.01242418
1.6746521;0.01155812
1.67503357;0.00707125
1.67541504;0.00551057
1.67579651;0.00370077
1.67617798;0.00257601
1.67655945;0.00099921
1.67694092;0.00426512
1.67732239;0.00685546
1.67770386;0.00915772
1.67808533;0.01244815
1.6784668;0.01444725
1.67884827;0.01610209
1.67922974;0.01379133
1.67961121;0.00681396
1.67999268;0.00565367
1.68037415;0.00936889
1.68075562;0.01369544
1.68113708;0.01269874
1.68151855;0.00521056
1.68190002;0.00226702
1.68228149;0.00875985
1.68266296;0.01358941
1.68304443;0.01648384
1.6834259;0.01902978
1.68380737;0.01925699
1.68418884;0.019692
1.68457031;0.0253729
1.68495178;0.03464014
1.68533325;0.03836578
1.68571472;0.03189357
1.68609619;0.01976173
1.68647766;0.00941582
1.68685913;0.01041764
1.6872406;0.01319707
1.68762207;0.01133152
1.68800354;0.00896157
1.68838501;0.00819127
1.68876648;0.00783926
1.68914795;0.00720515
1.68952942;0.00704051
1.68991089;0.00562828
1.69029236;0.00330283
1.69067383;0.00330586
1.6910553;0.00579567
1.69143677;0.00592114
1.69181824;0.00891655
1.69219971;0.01609448
1.69258118;0.02136118
1.69296265;0.02261929
1.69334412;0.01974522
1.69372559;0.01211677
1.69410706;0.00251704
1.69448853;0.00985796
1.69487;0.01556942
1.69525146;0.0162038
1.69563293;0.01134906
1.6960144;0.00300671
1.69639587;0.00577514
1.69677734;0.0129905
1.69715881;0.01587641
1.69754028;0.01618976
1.69792175;0.01804458
1.69830322;0.01673059
1.69868469;0.01047197
1.69906616;0.00637899
1.69944763;0.00625129
1.6998291;0.00613015
1.70021057;0.00751782
1.70059204;0.01307387
1.70097351;0.01776853
1.70135498;0.02336221
1.70173645;0.02512
1.70211792;0.0210098
1.70249939;0.01374889
1.70288086;0.0086067
1.70326233;0.0101245
1.7036438;0.01204672
1.70402527;0.00888128
1.70440674;0.00526082
1.70478821;0.00220713
1.70516968;0.00124019
1.70555115;0.00377761
1.70593262;0.00470387
1.70631409;0.0044067
1.70669556;0.00538937
1.70707703;0.006828
1.7074585;0.00786905
1.70783997;0.00729914
1.70822144;0.00686893
1.70860291;0.00594366
1.70898438;0.01060655
1.70936584;0.01665287
1.70974731;0.01538101
1.71012878;0.01468233
1.71051025;0.0146925
1.71089172;0.01346674
1.71127319;0.01386651
1.71165466;0.01581859
1.71203613;0.01652073
1.7124176;0.01183538
1.71279907;0.00339395
1.71318054;0.00968196
1.71356201;0.01969589
1.71394348;0.02671957
1.71432495;0.02986804
1.71470642;0.02499852
1.71508789;0.01676953
1.71546936;0.00965137
1.71585083;0.00179997
1.7162323;0.00863593
1.71661377;0.00770929
1.71699524;0.00629343
1.71737671;0.00327539
1.71775818;0.00194004
1.71813965;0.00293726
1.71852112;0.00219738
1.71890259;0.00740546
1.71928406;0.00926775
1.71966553;0.00589522
1.720047;0.00267096
1.72042847;0.01151305
1.72080994;0.01974261
1.72119141;0.02203645
1.72157288;0.02085564
1.72195435;0.01700911
1.72233582;0.0166707
1.72271729;0.01322378
1.72309875;0.00887921
1.72348022;0.01584184
1.72386169;0.01913714
1.72424316;0.01642861
1.72462463;0.01166345
1.7250061;0.00779864
1.72538757;0.00699894
1.72576904;0.0122319
1.72615051;0.01752816
1.72653198;0.01320555
1.72691345;0.00693743
1.72729492;0.00866653
1.72767639;0.01283326
1.72805786;0.01472296
1.72843933;0.00829342
1.7288208;0.00309463
1.72920227;0.00190677
1.72958374;0.00216813
1.72996521;0.00251474
1.73034668;0.00455393
1.73072815;0.0071479
1.73110962;0.00889031
1.73149109;0.01405646
1.73187256;0.02143705
1.73225403;0.02291697
1.7326355;0.01952609
1.73301697;0.01305436
1.73339844;0.00482455
1.73377991;0.00561695
1.73416138;0.00768761
1.73454285;0.00767636
1.73492432;0.01331333
1.73530579;0.01817144
1.73568726;0.02185018
1.73606873;0.02150052
1.7364502;0.00996885
1.73683167;0.00633007
1.73721313;0.01831559
1.7375946;0.02744083
1.73797607;0.02910681
1.73835754;0.02247846
1.73873901;0.01625025
1.73912048;0.01180301
1.73950195;0.00679033
1.73988342;0.00320604
1.74026489;0.00352067
1.74064636;0.00686106
1.74102783;0.01029706
1.7414093;0.0142168
1.74179077;0.01747935
1.74217224;0.01519234
1.74255371;0.01029643
1.74293518;0.00521319
1.74331665;0.00203133
1.74369812;0.00487567
1.74407959;0.00225946
1.74446106;0.00680138
1.74484253;0.01402901
1.745224;0.0185025
1.74560547;0.02037708
1.74598694;0.01620276
1.74636841;0.01133293
1.74674988;0.01035162
1.74713135;0.01425912
1.74751282;0.01654844
1.74789429;0.0182698
1.74827576;0.02453291
1.74865723;0.03733693
1.7490387;0.04571681
1.74942017;0.04204061
1.74980164;0.05262271
1.75018311;0.05052464
1.75056458;0.04738847
1.75094604;0.03549524
1.75132751;0.00897819
1.75170898;0.00630801
1.75209045;0.01176989
1.75247192;0.01508009
1.75285339;0.01900754
1.75323486;0.01865377
1.75361633;0.00987847
1.7539978;0.00558941
1.75437927;0.01464833
1.75476074;0.01552934
1.75514221;0.01289715
1.75552368;0.01274317
1.75590515;0.01944184
1.75628662;0.02324842
1.75666809;0.02271362
1.75704956;0.01952905
1.75743103;0.01375866
1.7578125;0.00907169
1.75819397;0.00691436
1.75857544;0.00691258
1.75895691;0.00890763
1.75933838;0.01019305
1.75971985;0.01159356
1.76010132;0.01492687
1.76048279;0.01273522
1.76086426;0.00621083
1.76124573;0.00334109
1.7616272;0.00473205
1.76200867;0.00405068
1.76239014;0.00736989
1.76277161;0.0125067
1.76315308;0.01473417
1.76353455;0.01247803
1.76391602;0.01009462
1.76429749;0.0092482
1.76467896;0.00945763
1.76506042;0.01111009
1.76544189;0.01176243
1.76582336;0.0078969
1.76620483;0.00915882
1.7665863;0.01137957
1.76696777;0.01358817
1.76734924;0.01325115
1.76773071;0.01096824
1.76811218;0.01605853
1.76849365;0.01951356
1.76887512;0.01900865
1.76925659;0.01580213
1.76963806;0.01876598
1.77001953;0.02273306
1.770401;0.01511934
1.77078247;0.01474234
1.77116394;0.01710057
1.77154541;0.01199941
1.77192688;0.00803928
1.77230835;0.00547859
1.77268982;0.00602148
1.77307129;0.01082436
1.77345276;0.01386258
1.77383423;0.01306726
1.7742157;0.01153749
1.77459717;0.01039728
1.77497864;0.01498905
1.77536011;0.01880935
1.77574158;0.01715346
1.77612305;0.01218591
1.77650452;0.00797756
1.77688599;0.00519461
1.77726746;0.00408209
1.77764893;0.00819894
1.7780304;0.01434308
1.77841187;0.01721275
1.77879333;0.01672797
1.7791748;0.01112335
1.77955627;0.0059731
1.77993774;0.01538288
1.78031921;0.02016981
1.78070068;0.01983254
1.78108215;0.01916807
1.78146362;0.0189814
1.78184509;0.02002798
1.78222656;0.01969611
1.78260803;0.01715978
1.7829895;0.01492684
1.78337097;0.01193723
1.78375244;0.00791893
1.78413391;0.00466035
1.78451538;0.00633492
1.78489685;0.01359677
1.78527832;0.01787837
1.78565979;0.02017067
1.78604126;0.02100822
1.78642273;0.02044353
1.7868042;0.0165706
1.78718567;0.01179728
1.78756714;0.01000273
1.78794861;0.01032827
1.78833008;0.01350737
1.78871155;0.01680478
1.78909302;0.01359332
1.78947449;0.00683878
1.78985596;0.00292377
1.79023743;0.0061474
1.7906189;0.01699308
1.79100037;0.0194829
1.79138184;0.01505095
1.79176331;0.00575229
1.79214478;0.00809652
1.79252625;0.01931925
1.79290771;0.01972489
1.79328918;0.01247067
1.79367065;0.00851581
1.79405212;0.00652343
1.79443359;0.00260401
1.79481506;0.00449127
1.79519653;0.00990733
1.795578;0.01331942
1.79595947;0.01493404
1.79634094;0.01284016
1.79672241;0.00685741
1.79710388;0.00602318
1.79748535;0.00612735
1.79786682;0.00236678
1.79824829;0.00235769
1.79862976;0.00514873
1.79901123;0.00925845
1.7993927;0.00951485
1.79977417;0.00454711
1.80015564;0.00245583
1.80053711;0.01047811
1.80091858;0.01614219
1.80130005;0.01761274
1.80168152;0.01752038
1.80206299;0.01655104
1.80244446;0.01176427
1.80282593;0.00665151
1.8032074;0.00466248
1.80358887;0.00339873
1.80397034;0.00307238
1.80435181;0.00508177
1.80473328;0.0115452
1.80511475;0.0185775
1.80549622;0.02309647
1.80587769;0.02426091
1.80625916;0.02057686
1.80664063;0.0180727
1.80702209;0.01481194
1.80740356;0.01220401
1.80778503;0.01394582
1.8081665;0.01904973
1.80854797;0.02169052
1.80892944;0.02001406
1.80931091;0.01346149
1.80969238;0.00648965
1.81007385;0.00562661
1.81045532;0.00633232
1.81083679;0.0050516
1.81121826;0.00995766
1.81159973;0.01513846
1.8119812;0.01746892
1.81236267;0.01660038
1.81274414;0.01137063
1.81312561;0.00496608
1.81350708;0.00263327
1.81388855;0.00383177
1.81427002;0.00413301
1.81465149;0.00699303
1.81503296;0.012906
1.81541443;0.02059601
1.8157959;0.02521825
1.81617737;0.02545985
1.81655884;0.02466874
1.81694031;0.02423989
1.81732178;0.02491393
1.81770325;0.02723283
1.81808472;0.02714417
1.81846619;0.02420421
1.81884766;0.02450296
1.81922913;0.02621834
1.8196106;0.02360129
1.81999207;0.02220139
1.82037354;0.02286313
1.820755;0.01896832
1.82113647;0.01465301
1.82151794;0.01086066
1.82189941;0.00587429
1.82228088;0.00899099
1.82266235;0.01527841
1.82304382;0.0206077
1.82342529;0.02020248
1.82380676;0.01326368
1.82418823;0.0060179
1.8245697;0.00224494
1.82495117;0.00557869
1.82533264;0.00602531
1.82571411;0.00735189
1.82609558;0.01019755
1.82647705;0.01116717
1.82685852;0.00923361
1.82723999;0.00261257
1.82762146;0.00887219
1.82800293;0.01546218
1.8283844;0.01792004
1.82876587;0.01831356
1.82914734;0.01273844
1.82952881;0.00857688
1.82991028;0.00954018
1.83029175;0.00723105
1.83067322;0.00807234
1.83105469;0.00888452
1.83143616;0.01186149
1.83181763;0.01351405
1.8321991;0.0926926
1.83258057;0.1612984
1.83296204;0.1813214
1.83334351;0.1871604
1.83372498;0.1423312
1.83410645;0.05951047
1.83448792;0.01503356
1.83486938;0.0078955
1.83525085;0.01020207
1.83563232;0.0099679
1.83601379;0.00592169
1.83639526;0.00065944
1.83677673;0.00501386
1.8371582;0.00585059
1.83753967;0.00550352
1.83792114;0.00875172
1.83830261;0.01323006
1.83868408;0.01511605
1.83906555;0.01521734
1.83944702;0.01417184
1.83982849;0.00982201
1.84020996;0.00376241
1.84059143;0.00033631
1.8409729;0.00437722
1.84135437;0.00433902
1.84173584;0.00138034
1.84211731;0.00079604
1.84249878;0.00366893
1.84288025;0.00690127
1.84326172;0.00577158
1.84364319;0.00670657
1.84402466;0.00467288
1.84440613;0.00583169
1.8447876;0.01438597
1.84516907;0.02139802
1.84555054;0.02759374
1.84593201;0.03070851
1.84631348;0.02983696
1.84669495;0.02684955
1.84707642;0.02132669
1.84745789;0.01560959
1.84783936;0.01321545
1.84822083;0.00952566
1.84860229;0.00621117
1.84898376;0.00701
1.84936523;0.00528951
1.8497467;0.00575315
1.85012817;0.00927752
1.85050964;0.00829647
1.85089111;0.00626183
1.85127258;0.00503025
1.85165405;0.0061082
1.85203552;0.00811541
1.85241699;0.00932068
1.85279846;0.01091014
1.85317993;0.00901475
1.8535614;0.00530842
1.85394287;0.00616901
1.85432434;0.00667192
1.85470581;0.007397
1.85508728;0.01087087
1.85546875;0.01794896
1.85585022;0.02449459
1.85623169;0.02448569
1.85661316;0.01883407
1.85699463;0.0104088
1.8573761;0.00297903
1.85775757;0.01283695
1.85813904;0.0158226
1.85852051;0.01563958
1.85890198;0.01523373
1.85928345;0.01576013
1.85966492;0.01819224
1.86004639;0.01721048
1.86042786;0.0124578
1.86080933;0.00963086
1.8611908;0.01113452
1.86157227;0.01162353
1.86195374;0.0097581
1.86233521;0.00919034
1.86271667;0.01158689
1.86309814;0.01439892
1.86347961;0.01350307
1.86386108;0.00707044
1.86424255;0.00539411
1.86462402;0.01263203
1.86500549;0.01637248
1.86538696;0.01684249
1.86576843;0.01383454
1.8661499;0.01203652
1.86653137;0.01314213
1.86691284;0.01273173
1.86729431;0.00900436
1.86767578;0.00426901
1.86805725;0.0011153
1.86843872;0.00649656
1.86882019;0.00927638
1.86920166;0.00944303
1.86958313;0.01145136
1.8699646;0.01454075
1.87034607;0.01556344
1.87072754;0.01422387
1.87110901;0.00777203
1.87149048;0.00175194
1.87187195;0.0003244
1.87225342;0.00059608
1.87263489;0.00154958
1.87301636;0.00512115
1.87339783;0.0067715
1.8737793;0.00761537
1.87416077;0.00868648
1.87454224;0.01037098
1.87492371;0.01467463
1.87530518;0.01891731
1.87568665;0.02055015
1.87606812;0.01902151
1.87644958;0.01582467
1.87683105;0.01291713
1.87721252;0.01477902
1.87759399;0.01625172
1.87797546;0.01984619
1.87835693;0.02359839
1.8787384;0.02576136
1.87911987;0.02748081
1.87950134;0.02130382
1.87988281;0.01307936
1.88026428;0.01173943
1.88064575;0.00930254
1.88102722;0.00720339
1.88140869;0.00407574
1.88179016;0.00298842
1.88217163;0.00283251
1.8825531;0.00563256
1.88293457;0.01115783
1.88331604;0.01622579
1.88369751;0.01804065
1.88407898;0.01249348
1.88446045;0.00628022
1.88484192;0.00622397
1.88522339;0.00888774
1.88560486;0.01018856
1.88598633;0.0092374
1.8863678;0.00651837
1.88674927;0.00502768
1.88713074;0.00687524
1.88751221;0.01386885
1.88789368;0.02278055
1.88827515;0.03255003
1.88865662;0.03498544
1.88903809;0.0255888
1.88941956;0.01060036
1.88980103;0.004621
1.8901825;0.01532638
1.89056396;0.01769861
1.89094543;0.01347311
1.8913269;0.0070406
1.89170837;0.00157054
1.89208984;0.0034717
1.89247131;0.00603004
1.89285278;0.00579442
1.89323425;0.00742231
1.89361572;0.01151494
1.89399719;0.01097596
1.89437866;0.01124372
1.89476013;0.00932235
1.8951416;0.00588605
1.89552307;0.00568244
1.89590454;0.00865786
1.89628601;0.01036915
1.89666748;0.00921063
1.89704895;0.01102915
1.89743042;0.01278382
1.89781189;0.01572223
1.89819336;0.01667216
1.89857483;0.01173569
1.8989563;0.00439536
1.89933777;0.01037592
1.89971924;0.01998881
1.90010071;0.02357925
1.90048218;0.02397974
1.90086365;0.02043286
1.90124512;0.01579458
1.90162659;0.01396071
1.90200806;0.01281768
1.90238953;0.01209265
1.902771;0.00977776
1.90315247;0.00701467
1.90353394;0.00917912
1.90391541;0.01399732
1.90429688;0.01606704
1.90467834;0.01791534
1.90505981;0.0181347
1.90544128;0.01736132
1.90582275;0.01508779
1.90620422;0.01106453
1.90658569;0.00386914
1.90696716;0.00482147
1.90734863;0.0069213
1.9077301;0.00563169
1.90811157;0.00312462
1.90849304;0.0070349
1.90887451;0.00840722
1.90925598;0.00449963
1.90963745;0.00077904
1.91001892;0.00730657
1.91040039;0.01233683
1.91078186;0.01122165
1.91116333;0.00835614
1.9115448;0.00777146
1.91192627;0.01006253
1.91230774;0.00969982
1.91268921;0.01073966
1.91307068;0.0146392
1.91345215;0.01546347
1.91383362;0.01649329
1.91421509;0.014655
1.91459656;0.00724208
1.91497803;0.01089307
1.9153595;0.1295016
1.91574097;0.4456857
1.91612244;0.6850517
1.91650391;0.7075186
1.91688538;0.6848754
1.91726685;0.4816428
1.91764832;0.1575989
1.91802979;0.02791827
1.91841125;0.02134076
1.91879272;0.02046816
1.91917419;0.02241352
1.91955566;0.0255603
1.91993713;0.02756571
1.9203186;0.02371622
1.92070007;0.01341984
1.92108154;0.00319
1.92146301;0.00565579
1.92184448;0.00960941
1.92222595;0.00338144
1.92260742;0.00889146
1.92298889;0.01691601
1.92337036;0.01876382
1.92375183;0.01707661
1.9241333;0.01103954
1.92451477;0.00580374
1.92489624;0.00906318
1.92527771;0.01248209
1.92565918;0.01368509
1.92604065;0.01145301
1.92642212;0.00753265
1.92680359;0.00246383
1.92718506;0.00265125
1.92756653;0.00548426
1.927948;0.0075939
1.92832947;0.00702277
1.92871094;0.0027475
1.92909241;0.00347909
1.92947388;0.01052495
1.92985535;0.01622548
1.93023682;0.02016687
1.93061829;0.02309724
1.93099976;0.01829224
1.93138123;0.01204595
1.9317627;0.00807633
1.93214417;0.00710411
1.93252563;0.00893469
1.9329071;0.0108314
1.93328857;0.01313454
1.93367004;0.01324694
1.93405151;0.01059052
1.93443298;0.0055746
1.93481445;0.00145268
1.93519592;0.00300329
1.93557739;0.00248879
1.93595886;0.00329592
1.93634033;0.00614049
1.9367218;0.00538104
1.93710327;0.00294886
1.93748474;0.00798046
1.93786621;0.01252724
1.93824768;0.01415882
1.93862915;0.01491261
1.93901062;0.01567989
1.93939209;0.01756096
1.93977356;0.01899531
1.94015503;0.01974126
1.9405365;0.01636361
1.94091797;0.01115866
1.94129944;0.00484879
1.94168091;0.00304671
1.94206238;0.00675116
1.94244385;0.00764393
1.94282532;0.00849965
1.94320679;0.00797996
1.94358826;0.00818869
1.94396973;0.01022318
1.9443512;0.01342076
1.94473267;0.01680836
1.94511414;0.01654219
1.94549561;0.01238475
1.94587708;0.00868389
1.94625854;0.00664874
1.94664001;0.00447034
1.94702148;0.00543087
1.94740295;0.00754263
1.94778442;0.0104015
1.94816589;0.01276296
1.94854736;0.01370046
1.94892883;0.01387299
1.9493103;0.01481354
1.94969177;0.01440756
1.95007324;0.01460713
1.95045471;0.01508252
1.95083618;0.01261348
1.95121765;0.00777964
1.95159912;0.00455816
1.95198059;0.00569836
1.95236206;0.01009904
1.95274353;0.00823334
1.953125;0.00312176
1.95350647;0.00386409
1.95388794;0.00692771
1.95426941;0.0081387
1.95465088;0.01210768
1.95503235;0.01333826
1.95541382;0.00764955
1.95579529;0.00500372
1.95617676;0.00490232
1.95655823;0.00439489
1.9569397;0.00649718
1.95732117;0.01083551
1.95770264;0.01282826
1.95808411;0.01259189
1.95846558;0.01457513
1.95884705;0.01510713
1.95922852;0.01270512
1.95960999;0.01184085
1.95999146;0.01466777
1.96037292;0.01850102
1.96075439;0.01674342
1.96113586;0.01403878
1.96151733;0.0144226
1.9618988;0.01491847
1.96228027;0.01335721
1.96266174;0.00977315
1.96304321;0.0076344
1.96342468;0.01017082
1.96380615;0.00938316
1.96418762;0.00444864
1.96456909;0.00352085
1.96495056;0.00499874
1.96533203;0.00306847
1.9657135;0.0019982
1.96609497;0.00903044
1.96647644;0.01349779
1.96685791;0.01566416
1.96723938;0.01672951
1.96762085;0.01631751
1.96800232;0.01540174
1.96838379;0.01537904
1.96876526;0.01380595
1.96914673;0.01036163
1.9695282;0.00604664
1.96990967;0.00575914
1.97029114;0.01098198
1.97067261;0.01385279
1.97105408;0.01371942
1.97143555;0.0107571
1.97181702;0.00987322
1.97219849;0.0132033
1.97257996;0.00981091
1.97296143;0.00800708
1.9733429;0.01574913
1.97372437;0.02041497
1.97410583;0.02194746
1.9744873;0.01988727
1.97486877;0.01851572
1.97525024;0.01832333
1.97563171;0.01748598
1.97601318;0.01410974
1.97639465;0.01021822
1.97677612;0.00745134
1.97715759;0.00481992
1.97753906;0.0024282
1.97792053;0.00464317
1.978302;0.00827027
1.97868347;0.01214937
1.97906494;0.01383404
1.97944641;0.01145024
1.97982788;0.00802829
1.98020935;0.01008357
1.98059082;0.01138991
1.98097229;0.01004741
1.98135376;0.00716007
1.98173523;0.00248253
1.9821167;0.00858745
1.98249817;0.01386323
1.98287964;0.01724219
1.98326111;0.02015074
1.98364258;0.02327581
1.98402405;0.02547173
1.98440552;0.02495116
1.98478699;0.02363098
1.98516846;0.02089954
1.98554993;0.01471282
1.9859314;0.0052347
1.98631287;0.00665269
1.98669434;0.01215435
1.98707581;0.01499235
1.98745728;0.01597163
1.98783875;0.01126245
1.98822021;0.00549079
1.98860168;0.00400437
1.98898315;0.00316012
1.98936462;0.00376594
1.98974609;0.00696124
1.99012756;0.00798847
1.99050903;0.00680519
1.9908905;0.01060642
1.99127197;0.01895638
1.99165344;0.02576572
1.99203491;0.02913926
1.99241638;0.02831702
1.99279785;0.02352072
1.99317932;0.02016714
1.99356079;0.02003295
1.99394226;0.0194828
1.99432373;0.01509503
1.9947052;0.00921376
1.99508667;0.00497679
1.99546814;0.01240448
1.99584961;0.02135685
1.99623108;0.02561497
1.99661255;0.02456839
1.99699402;0.02178116
1.99737549;0.016555
1.99775696;0.00985621
1.99813843;0.01027432
1.9985199;0.06360182
1.99890137;0.5646747
1.99928284;1.836938
1.99966431;2.768224
2.00004578;2.874404
2.00042725;2.78177
2.00080872;1.919823
2.00119019;0.6222232
2.00157166;0.06630754
2.00195313;0.01487271
2.00233459;0.02029508
2.00271606;0.02172518
2.00309753;0.02086898
2.003479;0.01798979
2.00386047;0.01063768
2.00424194;0.00530065
2.00462341;0.00790499
2.00500488;0.01586392
2.00538635;0.02132303
