us;mV
-7.8000782;83.285
-7.7950782;83.9381
-7.7900782;83.285
-7.7850782;83.9381
-7.7800782;83.285
-7.7750782;83.9381
-7.7700782;83.285
-7.7650782;83.9381
-7.7600782;83.285
-7.7550782;83.9381
-7.7500782;83.285
-7.7450782;82.12531
-7.7400782;83.285
-7.7350782;82.12531
-7.7300782;81.47832
-7.7250782;82.12531
-7.7200782;81.47832
-7.7150782;82.12531
-7.7100782;81.47832
-7.7050782;80.31251
-7.7000782;81.47832
-7.6950782;80.31251
-7.6900782;81.47832
-7.6850782;80.31251
-7.6800782;79.66551
-7.6750782;80.31251
-7.6700782;79.66551
-7.6650782;78.50581
-7.6600782;79.66551
-7.6550782;80.31251
-7.6500782;79.66551
-7.6450782;78.50581
-7.6400782;79.66551
-7.6350782;78.50581
-7.6300782;79.66551
-7.6250782;78.50581
-7.6200782;79.66551
-7.6150782;78.50581
-7.6100782;79.66551
-7.6050782;78.50581
-7.6000782;79.66551
-7.5950782;78.50581
-7.5900782;77.85271
-7.5850782;78.50581
-7.5800782;77.85271
-7.5750782;78.50581
-7.5700782;76.04601
-7.5650782;78.50581
-7.5600782;76.04601
-7.5550782;76.69301
-7.5500782;76.04601
-7.5450782;76.69301
-7.5400782;76.04601
-7.5350782;76.69301
-7.5300782;76.04601
-7.5250782;76.69301
-7.5200782;76.04601
-7.5150782;76.69301
-7.5100782;76.04601
-7.5050782;76.69301
-7.5000782;76.04601
-7.4950782;76.69301
-7.4900782;76.04601
-7.4850782;76.69301
-7.4800782;76.04601
-7.4750782;74.88021
-7.4700782;76.04601
-7.4650782;74.88021
-7.4600782;74.23322
-7.4550782;74.88021
-7.4500782;74.23322
-7.4450782;73.06741
-7.4400782;74.23322
-7.4350782;74.88021
-7.4300782;72.42042
-7.4250782;73.06741
-7.4200782;72.42042
-7.4150782;73.06741
-7.4100782;72.42042
-7.4050782;73.06741
-7.4000782;72.42042
-7.3950782;71.25462
-7.3900782;72.42042
-7.3850782;71.25462
-7.3800782;72.42042
-7.3750782;71.25462
-7.3700782;72.42042
-7.3650782;71.25462
-7.3600782;72.42042
-7.3550782;71.25462
-7.3500782;72.42042
-7.3450782;71.25462
-7.3400782;72.42042
-7.3350782;71.25462
-7.3300782;72.42042
-7.3250782;71.25462
-7.3200782;72.42042
-7.3150782;71.25462
-7.3100782;70.61372
-7.3050782;71.25462
-7.3000782;70.61372
-7.2950782;69.44181
-7.2900782;68.80092
-7.2850782;71.25462
-7.2800782;68.80092
-7.2750782;69.44181
-7.2700782;68.80092
-7.2650782;69.44181
-7.2600782;68.80092
-7.2550782;69.44181
-7.2500782;68.80092
-7.2450782;69.44181
-7.2400782;68.80092
-7.2350782;67.62901
-7.2300782;68.80092
-7.2250782;69.44181
-7.2200782;68.80092
-7.2150782;67.62901
-7.2100782;66.98813
-7.2050782;67.62901
-7.2000782;68.80092
-7.1950782;67.62901
-7.1900782;66.98813
-7.1850782;67.62901
-7.1800782;66.98813
-7.1750782;67.62901
-7.1700782;66.98813
-7.1650782;65.81622
-7.1600782;66.98813
-7.1550782;65.81622
-7.1500782;65.18143
-7.1450782;65.81622
-7.1400782;65.18143
-7.1350782;65.81622
-7.1300782;65.18143
-7.1250782;65.81622
-7.1200782;65.18143
-7.1150782;65.81622
-7.1100782;65.18143
-7.1050782;64.00952
-7.1000782;65.18143
-7.0950782;64.00952
-7.0900782;65.18143
-7.0850782;64.00952
-7.0800782;65.18143
-7.0750782;64.00952
-7.0700782;63.36863
-7.0650782;64.00952
-7.0600782;65.18143
-7.0550782;64.00952
-7.0500782;63.36863
-7.0450782;64.00952
-7.0400782;63.36863
-7.0350782;64.00952
-7.0300782;63.36863
-7.0250782;64.00952
-7.0200782;61.56194
-7.0150782;62.19672
-7.0100782;61.56194
-7.0050782;64.00952
-7.0000782;61.56194
-6.9950782;62.19672
-6.9900782;61.56194
-6.9850782;64.00952
-6.9800782;61.56194
-6.9750782;62.19672
-6.9700782;61.56194
-6.9650782;62.19672
-6.9600782;61.56194
-6.9550782;62.19672
-6.9500782;61.56194
-6.9450782;62.19672
-6.9400782;61.56194
-6.9350782;62.19672
-6.9300782;61.56194
-6.9250782;62.19672
-6.9200782;61.56194
-6.9150782;62.19672
-6.9100782;59.74913
-6.9050782;60.38392
-6.9000782;59.74913
-6.8950782;60.38392
-6.8900782;59.74913
-6.8850782;60.38392
-6.8800782;59.74913
-6.8750782;60.38392
-6.8700782;59.74913
-6.8650782;60.38392
-6.8600782;59.74913
-6.8550782;60.38392
-6.8500782;59.74913
-6.8450782;58.57112
-6.8400782;57.93634
-6.8350782;58.57112
-6.8300782;59.74913
-6.8250782;58.57112
-6.8200782;57.93634
-6.8150782;58.57112
-6.8100782;57.93634
-6.8050782;58.57112
-6.8000782;57.93634
-6.79507821;56.75832
-6.79007821;57.93634
-6.78507821;56.75832
-6.78007821;57.93634
-6.77507821;56.75832
-6.77007821;57.93634
-6.76507821;56.75832
-6.76007821;57.93634
-6.75507821;56.75832
-6.75007821;57.93634
-6.74507821;56.75832
-6.74007821;57.93634
-6.73507821;56.75832
-6.73007821;57.93634
-6.72507821;56.75832
-6.72007821;57.93634
-6.71507821;56.75832
-6.71007821;57.93634
-6.70507821;56.75832
-6.70007821;54.31684
-6.69507821;56.75832
-6.69007821;56.12964
-6.68507821;54.94552
-6.68007821;54.31684
-6.67507821;56.75832
-6.67007821;54.31684
-6.66507821;56.75832
-6.66007821;54.31684
-6.65507821;54.94552
-6.65007821;54.31684
-6.64507821;54.94552
-6.64007821;54.31684
-6.63507821;54.94552
-6.63007821;54.31684
-6.62507821;54.94552
-6.62007821;54.31684
-6.61507821;54.94552
-6.61007821;54.31684
-6.60507821;54.94552
-6.60007821;54.31684
-6.59507821;54.94552
-6.59007821;54.31684
-6.58507821;53.13272
-6.58007821;54.31684
-6.57507821;53.13272
-6.57007821;54.31684
-6.56507821;53.13272
-6.56007821;54.31684
-6.55507821;53.13272
-6.55007821;54.31684
-6.54507821;53.13272
-6.54007821;54.31684
-6.53507821;53.13272
-6.53007821;52.50404
-6.52507821;51.31992
-6.52007821;52.50404
-6.51507821;51.31992
-6.51007821;52.50404
-6.50507821;51.31992
-6.50007821;50.69735
-6.49507821;51.31992
-6.49007821;50.69735
-6.48507821;51.31992
-6.48007821;50.69735
-6.47507821;51.31992
-6.47007821;50.69735
-6.46507821;51.31992
-6.46007821;50.69735
-6.45507821;51.31992
-6.45007821;50.69735
-6.44507821;51.31992
-6.44007821;50.69735
-6.43507821;49.51323
-6.43007821;50.69735
-6.42507821;49.51323
-6.42007821;50.69735
-6.41507821;49.51323
-6.41007821;50.69735
-6.40507821;49.51323
-6.40007821;50.69735
-6.39507821;49.51323
-6.39007821;50.69735
-6.38507821;49.51323
-6.38007821;48.88454
-6.37507821;49.51323
-6.37007821;48.88454
-6.36507821;49.51323
-6.36007821;48.88454
-6.35507821;49.51323
-6.35007821;50.69735
-6.34507821;49.51323
-6.34007821;48.88454
-6.33507821;47.70043
-6.33007821;47.07175
-6.32507821;49.51323
-6.32007821;48.88454
-6.31507821;47.70043
-6.31007821;47.07175
-6.30507821;47.70043
-6.30007821;47.07175
-6.29507821;47.70043
-6.29007821;47.07175
-6.28507821;47.70043
-6.28007821;47.07175
-6.27507821;45.88763
-6.27007821;47.07175
-6.26507821;45.88763
-6.26007821;47.07175
-6.25507821;45.88763
-6.25007821;47.07175
-6.24507821;45.88763
-6.24007821;47.07175
-6.23507821;45.88763
-6.23007821;47.07175
-6.22507821;45.88763
-6.22007821;45.26505
-6.21507821;45.88763
-6.21007821;45.26505
-6.20507821;45.88763
-6.20007821;45.26505
-6.19507821;45.88763
-6.19007821;45.26505
-6.18507821;45.88763
-6.18007821;45.26505
-6.17507821;45.88763
-6.17007821;45.26505
-6.16507821;45.88763
-6.16007821;45.26505
-6.15507821;45.88763
-6.15007821;45.26505
-6.14507821;44.07483
-6.14007821;43.45225
-6.13507821;44.07483
-6.13007821;43.45225
-6.12507821;44.07483
-6.12007821;43.45225
-6.11507821;44.07483
-6.11007821;43.45225
-6.10507821;44.07483
-6.10007821;43.45225
-6.09507821;44.07483
-6.09007821;43.45225
-6.08507821;44.07483
-6.08007821;43.45225
-6.07507821;42.26203
-6.07007821;45.26505
-6.06507821;47.70043
-6.06007821;50.69735
-6.05507821;53.13272
-6.05007821;56.12964
-6.04507821;58.57112
-6.04007821;61.56194
-6.03507821;64.00952
-6.03007821;66.98813
-6.02507821;71.25462
-6.02007821;74.23322
-6.01507821;76.69301
-6.01007821;79.66551
-6.00507821;82.12531
-6.00007821;85.09781
-5.99507821;87.56371
-5.99007821;90.5301
-5.98507821;94.8088
-5.98007821;95.9624
-5.97507821;100.2472
-5.97007821;101.3947
-5.96507821;103.8728
-5.96007821;108.6337
-5.95507821;111.1179
-5.95007821;112.2593
-5.94507821;116.5563
-5.94007821;119.4983
-5.93507821;121.9947
-5.93007821;123.1178
-5.92507821;123.8014
-5.92007821;124.9306
-5.91507821;123.8014
-5.91007821;124.9306
-5.90507821;125.6142
-5.90007821;123.1178
-5.89507821;123.8014
-5.89007821;123.1178
-5.88507821;123.8014
-5.88007821;123.1178
-5.87507821;123.8014
-5.87007821;121.3111
-5.86507821;121.9947
-5.86007821;123.1178
-5.85507821;121.9947
-5.85007821;121.3111
-5.84507821;121.9947
-5.84007821;121.3111
-5.83507821;121.9947
-5.83007821;121.3111
-5.82507821;121.9947
-5.82007821;119.4983
-5.81507821;120.1819
-5.81007821;119.4983
-5.80507821;120.1819
-5.80007821;119.4983
-5.79507821;120.1819
-5.79007821;119.4983
-5.78507821;120.1819
-5.78007821;119.4983
-5.77507821;120.1819
-5.77007821;119.4983
-5.76507821;120.1819
-5.76007821;119.4983
-5.75507821;118.3691
-5.75007821;117.6855
-5.74507821;118.3691
-5.74007821;117.6855
-5.73507821;118.3691
-5.73007821;115.8788
-5.72507821;116.5563
-5.72007821;115.8788
-5.71507821;116.5563
-5.71007821;115.8788
-5.70507821;116.5563
-5.70007821;115.8788
-5.69507821;114.7435
-5.69007821;115.8788
-5.68507821;116.5563
-5.68007821;115.8788
-5.67507821;114.7435
-5.67007821;114.066
-5.66507821;114.7435
-5.66007821;115.8788
-5.65507821;114.7435
-5.65007821;114.066
-5.64507821;114.7435
-5.64007821;112.2593
-5.63507821;114.7435
-5.63007821;112.2593
-5.62507821;112.9307
-5.62007821;112.2593
-5.61507821;112.9307
-5.61007821;112.2593
-5.60507821;112.9307
-5.60007821;112.2593
-5.59507821;112.9307
-5.59007821;112.2593
-5.58507821;112.9307
-5.58007821;112.2593
-5.57507821;112.9307
-5.57007821;112.2593
-5.56507821;111.1179
-5.56007821;110.4465
-5.55507821;111.1179
-5.55007821;110.4465
-5.54507821;109.3051
-5.54007821;110.4465
-5.53507821;109.3051
-5.53007821;110.4465
-5.52507821;109.3051
-5.52007821;108.6337
-5.51507821;109.3051
-5.51007821;108.6337
-5.50507821;107.4984
-5.50007821;108.6337
-5.49507821;107.4984
-5.49007821;108.6337
-5.48507821;107.4984
-5.48007821;108.6337
-5.47507821;107.4984
-5.47007821;106.827
-5.46507821;107.4984
-5.46007821;106.827
-5.45507821;107.4984
-5.45007821;105.0142
-5.44507821;107.4984
-5.44007821;105.0142
-5.43507821;103.8728
-5.43007821;105.0142
-5.42507821;105.6856
-5.42007821;105.0142
-5.41507821;105.6856
-5.41007821;105.0142
-5.40507821;105.6856
-5.40007821;105.0142
-5.39507821;103.8728
-5.39007821;105.0142
-5.38507821;103.8728
-5.38007821;103.2014
-5.37507821;103.8728
-5.37007821;103.2014
-5.36507821;103.8728
-5.36007821;103.2014
-5.35507821;103.8728
-5.35007821;101.3947
-5.34507821;102.06
-5.34007821;101.3947
-5.33507821;102.06
-5.33007821;101.3947
-5.32507821;102.06
-5.32007821;101.3947
-5.31507821;100.2472
-5.31007821;101.3947
-5.30507821;100.2472
-5.30007821;101.3947
-5.29507821;100.2472
-5.29007821;101.3947
-5.28507821;100.2472
-5.28007821;99.58189
-5.27507821;100.2472
-5.27007821;99.58189
-5.26507821;100.2472
-5.26007821;97.76909
-5.25507821;100.2472
-5.25007821;97.76909
-5.24507821;100.2472
-5.24007821;97.76909
-5.23507821;100.2472
-5.23007821;97.76909
-5.22507821;98.43439
-5.22007821;97.76909
-5.21507821;98.43439
-5.21007821;97.76909
-5.20507821;98.43439
-5.20007821;97.76909
-5.19507821;96.6216
-5.19007821;97.76909
-5.18507821;96.6216
-5.18007821;97.76909
-5.17507821;96.6216
-5.17007821;97.76909
-5.16507821;96.6216
-5.16007821;95.9624
-5.15507821;96.6216
-5.15007821;95.9624
-5.14507822;94.8088
-5.14007822;94.1496
-5.13507822;94.8088
-5.13007822;94.1496
-5.12507822;94.8088
-5.12007822;94.1496
-5.11507822;94.8088
-5.11007822;94.1496
-5.10507822;93.00211
-5.10007822;94.1496
-5.09507822;93.00211
-5.09007822;94.1496
-5.08507822;93.00211
-5.08007822;94.1496
-5.07507822;93.00211
-5.07007822;92.3368
-5.06507822;93.00211
-5.06007822;92.3368
-5.05507822;93.00211
-5.05007822;92.3368
-5.04507822;93.00211
-5.04007822;92.3368
-5.03507822;91.18931
-5.03007822;92.3368
-5.02507822;91.18931
-5.02007822;90.5301
-5.01507822;91.18931
-5.01007822;90.5301
-5.00507822;91.18931
-5.00007822;90.5301
-4.99507822;91.18931
-4.99007822;90.5301
-4.98507822;91.18931
-4.98007822;90.5301
-4.97507822;89.3765
-4.97007822;90.5301
-4.96507822;89.3765
-4.96007822;90.5301
-4.95507822;87.56371
-4.95007822;90.5301
-4.94507822;89.3765
-4.94007822;88.71731
-4.93507822;87.56371
-4.93007822;88.71731
-4.92507822;89.3765
-4.92007822;88.71731
-4.91507822;87.56371
-4.91007822;88.71731
-4.90507822;87.56371
-4.90007822;86.91061
-4.89507822;87.56371
-4.89007822;86.91061
-4.88507822;87.56371
-4.88007822;86.91061
-4.87507822;87.56371
-4.87007822;86.91061
-4.86507822;85.7509
-4.86007822;86.91061
-4.85507822;85.7509
-4.85007822;86.91061
-4.84507822;85.7509
-4.84007822;85.09781
-4.83507822;85.7509
-4.83007822;85.09781
-4.82507822;85.7509
-4.82007822;85.09781
-4.81507822;85.7509
-4.81007822;85.09781
-4.80507822;85.7509
-4.80007822;83.285
-4.79507822;83.9381
-4.79007822;83.285
-4.78507822;83.9381
-4.78007822;83.285
-4.77507822;83.9381
-4.77007822;83.285
-4.76507822;83.9381
-4.76007822;83.285
-4.75507822;83.9381
-4.75007822;83.285
-4.74507822;83.9381
-4.74007822;83.285
-4.73507822;83.9381
-4.73007822;83.285
-4.72507822;82.12531
-4.72007822;81.47832
-4.71507822;80.31251
-4.71007822;81.47832
-4.70507822;82.12531
-4.70007822;81.47832
-4.69507822;82.12531
-4.69007822;81.47832
-4.68507822;80.31251
-4.68007822;81.47832
-4.67507822;80.31251
-4.67007822;79.66551
-4.66507822;80.31251
-4.66007822;79.66551
-4.65507822;80.31251
-4.65007822;79.66551
-4.64507822;80.31251
-4.64007822;79.66551
-4.63507822;78.50581
-4.63007822;79.66551
-4.62507822;78.50581
-4.62007822;79.66551
-4.61507822;78.50581
-4.61007822;79.66551
-4.60507822;78.50581
-4.60007822;77.85271
-4.59507822;78.50581
-4.59007822;79.66551
-4.58507822;78.50581
-4.58007822;77.85271
-4.57507822;78.50581
-4.57007822;77.85271
-4.56507822;78.50581
-4.56007822;77.85271
-4.55507822;78.50581
-4.55007822;76.04601
-4.54507822;76.69301
-4.54007822;76.04601
-4.53507822;76.69301
-4.53007822;76.04601
-4.52507822;76.69301
-4.52007822;76.04601
-4.51507822;76.69301
-4.51007822;76.04601
-4.50507822;76.69301
-4.50007822;76.04601
-4.49507822;76.69301
-4.49007822;76.04601
-4.48507822;76.69301
-4.48007822;76.04601
-4.47507822;74.88021
-4.47007822;74.23322
-4.46507822;74.88021
-4.46007822;76.04601
-4.45507822;74.88021
-4.45007822;74.23322
-4.44507822;74.88021
-4.44007822;76.04601
-4.43507822;73.06741
-4.43007822;74.23322
-4.42507822;74.88021
-4.42007822;72.42042
-4.41507822;71.25462
-4.41007822;72.42042
-4.40507822;73.06741
-4.40007822;74.23322
-4.39507822;73.06741
-4.39007822;72.42042
-4.38507822;71.25462
-4.38007822;72.42042
-4.37507822;71.25462
-4.37007822;72.42042
-4.36507822;71.25462
-4.36007822;72.42042
-4.35507822;71.25462
-4.35007822;72.42042
-4.34507822;71.25462
-4.34007822;72.42042
-4.33507822;71.25462
-4.33007822;70.61372
-4.32507822;71.25462
-4.32007822;70.61372
-4.31507822;71.25462
-4.31007822;70.61372
-4.30507822;69.44181
-4.30007822;70.61372
-4.29507822;71.25462
-4.29007822;72.42042
-4.28507822;71.25462
-4.28007822;70.61372
-4.27507822;69.44181
-4.27007822;68.80092
-4.26507822;69.44181
-4.26007822;70.61372
-4.25507822;69.44181
-4.25007822;68.80092
-4.24507822;67.62901
-4.24007822;68.80092
-4.23507822;69.44181
-4.23007822;68.80092
-4.22507822;67.62901
-4.22007822;68.80092
-4.21507822;65.81622
-4.21007822;66.98813
-4.20507822;67.62901
-4.20007822;68.80092
-4.19507822;67.62901
-4.19007822;66.98813
-4.18507822;65.81622
-4.18007822;68.80092
-4.17507822;67.62901
-4.17007822;66.98813
-4.16507822;65.81622
-4.16007822;66.98813
-4.15507822;67.62901
-4.15007822;65.18143
-4.14507822;65.81622
-4.14007822;65.18143
-4.13507822;65.81622
-4.13007822;65.18143
-4.12507822;65.81622
-4.12007822;65.18143
-4.11507822;64.00952
-4.11007822;65.18143
-4.10507822;65.81622
-4.10007822;65.18143
-4.09507822;64.00952
-4.09007822;65.18143
-4.08507822;64.00952
-4.08007822;65.18143
-4.07507822;64.00952
-4.07007822;65.18143
-4.06507822;64.00952
-4.06007822;65.18143
-4.05507822;64.00952
-4.05007822;63.36863
-4.04507822;64.00952
-4.04007822;65.18143
-4.03507822;64.00952
-4.03007822;63.36863
-4.02507822;64.00952
-4.02007822;63.36863
-4.01507822;64.00952
-4.01007822;63.36863
-4.00507822;64.00952
-4.00007822;61.56194
-3.99507822;62.19672
-3.99007822;61.56194
-3.98507822;62.19672
-3.98007822;61.56194
-3.97507822;64.00952
-3.97007822;61.56194
-3.96507822;62.19672
-3.96007822;61.56194
-3.95507822;62.19672
-3.95007822;61.56194
-3.94507822;62.19672
-3.94007822;61.56194
-3.93507822;62.19672
-3.93007822;61.56194
-3.92507822;62.19672
-3.92007822;59.74913
-3.91507822;62.19672
-3.91007822;61.56194
-3.90507822;60.38392
-3.90007822;61.56194
-3.89507822;60.38392
-3.89007822;61.56194
-3.88507822;60.38392
-3.88007822;59.74913
-3.87507822;60.38392
-3.87007822;59.74913
-3.86507822;60.38392
-3.86007822;59.74913
-3.85507822;58.57112
-3.85007822;59.74913
-3.84507822;58.57112
-3.84007822;57.93634
-3.83507822;58.57112
-3.83007822;57.93634
-3.82507822;58.57112
-3.82007822;57.93634
-3.81507822;58.57112
-3.81007822;57.93634
-3.80507822;58.57112
-3.80007822;57.93634
-3.79507822;58.57112
-3.79007822;57.93634
-3.78507822;56.75832
-3.78007822;57.93634
-3.77507822;56.75832
-3.77007822;57.93634
-3.76507822;56.75832
-3.76007822;57.93634
-3.75507822;56.75832
-3.75007822;57.93634
-3.74507822;56.75832
-3.74007822;57.93634
-3.73507822;56.75832
-3.73007822;57.93634
-3.72507822;56.75832
-3.72007822;57.93634
-3.71507822;56.75832
-3.71007822;56.12964
-3.70507822;56.75832
-3.70007822;56.12964
-3.69507822;56.75832
-3.69007822;56.12964
-3.68507822;56.75832
-3.68007822;56.12964
-3.67507822;56.75832
-3.67007822;54.31684
-3.66507822;56.75832
-3.66007822;54.31684
-3.65507822;54.94552
-3.65007822;54.31684
-3.64507822;54.94552
-3.64007822;54.31684
-3.63507822;54.94552
-3.63007822;54.31684
-3.62507822;54.94552
-3.62007822;54.31684
-3.61507822;54.94552
-3.61007822;54.31684
-3.60507822;54.94552
-3.60007822;54.31684
-3.59507822;53.13272
-3.59007822;54.31684
-3.58507822;53.13272
-3.58007822;54.31684
-3.57507822;54.94552
-3.57007822;52.50404
-3.56507822;53.13272
-3.56007822;54.31684
-3.55507822;53.13272
-3.55007822;54.31684
-3.54507822;51.31992
-3.54007822;52.50404
-3.53507822;51.31992
-3.53007822;52.50404
-3.52507822;53.13272
-3.52007822;52.50404
-3.51507822;51.31992
-3.51007822;50.69735
-3.50507822;51.31992
-3.50007823;52.50404
-3.49507823;51.31992
-3.49007823;50.69735
-3.48507823;51.31992
-3.48007823;50.69735
-3.47507823;51.31992
-3.47007823;50.69735
-3.46507823;51.31992
-3.46007823;50.69735
-3.45507823;51.31992
-3.45007823;50.69735
-3.44507823;51.31992
-3.44007823;50.69735
-3.43507823;49.51323
-3.43007823;50.69735
-3.42507823;49.51323
-3.42007823;50.69735
-3.41507823;49.51323
-3.41007823;50.69735
-3.40507823;49.51323
-3.40007823;50.69735
-3.39507823;49.51323
-3.39007823;48.88454
-3.38507823;49.51323
-3.38007823;48.88454
-3.37507823;49.51323
-3.37007823;48.88454
-3.36507823;49.51323
-3.36007823;48.88454
-3.35507823;49.51323
-3.35007823;48.88454
-3.34507823;47.70043
-3.34007823;48.88454
-3.33507823;47.70043
-3.33007823;48.88454
-3.32507823;49.51323
-3.32007823;47.07175
-3.31507823;47.70043
-3.31007823;47.07175
-3.30507823;47.70043
-3.30007823;47.07175
-3.29507823;45.88763
-3.29007823;47.07175
-3.28507823;47.70043
-3.28007823;47.07175
-3.27507823;45.88763
-3.27007823;47.07175
-3.26507823;45.88763
-3.26007823;47.07175
-3.25507823;45.88763
-3.25007823;45.26505
-3.24507823;45.88763
-3.24007823;47.07175
-3.23507823;45.88763
-3.23007823;47.07175
-3.22507823;45.88763
-3.22007823;45.26505
-3.21507823;45.88763
-3.21007823;45.26505
-3.20507823;45.88763
-3.20007823;45.26505
-3.19507823;45.88763
-3.19007823;45.26505
-3.18507823;44.07483
-3.18007823;45.26505
-3.17507823;45.88763
-3.17007823;43.45225
-3.16507823;44.07483
-3.16007823;43.45225
-3.15507823;44.07483
-3.15007823;43.45225
-3.14507823;44.07483
-3.14007823;43.45225
-3.13507823;44.07483
-3.13007823;43.45225
-3.12507823;44.07483
-3.12007823;43.45225
-3.11507823;44.07483
-3.11007823;43.45225
-3.10507823;42.26203
-3.10007823;43.45225
-3.09507823;42.26203
-3.09007823;43.45225
-3.08507823;42.26203
-3.08007823;43.45225
-3.07507823;44.07483
-3.07007823;45.26505
-3.06507823;45.88763
-3.06007823;50.69735
-3.05507823;53.13272
-3.05007823;56.12964
-3.04507823;60.38392
-3.04007823;61.56194
-3.03507823;64.00952
-3.03007823;66.98813
-3.02507823;69.44181
-3.02007823;74.23322
-3.01507823;76.69301
-3.01007823;79.66551
-3.00507823;82.12531
-3.00007823;83.285
-2.99507823;85.7509
-2.99007823;90.5301
-2.98507823;93.00211
-2.98007823;95.9624
-2.97507823;98.43439
-2.97007823;101.3947
-2.96507823;103.8728
-2.96007823;108.6337
-2.95507823;111.1179
-2.95007823;112.2593
-2.94507823;116.5563
-2.94007823;117.6855
-2.93507823;121.9947
-2.93007823;123.1178
-2.92507823;123.8014
-2.92007823;124.9306
-2.91507823;125.6142
-2.91007823;124.9306
-2.90507823;123.8014
-2.90007823;124.9306
-2.89507823;123.8014
-2.89007823;123.1178
-2.88507823;123.8014
-2.88007823;123.1178
-2.87507823;121.9947
-2.87007823;121.3111
-2.86507823;121.9947
-2.86007823;123.1178
-2.85507823;121.9947
-2.85007823;121.3111
-2.84507823;121.9947
-2.84007823;121.3111
-2.83507823;121.9947
-2.83007823;121.3111
-2.82507823;121.9947
-2.82007823;119.4983
-2.81507823;121.9947
-2.81007823;119.4983
-2.80507823;120.1819
-2.80007823;119.4983
-2.79507823;120.1819
-2.79007823;119.4983
-2.78507823;120.1819
-2.78007823;119.4983
-2.77507823;120.1819
-2.77007823;119.4983
-2.76507823;118.3691
-2.76007823;119.4983
-2.75507823;120.1819
-2.75007823;117.6855
-2.74507823;118.3691
-2.74007823;117.6855
-2.73507823;118.3691
-2.73007823;115.8788
-2.72507823;116.5563
-2.72007823;115.8788
-2.71507823;116.5563
-2.71007823;115.8788
-2.70507823;116.5563
-2.70007823;115.8788
-2.69507823;114.7435
-2.69007823;115.8788
-2.68507823;114.7435
-2.68007823;115.8788
-2.67507823;114.7435
-2.67007823;114.066
-2.66507823;114.7435
-2.66007823;115.8788
-2.65507823;114.7435
-2.65007823;114.066
-2.64507823;112.9307
-2.64007823;114.066
-2.63507823;114.7435
-2.63007823;112.2593
-2.62507823;112.9307
-2.62007823;112.2593
-2.61507823;112.9307
-2.61007823;112.2593
-2.60507823;112.9307
-2.60007823;112.2593
-2.59507823;112.9307
-2.59007823;112.2593
-2.58507823;111.1179
-2.58007823;112.2593
-2.57507823;111.1179
-2.57007823;110.4465
-2.56507823;111.1179
-2.56007823;108.6337
-2.55507823;109.3051
-2.55007823;110.4465
-2.54507823;109.3051
-2.54007823;108.6337
-2.53507823;109.3051
-2.53007823;108.6337
-2.52507823;109.3051
-2.52007823;108.6337
-2.51507823;109.3051
-2.51007823;108.6337
-2.50507823;107.4984
-2.50007823;108.6337
-2.49507823;107.4984
-2.49007823;108.6337
-2.48507823;107.4984
-2.48007823;106.827
-2.47507823;107.4984
-2.47007823;106.827
-2.46507823;105.6856
-2.46007823;106.827
-2.45507823;107.4984
-2.45007823;106.827
-2.44507823;105.6856
-2.44007823;106.827
-2.43507823;105.6856
-2.43007823;105.0142
-2.42507823;105.6856
-2.42007823;105.0142
-2.41507823;105.6856
-2.41007823;105.0142
-2.40507823;103.8728
-2.40007823;105.0142
-2.39507823;103.8728
-2.39007823;103.2014
-2.38507823;103.8728
-2.38007823;105.0142
