t (s),V (mV)
0,12.8149
0.999,12.7948
1.999,12.7652
2.999,12.733
3.999,12.7058
4.999,12.6748
5.998,12.6397
6.999,12.606
7.999,12.5707
8.998,12.5338
9.998,12.4977
10.998,12.4668
11.998,12.4292
12.999,12.3955
13.999,12.3615
14.999,12.3244
15.998,12.29
16.998,12.2575
17.999,12.2228
18.998,12.1904
19.999,12.152
20.998,12.1158
21.998,12.0843
22.999,12.0478
23.998,12.0165
24.999,11.9797
25.999,11.9471
26.998,11.9104
27.998,11.8796
28.999,11.8448
29.999,11.8128
30.998,11.7766
31.999,11.7403
32.999,11.7115
33.998,11.6792
34.998,11.6412
35.999,11.6082
36.999,11.5801
37.998,11.5456
38.999,11.5115
39.999,11.4796
40.998,11.4443
41.998,11.4154
42.999,11.3835
43.998,11.3504
44.999,11.3186
45.998,11.2897
46.999,11.2565
47.999,11.2267
48.999,11.1934
49.998,11.1614
50.998,11.1307
51.999,11.0998
52.999,11.0682
53.998,11.0388
54.998,11.0076
55.999,10.9812
56.999,10.9497
57.999,10.9195
58.999,10.8899
59.998,10.8616
60.999,10.8321
61.999,10.8051
62.999,10.7753
63.999,10.7448
64.998,10.7135
65.999,10.6821
66.999,10.6547
67.999,10.6259
68.997,10.5965
69.997,10.5633
70.998,10.5367
71.998,10.5061
72.997,10.4781
73.997,10.4506
74.998,10.4267
75.997,10.3978
76.998,10.3687
77.998,10.3411
78.998,10.3121
79.998,10.2851
80.998,10.2563
81.998,10.227
82.998,10.201
83.997,10.1719
84.998,10.1484
85.997,10.1227
86.997,10.0976
87.998,10.07
88.997,10.0429
89.998,10.0163
90.999,9.9908
91.999,9.9576
92.998,9.931
93.999,9.9075
94.999,9.8752
95.998,9.8515
96.999,9.8286
97.999,9.7986
98.999,9.7704
99.998,9.7422
100.999,9.7154
101.999,9.69
102.999,9.6631
103.998,9.6387
104.999,9.6095
105.999,9.5855
106.998,9.5611
107.999,9.5396
108.999,9.5105
109.998,9.4889
110.999,9.4625
111.998,9.436
112.999,9.4107
113.999,9.3833
114.999,9.3615
115.999,9.3356
116.999,9.3114
117.998,9.2876
118.998,9.2622
119.999,9.2309
120.998,9.2089
121.999,9.1815
122.998,9.1644
123.999,9.1322
124.999,9.11
125.998,9.091
126.999,9.0641
127.999,9.0393
128.999,9.0157
129.999,8.9853
130.998,8.9654
131.998,8.9419
132.999,8.9183
133.999,8.8933
134.998,8.8682
135.999,8.846
136.998,8.8224
137.999,8.803
138.999,8.7785
139.998,8.7562
140.998,8.734
141.998,8.7108
142.999,8.6884
143.998,8.6626
144.999,8.6385
145.998,8.6121
146.998,8.5856
147.999,8.5625
148.998,8.5441
149.999,8.5211
150.999,8.4952
151.998,8.476
152.999,8.4531
153.999,8.4298
154.998,8.4062
155.999,8.3943
156.999,8.3737
157.999,8.3478
158.998,8.3284
159.998,8.3026
160.999,8.2772
161.999,8.2634
162.998,8.2401
163.998,8.2179
164.999,8.1929
165.998,8.1704
166.999,8.1461
167.998,8.1256
168.998,8.1012
169.999,8.0825
170.999,8.0597
171.999,8.0396
172.999,8.0161
173.998,7.9915
174.999,7.9711
175.998,7.949
176.999,7.9284
177.998,7.9122
178.998,7.889
179.999,7.8639
180.998,7.8471
181.999,7.8253
182.998,7.8014
183.999,7.7821
184.998,7.7618
185.999,7.7279
186.999,7.7219
187.998,7.7043
188.999,7.6837
189.999,7.6611
190.999,7.6396
191.999,7.6195
192.998,7.5959
193.998,7.5743
194.999,7.5542
195.999,7.5322
196.998,7.515
197.998,7.4935
198.999,7.4746
199.999,7.4574
200.999,7.4383
201.998,7.4223
202.999,7.4047
203.998,7.3778
204.999,7.3612
205.998,7.3415
206.999,7.3236
207.998,7.3025
208.998,7.2766
209.999,7.2602
210.998,7.2386
211.999,7.2221
212.999,7.2007
213.998,7.1803
214.999,7.1591
215.998,7.1434
216.998,7.1277
217.998,7.1087
218.999,7.0903
219.998,7.068
220.998,7.0485
221.999,7.0298
222.998,7.0088
223.998,6.9945
224.999,6.9756
225.999,6.9525
226.998,6.9373
227.998,6.9168
228.998,6.8995
229.999,6.8785
230.998,6.864
231.998,6.8436
232.998,6.825
233.998,6.8096
234.999,6.7916
235.998,6.7744
236.999,6.756
237.999,6.7358
238.999,6.7195
239.999,6.6987
240.998,6.6835
241.999,6.6661
242.998,6.6488
243.998,6.6312
244.999,6.6125
245.998,6.5957
246.999,6.5789
247.999,6.5548
248.998,6.539
249.999,6.5209
250.998,6.5045
251.999,6.4878
252.998,6.4689
253.998,6.4559
254.998,6.432
255.998,6.4142
256.999,6.398
257.998,6.3841
258.999,6.3641
259.998,6.3497
260.999,6.3306
261.998,6.3134
262.999,6.298
263.998,6.2807
264.998,6.2613
265.999,6.2478
266.999,6.2314
267.998,6.2182
268.999,6.2027
269.998,6.1833
270.998,6.1645
271.998,6.1479
272.998,6.1299
273.998,6.1101
274.998,6.0943
275.999,6.0764
276.998,6.0605
277.998,6.0476
278.998,6.0304
279.999,6.0103
280.999,5.9951
281.999,5.9818
282.999,5.9668
283.999,5.9491
284.998,5.9328
285.998,5.9154
