Время,A * B
(mс),(?)

-1.00012531,-0.21230560
-0.99980531,-0.20819780
-0.99948531,-0.20409000
-0.99916531,-0.19998220
-0.99884531,-0.19587440
-0.99852531,-0.18765880
-0.99820531,-0.18355100
-0.99788531,-0.19286890
-0.99756531,-0.17122760
-0.99724531,-0.16301200
-0.99692531,-0.17027600
-0.99660531,-0.16123880
-0.99628531,-0.15220170
-0.99596531,-0.13014960
-0.99564531,-0.12959360
-0.99532531,-0.12055640
-0.99500531,-0.10700060
-0.99468531,-0.09796347
-0.99436531,-0.08892631
-0.99404531,-0.07537057
-0.99372531,-0.06633341
-0.99340531,-0.04825907
-0.99308531,-0.03922191
-0.99276531,-0.02566616
-0.99244531,-0.01211041
-0.99212531,-0.00307325
-0.99180531,0.01500109
-0.99148531,0.02403825
-0.99116531,0.03759400
-0.99084531,0.05114974
-0.99052531,0.06018691
-0.99020531,0.07374266
-0.98988531,0.08277982
-0.98956531,0.09633557
-0.98924531,0.10537270
-0.98892531,0.12974020
-0.98860531,0.12796560
-0.98828531,0.14152140
-0.98796531,0.14604000
-0.98764531,0.17412100
-0.98732531,0.18397970
-0.98700531,0.17768530
-0.98668531,0.20369720
-0.98636531,0.21355590
-0.98604531,0.21848530
-0.98572531,0.22834400
-0.98540531,0.21383390
-0.98508531,0.23820270
-0.98476531,0.24806150
-0.98444531,0.24806150
-0.98412531,0.25792020
-0.98380531,0.26284950
-0.98348531,0.26284950
-0.98316531,0.26777890
-0.98284531,0.26777890
-0.98252531,0.27270830
-0.98220531,0.27270830
-0.98188531,0.26777890
-0.98156531,0.26777890
-0.98124531,0.26777890
-0.98092531,0.26777890
-0.98060531,0.26284950
-0.98028531,0.25792020
-0.97996531,0.25299080
-0.97964531,0.24806150
-0.97932531,0.24313210
-0.97900531,0.23820270
-0.97868531,0.25271280
-0.97836531,0.22341460
-0.97804531,0.23669240
-0.97772531,0.23135230
-0.97740531,0.19876780
-0.97708531,0.20465150
-0.97676531,0.19397130
-0.97644531,0.18863110
-0.97612531,0.17259270
-0.97580531,0.16191240
-0.97548531,0.14589200
-0.97516531,0.13521170
-0.97484531,0.11919130
-0.97452531,0.11685800
-0.97420531,0.09960523
-0.97388531,0.08181027
-0.97356531,0.07112999
-0.97324531,0.05510956
-0.97292531,0.03908913
-0.97260531,0.02484322
-0.97228531,0.00759044
-0.97196531,-0.00391140
-0.97164531,-0.02116417
-0.97132531,-0.03841694
-0.97100531,-0.04991879
-0.97068531,-0.06717156
-0.97036531,-0.08442433
-0.97004531,-0.09592618
-0.96972531,-0.11317890
-0.96940531,-0.13043170
-0.96908531,-0.14193360
-0.96876531,-0.15918630
-0.96844531,-0.16493730
-0.96812531,-0.18220940
-0.96780531,-0.19371130
-0.96748531,-0.21096400
-0.96716531,-0.22246590
-0.96684531,-0.22821680
-0.96652531,-0.23971860
-0.96620531,-0.25122050
-0.96588531,-0.27532650
-0.96556531,-0.28764990
-0.96524531,-0.29381160
-0.96492531,-0.27997510
-0.96460531,-0.28572600
-0.96428531,-0.31845840
-0.96396531,-0.31845840
-0.96364531,-0.32462010
-0.96332531,-0.33078180
-0.96300531,-0.33078180
-0.96268531,-0.33078180
-0.96236531,-0.33694350
-0.96204531,-0.33078180
-0.96172531,-0.33078180
-0.96140531,-0.33078180
-0.96108531,-0.33078180
-0.96076531,-0.32462010
-0.96044531,-0.32462010
-0.96012531,-0.31845840
-0.95980531,-0.31229670
-0.95948531,-0.30613500
-0.95916531,-0.29997330
-0.95884531,-0.29381160
-0.95852531,-0.28148820
-0.95820531,-0.27532650
-0.95788531,-0.26916480
-0.95756531,-0.25684140
-0.95724531,-0.24451800
-0.95692531,-0.24767420
-0.95660531,-0.21987110
-0.95628531,-0.20138600
-0.95596531,-0.20166680
-0.95564531,-0.18849970
-0.95532531,-0.17535470
-0.95500531,-0.16220980
-0.95468531,-0.14249230
-0.95436531,-0.12934740
-0.95404531,-0.10962990
-0.95372531,-0.08991246
-0.95340531,-0.07019501
-0.95308531,-0.05705004
