Время,A * B
(mс),(?)

-1.00021542,-0.19176660
-0.99989542,-0.18765880
-0.99957542,-0.18355100
-0.99925542,-0.19286890
-0.99893542,-0.18383180
-0.99861542,-0.17931320
-0.99829542,-0.15068860
-0.99797542,-0.14247300
-0.99765542,-0.13425740
-0.99733542,-0.14316450
-0.99701542,-0.12959360
-0.99669542,-0.12055640
-0.99637542,-0.10700060
-0.99605542,-0.09344489
-0.99573542,-0.08440773
-0.99541542,-0.07537057
-0.99509542,-0.06181482
-0.99477542,-0.04825907
-0.99445542,-0.03922191
-0.99413542,-0.02566616
-0.99381542,-0.01211041
-0.99349542,0.00144534
-0.99317542,0.01500109
-0.99285542,0.02403825
-0.99253542,0.03759400
-0.99221542,0.05114974
-0.99189542,0.06470549
-0.99157542,0.07374266
-0.99125542,0.08729841
-0.99093542,0.09633557
-0.99061542,0.10989130
-0.99029542,0.11892850
-0.98997542,0.12796560
-0.98965542,0.15438700
-0.98933542,0.16426230
-0.98901542,0.15961090
-0.98869542,0.18397970
-0.98837542,0.19383850
-0.98805542,0.20369720
-0.98773542,0.21355590
-0.98741542,0.21848530
-0.98709542,0.22834400
-0.98677542,0.23327340
-0.98645542,0.24313210
-0.98613542,0.24313210
-0.98581542,0.25299080
-0.98549542,0.25792020
-0.98517542,0.26284950
-0.98485542,0.26284950
-0.98453542,0.26777890
-0.98421542,0.26777890
-0.98389542,0.26777890
-0.98357542,0.26777890
-0.98325542,0.26777890
-0.98293542,0.27270830
-0.98261542,0.26777890
-0.98229542,0.26777890
-0.98197542,0.26284950
-0.98165542,0.27941360
-0.98133542,0.27407340
-0.98101542,0.24806150
-0.98069542,0.24313210
-0.98037542,0.23820270
-0.98005542,0.23327340
-0.97973542,0.24203260
-0.97941542,0.21355590
-0.97909542,0.22601210
-0.97877542,0.21533180
-0.97845542,0.20465150
-0.97813542,0.19397130
-0.97781542,0.18329100
-0.97749542,0.17259270
-0.97717542,0.16191240
-0.97685542,0.14589200
-0.97653542,0.13521170
-0.97621542,0.11919130
-0.97589542,0.10851100
-0.97557542,0.09249057
-0.97525542,0.08181027
-0.97493542,0.07085060
-0.97461542,0.04976942
-0.97429542,0.03634506
-0.97397542,0.02484322
-0.97365542,0.00759044
-0.97333542,-0.00391140
-0.97301542,-0.02691510
-0.97269542,-0.04416787
-0.97237542,-0.05566971
-0.97205542,-0.07292248
-0.97173542,-0.08442433
-0.97141542,-0.09592618
-0.97109542,-0.11892990
-0.97077542,-0.13043170
-0.97045542,-0.14193360
-0.97013542,-0.15918630
-0.96981542,-0.17068820
-0.96949542,-0.18220940
-0.96917542,-0.19371130
-0.96885542,-0.21096400
-0.96853542,-0.22246590
-0.96821542,-0.23396770
-0.96789542,-0.23971860
-0.96757542,-0.25122050
-0.96725542,-0.26272230
-0.96693542,-0.26847320
-0.96661542,-0.27997510
-0.96629542,-0.28572600
-0.96597542,-0.31229670
-0.96565542,-0.31845840
-0.96533542,-0.31845840
-0.96501542,-0.32462010
-0.96469542,-0.33078180
-0.96437542,-0.30872970
-0.96405542,-0.33694350
-0.96373542,-0.33694350
-0.96341542,-0.33078180
-0.96309542,-0.33694350
-0.96277542,-0.33078180
-0.96245542,-0.33078180
-0.96213542,-0.32462010
-0.96181542,-0.32462010
-0.96149542,-0.31845840
-0.96117542,-0.31229670
-0.96085542,-0.30613500
-0.96053542,-0.29997330
-0.96021542,-0.29381160
-0.95989542,-0.28148820
-0.95957542,-0.27532650
-0.95925542,-0.26300310
-0.95893542,-0.25684140
-0.95861542,-0.24451800
-0.95829542,-0.24110170
-0.95797542,-0.21987110
-0.95765542,-0.21481180
-0.95733542,-0.18906260
-0.95701542,-0.18849970
-0.95669542,-0.17535470
-0.95637542,-0.14591000
-0.95605542,-0.13591990
-0.95573542,-0.12277490
-0.95541542,-0.10305740
-0.95509542,-0.08333998
-0.95477542,-0.07019501
-0.95445542,-0.05047756
-0.95413542,-0.03076011
-0.95381542,-0.01761514
-0.95349542,0.00210231
-0.95317542,0.02181976
