Время,A * B
(mс),(?)

-1.00010959,-0.20819780
-0.99978959,-0.20409000
-0.99946959,-0.19998220
-0.99914959,-0.19587440
-0.99882959,-0.18765880
-0.99850959,-0.18355100
-0.99818959,-0.17533540
-0.99786959,-0.18383180
-0.99754959,-0.16301200
-0.99722959,-0.15068860
-0.99690959,-0.15672030
-0.99658959,-0.14768310
-0.99626959,-0.13864590
-0.99594959,-0.11781230
-0.99562959,-0.11603780
-0.99530959,-0.10700060
-0.99498959,-0.08494990
-0.99466959,-0.08440773
-0.99434959,-0.07085198
-0.99402959,-0.06181482
-0.99370959,-0.04825907
-0.99338959,-0.03922191
-0.99306959,-0.02114758
-0.99274959,-0.01211041
-0.99242959,0.00144534
-0.99210959,0.01500109
-0.99178959,0.02403825
-0.99146959,0.03759400
-0.99114959,0.05114974
-0.99082959,0.06470549
-0.99050959,0.07374266
-0.99018959,0.08729841
-0.98986959,0.09633557
-0.98954959,0.10989130
-0.98922959,0.12974020
-0.98890959,0.13959890
-0.98858959,0.14152140
-0.98826959,0.15057380
-0.98794959,0.15961090
-0.98762959,0.18397970
-0.98730959,0.17768530
-0.98698959,0.20369720
-0.98666959,0.21355590
-0.98634959,0.20479680
-0.98602959,0.22834400
-0.98570959,0.23327340
-0.98538959,0.24313210
-0.98506959,0.24806150
-0.98474959,0.25299080
-0.98442959,0.25792020
-0.98410959,0.26284950
-0.98378959,0.26284950
-0.98346959,0.26777890
-0.98314959,0.26777890
-0.98282959,0.26777890
-0.98250959,0.26777890
-0.98218959,0.26777890
-0.98186959,0.27270830
-0.98154959,0.26777890
-0.98122959,0.26284950
-0.98090959,0.26284950
-0.98058959,0.25792020
-0.98026959,0.25299080
-0.97994959,0.24806150
-0.97962959,0.26339310
-0.97930959,0.25805300
-0.97898959,0.23327340
-0.97866959,0.24203260
-0.97834959,0.23135230
-0.97802959,0.22601210
-0.97770959,0.19876780
-0.97738959,0.20465150
-0.97706959,0.19397130
-0.97674959,0.18329100
-0.97642959,0.17259270
-0.97610959,0.16191240
-0.97578959,0.14589200
-0.97546959,0.13521170
-0.97514959,0.11919130
-0.97482959,0.11685800
-0.97450959,0.09249057
-0.97418959,0.08181027
-0.97386959,0.07085060
-0.97354959,0.05359783
-0.97322959,0.03374898
-0.97290959,0.02306870
-0.97258959,0.00759044
-0.97226959,-0.00966233
-0.97194959,-0.02691510
-0.97162959,-0.04416787
-0.97130959,-0.05566971
-0.97098959,-0.07292248
-0.97066959,-0.09017526
-0.97034959,-0.10167710
-0.97002959,-0.11892990
-0.96970959,-0.13043170
-0.96938959,-0.14193360
-0.96906959,-0.15918630
-0.96874959,-0.17068820
-0.96842959,-0.18796030
-0.96810959,-0.19946220
-0.96778959,-0.21096400
-0.96746959,-0.22246590
-0.96714959,-0.23396770
-0.96682959,-0.24546950
-0.96650959,-0.25122050
-0.96618959,-0.26272230
-0.96586959,-0.26847320
-0.96554959,-0.29997330
-0.96522959,-0.27997510
-0.96490959,-0.29147690
-0.96458959,-0.29722790
-0.96426959,-0.29722790
-0.96394959,-0.32462010
-0.96362959,-0.33078180
-0.96330959,-0.33078180
-0.96298959,-0.33078180
-0.96266959,-0.33078180
-0.96234959,-0.33078180
-0.96202959,-0.33694350
-0.96170959,-0.33078180
-0.96138959,-0.32462010
-0.96106959,-0.32462010
-0.96074959,-0.32462010
-0.96042959,-0.31845840
-0.96010959,-0.31229670
-0.95978959,-0.30613500
-0.95946959,-0.29997330
-0.95914959,-0.31339900
-0.95882959,-0.28764990
-0.95850959,-0.27532650
-0.95818959,-0.26300310
-0.95786959,-0.25067970
-0.95754959,-0.24451800
-0.95722959,-0.23219460
-0.95690959,-0.21987110
-0.95658959,-0.21481180
-0.95626959,-0.18906260
-0.95594959,-0.18849970
-0.95562959,-0.16878230
-0.95530959,-0.15563730
-0.95498959,-0.13591990
-0.95466959,-0.12277490
-0.95434959,-0.10962990
-0.95402959,-0.08333998
-0.95370959,-0.07019501
-0.95338959,-0.05705004
-0.95306959,-0.03076011
