Время,A * B
(mс),(?)

-1.00004300,-0.17533540
-0.99972300,-0.16711980
-0.99940300,-0.16301200
-0.99908300,-0.17027600
-0.99876300,-0.14658080
-0.99844300,-0.15220170
-0.99812300,-0.12604180
-0.99780300,-0.12959360
-0.99748300,-0.12055640
-0.99716300,-0.10700060
-0.99684300,-0.08905771
-0.99652300,-0.08440773
-0.99620300,-0.07537057
-0.99588300,-0.06181482
-0.99556300,-0.04825907
-0.99524300,-0.03922191
-0.99492300,-0.02566616
-0.99460300,-0.01211041
-0.99428300,-0.00307325
-0.99396300,0.01048250
-0.99364300,0.02403825
-0.99332300,0.03307541
-0.99300300,0.05114974
-0.99268300,0.06018691
-0.99236300,0.07374266
-0.99204300,0.08729841
-0.99172300,0.09633557
-0.99140300,0.10537270
-0.99108300,0.11892850
-0.99076300,0.12796560
-0.99044300,0.15438700
-0.99012300,0.14604000
-0.98980300,0.17412100
-0.98948300,0.18397970
-0.98916300,0.19383850
-0.98884300,0.18672240
-0.98852300,0.21355590
-0.98820300,0.21848530
-0.98788300,0.22834400
-0.98756300,0.23327340
-0.98724300,0.23820270
-0.98692300,0.24313210
-0.98660300,0.25299080
-0.98628300,0.25792020
-0.98596300,0.25792020
-0.98564300,0.26284950
-0.98532300,0.26777890
-0.98500300,0.26777890
-0.98468300,0.26777890
-0.98436300,0.26777890
-0.98404300,0.27270830
-0.98372300,0.26777890
-0.98340300,0.26777890
-0.98308300,0.26777890
-0.98276300,0.26284950
-0.98244300,0.25792020
-0.98212300,0.25299080
-0.98180300,0.27407340
-0.98148300,0.26339310
-0.98116300,0.25805300
-0.98084300,0.23327340
-0.98052300,0.22341460
-0.98020300,0.21355590
-0.97988300,0.20862660
-0.97956300,0.21533180
-0.97924300,0.18890910
-0.97892300,0.19397130
-0.97860300,0.18863110
-0.97828300,0.17259270
-0.97796300,0.16191240
-0.97764300,0.14589200
-0.97732300,0.13521170
-0.97700300,0.12453140
-0.97668300,0.10851100
-0.97636300,0.09249057
-0.97604300,0.08810337
-0.97572300,0.06578984
-0.97540300,0.05934875
-0.97508300,0.04209599
-0.97476300,0.02484322
-0.97444300,0.00759044
-0.97412300,-0.00391140
-0.97380300,-0.01965245
-0.97348300,-0.03841694
-0.97316300,-0.04991879
-0.97284300,-0.06717156
-0.97252300,-0.08442433
-0.97220300,-0.10167710
-0.97188300,-0.11317890
-0.97156300,-0.13043170
-0.97124300,-0.14193360
-0.97092300,-0.15918630
-0.97060300,-0.17068820
-0.97028300,-0.18220940
-0.96996300,-0.19371130
-0.96964300,-0.21096400
-0.96932300,-0.23835630
-0.96900300,-0.23396770
-0.96868300,-0.23971860
-0.96836300,-0.25122050
-0.96804300,-0.25697140
-0.96772300,-0.26847320
-0.96740300,-0.27422420
-0.96708300,-0.29997330
-0.96676300,-0.29147690
-0.96644300,-0.31229670
-0.96612300,-0.31845840
-0.96580300,-0.32462010
-0.96548300,-0.33078180
-0.96516300,-0.33078180
-0.96484300,-0.33694350
-0.96452300,-0.33694350
-0.96420300,-0.33078180
-0.96388300,-0.33078180
-0.96356300,-0.33078180
-0.96324300,-0.33078180
-0.96292300,-0.32462010
-0.96260300,-0.32462010
-0.96228300,-0.31845840
-0.96196300,-0.31229670
-0.96164300,-0.30613500
-0.96132300,-0.29997330
-0.96100300,-0.29381160
-0.96068300,-0.28764990
-0.96036300,-0.27532650
-0.96004300,-0.26300310
-0.95972300,-0.25067970
-0.95940300,-0.24451800
-0.95908301,-0.24767420
-0.95876301,-0.21987110
-0.95844301,-0.22138430
-0.95812301,-0.19522430
-0.95780301,-0.18849970
-0.95748301,-0.16439510
-0.95716301,-0.16220980
-0.95684301,-0.14249230
-0.95652301,-0.12277490
-0.95620301,-0.10962990
-0.95588301,-0.08991246
-0.95556301,-0.07019501
-0.95524301,-0.05705004
-0.95492301,-0.03733259
-0.95460301,-0.01761514
-0.95428301,0.00210231
-0.95396301,0.01524728
-0.95364301,0.03496473
-0.95332301,0.04810970
-0.95300301,0.07439963
