Время,A * B
(mс),(?)

-1.00009935,-0.17944320
-0.99977935,-0.19286890
-0.99945935,-0.18383180
-0.99913935,-0.17931320
-0.99881935,-0.16575740
-0.99849935,-0.15672030
-0.99817935,-0.14768310
-0.99785935,-0.12192010
-0.99753935,-0.12507500
-0.99721935,-0.11603780
-0.99689935,-0.10248210
-0.99657935,-0.09344489
-0.99625935,-0.07988915
-0.99593935,-0.07085198
-0.99561935,-0.05729624
-0.99529935,-0.04825907
-0.99497935,-0.03470332
-0.99465935,-0.02114758
-0.99433935,-0.00759183
-0.99401935,0.00144534
-0.99369935,0.01500109
-0.99337935,0.02855683
-0.99305935,0.04211258
-0.99273935,0.05566832
-0.99241935,0.06470549
-0.99209935,0.07826124
-0.99177935,0.08729841
-0.99145935,0.09633557
-0.99113935,0.10989130
-0.99081935,0.12344710
-0.99049935,0.13248420
-0.99017935,0.15931630
-0.98985935,0.16919170
-0.98953935,0.17905040
-0.98921935,0.17316670
-0.98889935,0.17768530
-0.98857935,0.20369720
-0.98825935,0.21355590
-0.98793935,0.22341460
-0.98761935,0.22834400
-0.98729935,0.23820270
-0.98697935,0.24313210
-0.98665935,0.24806150
-0.98633935,0.25299080
-0.98601935,0.25792020
-0.98569935,0.26284950
-0.98537935,0.26284950
-0.98505935,0.26777890
-0.98473935,0.26777890
-0.98441935,0.26777890
-0.98409935,0.27270830
-0.98377935,0.26777890
-0.98345935,0.26777890
-0.98313935,0.26777890
-0.98281935,0.28475370
-0.98249935,0.26284950
-0.98217935,0.25792020
-0.98185935,0.25299080
-0.98153935,0.24806150
-0.98121935,0.25805300
-0.98089935,0.23820270
-0.98057935,0.22834400
-0.98025935,0.24203260
-0.97993935,0.21355590
-0.97961935,0.22067200
-0.97929935,0.21533180
-0.97897935,0.20465150
-0.97865935,0.17905040
-0.97833935,0.17795080
-0.97801935,0.16725260
-0.97769935,0.15657230
-0.97737935,0.15711440
-0.97705935,0.12987160
-0.97673935,0.11919130
-0.97641935,0.10317080
-0.97609935,0.09249057
-0.97577935,0.08235245
-0.97545935,0.06509968
-0.97513935,0.04976942
-0.97481935,0.03634506
-0.97449935,0.01909229
-0.97417935,0.00183952
-0.97385935,-0.00966233
-0.97353935,-0.02691510
-0.97321935,-0.04416787
-0.97289935,-0.06142064
-0.97257935,-0.07292248
-0.97225935,-0.09017526
-0.97193935,-0.10167710
-0.97161935,-0.11892990
-0.97129935,-0.13618270
-0.97097935,-0.14768450
-0.97065935,-0.16493730
-0.97033935,-0.17645850
-0.97001935,-0.18796030
-0.96969935,-0.19946220
-0.96937935,-0.21096400
-0.96905935,-0.22246590
-0.96873935,-0.25067970
-0.96841935,-0.24546950
-0.96809935,-0.27532650
-0.96777935,-0.28148820
-0.96745935,-0.29381160
-0.96713935,-0.27997510
-0.96681935,-0.30613500
-0.96649935,-0.29147690
-0.96617935,-0.31845840
-0.96585935,-0.29722790
-0.96553935,-0.32462010
-0.96521935,-0.33078180
-0.96489935,-0.33078180
-0.96457935,-0.33078180
-0.96425935,-0.33694350
-0.96393935,-0.33694350
-0.96361935,-0.33078180
-0.96329935,-0.33078180
-0.96297935,-0.32462010
-0.96265935,-0.32462010
-0.96233935,-0.32462010
-0.96201935,-0.31845840
-0.96169935,-0.31229670
-0.96137935,-0.29997330
-0.96105935,-0.29997330
-0.96073935,-0.28764990
-0.96041935,-0.28148820
-0.96009935,-0.26916480
-0.95977935,-0.26300310
-0.95945935,-0.25067970
-0.95913935,-0.23835630
-0.95881935,-0.22603290
-0.95849935,-0.22795670
-0.95817935,-0.21481180
-0.95785935,-0.20166680
-0.95753935,-0.18849970
-0.95721935,-0.16878230
-0.95689935,-0.14906480
-0.95657935,-0.13591990
-0.95625935,-0.12277490
-0.95593935,-0.10305740
-0.95561935,-0.07813123
-0.95529935,-0.06362253
-0.95497935,-0.05047756
-0.95465935,-0.03076011
-0.95433935,-0.01104266
-0.95401935,0.00210231
-0.95369935,0.02181976
-0.95337935,0.04153721
-0.95305935,0.06125466
