Время,A * B
(mс),(?)

-1.00022380,-0.21230560
-0.99990380,-0.22901760
-0.99958380,-0.19998220
-0.99926380,-0.19587440
-0.99894380,-0.21094330
-0.99862380,-0.18355100
-0.99830380,-0.17944320
-0.99798380,-0.17122760
-0.99766380,-0.16301200
-0.99734380,-0.15479640
-0.99702380,-0.16123880
-0.99670380,-0.15220170
-0.99638380,-0.14316450
-0.99606380,-0.12959360
-0.99574380,-0.12055640
-0.99542380,-0.11151920
-0.99510380,-0.09796347
-0.99478380,-0.08892631
-0.99446380,-0.07537057
-0.99414380,-0.06633341
-0.99382380,-0.05277765
-0.99350380,-0.03922191
-0.99318380,-0.03018474
-0.99286380,-0.01662899
-0.99254380,-0.00307325
-0.99222380,0.01048250
-0.99190380,0.01951967
-0.99158380,0.03307541
-0.99126380,0.05114974
-0.99094380,0.06018691
-0.99062380,0.07374266
-0.99030380,0.08277982
-0.98998380,0.09181698
-0.98966380,0.10537270
-0.98934380,0.11440990
-0.98902380,0.12796560
-0.98870380,0.13700280
-0.98838380,0.15057380
-0.98806380,0.15961090
-0.98774380,0.16412950
-0.98742380,0.18890910
-0.98710380,0.18220380
-0.98678380,0.19124100
-0.98646380,0.21848530
-0.98614380,0.22341460
-0.98582380,0.23327340
-0.98550380,0.23820270
-0.98518380,0.24313210
-0.98486380,0.25299080
-0.98454380,0.25792020
-0.98422380,0.25792020
-0.98390380,0.26284950
-0.98358380,0.26284950
-0.98326380,0.26777890
-0.98294380,0.26777890
-0.98262380,0.27270830
-0.98230380,0.27270830
-0.98198380,0.27270830
-0.98166380,0.26777890
-0.98134380,0.26284950
-0.98102380,0.28475370
-0.98070380,0.25792020
-0.98038380,0.25792020
-0.98006380,0.25299080
-0.97974380,0.24806150
-0.97942380,0.24313210
-0.97910380,0.25271280
-0.97878380,0.22834400
-0.97846380,0.23669240
-0.97814380,0.22601210
-0.97782380,0.22067200
-0.97750380,0.19383850
-0.97718380,0.18397970
-0.97686380,0.18863110
-0.97654380,0.17795080
-0.97622380,0.16725260
-0.97590380,0.15123210
-0.97558380,0.13521170
-0.97526380,0.13411080
-0.97494380,0.10851100
-0.97462380,0.10535610
-0.97430380,0.08181027
-0.97398380,0.07112999
-0.97366380,0.06044970
-0.97334380,0.03908913
-0.97302380,0.02840884
-0.97270380,0.01238841
-0.97238380,-0.00391140
-0.97206380,-0.02116417
-0.97174380,-0.03266602
-0.97142380,-0.04635316
-0.97110380,-0.06717156
-0.97078380,-0.08442433
-0.97046380,-0.09592618
-0.97014380,-0.11317890
-0.96982380,-0.12468080
-0.96950380,-0.14193360
-0.96918380,-0.15343540
-0.96886380,-0.16493730
-0.96854380,-0.18220940
-0.96822380,-0.18796030
-0.96790380,-0.20521310
-0.96758380,-0.21671490
-0.96726380,-0.22821680
-0.96694380,-0.23971860
-0.96662380,-0.24546950
-0.96630380,-0.25697140
-0.96598380,-0.26272230
-0.96566380,-0.27422420
-0.96534380,-0.29997330
-0.96502380,-0.30613500
-0.96470380,-0.31229670
-0.96438380,-0.29722790
-0.96406380,-0.32462010
-0.96374380,-0.32462010
-0.96342380,-0.33078180
-0.96310380,-0.33078180
-0.96278380,-0.33694350
-0.96246380,-0.33694350
-0.96214380,-0.33078180
-0.96182380,-0.33078180
-0.96150380,-0.33078180
-0.96118380,-0.33078180
-0.96086380,-0.32462010
-0.96054380,-0.31845840
-0.96022380,-0.31229670
-0.95990380,-0.30613500
-0.95958380,-0.29997330
-0.95926380,-0.29381160
-0.95894380,-0.28764990
-0.95862380,-0.27532650
-0.95830380,-0.26300310
-0.95798380,-0.25684140
-0.95766380,-0.24451800
-0.95734380,-0.23219460
-0.95702380,-0.21987110
-0.95670380,-0.22138430
-0.95638380,-0.20823930
-0.95606380,-0.18849970
-0.95574380,-0.18192720
-0.95542380,-0.15207170
-0.95510380,-0.14249230
-0.95478380,-0.12934740
-0.95446380,-0.10962990
-0.95414380,-0.08991246
-0.95382380,-0.07676750
-0.95350380,-0.06362253
-0.95318380,-0.04390508
