Время,A * B
(mс),(?)

-1.00006326,-0.17533540
-0.99974326,-0.16711980
-0.99942326,-0.17479460
-0.99910326,-0.16575740
-0.99878326,-0.15672030
-0.99846326,-0.14316450
-0.99814326,-0.13411210
-0.99782326,-0.12507500
-0.99750326,-0.11603780
-0.99718326,-0.10248210
-0.99686326,-0.08892631
-0.99654326,-0.07988915
-0.99622326,-0.07085198
-0.99590326,-0.05729624
-0.99558326,-0.04374048
-0.99526326,-0.03470332
-0.99494326,-0.02114758
-0.99462326,-0.00307325
-0.99430326,0.00596392
-0.99398326,0.01951967
-0.99366326,0.02855683
-0.99334326,0.04211258
-0.99302326,0.05566832
-0.99270326,0.06922407
-0.99238326,0.07826124
-0.99206326,0.09181698
-0.99174326,0.10085420
-0.99142326,0.10989130
-0.99110326,0.12344710
-0.99078326,0.13248420
-0.99046326,0.15931630
-0.99014326,0.15509240
-0.98982326,0.17905040
-0.98950326,0.17316670
-0.98918326,0.19876780
-0.98886326,0.20862660
-0.98854326,0.21355590
-0.98822326,0.22341460
-0.98790326,0.23327340
-0.98758326,0.23820270
-0.98726326,0.24313210
-0.98694326,0.25299080
-0.98662326,0.25299080
-0.98630326,0.25792020
-0.98598326,0.26284950
-0.98566326,0.26777890
-0.98534326,0.26777890
-0.98502326,0.26777890
-0.98470326,0.26777890
-0.98438326,0.26777890
-0.98406326,0.26777890
-0.98374326,0.26777890
-0.98342326,0.26777890
-0.98310326,0.26777890
-0.98278326,0.26284950
-0.98246326,0.25792020
-0.98214326,0.25299080
-0.98182326,0.24806150
-0.98150326,0.23820270
-0.98118326,0.23327340
-0.98086326,0.22834400
-0.98054326,0.22341460
-0.98022326,0.21355590
-0.97990326,0.22067200
-0.97958326,0.19383850
-0.97926326,0.20465150
-0.97894326,0.18863110
-0.97862326,0.17795080
-0.97830326,0.16725260
-0.97798326,0.15657230
-0.97766326,0.14055190
-0.97734326,0.12987160
-0.97702326,0.12260890
-0.97670326,0.11110710
-0.97638326,0.09960523
-0.97606326,0.08235245
-0.97574326,0.06044970
-0.97542326,0.05359783
-0.97510326,0.03634506
-0.97478326,0.01772856
-0.97446326,0.00183952
-0.97414326,-0.00897216
-0.97382326,-0.03266602
-0.97350326,-0.04416787
-0.97318326,-0.06142064
-0.97286326,-0.07292248
-0.97254326,-0.09017526
-0.97222326,-0.10742800
-0.97190326,-0.11892990
-0.97158326,-0.13618270
-0.97126326,-0.15343540
-0.97094326,-0.16493730
-0.97062326,-0.17645850
-0.97030326,-0.18796030
-0.96998326,-0.19946220
-0.96966326,-0.21096400
-0.96934326,-0.22246590
-0.96902326,-0.23396770
-0.96870326,-0.24546950
-0.96838326,-0.25697140
-0.96806326,-0.26272230
-0.96774326,-0.27422420
-0.96742326,-0.29997330
-0.96710326,-0.28572600
-0.96678326,-0.29147690
-0.96646326,-0.31845840
-0.96614326,-0.30297880
-0.96582326,-0.32462010
-0.96550326,-0.32462010
-0.96518326,-0.33078180
-0.96486326,-0.33078180
-0.96454326,-0.33694350
-0.96422326,-0.33078180
-0.96390326,-0.33078180
-0.96358326,-0.33078180
-0.96326326,-0.32462010
-0.96294326,-0.32462010
-0.96262326,-0.32462010
-0.96230326,-0.31845840
-0.96198326,-0.31229670
-0.96166326,-0.29997330
-0.96134326,-0.29381160
-0.96102326,-0.28764990
-0.96070326,-0.29368160
-0.96038326,-0.26916480
-0.96006326,-0.26300310
-0.95974326,-0.25067970
-0.95942326,-0.23835630
-0.95910326,-0.22603290
-0.95878326,-0.21370950
-0.95846326,-0.20823930
-0.95814326,-0.18906260
-0.95782326,-0.17055680
-0.95750326,-0.16878230
-0.95718326,-0.14906480
-0.95686326,-0.13591990
-0.95654326,-0.11620240
-0.95622326,-0.10305740
-0.95590326,-0.07813123
-0.95558326,-0.06362253
-0.95526326,-0.05047756
-0.95494326,-0.03076011
-0.95462326,-0.01104266
-0.95430326,0.00867479
-0.95398326,0.02839224
-0.95366326,0.04153721
-0.95334326,0.06125466
-0.95302326,0.08097211
-0.95270326,0.10068960
