Время,A * B
(mс),(?)

-1.00018212,-0.17122760
-0.99986212,-0.16711980
-0.99954212,-0.15479640
-0.99922212,-0.16575740
-0.99890212,-0.15220170
-0.99858212,-0.14768310
-0.99826212,-0.12192010
-0.99794212,-0.10959670
-0.99762212,-0.11151920
-0.99730212,-0.10248210
-0.99698212,-0.08892631
-0.99666212,-0.07537057
-0.99634212,-0.06633341
-0.99602212,-0.05277765
-0.99570212,-0.04374048
-0.99538212,-0.03018474
-0.99506212,-0.01662899
-0.99474212,-0.00307325
-0.99442212,0.00596392
-0.99410212,0.01951967
-0.99378212,0.03307541
-0.99346212,0.04663116
-0.99314212,0.05566832
-0.99282212,0.06922407
-0.99250212,0.07826124
-0.99218212,0.09181698
-0.99186212,0.10537270
-0.99154212,0.11440990
-0.99122212,0.12344710
-0.99090212,0.13700280
-0.99058212,0.14604000
-0.99026212,0.15509240
-0.98994212,0.16412950
-0.98962212,0.17316670
-0.98930212,0.19876780
-0.98898212,0.20862660
-0.98866212,0.21848530
-0.98834212,0.22341460
-0.98802212,0.23327340
-0.98770212,0.23820270
-0.98738212,0.24313210
-0.98706212,0.25299080
-0.98674212,0.25299080
-0.98642212,0.25792020
-0.98610212,0.26284950
-0.98578212,0.26777890
-0.98546212,0.26777890
-0.98514212,0.26777890
-0.98482212,0.27270830
-0.98450212,0.27270830
-0.98418212,0.26777890
-0.98386212,0.26777890
-0.98354212,0.26777890
-0.98322212,0.28475370
-0.98290212,0.25792020
-0.98258212,0.25792020
-0.98226212,0.25299080
-0.98194212,0.24806150
-0.98162212,0.23820270
-0.98130212,0.23327340
-0.98098212,0.24737270
-0.98066212,0.23669240
-0.98034212,0.23135230
-0.98002212,0.22067200
-0.97970212,0.20999170
-0.97938212,0.19931140
-0.97906212,0.18863110
-0.97874212,0.17795080
-0.97842212,0.16725260
-0.97810212,0.15123210
-0.97778212,0.14055190
-0.97746212,0.12453140
-0.97714212,0.11385110
-0.97682212,0.10317080
-0.97650212,0.08715042
-0.97618212,0.07112999
-0.97586212,0.06509968
-0.97554212,0.04784691
-0.97522212,0.03059414
-0.97490212,0.01334137
-0.97458212,0.00183952
-0.97426212,-0.01541325
-0.97394212,-0.03266602
-0.97362212,-0.04991879
-0.97330212,-0.06142064
-0.97298212,-0.07867341
-0.97266212,-0.09592618
-0.97234212,-0.10742800
-0.97202212,-0.12468080
-0.97170212,-0.14193360
-0.97138212,-0.15343540
-0.97106212,-0.16493730
-0.97074212,-0.18220940
-0.97042212,-0.18796030
-0.97010212,-0.20521310
-0.96978212,-0.21671490
-0.96946212,-0.22821680
-0.96914212,-0.23971860
-0.96882212,-0.24546950
-0.96850212,-0.25697140
-0.96818212,-0.26847320
-0.96786212,-0.27422420
-0.96754212,-0.29997330
-0.96722212,-0.28572600
-0.96690212,-0.29147690
-0.96658212,-0.31845840
-0.96626212,-0.30297880
-0.96594212,-0.33078180
-0.96562212,-0.33078180
-0.96530212,-0.33078180
-0.96498212,-0.31448060
-0.96466212,-0.33078180
-0.96434212,-0.33694350
-0.96402212,-0.33078180
-0.96370212,-0.33078180
-0.96338212,-0.33078180
-0.96306212,-0.32462010
-0.96274212,-0.31845840
-0.96242212,-0.31845840
-0.96210212,-0.30613500
-0.96178212,-0.29997330
-0.96146212,-0.29381160
-0.96114212,-0.28764990
-0.96082212,-0.27532650
-0.96050212,-0.26916480
-0.96018212,-0.25684140
-0.95986212,-0.25067970
-0.95954212,-0.23835630
-0.95922212,-0.24110170
-0.95890212,-0.20754780
-0.95858212,-0.19522430
-0.95826212,-0.18288020
-0.95794212,-0.18192720
-0.95762212,-0.15207170
-0.95730212,-0.14906480
-0.95698212,-0.12934740
-0.95666212,-0.11620240
-0.95634212,-0.09648495
-0.95602212,-0.07676750
-0.95570212,-0.06362253
-0.95538212,-0.04390508
-0.95506212,-0.02418762
-0.95474212,-0.00447017
-0.95442212,0.00867479
-0.95410212,0.02839224
-0.95378212,0.04810970
-0.95346212,0.06782714
-0.95314212,0.08097211
-0.95282212,0.10068960
