N,T1,T2,dT,T,A
311,"3,5292830922409","3,71854456159171","0,18926146935081","1,1570106773496","0,0279174395922091"
312,"4,28280561189427","4,47243332942222","0,189627717527951","1,50741128748387","0,0278097038934618"
313,"4,86088687373238","5,05071657252049","0,189829698788112","1,15636450493639","0,0277505556066364"
314,"5,61470524145561","5,80492968370238","0,190224442246769","1,50803147890511","0,0276355022072585"
315,"6,1925702743928","6,38299669789973","0,190426423506931","1,15593204713455","0,0275769085186142"
316,"6,94667359493119","7,13747632377345","0,190802728842253","1,50858294641211","0,027468240213257"
317,"7,5241480748923","7,7152013945926","0,191053319700297","1,15519955078027","0,0273962312501324"
318,"8,27861596741481","8,47005984009119","0,191443872676377","1,50932633802109","0,0272845665035249"
319,"8,8557250372953","9,04738178648653","0,191656749191237","1,15443101627583","0,0272239892706097"
320,"9,61047285405387","9,80247154662331","0,191998692569436","1,50983757689536","0,0271271055557585"
321,"10,1872994854087","10,3795227878442","0,192223302435508","1,15387787257581","0,0270637474126733"
322,"10,9423439883337","11,134944434201","0,192600445867346","1,51046614928175","0,026957860625955"
323,"1,1310422568263","1,14035350911011","0,009311252283813","7179,38835464892","11,5341026556301"
324,"1,81449152684423","1,82381283628623","0,00932130944199534","1,36690859719405","11,5092268124262"
325,"2,48967548902932","2,49900853182252","0,00933304279320807","1,35037965772138","11,4803065734049"
326,"3,17307363515983","3,18241841130425","0,00934477614442079","1,36680802561223","11,4514952032014"
327,"3,84817630198294","3,85753364957509","0,00935734759214871","1,35021790509395","11,4207460690706"
328,"4,53152416232253","4,5408882146868","0,00936405236427027","1,36670242545132","11,4043971459531"
329,"5,20653966710806","5,21591880520961","0,00937913810154377","1,35004609530834","11,3677401788353"
330,"5,88983137498114","5,89921889404784","0,00938751906669572","1,36659179671131","11,3474515157732"
331,"6,56478486062455","6,57418578923549","0,00940092861093884","1,34992038083106","11,3151024499557"
332,"7,24802125412763","7,25743223989675","0,00941098576912117","1,36648284416433","11,2909313434791"
333,"7,92288506344391","7,93230694446773","0,0094218810238187","1,34973851388726","11,2648332755775"
334,"8,60607368544562","8,61550562362762","0,00943193818200104","1,3663873011616","11,2408229805715"
335,"9,2808603898825","9,29030489951223","0,00944450962972896","1,34958598032149","11,2109179089585"
336,"9,96400040228633","9,97345329288121","0,00945289059488091","1,36628840577281","11,1910474451055"
337,"10,6387074875543","10,6481754638864","0,00946797633215441","1,34942925627315","11,1554134939006"
338,"11,3217955379742","11,331272733368","0,00947719539382155","1,36618531990144","11,1337209108089"
