date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
2020-02-27, 14:28:26	0 Hz	0 W	5,1E0 mbar	4,8E0 mbar
2020-02-27, 14:28:28	0 Hz	0 W	5E0 mbar	4,6E0 mbar
2020-02-27, 14:28:30	0 Hz	0 W	4,9E0 mbar	4,5E0 mbar
2020-02-27, 14:28:32	0 Hz	0 W	4,8E0 mbar	4,3E0 mbar
2020-02-27, 14:28:34	0 Hz	0 W	4,6E0 mbar	4,2E0 mbar
2020-02-27, 14:28:36	0 Hz	0 W	4,5E0 mbar	4,1E0 mbar
2020-02-27, 14:28:38	0 Hz	0 W	4,4E0 mbar	4E0 mbar
2020-02-27, 14:28:40	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2020-02-27, 14:28:42	0 Hz	0 W	4,2E0 mbar	3,9E0 mbar
2020-02-27, 14:28:44	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2020-02-27, 14:28:46	0 Hz	0 W	4E0 mbar	3,8E0 mbar
2020-02-27, 14:28:48	0 Hz	0 W	3,9E0 mbar	3,8E0 mbar
2020-02-27, 14:28:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2020-02-27, 14:28:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2020-02-27, 14:28:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2020-02-27, 14:28:56	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2020-02-27, 14:28:58	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2020-02-27, 14:29:00	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2020-02-27, 14:29:02	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2020-02-27, 14:29:04	0 Hz	0 W	3,7E0 mbar	3,6E0 mbar
2020-02-27, 14:29:06	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2020-02-27, 14:29:08	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2020-02-27, 14:29:10	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2020-02-27, 14:29:12	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2020-02-27, 14:29:14	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2020-02-27, 14:29:16	0 Hz	0 W	3,6E0 mbar	3,5E0 mbar
2020-02-27, 14:29:18	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:29:20	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:29:22	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:29:24	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:29:26	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:29:28	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:29:30	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:29:32	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:34	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:36	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:38	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:40	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:42	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:44	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:46	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:48	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:50	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:29:52	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:29:54	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:29:56	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:29:58	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:00	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:02	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:04	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:06	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:08	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:10	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:12	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:14	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:16	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:18	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:20	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:22	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:24	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:26	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:28	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:30	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:32	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:34	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:36	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:38	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:40	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:42	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:44	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:46	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:48	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:50	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:52	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:54	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:56	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:30:58	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:31:00	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:31:02	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:31:04	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:31:06	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:31:08	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2020-02-27, 14:31:10	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:31:12	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:31:14	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:31:16	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:31:18	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:31:20	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:31:22	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2020-02-27, 14:31:24	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:26	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:28	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:30	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:32	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:34	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:36	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:38	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:40	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:42	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:44	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:46	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:48	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:50	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:52	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:54	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:56	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:31:58	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:00	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:02	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:04	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:06	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:08	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:10	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:12	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:14	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:16	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:18	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:20	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:22	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:24	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:26	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:28	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:30	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:32	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:34	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:36	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:38	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:40	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:42	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:44	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:46	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:48	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:50	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:52	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:54	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:56	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:32:58	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:00	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:02	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:04	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:06	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:08	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:10	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:12	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:14	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:16	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:18	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:20	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:22	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:24	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:26	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:28	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:30	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:32	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2020-02-27, 14:33:34	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:36	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:38	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:40	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:42	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:44	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:46	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:48	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:50	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:52	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:54	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:56	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:33:58	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2020-02-27, 14:34:00	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:02	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:04	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:06	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:08	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:10	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:12	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:14	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:16	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:18	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:20	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:22	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:24	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:26	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:28	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:30	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:32	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:34	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:36	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:38	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:40	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:42	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:44	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:46	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:48	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:50	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:52	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:54	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:56	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:34:58	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:00	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:02	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:04	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:06	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:08	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:10	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:12	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:14	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:16	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:18	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:20	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:22	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:24	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:26	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:28	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:30	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:32	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:34	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:36	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:38	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:40	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:42	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:44	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:46	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:48	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:50	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:52	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:54	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:56	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:35:58	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:36:00	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:36:02	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:36:04	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:36:06	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:36:08	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:36:10	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:36:12	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2020-02-27, 14:36:14	0 Hz	0 W	3,9E0 mbar	4,7E0 mbar
2020-02-27, 14:36:16	0 Hz	0 W	7,9E0 mbar	7,4E0 mbar
2020-02-27, 14:36:18	0 Hz	0 W	1,4E1 mbar	1,3E1 mbar
2020-02-27, 14:36:20	0 Hz	0 W	2,1E1 mbar	1,8E1 mbar
2020-02-27, 14:36:22	0 Hz	0 W	3E1 mbar	2,3E1 mbar
2020-02-27, 14:36:24	0 Hz	0 W	3,8E1 mbar	3E1 mbar
2020-02-27, 14:36:26	0 Hz	0 W	4,5E1 mbar	3,5E1 mbar
2020-02-27, 14:36:28	0 Hz	0 W	5,9E1 mbar	3,8E1 mbar
2020-02-27, 14:36:30	0 Hz	0 W	7E1 mbar	4,6E1 mbar
2020-02-27, 14:36:32	0 Hz	0 W	8,8E1 mbar	5,3E1 mbar
2020-02-27, 14:36:34	0 Hz	0 W	1E2 mbar	5,8E1 mbar
2020-02-27, 14:36:36	0 Hz	0 W	1,3E2 mbar	6,3E1 mbar
2020-02-27, 14:36:38	0 Hz	0 W	1,5E2 mbar	6,8E1 mbar
2020-02-27, 14:36:40	0 Hz	0 W	1,7E2 mbar	7,4E1 mbar
2020-02-27, 14:36:42	0 Hz	0 W	2E2 mbar	8E1 mbar
2020-02-27, 14:36:44	0 Hz	0 W	2,6E2 mbar	8,7E1 mbar
2020-02-27, 14:36:46	0 Hz	0 W	2,9E2 mbar	9,1E1 mbar
2020-02-27, 14:36:48	0 Hz	0 W	3,3E2 mbar	9,6E1 mbar
2020-02-27, 14:36:50	0 Hz	0 W	3,9E2 mbar	1E2 mbar
2020-02-27, 14:36:52	0 Hz	0 W	1E3 mbar	1,5E2 mbar
2020-02-27, 14:36:54	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2020-02-27, 14:36:56	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2020-02-27, 14:36:58	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2020-02-27, 14:37:00	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2020-02-27, 14:37:02	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2020-02-27, 14:37:04	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:06	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:08	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:10	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:12	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:14	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:16	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:18	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:20	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:22	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:24	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:26	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:28	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2020-02-27, 14:37:30	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2020-02-27, 14:37:32	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:34	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:36	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2020-02-27, 14:37:38	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:40	0 Hz	0 W	1E3 mbar	2E2 mbar
2020-02-27, 14:37:42	0 Hz	0 W	1E3 mbar	2E2 mbar
