Частота,Канал A
(kГц),(В)

0.00000000,0.41852700
0.02384186,0.17630430
0.04768372,0.02863649
0.07152557,0.00072342
0.09536743,0.00054563
0.11920929,0.00052166
0.14305115,0.00040225
0.16689301,0.00036517
0.19073486,0.00044633
0.21457672,0.00042759
0.23841858,0.00050218
0.26226044,0.00077803
0.28610229,0.00081354
0.30994415,0.00102311
0.33378601,0.00388978
0.35762787,0.00369771
0.38146973,0.00147565
0.40531158,0.00065168
0.42915344,0.00059621
0.45299530,0.00046730
0.47683716,0.00035150
0.50067902,0.00043343
0.52452087,0.00042573
0.54836273,0.00042529
0.57220459,0.00059194
0.59604645,0.00071552
0.61988831,0.00153206
0.64373016,0.00378008
0.66757202,0.00390511
0.69141388,0.00163316
0.71525574,0.00093491
0.73909760,0.00070688
0.76293945,0.00056680
0.78678131,0.00043729
0.81062317,0.00051675
0.83446503,0.00040233
0.85830688,0.00036934
0.88214874,0.00045243
0.90599060,0.00062622
0.92983246,0.00074223
0.95367432,0.02912695
0.97751617,0.16474920
1.00135803,0.26038600
1.02519989,0.14594920
1.04904175,0.02169196
1.07288361,0.00072583
1.09672546,0.00038647
1.12056732,0.00047186
1.14440918,0.00038560
1.16825104,0.00037954
1.19209290,0.00043153
1.21593475,0.00047879
1.23977661,0.00044603
1.26361847,0.00073066
1.28746033,0.00112370
1.31130219,0.00152528
1.33514404,0.00252813
1.35898590,0.00228803
1.38282776,0.00125928
1.40666962,0.00068463
1.43051147,0.00056225
1.45435333,0.00050887
1.47819519,0.00038838
1.50203705,0.00039593
1.52587891,0.00048317
1.54972076,0.00045256
1.57356262,0.00055063
1.59740448,0.00077871
1.62124634,0.00133915
1.64508820,0.00243881
1.66893005,0.00274854
1.69277191,0.00218928
1.71661377,0.00115184
1.74045563,0.00065243
1.76429749,0.00058997
1.78813934,0.00041753
1.81198120,0.00040173
1.83582306,0.00042344
1.85966492,0.00038005
1.88350677,0.00044782
1.90734863,0.00059149
1.93119049,0.00066206
1.95503235,0.02699685
1.97887421,0.14079290
2.00271606,0.20966010
2.02655792,0.11050520
2.05039978,0.01493333
2.07424164,0.00072263
2.09808350,0.00045956
2.12192535,0.00049563
2.14576721,0.00044474
2.16960907,0.00040690
2.19345093,0.00038029
2.21729279,0.00051143
2.24113464,0.00056660
2.26497650,0.00073699
2.28881836,0.00154196
2.31266022,0.00223090
2.33650208,0.00105364
2.36034393,0.00072057
2.38418579,0.00110190
2.40802765,0.00072549
2.43186951,0.00049582
2.45571136,0.00045215
2.47955322,0.00037531
2.50339508,0.00033547
2.52723694,0.00047018
2.55107880,0.00051413
2.57492065,0.00051940
2.59876251,0.00077254
2.62260437,0.00109413
2.64644623,0.00033069
2.67028809,0.00149414
2.69412994,0.00206066
2.71797180,0.00114288
2.74181366,0.00059248
2.76565552,0.00058245
2.78949738,0.00056095
2.81333923,0.00039517
2.83718109,0.00040511
2.86102295,0.00035652
2.88486481,0.00044404
2.90870667,0.00050492
2.93254852,0.00067260
2.95639038,0.02038329
2.98023224,0.09877605
3.00407410,0.13869300
3.02791595,0.06867902
3.05175781,0.00840704
3.07559967,0.00065259
3.09944153,0.00050508
3.12328339,0.00042082
3.14712524,0.00047484
3.17096710,0.00047627
3.19480896,0.00040816
3.21865082,0.00045090
3.24249268,0.00062403
3.26633453,0.00073893
3.29017639,0.00156316
3.31401825,0.00247369
3.33786011,0.00270670
3.36170197,0.00205360
3.38554382,0.00107459
3.40938568,0.00070509
3.43322754,0.00047635
3.45706940,0.00042664
3.48091125,0.00040820
3.50475311,0.00033530
3.52859497,0.00039665
3.55243683,0.00053593
3.57627869,0.00052933
3.60012054,0.00074175
3.62396240,0.00152968
3.64780426,0.00267343
3.67164612,0.00239430
3.69548798,0.00128751
3.71932983,0.00108858
3.74317169,0.00067068
3.76701355,0.00047454
3.79085541,0.00050790
3.81469727,0.00042335
3.83853912,0.00041373
3.86238098,0.00044214
3.88622284,0.00048958
3.91006470,0.00047865
3.93390656,0.00072078
3.95774841,0.01063035
3.98159027,0.04798219
4.00543213,0.06354017
4.02927399,0.02947492
4.05311584,0.00318157
4.07695770,0.00057022
4.10079956,0.00057866
4.12464142,0.00043169
4.14848328,0.00039796
4.17232513,0.00043129
4.19616699,0.00042009
4.22000885,0.00038156
4.24385071,0.00060896
4.26769257,0.00079212
4.29153442,0.00105894
4.31537628,0.00222869
4.33921814,0.00413975
4.36306000,0.00309902
4.38690186,0.00112258
4.41074371,0.00066610
4.43458557,0.00050933
4.45842743,0.00042208
4.48226929,0.00044511
4.50611115,0.00041900
4.52995300,0.00039389
4.55379486,0.00055825
4.57763672,0.00063902
4.60147858,0.00077671
4.62532043,0.00212868
4.64916229,0.00438352
4.67300415,0.00346225
4.69684601,0.00035268
4.72068787,0.00089991
4.74452972,0.00069993
4.76837158,0.00047554
4.79221344,0.00043834
4.81605530,0.00042459
4.83989716,0.00033485
4.86373901,0.00041760
4.88758087,0.00048595
4.91142273,0.00053183
4.93526459,0.00084688
4.95910645,0.00142812
4.98294830,0.00112005
5.00679016,0.00046216
5.03063202,0.00145147
5.05447388,0.00106346
5.07831573,0.00058645
5.10215759,0.00050715
5.12599945,0.00051716
5.14984131,0.00040337
5.17368317,0.00041017
5.19752502,0.00044374
5.22136688,0.00042016
5.24520874,0.00056389
5.26905060,0.00088754
5.29289246,0.00055754
5.31673431,0.00185944
5.34057617,0.00411691
5.36441803,0.00294864
5.38825989,0.00101748
5.41210175,0.00055996
5.43594360,0.00054361
5.45978546,0.00046398
5.48362732,0.00046395
5.50746918,0.00046328
5.53131104,0.00036623
5.55515289,0.00042359
5.57899475,0.00066012
5.60283661,0.00087197
5.62667847,0.00231570
5.65052032,0.00450055
5.67436218,0.00350387
5.69820404,0.00127508
5.72204590,0.00091367
5.74588776,0.00064695
5.76972961,0.00044208
5.79357147,0.00034784
5.81741333,0.00044167
5.84125519,0.00041026
5.86509705,0.00043629
5.88893890,0.00050527
5.91278076,0.00056836
5.93662262,0.00078803
5.96046448,0.00952407
5.98430634,0.03484210
6.00814819,0.04096419
6.03199005,0.01693959
6.05583191,0.00212545
6.07967377,0.00075422
6.10351563,0.00044102
6.12735748,0.00050759
6.15119934,0.00039716
6.17504120,0.00039112
6.19888306,0.00043829
6.22272491,0.00048990
6.24656677,0.00053802
6.27040863,0.00092108
6.29425049,0.00125477
6.31809235,0.00173604
6.34193420,0.00252226
6.36577606,0.00191441
6.38961792,0.00095805
6.41345978,0.00049683
6.43730164,0.00049239
6.46114349,0.00048264
6.48498535,0.00040824
6.50882721,0.00044190
6.53266907,0.00044549
6.55651093,0.00036845
6.58035278,0.00058337
6.60419464,0.00089751
6.62803650,0.00169230
6.65187836,0.00279788
6.67572021,0.00269547
6.69956207,0.00194856
6.72340393,0.00095552
6.74724579,0.00063244
6.77108765,0.00052086
6.79492950,0.00038978
6.81877136,0.00042747
6.84261322,0.00046800
6.86645508,0.00041579
6.89029694,0.00054160
6.91413879,0.00063584
6.93798065,0.00059713
6.96182251,0.01445031
6.98566437,0.05011442
7.00950623,0.05564769
7.03334808,0.02140020
7.05718994,0.00214307
7.08103180,0.00076608
7.10487366,0.00042453
7.12871552,0.00042246
7.15255737,0.00038260
7.17639923,0.00034872
7.20024109,0.00041231
7.22408295,0.00052813
7.24792480,0.00056728
7.27176666,0.00088312
7.29560852,0.00186059
7.31945038,0.00211017
7.34329224,0.00049177
7.36713409,0.00095854
7.39097595,0.00094997
7.41481781,0.00058227
7.43865967,0.00048187
7.46250153,0.00054620
7.48634338,0.00045017
7.51018524,0.00038668
7.53402710,0.00043641
7.55786896,0.00042766
7.58171082,0.00054339
7.60555267,0.00097846
7.62939453,0.00114450
7.65323639,0.00013310
7.67707825,0.00188748
7.70092010,0.00190705
7.72476196,0.00093088
7.74860382,0.00051165
7.77244568,0.00048022
7.79628754,0.00043248
7.82012939,0.00040907
7.84397125,0.00051504
7.86781311,0.00041630
7.89165497,0.00047313
7.91549683,0.00058609
7.93933868,0.00020492
7.96318054,0.01394484
7.98702240,0.04535344
8.01086426,0.04753768
8.03470612,0.01704142
8.05854797,0.00152796
8.08238983,0.00068910
8.10623169,0.00051535
8.13007355,0.00035975
8.15391541,0.00040433
8.17775726,0.00040107
8.20159912,0.00040725
8.22544098,0.00051283
8.24928284,0.00064036
8.27312469,0.00088522
8.29696655,0.00194373
8.32080841,0.00261033
8.34465027,0.00254402
8.36849213,0.00169956
8.39233398,0.00095863
8.41617584,0.00064601
8.44001770,0.00041965
8.46385956,0.00045836
8.48770142,0.00045114
8.51154327,0.00040001
8.53538513,0.00046211
8.55922699,0.00051525
8.58306885,0.00052686
8.60691071,0.00093854
8.63075256,0.00201036
8.65459442,0.00298303
8.67843628,0.00204942
8.70227814,0.00111597
8.72612000,0.00093315
8.74996185,0.00052702
8.77380371,0.00046762
8.79764557,0.00046573
8.82148743,0.00037778
8.84532928,0.00043209
8.86917114,0.00044673
8.89301300,0.00043342
8.91685486,0.00054810
8.94069672,0.00056670
8.96453857,0.00842014
8.98838043,0.02572257
9.01222229,0.02547093
9.03606415,0.00851193
9.05990601,0.00093319
9.08374786,0.00057988
9.10758972,0.00053919
9.13143158,0.00039670
9.15527344,0.00040090
9.17911530,0.00047141
9.20295715,0.00047626
9.22679901,0.00051881
9.25064087,0.00067792
9.27448273,0.00085701
9.29832458,0.00120698
9.32216644,0.00275541
9.34600830,0.00393219
9.36985016,0.00228727
9.39369202,0.00086832
9.41753387,0.00065987
9.44137573,0.00046393
9.46521759,0.00038456
9.48905945,0.00039145
9.51290131,0.00035924
9.53674316,0.00038156
9.56058502,0.00054228
9.58442688,0.00062737
9.60826874,0.00100649
9.63211060,0.00300314
9.65595245,0.00479442
9.67979431,0.00267428
9.70363617,0.00026563
9.72747803,0.00089037
9.75131989,0.00059428
9.77516174,0.00045103
9.79900360,0.00049515
9.82284546,0.00046814
9.84668732,0.00038295
9.87052917,0.00046027
9.89437103,0.00048690
9.91821289,0.00056420
9.94205475,0.00102058
9.96589661,0.00156381
9.98973846,0.00079286
10.01358032,0.00088765
10.03742218,0.00141918
10.06126404,0.00085059
10.08510590,0.00049881
10.10894775,0.00047654
10.13278961,0.00046082
10.15663147,0.00038986
10.18047333,0.00046495
10.20431519,0.00045134
10.22815704,0.00042911
10.25199890,0.00062496
10.27584076,0.00092276
10.29968262,0.00012062
10.32352448,0.00255582
10.34736633,0.00390474
10.37120819,0.00221692
10.39505005,0.00083519
10.41889191,0.00058522
10.44273376,0.00049644
10.46657562,0.00035314
10.49041748,0.00039017
10.51425934,0.00045223
10.53810120,0.00045341
10.56194305,0.00053580
10.58578491,0.00067516
10.60962677,0.00103682
10.63346863,0.00316177
10.65731049,0.00488878
10.68115234,0.00287445
10.70499420,0.00104557
10.72883606,0.00083739
10.75267792,0.00064281
10.77651978,0.00045165
10.80036163,0.00042438
10.82420349,0.00046654
10.84804535,0.00036871
10.87188721,0.00039813
10.89572906,0.00052345
10.91957092,0.00062271
10.94341278,0.00115628
10.96725464,0.00873426
10.99109650,0.02212513
11.01493835,0.01950878
11.03878021,0.00601222
11.06262207,0.00100764
11.08646393,0.00055892
11.11030579,0.00037507
11.13414764,0.00046238
11.15798950,0.00040611
11.18183136,0.00044399
11.20567322,0.00051715
11.22951508,0.00045132
11.25335693,0.00050802
11.27719879,0.00096193
11.30104065,0.00137080
11.32488251,0.00206936
11.34872437,0.00238613
11.37256622,0.00154127
11.39640808,0.00085030
11.42024994,0.00056154
11.44409180,0.00054900
11.46793365,0.00041415
11.49177551,0.00034428
11.51561737,0.00043813
11.53945923,0.00049433
11.56330109,0.00054096
11.58714294,0.00076165
11.61098480,0.00105400
11.63482666,0.00214559
11.65866852,0.00306841
11.68251038,0.00251178
11.70635223,0.00155645
11.73019409,0.00075018
11.75403595,0.00059765
11.77787781,0.00045746
11.80171967,0.00036041
11.82556152,0.00042260
11.84940338,0.00042107
11.87324524,0.00035320
11.89708710,0.00052085
11.92092896,0.00064881
11.94477081,0.00090833
11.96861267,0.01377453
11.99245453,0.03343910
12.01629639,0.02783383
12.04013824,0.00775716
12.06398010,0.00095865
12.08782196,0.00066384
12.11166382,0.00042384
12.13550568,0.00046242
12.15934753,0.00045443
12.18318939,0.00037804
12.20703125,0.00046383
12.23087311,0.00053777
12.25471497,0.00060401
12.27855682,0.00112400
12.30239868,0.00220944
12.32624054,0.00191309
12.35008240,0.00003951
12.37392426,0.00106880
12.39776611,0.00082118
12.42160797,0.00050244
12.44544983,0.00045187
12.46929169,0.00046209
12.49313354,0.00036592
12.51697540,0.00042806
12.54081726,0.00049302
12.56465912,0.00046226
12.58850098,0.00063617
12.61234283,0.00102964
12.63618469,0.00086341
12.66002655,0.00067708
12.68386841,0.00200518
12.70771027,0.00155520
12.73155212,0.00077333
12.75539398,0.00055582
12.77923584,0.00050511
12.80307770,0.00038746
12.82691956,0.00039485
12.85076141,0.00047336
12.87460327,0.00041966
12.89844513,0.00052330
12.92228699,0.00072017
12.94612885,0.00056708
12.96997070,0.01370324
12.99381256,0.03135882
13.01765442,0.02463151
13.04149628,0.00634913
13.06533813,0.00081100
13.08917999,0.00062646
13.11302185,0.00042038
13.13686371,0.00035928
13.16070557,0.00045225
13.18454742,0.00043231
13.20838928,0.00043521
13.23223114,0.00053069
13.25607300,0.00062500
13.27991486,0.00112335
13.30375671,0.00225466
13.32759857,0.00259871
13.35144043,0.00226083
13.37528229,0.00135740
13.39912415,0.00083485
13.42296600,0.00059810
13.44680786,0.00043378
13.47064972,0.00045997
13.49449158,0.00038336
13.51833344,0.00036097
13.54217529,0.00048128
13.56601715,0.00055480
13.58985901,0.00059444
13.61370087,0.00113564
13.63754272,0.00246998
13.66138458,0.00310647
13.68522644,0.00175173
13.70906830,0.00106698
13.73291016,0.00080734
13.75675201,0.00051838
13.78059387,0.00048920
13.80443573,0.00041721
13.82827759,0.00037855
13.85211945,0.00048624
