№,1,2,3,4,5,6,7,8,9,10
"$d$, $10^{-2}$ мм","35,5","35,5","35,5","35,0","35,0","35,0","35,0","35,5","35,0","35,5"
avg,"35,25",,,,,,,,,
stddev,"0,263523138347365",,,,,,,,,
