t (s),V (mV)
0,13.0792
0.999,13.0732
1.999,13.1383
3,13.1271
3.999,13.0863
4.999,13.0985
5.999,13.0514
6.999,13.0177
7.999,13.0098
8.999,12.9555
9.999,12.8581
10.999,12.8495
11.999,12.8379
12.999,12.7992
13.999,12.7637
14.999,12.7564
15.999,12.6413
16.999,12.6385
17.999,12.5514
19,12.5634
19.999,12.4933
21,12.4963
21.999,12.446
23,12.3795
23.999,12.3511
25,12.3057
25.999,12.3083
26.999,12.2988
27.999,12.2701
28.999,12.2837
29.999,12.1902
31,12.2299
32,12.1539
32.999,12.1202
33.999,12.0762
34.999,12.096
35.999,12.0115
36.999,11.9726
37.999,11.9227
39,11.8703
39.999,11.8397
41,11.8023
41.999,11.7801
42.999,11.7434
43.999,11.6705
44.999,11.6388
46,11.6237
46.999,11.6358
47.999,11.5742
48.999,11.5575
49.999,11.5516
50.999,11.501
52,11.4835
52.999,11.4542
53.999,11.4359
55,11.4441
56,11.424
56.999,11.4258
57.999,11.3626
59,11.3129
59.999,11.2735
60.999,11.232
61.999,11.1797
62.999,11.1704
64,11.161
64.999,11.0628
66,11.0338
66.999,11.0067
68,10.9746
69,10.9437
69.999,10.9183
71,10.878
72,10.8633
72.999,10.8567
73.999,10.8026
75,10.8378
75.999,10.772
76.999,10.7397
77.999,10.6862
79,10.7011
79.999,10.6612
81,10.6217
81.999,10.6051
82.998,10.5949
83.999,10.6205
84.999,10.6019
85.999,10.5822
86.998,10.5439
87.998,10.5214
88.999,10.5134
89.998,10.4997
90.998,10.4383
91.998,10.4696
92.998,10.4718
93.998,10.4021
94.998,10.3998
95.998,10.366
96.998,10.3218
97.998,10.3351
98.998,10.2965
99.999,10.2577
100.998,10.2043
101.998,10.1934
102.998,10.1683
103.998,10.1688
104.998,10.1122
105.998,10.1138
106.998,10.073
107.998,10.0783
108.999,10.0296
109.999,9.9922
110.999,9.9612
111.999,9.9148
112.999,9.8456
113.999,9.8165
114.999,9.7879
115.999,9.7524
116.999,9.7418
117.999,9.7301
118.999,9.7152
119.999,9.6579
120.999,9.6333
121.999,9.6243
122.999,9.5708
124,9.5655
124.999,9.5845
125.999,9.5707
126.999,9.5491
127.999,9.5026
129,9.4904
130,9.472
130.999,9.4699
131.999,9.4491
132.999,9.3711
133.999,9.324
134.999,9.3123
135.999,9.2915
136.999,9.2752
137.999,9.2781
138.999,9.234
139.999,9.2109
140.999,9.1684
141.999,9.1413
142.999,9.1034
143.999,9.1057
144.999,9.0755
145.999,9.0553
146.999,9.0497
147.999,9.0235
148.999,9.0064
149.999,9.0206
150.999,8.9947
151.999,8.9555
152.999,8.9346
153.999,8.8961
154.999,8.8641
155.999,8.7869
156.999,8.8381
157.999,8.8288
158.999,8.8433
159.999,8.8027
160.999,8.8114
161.999,8.7721
162.999,8.7797
163.999,8.7446
164.999,8.7287
166,8.7259
167,8.6579
168,8.6765
168.999,8.6346
170,8.6101
170.999,8.6049
171.999,8.5585
172.999,8.5544
173.999,8.5394
174.999,8.5519
176,8.504
176.999,8.4912
177.999,8.5052
178.999,8.473
179.999,8.4319
181,8.4151
181.999,8.3919
182.999,8.3986
183.999,8.3469
184.999,8.3666
185.999,8.3331
186.999,8.3208
187.999,8.3373
188.999,8.2897
189.999,8.2567
190.999,8.2523
191.999,8.2685
192.999,8.2171
193.999,8.1869
194.999,8.1438
195.999,8.1525
196.999,8.1216
197.999,8.1128
198.999,8.0918
199.999,8.086
200.999,8.0217
201.999,8.0089
202.999,7.9818
203.999,7.9412
204.999,7.9316
205.999,7.9179
207,7.9467
207.999,7.9112
208.999,7.8931
209.999,7.8227
210.999,7.7932
211.999,7.7847
212.999,7.7535
213.999,7.7297
214.999,7.6832
216,7.6837
216.999,7.6534
217.999,7.643
218.999,7.6672
220.012,7.6491
220.999,7.63
222,7.5915
223,7.5914
223.999,7.5813
224.999,7.5592
225.999,7.535
226.999,7.5153
227.999,7.5029
228.999,7.4474
229.999,7.4377
230.999,7.3919
232,7.4272
232.999,7.4013
233.999,7.3771
234.999,7.3372
235.999,7.3332
236.999,7.2774
237.999,7.3294
238.999,7.2888
239.999,7.2552
240.999,7.2415
241.999,7.2217
242.999,7.1781
243.999,7.1751
245,7.1279
245.999,7.1378
246.999,7.1029
247.999,7.09
248.999,7.0724
249.999,7.0661
250.999,7.0575
251.999,7.046
252.999,7.0343
253.999,7.0157
254.999,7.0526
255.999,7.0137
256.999,7.0009
257.999,6.9559
258.999,6.9514
260,6.9571
260.999,6.9588
262,6.9638
263,6.9421
263.999,6.9319
265,6.9036
265.999,6.9271
266.999,6.8918
267.999,6.8686
268.999,6.8307
269.999,6.8059
270.999,6.8104
271.999,6.7729
272.999,6.7665
273.999,6.7328
274.999,6.7175
275.999,6.7444
276.999,6.7038
278,6.6781
279,6.6516
280,6.6303
280.999,6.6154
281.999,6.5779
282.999,6.5809
283.999,6.5997
