t (s),V (mV)
144.073,10.6584
145.075,10.6684
146.074,10.6288
147.073,10.6413
148.079,10.6115
149.073,10.62
150.072,10.5779
151.072,10.5969
152.073,10.6021
153.073,10.606
154.073,10.5762
155.073,10.5636
156.072,10.5342
157.073,10.5709
158.072,10.5592
159.072,10.5434
160.072,10.5319
161.072,10.5197
162.072,10.5148
163.072,10.5183
164.072,10.4812
165.072,10.4897
166.072,10.4729
167.072,10.4644
168.072,10.436
169.072,10.4225
170.072,10.4546
171.072,10.4264
172.077,10.4076
173.072,10.3948
174.072,10.4046
175.072,10.4072
176.072,10.3758
177.072,10.3986
178.073,10.3967
179.072,10.3927
180.072,10.3301
181.073,10.3448
182.072,10.315
183.072,10.2982
184.072,10.2928
185.072,10.2695
186.072,10.2584
187.072,10.2597
188.072,10.246
189.072,10.2709
190.072,10.2482
191.072,10.2412
192.073,10.2507
193.072,10.2241
194.072,10.2511
195.072,10.1819
196.072,10.213
197.072,10.1604
198.072,10.1461
199.072,10.1366
200.072,10.1488
201.072,10.1494
202.072,10.1488
203.073,10.112
204.072,10.108
205.072,10.1152
206.072,10.1402
207.072,10.1369
208.077,10.1032
209.072,10.0611
210.072,10.0691
211.072,10.0536
212.072,10.0633
213.073,10.0557
214.073,9.9998
215.072,10.0301
216.072,10.0405
217.072,10.0445
218.073,10.0194
219.072,10.011
220.072,10.0115
221.073,9.9837
222.073,9.9766
223.073,9.9719
224.073,9.9735
225.073,9.9703
226.073,9.9468
227.074,9.9436
228.074,9.919
229.073,9.9123
230.073,9.9355
231.073,9.9068
232.074,9.9036
233.073,9.8876
234.073,9.8834
235.073,9.8868
236.074,9.8661
237.073,9.8964
238.073,9.8499
239.073,9.8573
240.073,9.8312
241.074,9.8353
242.073,9.8032
243.073,9.7858
244.074,9.8185
245.073,9.8002
246.074,9.8177
247.073,9.7692
248.073,9.783
249.073,9.7541
250.073,9.7432
251.073,9.6874
252.073,9.6827
253.073,9.6982
254.074,9.6783
255.073,9.6728
256.073,9.686
257.074,9.6718
258.073,9.6605
259.074,9.6914
260.073,9.6665
261.073,9.6402
262.074,9.6484
263.073,9.6161
264.073,9.6489
265.075,9.6293
266.074,9.6275
267.073,9.634
268.073,9.5948
269.073,9.5838
270.074,9.5973
271.073,9.5819
272.073,9.5991
273.074,9.6056
274.074,9.5751
275.073,9.5682
276.073,9.5785
277.073,9.5462
278.073,9.546
279.073,9.5172
280.073,9.501
281.074,9.5208
282.073,9.5114
283.073,9.503
284.073,9.4971
285.074,9.5017
286.073,9.4924
287.073,9.4782
288.073,9.4413
289.073,9.4447
290.073,9.4289
291.073,9.4503
292.073,9.4309
293.073,9.45
294.074,9.437
295.073,9.4123
296.074,9.4251
297.073,9.3925
298.077,9.3973
299.073,9.3774
300.073,9.3802
301.073,9.3775
302.073,9.3676
303.073,9.3582
304.078,9.3502
305.073,9.3245
306.074,9.3134
307.073,9.3019
308.073,9.2995
309.073,9.2874
310.073,9.2956
311.073,9.2656
312.073,9.2946
313.074,9.286
314.073,9.26
315.073,9.2342
316.073,9.2517
317.073,9.245
318.073,9.2189
319.073,9.2374
320.074,9.2414
321.073,9.2027
322.073,9.1997
323.073,9.1708
324.074,9.1653
325.073,9.1601
326.073,9.161
327.074,9.1795
328.074,9.1447
329.073,9.1454
330.074,9.1171
331.073,9.1132
332.073,9.1214
333.073,9.0912
334.074,9.1022
335.073,9.0816
336.073,9.0932
337.073,9.066
338.074,9.1003
339.073,9.065
340.073,9.0684
341.074,9.0279
342.073,9.0518
343.073,9.0393
344.074,9.0372
345.073,9.0579
346.073,9.0178
347.073,9.013
348.073,9.0421
349.073,8.9867
350.074,9.0281
351.074,8.9838
352.074,8.9736
353.074,8.9678
354.073,9.0068
355.073,8.9885
356.073,8.9626
357.074,8.952
358.074,8.9727
359.074,8.9417
360.073,8.9015
361.074,8.9179
362.073,8.927
363.073,8.8977
364.073,8.9024
365.073,8.8978
366.073,8.914
367.073,8.9048
368.073,8.8988
369.074,8.888
370.073,8.8571
371.073,8.8339
372.073,8.835
373.073,8.8508
374.073,8.827
375.073,8.8299
376.074,8.8403
377.073,8.8334
378.073,8.762
379.074,8.7914
380.073,8.79
381.073,8.7471
382.074,8.746
383.073,8.7634
384.073,8.7783
385.075,8.7505
386.073,8.7331
387.073,8.7515
388.073,8.7192
389.073,8.7021
390.073,8.6914
391.073,8.7079
392.073,8.6891
393.073,8.6764
394.074,8.6746
395.073,8.6675
396.073,8.6632
397.073,8.6719
398.074,8.6789
399.073,8.6859
400.074,8.6345
401.074,8.6334
402.073,8.6413
403.074,8.6282
404.073,8.6264
405.073,8.6321
406.073,8.6438
407.074,8.6022
408.073,8.6363
409.074,8.6424
410.073,8.5914
411.073,8.5849
412.074,8.5838
413.074,8.5531
414.073,8.5562
415.073,8.563
416.073,8.5636
417.073,8.5262
418.073,8.5067
419.073,8.5046
420.073,8.4944
421.073,8.4856
422.073,8.4859
423.074,8.4843
424.073,8.4731
425.073,8.4669
426.074,8.4534
427.073,8.4363
428.073,8.4504
429.073,8.4347
430.073,8.4314
431.073,8.4527
432.073,8.4335
433.073,8.4253
434.074,8.3448
435.073,8.3958
436.073,8.3824
437.073,8.3979
438.073,8.3905
439.074,8.3675
440.073,8.3671
441.073,8.3694
442.073,8.3318
443.074,8.2764
444.073,8.3452
445.074,8.3691
446.073,8.3346
447.073,8.3469
448.073,8.3105
449.073,8.2892
450.073,8.3066
451.073,8.3113
452.073,8.3037
453.074,8.2766
454.073,8.2734
455.073,8.2665
456.073,8.2679
457.074,8.255
458.073,8.2808
459.073,8.2239
460.078,8.245
461.074,8.2071
462.074,8.2033
463.073,8.2067
464.074,8.2066
465.073,8.1952
466.073,8.1836
467.074,8.1717
468.073,8.1719
469.074,8.1596
470.073,8.1636
471.073,8.1649
472.078,8.1666
473.073,8.1519
474.073,8.1628
475.074,8.136
476.073,8.1358
477.073,8.1522
478.078,8.1298
479.074,8.1175
480.073,8.1038
481.073,8.107
482.074,8.1049
483.073,8.136
484.074,8.1279
485.073,8.1424
486.073,8.0899
487.073,8.0745
488.074,8.0716
489.073,8.0489
490.073,8.0351
491.073,8.0488
492.073,8.0486
493.073,8.0288
494.073,8.0242
495.073,8.0341
496.074,8.0189
497.073,8.0026
498.073,7.9967
499.074,7.9935
500.073,7.9859
501.073,7.9706
502.073,7.9719
503.073,7.9864
504.073,7.9722
505.073,7.9537
506.073,7.9558
507.074,7.9436
508.073,7.9432
509.073,7.9137
510.074,7.9429
511.073,7.9401
512.073,7.9147
513.074,7.9096
514.074,7.888
515.074,7.8841
516.073,7.8756
517.073,7.8533
518.073,7.8529
519.073,7.8672
520.073,7.8442
521.074,7.8758
522.074,7.8512
523.073,7.8455
524.073,7.8427
525.073,7.8381
526.074,7.8237
527.073,7.822
528.073,7.7916
529.075,7.819
530.074,7.8146
531.073,7.7979
532.074,7.7965
533.073,7.7873
534.073,7.7901
535.074,7.7951
536.074,7.7833
537.073,7.7755
538.073,7.7746
539.074,7.7625
540.074,7.7377
541.075,7.7656
542.074,7.7565
543.073,7.7513
544.073,7.7273
545.073,7.7032
546.073,7.6973
547.073,7.6991
548.073,7.7108
549.073,7.6677
550.074,7.6594
551.073,7.6707
552.073,7.6521
553.073,7.6656
554.074,7.656
555.074,7.6435
556.077,7.6628
557.074,7.6164
558.073,7.6244
559.073,7.6264
560.073,7.6233
561.074,7.6141
562.073,7.6178
563.073,7.5964
564.073,7.5949
565.073,7.5766
566.073,7.588
567.073,7.5828
568.074,7.6016
569.073,7.5799
570.073,7.5475
571.073,7.5412
572.073,7.5721
573.073,7.6012
574.073,7.5508
575.074,7.5504
576.073,7.5583
577.073,7.5304
578.073,7.5168
579.073,7.5265
580.073,7.5262
581.073,7.5115
582.073,7.4955
583.073,7.486
584.074,7.4813
585.073,7.4713
586.073,7.4894
587.073,7.4674
588.073,7.4723
589.074,7.4863
590.073,7.4658
591.074,7.4588
592.073,7.4441
593.073,7.4489
594.073,7.4394
595.073,7.4349
596.073,7.4229
597.074,7.4336
598.074,7.419
599.074,7.4226
600.074,7.4325
601.073,7.4206
602.073,7.3833
603.073,7.3924
604.074,7.3892
605.073,7.4312
606.073,7.3781
607.074,7.3935
608.073,7.4028
609.073,7.3677
610.073,7.3964
611.073,7.3779
612.073,7.3673
613.073,7.3637
614.073,7.3571
615.073,7.3216
616.073,7.3518
617.073,7.3555
618.073,7.3296
619.074,7.316
620.073,7.3333
621.073,7.2982
622.074,7.2871
623.073,7.2746
624.073,7.2611
625.074,7.2709
626.073,7.2582
627.073,7.2574
628.074,7.2572
629.073,7.2417
630.073,7.2591
631.073,7.1995
632.073,7.2533
633.073,7.2293
634.078,7.2301
635.074,7.221
636.073,7.2236
637.073,7.202
638.074,7.2119
639.073,7.16
640.074,7.1883
641.074,7.258
642.074,7.2542
643.073,7.2176
644.073,7.21
645.074,7.1814
646.073,7.1903
647.073,7.187
648.073,7.1627
649.073,7.1664
650.073,7.181
651.074,7.1741
652.073,7.1971
653.073,7.1464
654.073,7.1312
655.073,7.1485
656.073,7.1412
657.073,7.1314
658.073,7.1293
659.073,7.1475
660.073,7.1728
661.073,7.1145
662.074,7.1084
663.073,7.1057
664.073,7.1328
665.073,7.1115
666.073,7.12
667.074,7.0886
668.073,7.0805
669.073,7.0799
670.074,7.0667
671.073,7.0679
672.073,7.0343
673.074,7.0435
674.073,7.0403
675.073,7.0279
676.074,7.0159
677.073,7.0067
678.074,7.0016
679.074,7.0441
680.073,6.9899
