t (s),V (mV)
0,12.3133
1.05,12.3364
2.073,12.4377
3.073,12.5154
4.074,12.5499
5.074,12.5623
6.073,12.5476
7.074,12.5248
8.074,12.5187
9.073,12.4997
10.073,12.5102
11.074,12.4699
12.073,12.4946
13.073,12.4783
14.073,12.4341
15.073,12.4055
16.078,12.3808
17.074,12.3661
18.074,12.3498
19.073,12.3562
20.074,12.3194
21.073,12.3229
22.074,12.2729
23.073,12.2923
24.073,12.2757
25.073,12.2508
26.073,12.1887
27.073,12.1655
28.078,12.1366
29.073,12.1177
30.074,12.1187
31.073,12.1047
32.074,12.0821
33.073,12.051
34.074,12.0443
35.074,12.0189
36.073,11.9595
37.074,12.0113
38.074,12.0045
39.073,11.9606
40.073,11.9612
41.073,11.9573
42.073,11.9194
43.073,11.9043
44.073,11.8866
45.073,11.8694
46.073,11.8374
47.073,11.8213
48.073,11.7997
49.073,11.793
50.074,11.7937
51.073,11.7916
52.073,11.7688
53.073,11.7305
54.073,11.7298
55.074,11.6825
56.073,11.6706
57.073,11.6667
58.078,11.6578
59.073,11.6335
60.074,11.616
61.074,11.6439
62.073,11.599
63.074,11.5861
64.074,11.6176
65.074,11.6157
66.074,11.602
67.074,11.5645
68.073,11.5541
69.073,11.539
70.073,11.5299
71.073,11.5225
72.073,11.5067
73.074,11.4854
74.074,11.4691
75.074,11.4196
76.08,11.4263
77.073,11.4255
78.074,11.4069
79.073,11.4184
80.073,11.4199
81.074,11.3785
82.074,11.3594
83.073,11.3418
84.074,11.3268
85.073,11.3203
86.073,11.3072
87.073,11.3043
88.073,11.2782
89.073,11.2761
90.073,11.2498
91.074,11.2667
92.073,11.2503
93.074,11.2271
94.073,11.2228
95.073,11.1982
96.073,11.2131
97.073,11.1787
98.073,11.1748
99.073,11.1561
100.074,11.1404
101.074,11.1284
102.073,11.1232
103.073,11.094
104.073,11.0689
105.073,11.0656
106.074,11.069
107.073,11.0647
108.073,11.0202
109.073,11.0352
110.073,10.9944
111.073,10.9997
112.073,10.9804
113.073,10.9712
114.073,10.954
115.073,10.988
116.074,10.9279
117.073,10.9265
118.073,10.9089
119.074,10.8991
120.073,10.9023
121.073,10.9112
122.074,10.8961
123.073,10.9063
124.073,10.8512
125.073,10.8535
126.073,10.8513
127.074,10.854
128.073,10.8286
129.074,10.8122
130.073,10.8134
131.073,10.8007
132.073,10.7861
133.074,10.7824
134.073,10.7624
135.073,10.7529
136.073,10.7454
137.073,10.7318
138.073,10.7189
139.073,10.7148
140.074,10.6922
141.073,10.689
142.073,10.694
143.073,10.6863
