U I
390 193,27
260 129,8
235 116,92
290 144,53
425 210,48
192,5 95,72
205 100,98
220 108,7
230 114,32
250 123,88
270 132,28
285 141,98
345 170,6
315 156,6
287,5 143,02
260 128,37
245 121,73
240 119,03
225 110,97
215 107,11
