Частота,Канал A
(kГц),(В)

0.00000000,0.24034580
0.02384186,0.10086130
0.04768372,0.01580623
0.07152557,0.00033515
0.09536743,0.00021594
0.11920929,0.00007171
0.14305115,0.00002854
0.16689301,0.00003516
0.19073486,0.00008286
0.21457672,0.00008345
0.23841858,0.00015102
0.26226044,0.00027448
0.28610229,0.00081189
0.30994415,0.00283602
0.33378601,0.00393237
0.35762787,0.00269577
0.38146973,0.00074852
0.40531158,0.00028289
0.42915344,0.00018447
0.45299530,0.00007508
0.47683716,0.00007462
0.50067902,0.00004368
0.52452087,0.00006201
0.54836273,0.00009126
0.57220459,0.00013001
0.59604645,0.00025470
0.61988831,0.00095112
0.64373016,0.00352655
0.66757202,0.00478592
0.69141388,0.00305118
0.71525574,0.00080021
0.73909760,0.00026256
0.76293945,0.00016255
0.78678131,0.00013558
0.81062317,0.00012350
0.83446503,0.00005166
0.85830688,0.00003875
0.88214874,0.00010417
0.90599060,0.00021095
0.92983246,0.00030870
0.95367432,0.01651739
0.97751617,0.09455622
1.00135803,0.14946480
1.02519989,0.08309427
1.04904175,0.01153207
1.07288361,0.00029794
1.09672546,0.00020493
1.12056732,0.00015829
1.14440918,0.00007365
1.16825104,0.00007377
1.19209290,0.00011422
1.21593475,0.00007475
1.23977661,0.00016971
1.26361847,0.00025923
1.28746033,0.00068873
1.31130219,0.00219538
1.33514404,0.00255133
1.35898590,0.00161442
1.38282776,0.00053878
1.40666962,0.00024444
1.43051147,0.00017819
1.45435333,0.00009670
1.47819519,0.00008775
1.50203705,0.00007059
1.52587891,0.00013107
1.54972076,0.00009439
1.57356262,0.00014656
1.59740448,0.00021776
1.62124634,0.00101302
1.64508820,0.00399092
1.66893005,0.00504938
1.69277191,0.00287211
1.71661377,0.00068470
1.74045563,0.00022240
1.76429749,0.00012124
1.78813934,0.00012850
1.81198120,0.00014196
1.83582306,0.00005991
1.85966492,0.00004482
1.88350677,0.00017558
1.90734863,0.00025869
1.93119049,0.00033613
1.95503235,0.01837975
1.97887421,0.09436925
2.00271606,0.13995480
2.02655792,0.07286861
2.05039978,0.00892103
2.07424164,0.00027662
2.09808350,0.00009669
2.12192535,0.00014494
2.14576721,0.00011294
2.16960907,0.00005971
2.19345093,0.00008491
2.21729279,0.00012133
2.24113464,0.00021804
2.26497650,0.00028085
2.28881836,0.00046962
2.31266022,0.00121005
2.33650208,0.00091911
2.36034393,0.00057508
2.38418579,0.00041914
2.40802765,0.00023826
2.43186951,0.00013866
2.45571136,0.00007838
2.47955322,0.00008162
2.50339508,0.00007343
2.52723694,0.00013980
2.55107880,0.00013569
2.57492065,0.00018563
2.59876251,0.00025635
2.62260437,0.00100261
2.64644623,0.00395823
2.67028809,0.00467175
2.69412994,0.00240063
2.71797180,0.00062320
2.74181366,0.00019744
2.76565552,0.00010254
2.78949738,0.00010322
2.81333923,0.00008344
2.83718109,0.00005252
2.86102295,0.00006106
2.88486481,0.00018296
2.90870667,0.00030770
2.93254852,0.00046648
2.95639038,0.01938405
2.98023224,0.08977079
3.00407410,0.12498340
3.02791595,0.06086764
3.05175781,0.00646102
3.07559967,0.00023552
3.09944153,0.00008874
3.12328339,0.00016456
3.14712524,0.00004636
3.17096710,0.00001040
3.19480896,0.00003812
3.21865082,0.00006281
3.24249268,0.00024135
3.26633453,0.00031946
3.29017639,0.00030269
3.31401825,0.00026036
3.33786011,0.00086252
3.36170197,0.00063275
3.38554382,0.00033068
3.40938568,0.00030596
3.43322754,0.00013601
3.45706940,0.00004359
3.48091125,0.00002313
3.50475311,0.00004967
3.52859497,0.00009263
3.55243683,0.00008898
3.57627869,0.00018881
3.60012054,0.00027956
3.62396240,0.00095338
3.64780426,0.00351939
3.67164612,0.00377129
3.69548798,0.00166777
3.71932983,0.00048440
3.74317169,0.00027316
3.76701355,0.00012516
3.79085541,0.00011513
3.81469727,0.00005125
3.83853912,0.00002907
3.86238098,0.00005333
3.88622284,0.00020211
3.91006470,0.00024121
3.93390656,0.00057728
3.95774841,0.01925472
3.98159027,0.08089879
4.00543213,0.10579670
4.02927399,0.04817077
4.05311584,0.00440004
4.07695770,0.00019935
4.10079956,0.00014597
4.12464142,0.00020612
4.14848328,0.00002762
4.17232513,0.00005672
4.19616699,0.00004153
4.22000885,0.00007606
4.24385071,0.00020174
4.26769257,0.00032086
4.29153442,0.00047810
4.31537628,0.00129008
4.33921814,0.00239537
4.36306000,0.00134116
4.38690186,0.00030748
4.41074371,0.00028058
4.43458557,0.00017543
4.45842743,0.00010034
4.48226929,0.00005065
4.50611115,0.00007964
4.52995300,0.00003886
4.55379486,0.00006106
4.57763672,0.00019331
4.60147858,0.00025515
4.62532043,0.00077554
4.64916229,0.00258108
4.67300415,0.00243410
4.69684601,0.00082297
4.72068787,0.00036046
4.74452972,0.00026356
4.76837158,0.00017603
4.79221344,0.00013408
4.81605530,0.00006021
4.83989716,0.00011084
4.86373901,0.00011829
4.88758087,0.00019578
4.91142273,0.00019706
4.93526459,0.00061697
4.95910645,0.01779285
4.98294830,0.06828237
5.00679016,0.08398601
5.03063202,0.03579894
5.05447388,0.00283501
5.07831573,0.00014099
5.10215759,0.00013940
5.12599945,0.00021752
5.14984131,0.00005774
5.17368317,0.00006457
5.19752502,0.00009246
5.22136688,0.00012103
5.24520874,0.00020629
5.26905060,0.00027449
5.29289246,0.00086392
5.31673431,0.00251513
5.34057617,0.00369568
5.36441803,0.00192948
5.38825989,0.00028368
5.41210175,0.00023112
5.43594360,0.00010758
5.45978546,0.00011098
5.48362732,0.00008729
5.50746918,0.00005576
5.53131104,0.00004825
5.55515289,0.00013926
5.57899475,0.00021903
5.60283661,0.00027747
5.62667847,0.00043815
5.65052032,0.00117184
5.67436218,0.00087872
5.69820404,0.00004493
5.72204590,0.00032629
5.74588776,0.00023655
5.76972961,0.00015984
5.79357147,0.00011600
5.81741333,0.00005995
5.84125519,0.00012554
5.86509705,0.00013233
5.88893890,0.00022737
5.91278076,0.00017133
5.93662262,0.00069423
5.96046448,0.01512853
5.98430634,0.05287098
6.00814819,0.06113172
6.03199005,0.02441123
6.05583191,0.00172414
6.07967377,0.00007514
6.10351563,0.00015137
6.12735748,0.00016134
6.15119934,0.00008694
6.17504120,0.00008363
6.19888306,0.00011473
6.22272491,0.00013032
6.24656677,0.00023964
6.27040863,0.00029342
6.29425049,0.00132181
6.31809235,0.00352159
6.34193420,0.00449791
6.36577606,0.00220517
6.38961792,0.00034140
6.41345978,0.00015602
6.43730164,0.00009239
6.46114349,0.00007224
6.48498535,0.00005210
6.50882721,0.00005774
6.53266907,0.00001333
6.55651093,0.00014363
6.58035278,0.00029840
6.60419464,0.00030606
6.62803650,0.00056637
6.65187836,0.00053979
6.67572021,0.00107595
6.69956207,0.00077069
6.72340393,0.00036234
6.74724579,0.00026576
6.77108765,0.00011621
6.79492950,0.00005937
6.81877136,0.00005702
6.84261322,0.00007895
6.86645508,0.00007366
6.89029694,0.00018153
6.91413879,0.00019138
6.93798065,0.00070153
6.96182251,0.01128435
6.98566437,0.03581591
7.00950623,0.03893603
7.03334808,0.01461391
7.05718994,0.00093509
7.08103180,0.00017393
7.10487366,0.00016485
7.12871552,0.00012847
7.15255737,0.00002425
7.17639923,0.00006017
7.20024109,0.00009260
7.22408295,0.00011802
7.24792480,0.00017655
7.27176666,0.00034835
7.29560852,0.00170626
7.31945038,0.00407157
7.34329224,0.00465890
7.36713409,0.00214922
7.39097595,0.00034615
7.41481781,0.00014685
7.43865967,0.00013243
7.46250153,0.00009378
7.48634338,0.00003748
7.51018524,0.00001045
7.53402710,0.00001255
7.55786896,0.00015242
7.58171082,0.00025528
7.60555267,0.00036300
7.62939453,0.00113760
7.65323639,0.00220964
7.67707825,0.00248384
7.70092010,0.00130505
7.72476196,0.00038283
7.74860382,0.00024197
7.77244568,0.00017284
7.79628754,0.00008585
7.82012939,0.00006832
7.84397125,0.00006776
7.86781311,0.00004434
7.89165497,0.00013475
7.91549683,0.00019851
7.93933868,0.00057614
7.96318054,0.00650095
7.98702240,0.01840428
8.01086426,0.01880572
8.03470612,0.00676777
8.05854797,0.00051441
8.08238983,0.00021713
8.10623169,0.00021780
8.13007355,0.00007395
8.15391541,0.00002415
8.17775726,0.00012873
8.20159912,0.00010116
8.22544098,0.00008589
8.24928284,0.00014620
8.27312469,0.00031346
8.29696655,0.00190624
8.32080841,0.00412662
8.34465027,0.00425440
8.36849213,0.00184240
8.39233398,0.00028002
8.41617584,0.00014804
8.44001770,0.00014902
8.46385956,0.00015145
8.48770142,0.00008229
8.51154327,0.00005004
8.53538513,0.00007821
8.55922699,0.00017772
8.58306885,0.00019806
8.60691071,0.00033867
8.63075256,0.00174584
8.65459442,0.00370699
8.67843628,0.00359947
8.70227814,0.00161407
8.72612000,0.00033847
8.74996185,0.00018464
8.77380371,0.00013868
8.79764557,0.00011508
8.82148743,0.00009651
8.84532928,0.00004956
8.86917114,0.00007473
8.89301300,0.00018768
8.91685486,0.00021076
8.94069672,0.00035987
8.96453857,0.00116918
8.98838043,0.00203849
9.01222229,0.00197599
9.03606415,0.00106289
9.05990601,0.00034437
9.08374786,0.00022060
9.10758972,0.00017723
9.13143158,0.00003960
9.15527344,0.00005114
9.17911530,0.00011263
9.20295715,0.00010019
9.22679901,0.00012545
9.25064087,0.00015518
9.27448273,0.00034720
9.29832458,0.00184968
9.32216644,0.00362649
9.34600830,0.00337723
9.36985016,0.00146538
9.39369202,0.00026187
9.41753387,0.00013420
9.44137573,0.00016727
9.46521759,0.00013298
9.48905945,0.00010829
9.51290131,0.00009795
9.53674316,0.00011180
9.56058502,0.00020086
9.58442688,0.00019305
9.60826874,0.00034320
9.63211060,0.00228481
9.65595245,0.00482537
9.67979431,0.00424315
9.70363617,0.00173353
9.72747803,0.00030215
9.75131989,0.00012352
9.77516174,0.00012345
9.79900360,0.00008039
9.82284546,0.00007809
9.84668732,0.00005272
9.87052917,0.00007026
9.89437103,0.00021293
9.91821289,0.00028791
9.94205475,0.00038650
9.96589661,0.00420359
9.98973846,0.01201865
10.01358032,0.01086263
10.03742218,0.00274067
10.06126404,0.00029455
10.08510590,0.00022726
10.10894775,0.00008751
10.13278961,0.00001271
10.15663147,0.00003507
10.18047333,0.00005543
10.20431519,0.00005536
10.22815704,0.00013671
10.25199890,0.00021179
10.27584076,0.00038516
10.29968262,0.00160969
10.32352448,0.00273480
10.34736633,0.00219330
10.37120819,0.00100109
10.39505005,0.00029930
10.41889191,0.00020694
10.44273376,0.00013261
10.46657562,0.00010518
10.49041748,0.00005167
10.51425934,0.00004869
10.53810120,0.00012219
10.56194305,0.00015205
10.58578491,0.00016540
10.60962677,0.00041079
10.63346863,0.00267408
10.65731049,0.00543148
10.68115234,0.00435730
10.70499420,0.00162358
10.72883606,0.00028594
10.75267792,0.00014401
10.77651978,0.00014638
10.80036163,0.00009390
10.82420349,0.00004803
10.84804535,0.00001161
10.87188721,0.00009087
10.89572906,0.00017926
10.91957092,0.00027174
10.94341278,0.00085365
10.96725464,0.00904998
10.99109650,0.02279344
11.01493835,0.01936466
11.03878021,0.00477605
11.06262207,0.00022796
11.08646393,0.00023722
11.11030579,0.00010087
11.13414764,0.00006236
11.15798950,0.00004404
11.18183136,0.00001246
11.20567322,0.00002307
11.22951508,0.00013539
11.25335693,0.00024042
11.27719879,0.00038797
11.30104065,0.00110901
11.32488251,0.00147713
11.34872437,0.00082144
11.37256622,0.00057604
11.39640808,0.00030233
11.42024994,0.00026584
11.44409180,0.00014140
11.46793365,0.00004853
11.49177551,0.00008044
11.51561737,0.00007661
11.53945923,0.00007725
11.56330109,0.00011040
11.58714294,0.00015332
11.61098480,0.00041668
11.63482666,0.00284783
11.65866852,0.00539709
11.68251038,0.00389060
11.70635223,0.00128776
11.73019409,0.00026635
11.75403595,0.00018195
11.77787781,0.00018023
11.80171967,0.00014282
11.82556152,0.00007953
11.84940338,0.00006924
11.87324524,0.00013504
11.89708710,0.00014926
11.92092896,0.00021323
11.94477081,0.00135533
11.96861267,0.01281290
11.99245453,0.02966246
12.01629639,0.02377601
12.04013824,0.00555235
12.06398010,0.00018806
12.08782196,0.00018896
12.11166382,0.00008447
12.13550568,0.00009448
12.15934753,0.00005624
12.18318939,0.00002279
12.20703125,0.00009707
12.23087311,0.00015331
12.25471497,0.00025064
12.27855682,0.00036006
12.30239868,0.00033890
12.32624054,0.00048876
12.35008240,0.00059054
12.37392426,0.00037792
12.39776611,0.00028049
12.42160797,0.00024730
12.44544983,0.00011425
12.46929169,0.00004976
12.49313354,0.00009033
12.51697540,0.00007228
12.54081726,0.00011521
12.56465912,0.00011489
12.58850098,0.00019323
12.61234283,0.00036754
12.63618469,0.00258650
12.66002655,0.00466981
12.68386841,0.00301141
12.70771027,0.00091917
12.73155212,0.00022758
12.75539398,0.00020011
12.77923584,0.00017633
12.80307770,0.00010975
12.82691956,0.00008924
12.85076141,0.00012138
12.87460327,0.00014854
12.89844513,0.00014225
12.92228699,0.00020007
12.94612885,0.00185408
12.96997070,0.01512152
12.99381256,0.03238849
13.01765442,0.02446124
13.04149628,0.00533330
13.06533813,0.00014135
13.08917999,0.00015066
13.11302185,0.00008056
13.13686371,0.00008625
13.16070557,0.00009232
13.18454742,0.00001623
13.20838928,0.00010799
13.23223114,0.00021280
13.25607300,0.00028031
13.27991486,0.00037943
13.30375671,0.00057238
13.32759857,0.00180416
13.35144043,0.00186832
13.37528229,0.00052158
13.39912415,0.00029852
13.42296600,0.00019007
13.44680786,0.00007069
13.47064972,0.00004828
13.49449158,0.00006884
13.51833344,0.00007876
13.54217529,0.00012224
13.56601715,0.00016176
13.58985901,0.00027017
13.61370087,0.00032935
13.63754272,0.00194751
13.66138458,0.00328972
13.68522644,0.00178404
13.70906830,0.00056220
13.73291016,0.00031006
13.75675201,0.00020185
13.78059387,0.00013652
13.80443573,0.00006873
13.82827759,0.00004173
13.85211945,0.00008842
