Частота,Канал A
(kГц),(В)

0.00000000,0.33907260
0.02384186,0.14234070
0.04768372,0.02196246
0.07152557,0.00100958
0.09536743,0.00097382
0.11920929,0.00089510
0.14305115,0.00081005
0.16689301,0.00072457
0.19073486,0.00057772
0.21457672,0.00041520
0.23841858,0.00021291
0.26226044,0.00018305
0.28610229,0.00088931
0.30994415,0.00026357
0.33378601,0.00280307
0.35762787,0.00396670
0.38146973,0.00244894
0.40531158,0.00136558
0.42915344,0.00094464
0.45299530,0.00064928
0.47683716,0.00043506
0.50067902,0.00022557
0.52452087,0.00003648
0.54836273,0.00031926
0.57220459,0.00066416
0.59604645,0.00116787
0.61988831,0.00262635
0.64373016,0.00450290
0.66757202,0.00280521
0.69141388,0.00096683
0.71525574,0.00163670
0.73909760,0.00076711
0.76293945,0.00030743
0.78678131,0.00007956
0.81062317,0.00029531
0.83446503,0.00051108
0.85830688,0.00063619
0.88214874,0.00086002
0.90599060,0.00100174
0.92983246,0.00132654
0.95367432,0.02223936
0.97751617,0.13377890
1.00135803,0.21307810
1.02519989,0.11961850
1.04904175,0.01722208
1.07288361,0.00040336
1.09672546,0.00065537
1.12056732,0.00066218
1.14440918,0.00076342
1.16825104,0.00078889
1.19209290,0.00082202
1.21593475,0.00079133
1.23977661,0.00071355
1.26361847,0.00053067
1.28746033,0.00022183
1.31130219,0.00065599
1.33514404,0.00208787
1.35898590,0.00252377
1.38282776,0.00176186
1.40666962,0.00125203
1.43051147,0.00102931
1.45435333,0.00087077
1.47819519,0.00071758
1.50203705,0.00053704
1.52587891,0.00032616
1.54972076,0.00010591
1.57356262,0.00021317
1.59740448,0.00072720
1.62124634,0.00222218
1.64508820,0.00395245
1.66893005,0.00206436
1.69277191,0.00152479
1.71661377,0.00202871
1.74045563,0.00117356
1.76429749,0.00070270
1.78813934,0.00034396
1.81198120,0.00011627
1.83582306,0.00016440
1.85966492,0.00035047
1.88350677,0.00068200
1.90734863,0.00085972
1.93119049,0.00135243
1.95503235,0.02233620
1.97887421,0.12357570
2.00271606,0.18602460
2.02655792,0.09881172
2.05039978,0.01351828
2.07424164,0.00030159
2.09808350,0.00020102
2.12192535,0.00030650
2.14576721,0.00052865
2.16960907,0.00063473
2.19345093,0.00079977
2.21729279,0.00088818
2.24113464,0.00099858
2.26497650,0.00110210
2.28881836,0.00124611
2.31266022,0.00111139
2.33650208,0.00064660
2.36034393,0.00052366
2.38418579,0.00075020
2.40802765,0.00086568
2.43186951,0.00088423
2.45571136,0.00088689
2.47955322,0.00085380
2.50339508,0.00078107
2.52723694,0.00066560
2.55107880,0.00052144
2.57492065,0.00031447
2.59876251,0.00005213
2.62260437,0.00117681
2.64644623,0.00236487
2.67028809,0.00086312
2.69412994,0.00166691
2.71797180,0.00191904
2.74181366,0.00130821
2.76565552,0.00096895
2.78949738,0.00066920
2.81333923,0.00047519
2.83718109,0.00024120
2.86102295,0.00007358
2.88486481,0.00030614
2.90870667,0.00048913
2.93254852,0.00100449
2.95639038,0.02025099
2.98023224,0.10243770
3.00407410,0.14573650
3.02791595,0.07333343
3.05175781,0.00973009
3.07559967,0.00084560
3.09944153,0.00025148
3.12328339,0.00008147
3.14712524,0.00025787
3.17096710,0.00042918
3.19480896,0.00067594
3.21865082,0.00086338
3.24249268,0.00111080
3.26633453,0.00148040
3.29017639,0.00203683
3.31401825,0.00120860
3.33786011,0.00111095
3.36170197,0.00157361
3.38554382,0.00040143
3.40938568,0.00025016
3.43322754,0.00047055
3.45706940,0.00061544
3.48091125,0.00069345
3.50475311,0.00074506
3.52859497,0.00078864
3.55243683,0.00080996
3.57627869,0.00076709
3.60012054,0.00064638
3.62396240,0.00025123
3.64780426,0.00010974
3.67164612,0.00053794
3.69548798,0.00138153
3.71932983,0.00141257
3.74317169,0.00117156
3.76701355,0.00103311
3.79085541,0.00089133
3.81469727,0.00079224
3.83853912,0.00058857
3.86238098,0.00043176
3.88622284,0.00013772
3.91006470,0.00000226
3.93390656,0.00039752
3.95774841,0.01590972
3.98159027,0.07311511
4.00543213,0.09829705
4.02927399,0.04700628
4.05311584,0.00637289
4.07695770,0.00123208
4.10079956,0.00064575
4.12464142,0.00043726
4.14848328,0.00014265
4.17232513,0.00003148
4.19616699,0.00030634
4.22000885,0.00058267
4.24385071,0.00095294
4.26769257,0.00153165
4.29153442,0.00230395
4.31537628,0.00087004
4.33921814,0.00263946
4.36306000,0.00307053
4.38690186,0.00124605
4.41074371,0.00033853
4.43458557,0.00002737
4.45842743,0.00029633
4.48226929,0.00049757
4.50611115,0.00066773
4.52995300,0.00081448
4.55379486,0.00091823
4.57763672,0.00102738
4.60147858,0.00125807
4.62532043,0.00179035
4.64916229,0.00217857
4.67300415,0.00146535
4.69684601,0.00055547
4.72068787,0.00052307
4.74452972,0.00071715
4.76837158,0.00081112
4.79221344,0.00082611
4.81605530,0.00079776
4.83989716,0.00073181
4.86373901,0.00072160
4.88758087,0.00057973
4.91142273,0.00049105
4.93526459,0.00028494
4.95910645,0.00979431
4.98294830,0.03997711
5.00679016,0.05073883
5.03063202,0.02330336
5.05447388,0.00358189
5.07831573,0.00127916
5.10215759,0.00090893
5.12599945,0.00076553
5.14984131,0.00052552
5.17368317,0.00034593
5.19752502,0.00010341
5.22136688,0.00017518
5.24520874,0.00055174
5.26905060,0.00118642
5.29289246,0.00198449
5.31673431,0.00031673
5.34057617,0.00353584
5.36441803,0.00383062
5.38825989,0.00184794
5.41210175,0.00085684
5.43594360,0.00041942
5.45978546,0.00011338
5.48362732,0.00015216
5.50746918,0.00039117
5.53131104,0.00062037
5.55515289,0.00084490
5.57899475,0.00114804
5.60283661,0.00166860
5.62667847,0.00303720
5.65052032,0.00399195
5.67436218,0.00197278
5.69820404,0.00038782
5.72204590,0.00037481
5.74588776,0.00016152
5.76972961,0.00042683
5.79357147,0.00057976
5.81741333,0.00067023
5.84125519,0.00074338
5.86509705,0.00079984
5.88893890,0.00081384
5.91278076,0.00084385
5.93662262,0.00086299
5.96046448,0.00265888
5.98430634,0.00782480
6.00814819,0.00926552
6.03199005,0.00453266
6.05583191,0.00141753
6.07967377,0.00105842
6.10351563,0.00096583
6.12735748,0.00088043
6.15119934,0.00076114
6.17504120,0.00066773
6.19888306,0.00052213
6.22272491,0.00029334
6.24656677,0.00002360
6.27040863,0.00056377
6.29425049,0.00118824
6.31809235,0.00053610
6.34193420,0.00354598
6.36577606,0.00359959
6.38961792,0.00192523
6.41345978,0.00113697
6.43730164,0.00077047
6.46114349,0.00049313
6.48498535,0.00023298
6.50882721,0.00002570
6.53266907,0.00024168
6.55651093,0.00051733
6.58035278,0.00090559
6.60419464,0.00162543
6.62803650,0.00359591
6.65187836,0.00475473
6.67572021,0.00176011
6.69956207,0.00133675
6.72340393,0.00116547
6.74724579,0.00041344
6.77108765,0.00004871
6.79492950,0.00023924
6.81877136,0.00044104
6.84261322,0.00064312
6.86645508,0.00079527
6.89029694,0.00098991
6.91413879,0.00112532
6.93798065,0.00124879
6.96182251,0.00420219
6.98566437,0.01850188
7.00950623,0.02130385
7.03334808,0.00801560
7.05718994,0.00019736
7.08103180,0.00058251
7.10487366,0.00075554
7.12871552,0.00075728
7.15255737,0.00076529
7.17639923,0.00073348
7.20024109,0.00072616
7.22408295,0.00065172
7.24792480,0.00050308
7.27176666,0.00018797
7.29560852,0.00013465
7.31945038,0.00092349
7.34329224,0.00262455
7.36713409,0.00257144
7.39097595,0.00163257
7.41481781,0.00116914
7.43865967,0.00093940
7.46250153,0.00079041
7.48634338,0.00061566
7.51018524,0.00041048
7.53402710,0.00017360
7.55786896,0.00009763
7.58171082,0.00047627
7.60555267,0.00122774
7.62939453,0.00332361
7.65323639,0.00436767
7.67707825,0.00113752
7.70092010,0.00190937
7.72476196,0.00165450
7.74860382,0.00091319
7.77244568,0.00050941
7.79628754,0.00018282
7.82012939,0.00009092
7.84397125,0.00032196
7.86781311,0.00049401
7.89165497,0.00082674
7.91549683,0.00109871
7.93933868,0.00123692
7.96318054,0.00970589
7.98702240,0.03572030
8.01086426,0.03873003
8.03470612,0.01433425
8.05854797,0.00113715
8.08238983,0.00004839
8.10623169,0.00040803
8.13007355,0.00049838
8.15391541,0.00066408
8.17775726,0.00077287
8.20159912,0.00088836
8.22544098,0.00091967
8.24928284,0.00094440
8.27312469,0.00097684
8.29696655,0.00102920
8.32080841,0.00102222
8.34465027,0.00098442
8.36849213,0.00096600
8.39233398,0.00094276
8.41617584,0.00092016
8.44001770,0.00090437
8.46385956,0.00086528
8.48770142,0.00076751
8.51154327,0.00065232
8.53538513,0.00053373
8.55922699,0.00036553
8.58306885,0.00008697
8.60691071,0.00054349
8.63075256,0.00225069
8.65459442,0.00290629
8.67843628,0.00036001
8.70227814,0.00203384
8.72612000,0.00171472
8.74996185,0.00111392
8.77380371,0.00080371
8.79764557,0.00052296
8.82148743,0.00030328
8.84532928,0.00006037
8.86917114,0.00014047
8.89301300,0.00052864
8.91685486,0.00083069
8.94069672,0.00081280
8.96453857,0.01274771
8.98838043,0.04202350
9.01222229,0.04312303
9.03606415,0.01545876
9.05990601,0.00176955
9.08374786,0.00057746
9.10758972,0.00010324
9.13143158,0.00011584
9.15527344,0.00038141
9.17911530,0.00054773
9.20295715,0.00074492
9.22679901,0.00096910
9.25064087,0.00123450
9.27448273,0.00163555
9.29832458,0.00193416
9.32216644,0.00073695
9.34600830,0.00090722
9.36985016,0.00067011
9.39369202,0.00021881
9.41753387,0.00054795
9.44137573,0.00066923
9.46521759,0.00075065
9.48905945,0.00080849
9.51290131,0.00081200
9.53674316,0.00077028
9.56058502,0.00071021
9.58442688,0.00060502
9.60826874,0.00030996
9.63211060,0.00051155
9.65595245,0.00071810
9.67979431,0.00062018
9.70363617,0.00154968
9.72747803,0.00136974
9.75131989,0.00111375
9.77516174,0.00094775
9.79900360,0.00076044
9.82284546,0.00062186
9.84668732,0.00044166
9.87052917,0.00028138
9.89437103,0.00005009
9.91821289,0.00033380
9.94205475,0.00024058
9.96589661,0.01263838
9.98973846,0.03787113
10.01358032,0.03682746
10.03742218,0.01278902
10.06126404,0.00189535
10.08510590,0.00095392
10.10894775,0.00050038
10.13278961,0.00026441
10.15663147,0.00003117
10.18047333,0.00023137
10.20431519,0.00048422
10.22815704,0.00078679
10.25199890,0.00116595
10.27584076,0.00186286
10.29968262,0.00227490
10.32352448,0.00028678
10.34736633,0.00271510
10.37120819,0.00212824
10.39505005,0.00062094
10.41889191,0.00004682
10.44273376,0.00023429
10.46657562,0.00044347
10.49041748,0.00062564
10.51425934,0.00075238
10.53810120,0.00086808
10.56194305,0.00097801
10.58578491,0.00106981
10.60962677,0.00124066
10.63346863,0.00161236
10.65731049,0.00169724
10.68115234,0.00114543
10.70499420,0.00075244
10.72883606,0.00080762
10.75267792,0.00086939
10.77651978,0.00088185
10.80036163,0.00085268
10.82420349,0.00079523
10.84804535,0.00067812
10.87188721,0.00058979
10.89572906,0.00041706
10.91957092,0.00022694
10.94341278,0.00043006
10.96725464,0.00945300
10.99109650,0.02560487
11.01493835,0.02365118
11.03878021,0.00816734
11.06262207,0.00173386
11.08646393,0.00112501
11.11030579,0.00076668
11.13414764,0.00057970
11.15798950,0.00036485
11.18183136,0.00016170
11.20567322,0.00009462
11.22951508,0.00043351
11.25335693,0.00087973
11.27719879,0.00170955
11.30104065,0.00204503
11.32488251,0.00086695
11.34872437,0.00376073
11.37256622,0.00289926
11.39640808,0.00122500
11.42024994,0.00059121
11.44409180,0.00023892
11.46793365,0.00008524
11.49177551,0.00031182
11.51561737,0.00051930
11.53945923,0.00070072
11.56330109,0.00091136
11.58714294,0.00123132
11.61098480,0.00193813
11.63482666,0.00343245
11.65866852,0.00353908
11.68251038,0.00113521
11.70635223,0.00030497
11.73019409,0.00009251
11.75403595,0.00045458
11.77787781,0.00062875
11.80171967,0.00071631
11.82556152,0.00078082
11.84940338,0.00082246
11.87324524,0.00086065
11.89708710,0.00083827
11.92092896,0.00076888
11.94477081,0.00088377
11.96861267,0.00400621
11.99245453,0.00907141
12.01629639,0.00804234
12.04013824,0.00313645
12.06398010,0.00124622
12.08782196,0.00103141
12.11166382,0.00089856
12.13550568,0.00079688
12.15934753,0.00065395
12.18318939,0.00049469
12.20703125,0.00030872
12.23087311,0.00006795
12.25471497,0.00031130
12.27855682,0.00110053
12.30239868,0.00131326
12.32624054,0.00139801
12.35008240,0.00389476
12.37392426,0.00299401
12.39776611,0.00152511
12.42160797,0.00093328
12.44544983,0.00056302
12.46929169,0.00030081
12.49313354,0.00005445
12.51697540,0.00019255
12.54081726,0.00045626
12.56465912,0.00076962
12.58850098,0.00119550
12.61234283,0.00226018
12.63618469,0.00453192
12.66002655,0.00445957
12.68386841,0.00076273
12.70771027,0.00127714
12.73155212,0.00069115
12.75539398,0.00016624
12.77923584,0.00013375
12.80307770,0.00037358
12.82691956,0.00054858
12.85076141,0.00068034
12.87460327,0.00080738
12.89844513,0.00097656
12.92228699,0.00114585
12.94612885,0.00101146
12.96997070,0.00246657
12.99381256,0.00760264
13.01765442,0.00614038
13.04149628,0.00110790
13.06533813,0.00068677
13.08917999,0.00080635
13.11302185,0.00084097
13.13686371,0.00083786
13.16070557,0.00083159
13.18454742,0.00077052
13.20838928,0.00069270
13.23223114,0.00055828
13.25607300,0.00030424
13.27991486,0.00024646
13.30375671,0.00027795
13.32759857,0.00155354
13.35144043,0.00302256
13.37528229,0.00233879
13.39912415,0.00144250
13.42296600,0.00106893
13.44680786,0.00080988
13.47064972,0.00063010
13.49449158,0.00043710
13.51833344,0.00019401
13.54217529,0.00005879
13.56601715,0.00033616
13.58985901,0.00079025
13.61370087,0.00206388
13.63754272,0.00458001
13.66138458,0.00422862
13.68522644,0.00035284
13.70906830,0.00190488
13.73291016,0.00120981
13.75675201,0.00062834
13.78059387,0.00025200
13.80443573,0.00003022
13.82827759,0.00024492
13.85211945,0.00046807
