Частота,A * B
(kГц),(?)

0.00000000,0.02664180
0.02384186,0.01122534
0.04768372,0.00178600
0.07152557,0.00013844
0.09536743,0.00001088
0.11920929,0.00009011
0.14305115,0.00004693
0.16689301,0.00001515
0.19073486,0.00005862
0.21457672,0.00009445
0.23841858,0.00004764
0.26226044,0.00005327
0.28610229,0.00008377
0.30994415,0.00026639
0.33378601,0.00083630
0.35762787,0.00078407
0.38146973,0.00021441
0.40531158,0.00001531
0.42915344,0.00001529
0.45299530,0.00002962
0.47683716,0.00001436
0.50067902,0.00003519
0.52452087,0.00003098
0.54836273,0.00004453
0.57220459,0.00007588
0.59604645,0.00006003
0.61988831,0.00012589
0.64373016,0.00053940
0.66757202,0.00060810
0.69141388,0.00022254
0.71525574,0.00003861
0.73909760,0.00005562
0.76293945,0.00003633
0.78678131,0.00010528
0.81062317,0.00009824
0.83446503,0.00006215
0.85830688,0.00006774
0.88214874,0.00007478
0.90599060,0.00003797
0.92983246,0.00012504
0.95367432,0.00206704
0.97751617,0.01135983
1.00135803,0.01785265
1.02519989,0.00997606
1.04904175,0.00143187
1.07288361,0.00013228
1.09672546,0.00004268
1.12056732,0.00004756
1.14440918,0.00005737
1.16825104,0.00002928
1.19209290,0.00003503
1.21593475,0.00006574
1.23977661,0.00002668
1.26361847,0.00007172
1.28746033,0.00008976
1.31130219,0.00031878
1.33514404,0.00096161
1.35898590,0.00083478
1.38282776,0.00019360
1.40666962,0.00003540
1.43051147,0.00004371
1.45435333,0.00004288
1.47819519,0.00003101
1.50203705,0.00005892
1.52587891,0.00003403
1.54972076,0.00001627
1.57356262,0.00001439
1.59740448,0.00004332
1.62124634,0.00007483
1.64508820,0.00031422
1.66893005,0.00037959
1.69277191,0.00016592
1.71661377,0.00004047
1.74045563,0.00006478
1.76429749,0.00001617
1.78813934,0.00005127
1.81198120,0.00002338
1.83582306,0.00001988
1.85966492,0.00001011
1.88350677,0.00004639
1.90734863,0.00004032
1.93119049,0.00013180
1.95503235,0.00207962
1.97887421,0.01037403
2.00271606,0.01529417
2.02655792,0.00798215
2.05039978,0.00098751
2.07424164,0.00016974
2.09808350,0.00005847
2.12192535,0.00005385
2.14576721,0.00001595
2.16960907,0.00000786
2.19345093,0.00004617
2.21729279,0.00008045
2.24113464,0.00004913
2.26497650,0.00003764
2.28881836,0.00013680
2.31266022,0.00031321
2.33650208,0.00097161
2.36034393,0.00084628
2.38418579,0.00019032
2.40802765,0.00006720
2.43186951,0.00005734
2.45571136,0.00004856
2.47955322,0.00004859
2.50339508,0.00005982
2.52723694,0.00006426
2.55107880,0.00002709
2.57492065,0.00000949
2.59876251,0.00002541
2.62260437,0.00002595
2.64644623,0.00010415
2.67028809,0.00020871
2.69412994,0.00020643
2.71797180,0.00004526
2.74181366,0.00002591
2.76565552,0.00001330
2.78949738,0.00004025
2.81333923,0.00004681
2.83718109,0.00002207
2.86102295,0.00002433
2.88486481,0.00004228
2.90870667,0.00006503
2.93254852,0.00014521
2.95639038,0.00182549
2.98023224,0.00813185
3.00407410,0.01122947
3.02791595,0.00543354
3.05175781,0.00053993
3.07559967,0.00009947
3.09944153,0.00004937
3.12328339,0.00003330
3.14712524,0.00003491
