kHz;V
0;0.0406163
0.00596046;0.02781324
0.01192093;0.01927021
0.01788139;0.00727256
0.02384186;0.00317527
0.02980232;0.0050236
0.03576279;0.00581868
0.04172325;0.00521042
0.04768372;0.00459
0.05364418;0.00288359
0.05960464;0.0013066
0.06556511;0.00192498
0.07152557;0.00307882
0.07748604;0.00291122
0.0834465;0.00205561
0.08940697;0.00118705
0.09536743;0.00059084
0.1013279;0.00103241
0.10728836;0.00091199
0.11324883;0.00047411
0.11920929;0.00028603
0.12516975;0.00020507
0.13113022;0.00017423
0.13709068;0.00056087
0.14305115;0.00102746
0.14901161;0.00172159
0.15497208;0.0019377
0.16093254;0.00155475
0.16689301;0.00120911
0.17285347;0.00076105
0.17881393;0.00080997
0.1847744;0.00156677
0.19073486;0.00247382
0.19669533;0.00224083
0.20265579;0.00106647
0.20861626;0.00062219
0.21457672;0.00103523
0.22053719;0.00142469
0.22649765;0.00165911
0.23245811;0.00179173
0.23841858;0.00152383
0.24437904;0.00097762
0.25033951;0.00047125
0.25629997;0.00129787
0.26226044;0.00199164
0.2682209;0.00239347
0.27418137;0.00215267
0.28014183;0.00090327
0.28610229;0.00059351
0.29206276;0.00337702
0.29802322;0.00694871
0.30398369;0.00834341
0.30994415;0.00909963
0.31590462;0.00807859
0.32186508;0.00400886
0.32782555;0.00184333
0.33378601;0.00615776
0.33974648;0.01019408
0.34570694;0.01071864
0.3516674;0.01020591
0.35762787;0.0073177
0.36358833;0.00243384
0.3695488;0.00033778
0.37550926;0.00121581
0.38146973;0.00153467
0.38743019;0.00133308
0.39339066;0.00112008
0.39935112;0.00080825
0.40531158;0.00088471
0.41127205;0.00203449
0.41723251;0.00359834
0.42319298;0.00395323
0.42915344;0.00311206
0.43511391;0.00224973
0.44107437;0.00114133
0.44703484;0.00044398
0.4529953;0.00121756
0.45895576;0.00219514
0.46491623;0.00212444
0.47087669;0.00153201
0.47683716;0.00105096
0.48279762;0.00077696
0.48875809;0.00101226
0.49471855;0.00124836
0.50067902;0.00121797
0.50663948;0.00089759
0.51259995;0.00071662
0.51856041;0.00091432
0.52452087;0.00125009
0.53048134;0.0017442
0.5364418;0.00243506
0.54240227;0.00244664
0.54836273;0.00152726
0.5543232;0.00079473
0.56028366;0.00099145
0.56624413;0.00163213
0.57220459;0.0021413
0.57816505;0.00270949
0.58412552;0.00219972
0.59008598;0.00102762
0.59604645;0.00056705
0.60200691;0.00044101
0.60796738;0.00041739
0.61392784;0.00061631
0.61988831;0.00068165
0.62584877;0.00042969
0.63180923;0.00095848
0.6377697;0.00525432
0.64373016;0.01183349
0.64969063;0.01465624
0.65565109;0.01533642
0.66161156;0.01391939
0.66757202;0.00725376
0.67353249;0.00180817
0.67949295;0.00499681
0.68545341;0.00877839
0.69141388;0.00913105
0.69737434;0.00835967
0.70333481;0.00650771
0.70929527;0.00264063
0.71525574;0.000352
0.7212162;0.00057859
0.72717667;0.00094487
0.73313713;0.00105571
0.7390976;0.0009526
0.74505806;0.00063337
0.75101852;0.00047309
0.75697899;0.00105435
0.76293945;0.00197956
0.76889992;0.00228673
0.77486038;0.00181663
0.78082085;0.0012061
0.78678131;0.00074695
0.79274178;0.00055627
0.79870224;0.00113289
0.8046627;0.00212143
0.81062317;0.00230653
0.81658363;0.00171268
0.8225441;0.00128726
0.82850456;0.00112792
0.83446503;0.00119751
0.84042549;0.00162773
0.84638596;0.00186503
0.85234642;0.00158994
0.85830688;0.00104721
0.86426735;0.00065654
0.87022781;0.00082003
0.87618828;0.00139627
0.88214874;0.00206208
0.88810921;0.00203986
0.89406967;0.00129574
0.90003014;0.00089589
0.9059906;0.00176936
0.91195107;0.00277986
0.91791153;0.00336499
0.92387199;0.00395815
0.92983246;0.00361683
0.93579292;0.00198751
0.94175339;0.00122799
0.94771385;0.00200102
0.95367432;0.00283287
0.95963478;0.00326401
0.96559525;0.00321721
0.97155571;0.00243091
0.97751617;0.02019405
0.98347664;0.1605246
0.9894371;0.4209904
0.99539757;0.5527975
1.00135803;0.559559
1.0073185;0.5190301
1.01327896;0.304151
1.01923943;0.07448104
1.02519989;0.00626005
1.03116035;0.00616281
1.03712082;0.00678752
1.04308128;0.00592046
1.04904175;0.00479313
1.05500221;0.00222323
1.06096268;0.00079431
1.06692314;0.00164534
1.07288361;0.00251674
1.07884407;0.00230383
1.08480453;0.00172095
1.090765;0.00111478
1.09672546;0.00009454
1.10268593;0.00077053
1.10864639;0.00099624
1.11460686;0.00090965
1.12056732;0.00067198
1.12652779;0.00060642
1.13248825;0.00059332
1.13844872;0.00047159
1.14440918;0.00090324
1.15036964;0.00180347
1.15633011;0.00186197
1.16229057;0.00119009
1.16825104;0.00091763
1.1742115;0.00104892
1.18017197;0.00121237
1.18613243;0.00171382
1.1920929;0.00223379
1.19805336;0.00175856
1.20401382;0.00085456
1.20997429;0.00025396
1.21593475;0.00024874
1.22189522;0.00046829
1.22785568;0.00033537
1.23381615;0.00018187
1.23977661;0.00006053
1.24573708;0.00008567
1.25169754;0.00069388
1.257658;0.00166055
1.26361847;0.00223381
1.26957893;0.00295126
1.2755394;0.00269086
1.28149986;0.00115962
1.28746033;0.00076885
1.29342079;0.0039406
1.29938126;0.00713831
1.30534172;0.00832926
1.31130219;0.00902984
1.31726265;0.00718045
1.32322311;0.00274031
1.32918358;0.00103825
1.33514404;0.003754
1.34110451;0.00550103
1.34706497;0.00544367
1.35302544;0.00499729
1.3589859;0.00320387
1.36494637;0.00083424
1.37090683;0.00105395
1.37686729;0.0024952
1.38282776;0.00304223
1.38878822;0.00278654
1.39474869;0.00250461
1.40070915;0.00159503
1.40666962;0.00088273
1.41263008;0.00171802
1.41859055;0.00291994
1.42455101;0.00271433
1.43051147;0.00199829
1.43647194;0.00145846
1.4424324;0.00067664
1.44839287;0.00043504
1.45435333;0.00098041
1.4603138;0.00138366
1.46627426;0.00121232
1.47223473;0.0009098
1.47819519;0.00055577
1.48415565;0.0004216
1.49011612;0.00067484
1.49607658;0.00107089
1.50203705;0.00131376
1.50799751;0.00114397
1.51395798;0.00102606
1.51991844;0.00071645
1.52587891;0.00077487
1.53183937;0.0014558
1.53779984;0.00249503
1.5437603;0.00252863
1.54972076;0.00171801
1.55568123;0.00114189
1.56164169;0.00087064
1.56760216;0.0009684
1.57356262;0.0013645
1.57952309;0.00180655
1.58548355;0.00153042
1.59144402;0.0010501
1.59740448;0.00067129
1.60336494;0.00034189
1.60932541;0.00069065
1.61528587;0.00087233
1.62124634;0.00107113
1.6272068;0.00102026
1.63316727;0.001498
1.63912773;0.00773076
1.6450882;0.01519998
1.65104866;0.01755606
1.65700912;0.01819748
1.66296959;0.01520031
1.66893005;0.00687125
1.67489052;0.00165156
1.68085098;0.00467715
1.68681145;0.00726794
1.69277191;0.00726188
1.69873238;0.00663731
1.70469284;0.00450577
1.71065331;0.0013674
1.71661377;0.00061617
1.72257423;0.00031279
1.7285347;0.00023082
