t (s),V (mV)
0,17.7209
1.051,17.6349
2.1,17.5665
3.15,17.4771
4.172,17.3976
5.171,17.3183
6.171,17.2384
7.172,17.1603
8.171,17.0797
9.172,17.0046
10.171,16.9238
11.171,16.8456
12.172,16.7689
13.171,16.6903
14.171,16.6145
15.171,16.5366
16.172,16.4607
17.171,16.3855
18.171,16.3082
19.172,16.2341
20.171,16.158
21.171,16.0855
22.176,16.0084
23.171,15.9373
24.171,15.8642
25.172,15.7886
26.172,15.7158
27.171,15.6411
28.171,15.5672
29.171,15.4959
30.173,15.4225
31.171,15.3521
32.171,15.2806
33.171,15.2077
34.171,15.1381
35.172,15.0682
36.172,14.9989
37.172,14.9277
38.171,14.8577
39.172,14.787
40.172,14.7166
41.172,14.6479
42.171,14.5803
43.172,14.5099
44.171,14.4442
45.172,14.3754
46.171,14.307
47.171,14.2391
48.171,14.1711
49.171,14.1073
50.171,14.0403
51.172,13.9723
52.171,13.9118
53.171,13.8438
54.172,13.7797
55.171,13.7153
56.171,13.6517
57.172,13.5874
58.171,13.5246
59.171,13.4614
60.172,13.4
61.171,13.3382
62.172,13.2751
63.171,13.2129
64.172,13.1516
65.171,13.0867
66.172,13.0278
67.171,12.9663
68.172,12.9059
69.171,12.8453
70.172,12.7849
71.171,12.7249
72.171,12.6656
73.172,12.6066
74.171,12.5475
75.171,12.4893
76.171,12.4322
77.172,12.3717
78.171,12.3153
79.172,12.2564
80.171,12.1998
81.171,12.1421
82.172,12.0857
83.172,12.0291
84.171,11.971
85.171,11.9157
86.172,11.8581
87.171,11.8024
88.171,11.7472
89.172,11.6923
90.171,11.6366
91.171,11.5819
92.172,11.5274
93.171,11.4734
94.171,11.4176
95.171,11.3666
96.171,11.3111
97.172,11.2574
98.172,11.2046
99.172,11.154
100.171,11.1004
101.171,11.0484
102.172,10.9976
103.171,10.9445
104.172,10.895
105.171,10.8401
106.172,10.7898
107.171,10.739
108.172,10.687
109.171,10.6365
110.171,10.589
111.17,10.5381
112.17,10.4871
113.171,10.4405
114.17,10.3921
115.171,10.3411
116.17,10.2919
117.17,10.2436
118.171,10.1944
119.17,10.1458
120.17,10.0974
121.171,10.0492
122.171,10.0022
123.171,9.9561
124.172,9.9069
125.172,9.8603
126.171,9.8131
127.172,9.7668
128.171,9.7215
129.172,9.6744
130.171,9.6286
131.172,9.5838
132.171,9.5391
133.171,9.492
134.172,9.4469
135.171,9.4008
136.177,9.3499
137.172,9.3125
138.171,9.2682
139.171,9.2249
140.171,9.1794
141.171,9.1364
142.171,9.0908
143.171,9.0483
144.172,9.0022
145.171,8.9613
146.172,8.9203
147.172,8.8771
148.171,8.8351
149.171,8.792
150.171,8.7486
151.172,8.7047
152.171,8.6645
153.171,8.6206
154.177,8.5729
155.171,8.5375
156.171,8.5011
157.172,8.4598
