t (s),V (mV)
0,18.656
1.048,18.65
2.099,18.6335
3.148,18.6261
4.176,18.5679
5.177,18.5716
6.177,18.5421
7.177,18.4995
8.176,18.4544
9.176,18.4082
10.177,18.358
11.177,18.307
12.176,18.2548
13.176,18.2037
14.177,18.1512
15.177,18.0985
16.177,18.0452
17.176,17.9914
18.177,17.9397
19.177,17.885
20.176,17.8329
21.177,17.7786
22.176,17.7271
23.177,17.674
24.177,17.6216
25.176,17.568
26.176,17.5163
27.176,17.4618
28.176,17.4092
29.176,17.3531
30.177,17.3041
31.176,17.2486
32.176,17.1979
33.176,17.1473
34.176,17.0968
35.176,17.0443
36.176,16.994
37.176,16.9422
38.176,16.8909
39.177,16.8416
40.176,16.7906
41.176,16.7405
42.176,16.692
43.177,16.6425
44.176,16.5928
45.176,16.5425
46.177,16.4933
47.176,16.4457
48.176,16.3957
49.176,16.3497
50.176,16.3004
51.177,16.2515
52.177,16.2024
53.176,16.1579
54.176,16.1107
55.177,16.0637
56.176,16.0158
57.176,15.9701
58.177,15.9217
59.176,15.8751
60.176,15.8288
61.176,15.7847
62.177,15.7377
63.176,15.6915
64.177,15.644
65.176,15.6008
66.182,15.5485
67.177,15.5061
68.176,15.4595
69.177,15.4151
70.177,15.3701
71.176,15.3252
72.176,15.2771
73.177,15.2336
74.177,15.1883
75.176,15.1433
76.176,15.0996
77.177,15.0549
78.176,15.0101
79.177,14.9678
80.176,14.9255
81.176,14.8807
82.177,14.8379
83.176,14.7944
84.182,14.7568
85.177,14.7078
86.176,14.6656
87.177,14.6212
88.176,14.5779
89.177,14.5349
90.176,14.4912
91.177,14.4517
92.176,14.4088
93.176,14.3672
94.176,14.3235
95.177,14.2829
96.176,14.2409
97.177,14.201
98.177,14.1594
99.177,14.1193
100.177,14.0799
101.177,14.0377
102.18,13.9993
103.177,13.9559
104.177,13.9158
105.176,13.874
106.176,13.8354
107.176,13.7934
108.181,13.7559
109.177,13.7139
110.176,13.6728
111.177,13.6337
112.176,13.5964
113.176,13.5567
114.176,13.5165
115.176,13.4795
116.177,13.4395
117.177,13.402
118.176,13.3634
119.177,13.3262
120.177,13.2902
121.177,13.2523
122.176,13.214
123.176,13.1757
124.177,13.138
125.176,13.1016
126.176,13.0657
127.177,13.0269
128.176,12.9913
129.176,12.9548
130.177,12.9142
131.177,12.8809
132.177,12.8452
133.177,12.8057
134.176,12.769
135.176,12.7307
136.176,12.6954
137.177,12.659
138.177,12.6226
139.177,12.5865
140.176,12.5485
141.177,12.5128
142.177,12.4756
143.176,12.441
144.176,12.4041
145.177,12.3703
146.177,12.3337
147.176,12.2979
148.177,12.2621
149.177,12.2273
150.177,12.1919
151.177,12.1571
152.177,12.1221
153.177,12.087
154.176,12.0509
155.177,12.0168
156.177,11.9815
157.176,11.9476
158.177,11.9125
159.176,11.879
160.177,11.8461
161.176,11.8102
162.176,11.7783
163.176,11.7443
164.178,11.7093
165.177,11.678
166.177,11.6446
167.177,11.6137
168.176,11.5799
169.177,11.5477
170.176,11.5144
171.177,11.4811
172.177,11.4485
173.176,11.4154
174.177,11.3813
175.176,11.3505
176.176,11.3182
177.176,11.2862
178.177,11.2535
179.176,11.2231
180.176,11.1896
181.176,11.1583
182.177,11.1254
183.177,11.0941
184.177,11.0601
185.177,11.0307
186.176,10.9995
187.176,10.9671
188.177,10.9342
189.177,10.9049
190.176,10.8739
191.177,10.8412
192.176,10.8103
193.177,10.7808
194.176,10.75
195.176,10.7183
196.177,10.689
197.176,10.6592
198.177,10.6275
199.176,10.5979
200.175,10.5712
201.176,10.5417
202.175,10.5209
203.175,10.4925
204.175,10.4619
205.175,10.4295
206.175,10.4023
207.175,10.3717
208.175,10.3415
209.176,10.312
210.175,10.2817
211.175,10.2515
212.176,10.2238
213.175,10.1963
214.175,10.1669
215.176,10.1384
216.18,10.1038
217.175,10.0779
218.176,10.0487
219.175,10.0222
220.176,9.9921
221.176,9.9661
222.181,9.9301
223.177,9.9088
224.176,9.8819
225.176,9.8525
226.176,9.8233
227.177,9.7936
228.176,9.767
229.177,9.7382
230.176,9.7119
231.177,9.6832
232.176,9.6546
233.177,9.6269
234.177,9.5984
235.176,9.5708
236.177,9.544
237.176,9.5169
238.177,9.4908
239.176,9.4611
240.176,9.4342
241.176,9.4077
242.177,9.3799
243.176,9.3522
244.176,9.3237
245.177,9.2963
246.176,9.2711
247.177,9.2443
248.176,9.2173
249.177,9.1899
250.177,9.1633
251.176,9.1377
252.176,9.1104
253.176,9.083
254.177,9.0585
255.176,9.0314
256.177,9.0065
257.176,8.9794
258.176,8.9551
259.177,8.9307
260.176,8.9031
261.177,8.8773
