t (s),V (mV)
0,18.8284
1.033,18.8575
2.034,18.8474
3.034,18.8208
4.033,18.7904
5.033,18.7596
6.033,18.7268
7.034,18.6913
8.033,18.658
9.034,18.6231
10.033,18.5843
11.033,18.5441
12.033,18.5091
13.034,18.4707
14.033,18.4294
15.034,18.3969
16.033,18.3631
17.033,18.3188
18.034,18.2814
19.033,18.2411
20.034,18.2017
21.033,18.1594
22.033,18.1292
23.033,18.0892
24.034,18.0505
25.034,18.013
26.033,17.9724
27.033,17.9342
28.033,17.8988
29.034,17.8561
30.033,17.821
31.033,17.781
32.033,17.7441
33.034,17.7113
34.033,17.6721
35.033,17.6287
36.033,17.5915
37.033,17.554
38.034,17.5219
39.034,17.4835
40.033,17.4488
41.034,17.41
42.034,17.3695
43.034,17.3376
44.033,17.3002
45.034,17.264
46.034,17.2265
47.034,17.1956
48.033,17.1561
49.034,17.1223
50.033,17.0888
51.034,17.0525
52.033,17.0171
53.034,16.9769
54.034,16.9445
55.033,16.9129
56.033,16.8774
57.034,16.8389
58.033,16.7988
59.033,16.7653
60.033,16.7356
61.033,16.7009
62.033,16.6634
63.033,16.627
64.034,16.5938
65.033,16.5626
66.033,16.5304
67.034,16.4939
68.034,16.463
69.033,16.4199
70.033,16.3939
71.034,16.3629
72.034,16.3272
73.034,16.2926
74.033,16.2569
75.033,16.2251
76.033,16.1902
77.033,16.1626
78.034,16.1235
79.035,16.0929
80.033,16.056
81.033,16.0252
82.034,15.9947
83.034,15.9627
84.033,15.9302
85.033,15.8983
86.034,15.8638
87.033,15.8343
88.034,15.8018
89.034,15.7739
90.033,15.7432
91.034,15.7096
92.034,15.6776
93.034,15.6461
94.033,15.6198
95.033,15.5877
96.034,15.5538
97.033,15.5312
98.033,15.4935
99.033,15.4671
100.033,15.4419
101.033,15.4086
102.034,15.3797
103.033,15.3432
104.034,15.3155
105.033,15.2863
106.034,15.2533
107.033,15.2261
108.034,15.1989
109.033,15.1721
110.033,15.1423
111.033,15.1153
112.034,15.084
113.033,15.0532
114.033,15.0235
115.033,14.9949
116.033,14.9653
117.033,14.9311
118.034,14.9072
119.033,14.8729
120.034,14.8496
121.033,14.8184
122.034,14.7904
123.033,14.7589
124.033,14.733
125.033,14.7059
126.033,14.669
127.033,14.6399
128.033,14.6147
129.033,14.5861
130.034,14.5602
131.033,14.5346
132.034,14.5052
133.033,14.4731
134.034,14.4466
135.033,14.4194
136.034,14.3925
137.033,14.3677
138.033,14.3404
139.034,14.3093
140.034,14.2888
141.033,14.2592
142.033,14.2309
143.033,14.2016
144.033,14.178
145.033,14.1519
146.033,14.1203
147.034,14.0942
148.033,14.0655
149.033,14.0447
150.033,14.0129
151.033,13.9807
152.034,13.9607
153.033,13.9303
154.033,13.9052
155.034,13.8782
156.033,13.8543
157.034,13.8267
158.033,13.7955
159.034,13.7736
160.033,13.7497
161.034,13.7229
162.033,13.6929
163.034,13.6666
164.033,13.6421
165.034,13.6113
166.033,13.5802
167.033,13.5527
168.034,13.5322
169.034,13.5052
170.034,13.4851
171.033,13.455
172.033,13.431
173.034,13.4073
174.034,13.3812
175.033,13.3533
176.033,13.3275
177.033,13.3046
178.034,13.2754
179.034,13.2555
180.033,13.2276
181.033,13.2028
182.033,13.1741
183.033,13.1491
184.033,13.1282
185.033,13.0961
186.033,13.0828
187.033,13.06
188.034,13.0311
189.034,13.0072
190.034,12.9818
191.033,12.9559
192.034,12.9294
193.034,12.9013
194.034,12.8834
195.034,12.8603
196.034,12.838
197.033,12.7987
198.033,12.7715
199.034,12.7406
200.033,12.7232
201.034,12.7004
202.034,12.6744
203.034,12.6497
204.033,12.6249
205.034,12.6055
206.033,12.5782
207.034,12.5615
208.033,12.5373
209.033,12.5128
210.033,12.4864
211.034,12.4613
212.034,12.4359
213.033,12.419
214.034,12.3868
215.037,12.3705
216.033,12.3423
217.034,12.3196
218.033,12.2958
219.033,12.2762
220.033,12.2482
221.033,12.227
222.034,12.2015
223.033,12.1786
224.033,12.1541
225.034,12.1341
226.033,12.1121
227.033,12.092
228.034,12.0657
229.033,12.041
230.033,12.0153
231.034,12.0005
232.033,11.9742
233.033,11.9495
234.033,11.9287
235.034,11.9035
236.033,11.888
237.034,11.8633
238.034,11.8414
239.033,11.8179
240.033,11.7954
241.034,11.7745
242.034,11.7531
243.034,11.7262
244.034,11.7124
245.034,11.6883
246.033,11.6657
247.033,11.6425
248.033,11.6212
249.033,11.5989
250.034,11.5802
251.034,11.5623
252.033,11.5406
253.034,11.5193
254.033,11.4971
255.033,11.4831
256.034,11.4598
257.033,11.4393
258.034,11.4151
259.033,11.3901
260.034,11.3701
261.033,11.3479
262.034,11.328
263.033,11.3076
264.033,11.2813
265.034,11.2606
266.033,11.243
267.034,11.215
268.033,11.1947
269.034,11.1745
270.033,11.1518
271.033,11.1335
272.034,11.1085
273.033,11.0931
274.034,11.0712
275.033,11.054
276.033,11.035
277.034,11.0089
278.034,10.9866
279.033,10.9669
280.034,10.9479
281.034,10.9225
282.033,10.9103
283.034,10.8775
284.034,10.8611
285.033,10.8407
286.034,10.8186
287.033,10.799
288.033,10.7836
289.034,10.7642
290.033,10.7405
291.033,10.72
292.033,10.701
293.033,10.6799
294.033,10.6601
295.033,10.6395
296.033,10.6197
297.032,10.5976
298.032,10.5778
299.032,10.5576
300.032,10.5372
301.032,10.5209
302.032,10.4987
303.032,10.4829
304.033,10.4636
305.032,10.4491
306.033,10.4244
307.032,10.4049
308.032,10.3884
309.033,10.3669
310.032,10.3474
311.033,10.3302
312.032,10.3121
313.032,10.2907
314.032,10.2702
315.032,10.2526
316.033,10.2285
317.032,10.2114
318.033,10.1914
319.032,10.1708
320.033,10.1542
321.032,10.1338
322.032,10.1171
323.033,10.0974
324.032,10.0771
325.032,10.0609
326.032,10.0372
327.033,10.0208
328.033,9.9983
329.033,9.98
330.034,9.9637
331.033,9.9463
332.033,9.9265
333.034,9.9057
334.034,9.8852
335.034,9.8644
336.033,9.8474
337.034,9.8365
338.033,9.8192
339.033,9.799
340.034,9.781
341.033,9.7623
342.034,9.7448
343.033,9.7267
344.033,9.7109
345.034,9.6951
346.034,9.6762
347.034,9.6592
348.033,9.6401
349.033,9.6246
350.034,9.6053
351.033,9.5906
352.033,9.5753
353.033,9.5547
354.034,9.5345
355.033,9.5177
356.034,9.4988
357.034,9.4802
