t (s),V (mV)
214.805,13.9225
215.804,13.9002
216.804,13.8776
217.805,13.8585
218.804,13.8385
219.805,13.8212
220.804,13.7992
221.804,13.7795
222.805,13.758
223.804,13.7437
224.805,13.7361
225.804,13.7082
226.804,13.6862
227.805,13.654
228.804,13.6424
229.804,13.6238
230.805,13.6055
231.804,13.5806
232.805,13.5555
233.804,13.5326
234.804,13.5216
235.804,13.5003
236.804,13.4928
237.805,13.4777
238.805,13.4564
239.804,13.4342
240.804,13.4125
241.804,13.4003
242.804,13.3777
243.805,13.3677
244.804,13.3299
245.805,13.3142
246.804,13.3062
247.804,13.2722
248.804,13.2446
249.805,13.2255
250.804,13.2054
251.804,13.1908
252.805,13.1743
253.804,13.1573
254.805,13.1384
255.805,13.1256
256.804,13.1092
257.804,13.0866
258.805,13.0676
259.804,13.0499
260.804,13.043
261.805,13.0265
262.805,13.0021
263.804,12.9861
264.804,12.9688
265.804,12.9518
266.805,12.9355
267.805,12.9134
268.804,12.889
269.804,12.8665
270.805,12.8591
271.805,12.8307
272.805,12.8162
273.804,12.8014
274.804,12.7809
275.805,12.7659
276.805,12.7458
277.805,12.7309
278.804,12.7194
279.804,12.7015
280.805,12.682
281.804,12.6706
282.805,12.6467
283.804,12.6301
284.804,12.6167
285.805,12.5984
286.805,12.5774
287.804,12.5618
288.804,12.5417
289.805,12.5235
290.804,12.5093
291.805,12.4854
292.804,12.4747
293.804,12.448
294.804,12.4248
295.804,12.4066
296.805,12.3929
297.804,12.3724
298.804,12.3546
299.805,12.3383
300.804,12.3192
301.804,12.3036
302.805,12.2864
303.804,12.2693
304.805,12.2581
305.804,12.2421
306.805,12.2269
307.805,12.21
308.804,12.1937
309.805,12.1715
310.805,12.1596
311.804,12.1391
312.805,12.1234
313.804,12.1081
314.804,12.0901
315.805,12.0779
316.805,12.0569
317.804,12.0391
318.804,12.0209
319.804,12.0123
320.805,11.9951
321.805,11.9761
322.804,11.9558
323.804,11.9375
324.805,11.9166
325.805,11.8971
326.804,11.8791
327.804,11.8687
328.805,11.8616
329.805,11.8442
330.804,11.8254
331.804,11.8123
332.805,11.7956
333.804,11.7786
334.804,11.7589
335.804,11.7424
336.805,11.7214
337.805,11.7134
338.804,11.6945
339.804,11.6754
340.804,11.6635
341.805,11.6373
342.804,11.6291
343.804,11.6082
344.804,11.6023
345.805,11.5843
346.804,11.5617
347.805,11.544
348.805,11.5247
349.804,11.506
350.805,11.4955
351.804,11.4729
352.804,11.4612
353.805,11.4503
354.804,11.4276
355.805,11.4151
356.805,11.4077
357.804,11.3889
358.805,11.3684
359.805,11.3518
360.804,11.3363
361.805,11.3199
362.805,11.3046
363.804,11.2992
364.805,11.2734
365.804,11.2604
366.804,11.2469
367.805,11.2334
368.804,11.2192
369.804,11.203
370.805,11.1914
371.804,11.1711
372.804,11.1588
373.804,11.1439
374.805,11.1255
375.804,11.1107
376.804,11.0949
377.804,11.0807
378.805,11.0632
379.804,11.0503
380.805,11.0361
381.804,11.0275
382.805,11.0012
383.805,10.9887
384.804,10.9787
385.804,10.9602
386.804,10.9474
387.804,10.9326
388.804,10.9171
389.804,10.9001
390.805,10.8855
391.805,10.8671
392.805,10.8594
393.805,10.8459
