t (s),V (mV)
0,18.9967
0.998,18.979
1.999,18.9635
2.999,18.9295
3.999,18.9019
4.999,18.8764
5.999,18.8469
6.999,18.8239
7.999,18.7967
8.998,18.7721
9.998,18.7452
10.999,18.714
11.998,18.6834
12.999,18.6508
13.998,18.623
14.999,18.5948
15.998,18.5612
16.999,18.5311
17.998,18.5034
18.998,18.4761
19.999,18.4392
20.998,18.4122
21.999,18.3782
22.999,18.3502
23.998,18.3154
24.999,18.2863
25.998,18.2613
26.998,18.2292
27.999,18.1951
28.998,18.1663
29.999,18.1325
30.998,18.1012
31.998,18.076
32.999,18.0441
33.998,18.0112
34.998,17.9904
35.999,17.9569
36.999,17.9289
37.999,17.9026
38.998,17.8756
39.999,17.8453
40.998,17.8215
41.998,17.7876
42.999,17.7569
43.998,17.7326
44.998,17.7016
45.999,17.6792
46.998,17.66
47.999,17.6345
48.999,17.6054
49.998,17.5776
50.999,17.5413
51.999,17.5123
52.998,17.4954
53.998,17.4678
54.998,17.4363
55.999,17.4127
56.999,17.3825
57.998,17.3568
58.998,17.3338
59.999,17.3082
60.999,17.286
61.998,17.2603
62.999,17.241
63.998,17.2077
64.999,17.1786
65.998,17.1543
66.999,17.1314
67.998,17.1053
68.999,17.0804
69.998,17.0511
70.999,17.0235
71.999,17.0016
72.998,16.9729
73.998,16.956
74.999,16.934
75.999,16.9124
76.998,16.8859
77.998,16.8589
78.998,16.8419
79.999,16.8176
80.998,16.7913
81.999,16.7663
82.999,16.7521
83.998,16.7297
84.998,16.7043
85.999,16.6792
86.998,16.6555
87.999,16.6327
88.998,16.6071
89.999,16.5916
90.998,16.5596
91.999,16.5301
92.999,16.5145
93.999,16.5002
94.998,16.4735
95.999,16.4534
96.998,16.4279
97.999,16.4102
98.998,16.387
99.998,16.3612
100.998,16.3328
101.998,16.3178
102.998,16.2962
103.999,16.2762
104.999,16.2543
105.998,16.2337
106.998,16.207
107.999,16.1832
108.998,16.1629
109.999,16.1369
110.998,16.1134
111.998,16.0908
112.998,16.0761
113.999,16.0561
114.999,16.0382
115.998,16.0145
116.998,15.9852
117.998,15.9701
118.999,15.9484
119.998,15.9242
120.999,15.9111
121.998,15.8898
122.998,15.8691
123.999,15.8477
124.998,15.8231
125.998,15.8005
126.998,15.7737
127.998,15.7561
128.998,15.7352
129.999,15.7143
130.998,15.6951
131.998,15.677
132.999,15.662
133.998,15.6394
134.999,15.6213
