0 207  1.4720878654251548 0.006526138500143109  
4 205 222.0 1.4657027612497904 0.007228592519607238 1.6338171657506195 0.0051304662103451425
10 203 216.0 1.460736914077035 0.008127089153438802 1.6302716165885203 0.006025203106619035
15 202 214.0 1.4615255361743935 0.008742761764990935 1.638315278791174 0.006705836923603694
20 202 212.0 1.4767668581762747 0.009162287846449908 1.6381475555273026 0.007444994943222256
25 201 210.0 1.471241048937547 0.00972448213738957 1.630066182365648 0.008202700871865132
30 201 209.0 1.4823552627192005 0.010092062902701333 1.6318703264903496 0.008779697140009278
35 200 208.0 1.4708315333833095 0.010580126690772894 1.6293799690420574 0.00933458746495305
40 200 208.0 1.4778864411764356 0.010884109367797608 1.6421788231522716 0.009701458911876196
45 200 207.0 1.4832473704101057 0.011158026686253736 1.6326361477000264 0.010197476660954394
50 200 207.0 1.4868920176166802 0.01140076667619819 1.6403626187469247 0.010512645121312043
55 200 207.0 1.4888053190592418 0.011611315972110736 1.645901467535013 0.010802837029095005
60 200 207.0 1.488979398645823 0.011788751580397232 1.6492327371262347 0.011066774647319873
65 200 207.0 1.4874135408586264 0.011932234348093682 1.6503444854509874 0.011303278916186864
70 200 207.0 1.4841141883003313 0.012041003835160331 1.649232737126235 0.01151125678525724
75 201 207.0 1.5032545075371782 0.012072105332139078 1.645901467535013 0.011689690741458626
80 201 207.0 1.4966091291761832 0.012126456237457185 1.6403626187469245 0.01183763002635799
85 202 207.0 1.512421465466045 0.012130149805166988 1.6326361477000264 0.011954183118637387
90 202 208.0 1.5022683982234433 0.012130216670408072 1.646690524164617 0.011999881693025691
95 203 208.0 1.514433957990637 0.0121079724807168 1.634758208598282 0.012067650781961923
100 203 209.0 1.5006668671527645 0.01205379210256823 1.6446770003744322 0.012090172997392025
105 204 210.0 1.5089244279682068 0.01200669014007781 1.6524217347474464 0.012106373847339579
110 205 210.0 1.5150626558047555 0.011952950029960153 1.6340060925365232 0.012108145281266997
115 206 211.0 1.5190123573699899 0.011892733612055928 1.63725789832027 0.012101908639020121
120 207 212.0 1.5207123015470323 0.01182612423733159 1.6381475555273026 0.012089708916881254
125 208 213.0 1.5201093524797817 0.01175312209408082 1.6366201180998237 0.012071557732400798
130 210 215.0 1.5399644148695848 0.011764805188651981 1.6560795659367495 0.01209810924233817
135 211 216.0 1.53435738967184 0.011689950117088274 1.6494119109382563 0.012078661469515218
140 212 217.0 1.5263138241495995 0.011608225260292222 1.640185354297618 0.012052910823542826
145 214 219.0 1.5379484139006012 0.011636077051052006 1.6513810709307328 0.012096342599155558
150 215 220.0 1.5246537733273802 0.011550861000153888 1.6367475326529373 0.012068073244232687
155 217 222.0 1.5305589895206326 0.011588961837430191 1.6421772583526175 0.012122689406195998
160 219 224.0 1.5334993094406402 0.011633170433312663 1.6446325942275701 0.012184039975791965
165 221 226.0 1.533450519963453 0.011683035971673418 1.6440867691567984 0.01225173893352069
170 224 228.0 1.5519841280528357 0.011871990553797023 1.6405193071705986 0.012325329198501453
175 227 232.0 1.5675000549309557 0.012065003272580194 1.6791202284034348 0.01258994225652625
