0	1	0	40	0	46	0	63	0	78	0	93	0	109	0	125	0	141	0	157	0	172	
13	1	147	22	147	23	147	32	147	40	147	48	147	57	147	62	147	73	147	80	147	248	
13	1	293	1	293	2	293	1	293	1	293	4	293	1	293	2	293	5	293	4	293	329	
13	1	440	-16	440	-19	440	-25	440	-33	440	-39	440	-45	440	-51	440	-57	440	-65	440	405	
13	1	587	-31	587	-37	587	-50	587	-63	587	-75	587	-89	587	-103	587	-113	587	-127	587	466	
13	1	693	-45	693	-52	693	-70	693	-87	693	-104	693	-123	693	-141	693	-156	693	-175	693	520	
13	1	773	-52	773	-61	773	-82	773	-104	773	-124	773	-125	773	-165	773	-185	773	-206	773	554	
13	1	840	-58	840	-68	840	-91	840	-115	840	-137	840	-161	840	-183	840	-206	840	-228	840	580	
13	1	880	-62	878	-72	875	-96	873	-122	873	-145	873	-170	871	-193	871	-217	871	-241	869	593	
