Частота,A * B
(kГц),(?)

0.00000000,0.12873190
0.02384186,0.11144690
0.04768372,0.16761070
0.07152557,0.15391120
0.09536743,0.11889350
0.11920929,0.12701000
0.14305115,0.18790220
0.16689301,0.17125410
0.19073486,0.13971520
0.21457672,0.07139909
0.23841858,0.04609602
0.26226044,0.06432142
0.28610229,0.07132839
0.30994415,0.19777810
0.33378601,0.41291560
0.35762787,0.54537580
0.38146973,0.62015150
0.40531158,0.40492540
0.42915344,0.21262860
0.45299530,0.09490710
0.47683716,0.02798347
0.50067902,0.06469914
0.52452087,0.02797337
0.54836273,0.09330495
0.57220459,0.18812120
0.59604645,0.41714840
0.61988831,0.66394710
0.64373016,0.81278280
0.66757202,0.72914740
0.69141388,0.25660980
0.71525574,0.05916852
0.73909760,0.06672262
0.76293945,0.04438287
0.78678131,0.07481765
0.81062317,0.12819840
0.83446503,0.18072320
0.85830688,0.20864400
0.88214874,0.13963870
0.90599060,0.10570290
0.92983246,0.17132860
0.95367432,0.10598100
0.97751617,0.38879050
1.00135803,0.68516740
1.02519989,0.43683540
1.04904175,0.19972490
1.07288361,0.14561330
1.09672546,0.14185840
1.12056732,0.13335980
1.14440918,0.17395030
1.16825104,0.17250030
1.19209290,0.14631050
1.21593475,0.06862976
1.23977661,0.05595027
1.26361847,0.05692767
1.28746033,0.05493438
1.31130219,0.14014070
1.33514404,0.11789880
1.35898590,0.40258020
1.38282776,0.59371240
1.40666962,0.40376560
1.43051147,0.23411160
1.45435333,0.10127880
1.47819519,0.04718580
1.50203705,0.07274301
1.52587891,0.03160493
1.54972076,0.07493151
1.57356262,0.16526740
1.59740448,0.44453290
1.62124634,0.75071200
1.64508820,1.17237000
1.66893005,1.04778900
1.69277191,0.31175020
1.71661377,0.04194440
1.74045563,0.06012400
1.76429749,0.02768284
1.78813934,0.06679527
1.81198120,0.10419800
1.83582306,0.17509170
1.85966492,0.22054990
1.88350677,0.14777100
1.90734863,0.09503238
1.93119049,0.17680710
1.95503235,0.07482350
1.97887421,0.81721850
2.00271606,1.28461400
2.02655792,0.71849890
2.05039978,0.18263450
2.07424164,0.13299960
2.09808350,0.15675280
2.12192535,0.12023790
2.14576721,0.16345980
2.16960907,0.18763190
2.19345093,0.15085600
2.21729279,0.05584581
2.24113464,0.07610869
2.26497650,0.06326659
2.28881836,0.02097207
2.31266022,0.12646930
2.33650208,0.12417950
2.36034393,0.38182140
2.38418579,0.53186200
2.40802765,0.39116930
2.43186951,0.25105270
2.45571136,0.09204250
2.47955322,0.04616018
2.50339508,0.06478707
2.52723694,0.04613988
2.55107880,0.06034570
2.57492065,0.15162080
2.59876251,0.43974100
2.62260437,0.82412490
2.64644623,1.54935300
2.67028809,1.33685400
2.69412994,0.34425270
2.71797180,0.02170470
2.74181366,0.06582762
2.76565552,0.03686103
2.78949738,0.06356522
2.81333923,0.09014427
2.83718109,0.18686800
2.86102295,0.22411270
2.88486481,0.15165070
2.90870667,0.10593360
2.93254852,0.17775540
2.95639038,0.13612110
2.98023224,1.21560400
3.00407410,1.76769400
3.02791595,0.92668960
3.05175781,0.17780460
3.07559967,0.11910910
3.09944153,0.15989920
3.12328339,0.10156990
3.14712524,0.12811630
