Частота,A * B
(kГц),(?)

0.00000000,0.14720310
0.02384186,0.07273211
0.04768372,0.03801628
0.07152557,0.01838312
0.09536743,0.19510230
0.11920929,0.35593260
0.14305115,0.29526200
0.16689301,0.10141940
0.19073486,0.01584505
0.21457672,0.01021065
0.23841858,0.01834618
0.26226044,0.01602096
0.28610229,0.10722380
0.30994415,0.43565190
0.33378601,0.87118550
0.35762787,1.11861300
0.38146973,0.92219780
0.40531158,0.43045780
0.42915344,0.07399110
0.45299530,0.02543641
0.47683716,0.00800957
0.50067902,0.01539976
0.52452087,0.00985846
0.54836273,0.01777265
0.57220459,0.05969242
0.59604645,0.40644730
0.61988831,1.00794900
0.64373016,1.42750000
0.66757202,1.19068300
0.69141388,0.54531360
0.71525574,0.11633380
0.73909760,0.00845443
0.76293945,0.01479085
0.78678131,0.00627524
0.81062317,0.01223092
0.83446503,0.07930428
0.85830688,0.27329240
0.88214874,0.37528200
0.90599060,0.23915260
0.92983246,0.03288257
0.95367432,0.09205177
0.97751617,0.41586080
1.00135803,0.69083540
1.02519989,0.41427720
1.04904175,0.04648619
1.07288361,0.02628524
1.09672546,0.16861750
1.12056732,0.34491930
1.14440918,0.30551850
1.16825104,0.11572350
1.19209290,0.01687611
1.21593475,0.00936981
1.23977661,0.01186842
1.26361847,0.00942361
1.28746033,0.08658878
1.31130219,0.29454920
1.33514404,0.55271390
1.35898590,0.83653310
1.38282776,0.83490950
1.40666962,0.44723240
1.43051147,0.09337997
1.45435333,0.01901981
1.47819519,0.01557074
1.50203705,0.00710739
1.52587891,0.00523321
1.54972076,0.02306446
1.57356262,0.04302966
1.59740448,0.38824890
1.62124634,1.12371700
1.64508820,1.77080200
1.66893005,1.49391200
1.69277191,0.62200120
1.71661377,0.12150240
1.74045563,0.00954319
1.76429749,0.01054368
1.78813934,0.00522011
1.81198120,0.02478131
1.83582306,0.06525128
1.85966492,0.25177400
1.88350677,0.37029020
1.90734863,0.25271910
1.93119049,0.04745518
1.95503235,0.19740500
1.97887421,0.86677470
2.00271606,1.30472300
2.02655792,0.70746610
2.05039978,0.08087557
2.07424164,0.01722309
2.09808350,0.14633690
2.12192535,0.32744660
2.14576721,0.31901720
2.16960907,0.14231950
2.19345093,0.01243957
2.21729279,0.01107427
2.24113464,0.00212904
2.26497650,0.00426338
2.28881836,0.06261515
2.31266022,0.15059560
2.33650208,0.26924160
2.36034393,0.60331450
2.38418579,0.76201830
2.40802765,0.46137200
2.43186951,0.10892690
2.45571136,0.02109390
2.47955322,0.00584437
2.50339508,0.01106518
2.52723694,0.00948657
2.55107880,0.02338366
2.57492065,0.03173653
2.59876251,0.37376620
2.62260437,1.24680100
2.64644623,2.10980700
2.67028809,1.74778400
2.69412994,0.64373950
2.71797180,0.10112370
2.74181366,0.00938392
2.76565552,0.00465385
2.78949738,0.00652118
2.81333923,0.02116688
2.83718109,0.04530439
2.86102295,0.22833650
2.88486481,0.37800400
2.90870667,0.28864570
2.93254852,0.06785411
2.95639038,0.31176010
2.98023224,1.29329400
3.00407410,1.79962400
3.02791595,0.90564630
3.05175781,0.10208360
3.07559967,0.02012963
3.09944153,0.12220460
3.12328339,0.30975350
3.14712524,0.32958400
