1.50, 3, 1.66, 2
1.48, 6, 1.65, 5
1.49, 11, 1.65, 9
1.49, 14, 1.65, 11
1.49, 20, 1.65, 16
1.49, 26, 1.65, 22
1.50, 34, 1.65, 28
1.49, 41, 1.65, 33
1.49, 52, 1.65, 43
1.50, 68, 1.65, 56
1.50, 76, 1.65, 63
