M T Omega Omega1
0,397305 30,64 0,205064794620744 0,000152986292428198
0,3160782 38,335 0,163902055750087 0,000163036389722186
0,2525094 48,0625 0,130729473231305 0,000140875596012137
0,20377332 60,115 0,104519426219406 0,000138623194432893
0,16586748 73,38 0,0856253108092067 0,000151418794100724
0,13561344 89,625 0,0701052753939145 0,000185960018596002
0,10924416 111,43 0,056386837540874 0,0000934817074994765
0,08934948 136,29 0,0461015871096895 0,000183432386822217
0,06639408 183,865 0,034172818683162 0,000149566257852229
