1	40	46	63	78	93	109	125	141	157	172
1	22	23	32	40	48	57	62	73	80	248
1	1	2	1	1	4	1	2	5	4	329
1	-16	-19	-25	-33	-39	-45	-51	-57	-65	405
1	-31	-37	-50	-63	-75	-89	-103	-113	-127	466
1	-45	-52	-70	-87	-104	-123	-141	-156	-175	520
1	-52	-61	-82	-104	-124	-125	-165	-185	-206	554
1	-58	-68	-91	-115	-137	-161	-183	-206	-228	580
1	-62	-72	-96	-122	-145	-170	-193	-217	-241	593
