0	0	0	0	0	0	0	0	0	0	0
13	147	147	147	147	147	147	147	147	147	147
13	293	293	293	293	293	293	293	293	293	293
13	440	440	440	440	440	440	440	440	440	440
13	587	587	587	587	587	587	587	587	587	587
13	693	693	693	693	693	693	693	693	693	693
13	773	773	773	773	773	773	773	773	773	773
13	840	840	840	840	840	840	840	840	840	840
13	880	878	875	873	873	873	871	871	871	869
