23;1872;5400;19
22;2130;5828;21
21;2146;5885;21
20;2174;5944;22
19;2192;5975;22
18;2218;6030;22
17;2235;6074;22
16;2248;6096;22
15;2266;6143;23
14;2274;6163;23
13;2298;6217;23
12;2318;6266;23
11;2334;6304;23
10;2346;6334;23
9;2363;6382;24
8;2372;6402;24
7;2412;6506;24
6;2418;6532;24
5;2440;6598;24
4;2466;6678;25
3;2478;6717;25
2;2544;6929;25
1;2575;7032;26
