40	25	0	40	0	0
60	17	1	58.8235294117647	3.46020761245675	0
80	13	1	76.9230769230769	5.91715976331361	0
100	10	0	100	0	0
120	8	1	125	15.625	0
140	7	1	142.857142857143	20.4081632653061	0
160	6	1	166.666666666667	27.7777777777778	0
180	6	1	166.666666666667	27.7777777777778	0
200	5	0	200	0	0
