Время,A * B
(mс),(?)

-1.00022787,0.13300500
-0.99990787,0.14575930
-0.99958787,0.16026110
-0.99926787,0.16274600
-0.99894787,0.17123930
-0.99862787,0.17973260
-0.99830787,0.19114570
-0.99798787,0.19996990
-0.99766787,0.20438200
-0.99734787,0.21320620
-0.99702787,0.21761820
-0.99670787,0.22203030
-0.99638787,0.22644240
-0.99606787,0.23085450
-0.99574787,0.24408720
-0.99542787,0.24866480
-0.99510787,0.24866480
-0.99478787,0.25324230
-0.99446787,0.23967870
-0.99414787,0.24866480
-0.99382787,0.24866480
-0.99350787,0.23967870
-0.99318787,0.24866480
-0.99286787,0.24408720
-0.99254787,0.24408720
-0.99222787,0.23950970
-0.99190787,0.24342200
-0.99158787,0.23035470
-0.99126787,0.23393620
-0.99094787,0.22445040
-0.99062787,0.21970740
-0.99030787,0.20288970
-0.98998787,0.19831220
-0.98966787,0.19599280
-0.98934787,0.18650700
-0.98902787,0.17702110
-0.98870787,0.16753530
-0.98838787,0.15804950
-0.98806787,0.14854770
-0.98774787,0.13906180
-0.98742787,0.12957600
-0.98710787,0.11534720
-0.98678787,0.10111840
-0.98646787,0.09163260
-0.98614787,0.08010344
-0.98582787,0.07028677
-0.98550787,0.05556174
-0.98518787,0.04083673
-0.98486787,0.02611171
-0.98454787,0.01629503
-0.98422787,0.00157001
-0.98390787,-0.01315501
-0.98358787,-0.02788003
-0.98326787,-0.04260505
-0.98294787,-0.05242173
-0.98262787,-0.06714675
-0.98230787,-0.08187177
-0.98198787,-0.09168845
-0.98166787,-0.10150510
-0.98134787,-0.11623010
-0.98102787,-0.13095520
-0.98070787,-0.14551610
-0.98038787,-0.15568070
-0.98006787,-0.16042170
-0.97974787,-0.18104950
-0.97942787,-0.18612320
-0.97910787,-0.20134450
-0.97878787,-0.20641830
-0.97846787,-0.21656580
-0.97814787,-0.22671330
-0.97782787,-0.23178710
-0.97750787,-0.24193460
-0.97718787,-0.24700830
-0.97686787,-0.26030070
-0.97654787,-0.25715580
-0.97622787,-0.26222960
-0.97590787,-0.26730340
-0.97558787,-0.27601820
-0.97526787,-0.27237710
-0.97494787,-0.28125740
-0.97462787,-0.28649650
-0.97430787,-0.28649650
-0.97398787,-0.28649650
-0.97366787,-0.29554220
-0.97334787,-0.28125740
-0.97302787,-0.29013760
-0.97270787,-0.28473300
-0.97238787,-0.27601820
-0.97206787,-0.27932840
-0.97174787,-0.27392380
-0.97142787,-0.26851920
-0.97110787,-0.26311460
-0.97078787,-0.25230540
-0.97046787,-0.24149630
-0.97014787,-0.23609160
-0.96982787,-0.23068710
-0.96950787,-0.21987790
-0.96918787,-0.20906870
-0.96886787,-0.19825950
-0.96854787,-0.18204570
-0.96822787,-0.18204760
-0.96790787,-0.16040910
-0.96758787,-0.15417870
-0.96726787,-0.14303870
-0.96694787,-0.12632870
-0.96662787,-0.11518860
-0.96630787,-0.09847860
-0.96598787,-0.08733857
-0.96566787,-0.07062853
-0.96534787,-0.05391848
-0.96502787,-0.04277846
-0.96470787,-0.02606842
-0.96438787,-0.00935837
-0.96406787,0.00735167
-0.96374787,0.01849170
-0.96342787,0.03624716
-0.96310787,0.05191178
-0.96278787,0.07065976
-0.96246787,0.08786605
-0.96214787,0.09933692
-0.96182787,0.11080780
-0.96150787,0.12801410
-0.96118787,0.13948490
-0.96086787,0.15669120
-0.96054787,0.16816210
-0.96022787,0.17963300
-0.95990787,0.19685860
-0.95958787,0.20832950
-0.95926787,0.22023880
-0.95894787,0.23127120
-0.95862787,0.24974310
-0.95830787,0.25421290
-0.95798787,0.25994830
-0.95766787,0.27334650
-0.95734787,0.27715470
-0.95702787,0.29104910
-0.95670787,0.29694990
-0.95638787,0.31134060
-0.95606787,0.31740690
-0.95574787,0.32347310
-0.95542787,0.31465240
-0.95510787,0.32953940
-0.95478787,0.32953940
-0.95446787,0.32953940
-0.95414787,0.32953940
-0.95382787,0.32953940
-0.95350787,0.32953940
-0.95318787,0.32953940
-0.95286787,0.32347310
-0.95254787,0.31740690
