Время,A * B
(mс),(?)

-1.00024312,0.13725170
-0.99992312,0.14575930
-0.99960312,0.16026110
-0.99928312,0.16908530
-0.99896312,0.17790950
-0.99864312,0.18397930
-0.99832312,0.19555780
-0.99800312,0.19996990
-0.99768312,0.20879410
-0.99736312,0.21320620
-0.99704312,0.21761820
-0.99672312,0.22203030
-0.99640312,0.22644240
-0.99608312,0.23085450
-0.99576312,0.23526660
-0.99544312,0.23967870
-0.99512312,0.23967870
-0.99480312,0.23967870
-0.99448312,0.24866480
-0.99416312,0.23967870
-0.99384312,0.23967870
-0.99352312,0.24866480
-0.99320312,0.24866480
-0.99288312,0.24408720
-0.99256312,0.23950970
-0.99224312,0.23950970
-0.99192312,0.23493220
-0.99160312,0.22577720
-0.99128312,0.23393620
-0.99096312,0.21662220
-0.99064312,0.21204470
-0.99032312,0.21022160
-0.99000312,0.19831220
-0.98968312,0.19599280
-0.98936312,0.18650700
-0.98904312,0.17702110
-0.98872312,0.16753530
-0.98840312,0.15804950
-0.98808312,0.14854770
-0.98776312,0.13431890
-0.98744312,0.12483300
-0.98712312,0.11060430
-0.98680312,0.10111840
-0.98648312,0.09163260
-0.98616312,0.08010344
-0.98584312,0.06537843
-0.98552312,0.05368923
-0.98520312,0.04083673
-0.98488312,0.02611171
-0.98456312,0.01100294
-0.98424312,-0.00333833
-0.98392312,-0.01315501
-0.98360312,-0.02788003
-0.98328312,-0.04260505
-0.98296312,-0.05733007
-0.98264312,-0.06714675
-0.98232312,-0.08187177
-0.98200312,-0.09659678
-0.98168312,-0.10150510
-0.98136312,-0.11623010
-0.98104312,-0.13536860
-0.98072312,-0.14551610
-0.98040312,-0.16075440
-0.98008312,-0.16582820
-0.97976312,-0.17514670
-0.97944312,-0.19119700
-0.97912312,-0.20134450
-0.97880312,-0.21149200
-0.97848312,-0.22163950
-0.97816312,-0.22671330
-0.97784312,-0.23178710
-0.97752312,-0.24193460
-0.97720312,-0.24700830
-0.97688312,-0.25208210
-0.97656312,-0.25715580
-0.97624312,-0.26222960
-0.97592312,-0.26730340
-0.97560312,-0.26730340
-0.97528312,-0.28125740
-0.97496312,-0.27237710
-0.97464312,-0.28649650
-0.97432312,-0.28649650
-0.97400312,-0.28649650
-0.97368312,-0.28125740
-0.97336312,-0.28125740
-0.97304312,-0.29013760
-0.97272312,-0.28473300
-0.97240312,-0.27932840
-0.97208312,-0.27392380
-0.97176312,-0.26851920
-0.97144312,-0.26311460
-0.97112312,-0.25771000
-0.97080312,-0.25230540
-0.97048312,-0.24149630
-0.97016312,-0.23609160
-0.96984312,-0.21987790
-0.96952312,-0.21447330
-0.96920312,-0.20906870
-0.96888312,-0.19285490
-0.96856312,-0.18204570
-0.96824312,-0.17123650
-0.96792312,-0.16040910
-0.96760312,-0.14419530
-0.96728312,-0.13746870
-0.96696312,-0.12257700
-0.96664312,-0.10636320
-0.96632312,-0.09847860
-0.96600312,-0.08176856
-0.96568312,-0.06505851
-0.96536312,-0.05391848
-0.96504312,-0.03720845
-0.96472312,-0.02606842
-0.96440312,-0.00378836
-0.96408312,0.00735167
-0.96376312,0.02406171
-0.96344312,0.04077176
-0.96312312,0.05748180
-0.96280312,0.06862182
-0.96248312,0.08786605
-0.96216312,0.10507230
-0.96184312,0.11654320
-0.96152312,0.13374950
-0.96120312,0.14522040
-0.96088312,0.15669120
-0.96056312,0.17389750
-0.96024312,0.18536840
-0.95992312,0.19685860
-0.95960312,0.21406490
-0.95928312,0.21980030
-0.95896312,0.23127120
-0.95864312,0.24274200
-0.95832312,0.25421290
-0.95800312,0.27334650
-0.95768312,0.27141920
-0.95736312,0.28514820
-0.95704312,0.29104910
-0.95672312,0.29694990
-0.95640312,0.30875160
-0.95608312,0.31740690
-0.95576312,0.31465240
-0.95544312,0.32347310
-0.95512312,0.32953940
-0.95480312,0.32953940
-0.95448312,0.32953940
-0.95416312,0.33560570
-0.95384312,0.32953940
-0.95352312,0.32953940
-0.95320312,0.32347310
-0.95288312,0.32347310
-0.95256312,0.31740690
