t (s),V (mV)
0,22.194
2.041,22.1425
4.081,22.0827
6.122,22.0259
8.163,21.9684
10.203,21.908
12.244,21.8441
14.285,21.7789
16.325,21.7132
17.89,21.6663
19.931,21.6022
21.972,21.539
25.038,21.4479
27.079,21.388
29.119,21.3271
31.16,21.268
33.201,21.2078
35.242,21.1425
37.282,21.0821
39.323,21.0215
40.888,20.9763
42.929,20.918
44.969,20.8587
48.036,20.7749
50.076,20.7177
52.117,20.6628
54.158,20.6303
56.198,20.5788
58.239,20.5271
60.28,20.474
62.32,20.4211
63.885,20.3835
65.926,20.3331
67.966,20.2827
71.033,20.2043
73.073,20.1537
75.114,20.1044
77.155,20.0557
79.195,20.0073
81.236,19.9604
83.277,19.911
85.318,19.8639
86.882,19.8297
88.923,19.7835
90.964,19.7367
94.03,19.6682
96.071,19.6225
98.111,19.5763
100.152,19.5314
102.193,19.4886
104.233,19.444
106.274,19.3984
107.362,19.3798
108.926,19.3456
110.966,19.3027
113.007,19.2232
115.048,19.178
118.114,19.1114
120.155,19.0683
122.195,19.0256
124.236,18.9813
126.276,18.9392
128.317,18.8981
129.882,18.8677
131.923,18.8268
133.963,18.7871
136.004,18.7482
138.045,18.7082
141.111,18.6469
143.152,18.6073
145.192,18.5673
147.233,18.5274
149.274,18.4873
150.362,18.4658
151.926,18.4365
153.966,18.3951
156.007,18.353
158.048,18.2799
160.088,18.242
162.129,18.2027
165.195,18.1428
167.236,18.1041
169.277,18.0663
171.318,18.0278
172.882,17.9972
174.923,17.9596
176.964,17.9239
179.004,17.889
181.045,17.8532
183.085,17.8163
185.126,17.78
188.193,17.7286
190.233,17.6929
192.274,17.6585
193.362,17.6422
194.926,17.6123
196.966,17.5768
199.007,17.5414
201.048,17.5076
203.088,17.4727
205.129,17.4384
207.17,17.4049
209.21,17.37
212.277,17.3196
214.317,17.2863
215.882,17.2621
217.923,17.2286
219.963,17.195
222.004,17.1611
224.045,17.127
226.085,17.0933
228.126,17.0605
230.167,17.0263
232.207,16.9932
235.274,16.9425
236.366,16.9274
237.925,16.9039
239.966,16.8695
242.006,16.8357
244.047,16.8006
246.088,16.7662
248.128,16.7326
250.169,16.6987
252.209,16.6657
254.25,16.6322
256.29,16.6
258.881,16.5639
260.921,16.5307
262.962,16.5013
265.002,16.4689
267.043,16.4375
269.083,16.4048
271.124,16.3718
273.164,16.3406
275.205,16.304
277.245,16.2761
279.286,16.2443
281.876,16.2075
283.917,16.1772
285.957,16.149
287.998,16.1166
290.038,16.0875
292.079,16.0577
294.12,16.0268
296.16,15.9963
298.201,15.9663
300.241,15.936
302.282,15.9053
304.872,15.8684
306.913,15.8396
308.954,15.811
310.994,15.7818
313.035,15.7525
315.076,15.7231
317.116,15.6941
319.157,15.6637
321.198,15.6351
323.238,15.606
325.279,15.5757
327.869,15.5342
329.91,15.5064
331.951,15.478
333.991,15.4488
336.032,15.4206
338.073,15.3913
340.113,15.3635
342.154,15.3349
344.195,15.3052
346.235,15.277
348.276,15.2493
350.866,15.2082
352.907,15.1786
354.948,15.1488
356.989,15.1203
359.029,15.0909
361.07,15.0624
363.111,15.0325
365.151,15.0069
367.192,14.9779
369.232,14.9502
371.273,14.9216
373.864,14.885
375.904,14.8573
377.945,14.8287
379.986,14.8007
382.026,14.7723
384.067,14.7444
386.107,14.7155
388.148,14.6859
390.189,14.6615
392.229,14.6339
394.27,14.6067
397.34,14.5684
398.901,14.5486
400.941,14.5198
402.982,14.4842
405.022,14.4652
407.063,14.4389
409.103,14.4118
411.144,14.3835
413.184,14.3563
415.225,14.3245
417.266,14.3009
420.336,14.2605
421.896,14.2415
423.937,14.2141
425.978,14.1879
428.018,14.1616
430.059,14.1365
432.099,14.1095
434.14,14.0827
436.18,14.0558
438.221,14.0289
440.261,14.0031
443.327,13.9626
444.892,13.9467
446.933,13.9197
