t (s),V (mV)
0,15.3738
1.088,15.3533
3.128,15.3097
4.693,15.2765
6.734,15.2304
8.775,15.1832
10.815,15.1349
12.856,15.0855
14.897,15.0361
16.937,14.9856
18.978,14.9364
21.019,14.8866
23.059,14.8369
26.126,14.7609
27.69,14.7246
29.731,14.6762
31.772,14.6281
33.812,14.5805
35.853,14.5332
37.894,14.4855
39.934,14.4398
41.975,14.3926
44.016,14.345
46.056,14.2991
48.17,14.2475
49.734,14.214
51.775,14.1679
53.815,14.1215
55.856,14.0764
57.897,14.0295
59.937,13.9848
61.978,13.9391
64.019,13.8946
66.059,13.8495
67.151,13.8228
68.711,13.7864
70.752,13.7429
73.818,13.6781
75.859,13.6345
77.9,13.5904
79.94,13.5476
81.981,13.5034
84.022,13.4594
86.062,13.4149
87.153,13.3887
88.714,13.3576
90.755,13.3146
92.795,13.2717
94.836,13.2282
97.902,13.1626
99.943,13.1202
101.984,13.0773
104.024,13.0341
106.065,12.9921
107.153,12.9695
108.717,12.9389
110.757,12.897
112.798,12.8553
114.839,12.8137
116.88,12.7729
118.92,12.731
121.987,12.669
124.027,12.6275
126.068,12.5876
127.16,12.5663
128.72,12.5359
130.76,12.4966
132.801,12.4559
134.842,12.4132
136.883,12.3713
138.923,12.3306
140.964,12.2923
143.005,12.2519
146.071,12.1927
147.163,12.1752
148.723,12.1427
150.764,12.1041
152.804,12.0658
154.845,12.0271
156.886,11.989
158.927,11.9499
160.967,11.9108
163.008,11.8737
165.049,11.8369
167.089,11.8014
169.68,11.7538
171.721,11.7171
173.761,11.6797
175.802,11.6426
177.843,11.6063
179.884,11.5698
181.924,11.5342
183.965,11.4977
186.005,11.4606
188.046,11.4252
190.087,11.3902
192.677,11.3521
194.718,11.3167
196.759,11.2812
198.799,11.246
200.84,11.2109
202.881,11.1763
204.921,11.1404
206.962,11.1055
209.003,11.0705
211.044,11.036
213.084,11.0023
215.675,10.9607
217.715,10.9281
219.756,10.8944
221.797,10.8613
223.837,10.8275
225.878,10.7932
227.919,10.7582
229.959,10.7244
232,10.6905
234.041,10.657
236.081,10.6233
238.671,10.5817
240.71,10.5502
242.75,10.5165
244.789,10.4846
246.829,10.4513
248.868,10.4191
250.908,10.3866
252.947,10.3552
254.987,10.323
257.026,10.2902
259.066,10.2597
262.131,10.2145
263.695,10.1923
265.734,10.161
267.774,10.1288
269.813,10.0981
271.853,10.0668
273.892,10.0357
275.932,10.0015
277.972,9.9736
280.013,9.9429
282.053,9.9118
284.171,9.8789
285.731,9.8575
287.771,9.8282
289.812,9.7973
291.853,9.7675
293.893,9.7365
295.934,9.7054
297.974,9.676
300.015,9.6465
302.055,9.6157
304.096,9.5854
306.136,9.5554
308.727,9.5193
310.767,9.4904
312.808,9.4606
314.848,9.4263
316.889,9.3977
318.929,9.3681
320.97,9.3391
323.01,9.3091
325.051,9.2786
327.091,9.249
329.132,9.2178
331.722,9.186
333.763,9.1565
335.804,9.1265
337.844,9.0968
339.885,9.0676
341.925,9.0384
343.966,9.0099
346.006,8.9802
348.047,8.9512
350.087,8.9226
352.128,8.8947
354.718,8.8611
356.759,8.8343
358.799,8.8076
360.84,8.7802
362.88,8.7532
364.921,8.7254
366.961,8.6972
369.002,8.6691
371.042,8.642
373.083,8.6142
375.123,8.5869
377.713,8.5532
379.754,8.5262
381.794,8.4999
383.835,8.4723
385.875,8.4448
387.916,8.4181
389.956,8.3912
391.997,8.3645
394.038,8.3384
396.078,8.3109
397.17,8.2955
399.755,8.2634
401.796,8.2383
403.837,8.2125
405.877,8.1869
407.918,8.1613
409.958,8.1365
411.998,8.11
414.039,8.0833
416.079,8.0558
417.172,8.0395
418.731,8.0229
420.772,7.997
422.812,7.9721
425.878,7.9332
427.919,7.9089
429.959,7.8842
432,7.8586
434.04,7.8339
436.081,7.8093
437.169,7.7971
438.733,7.7793
440.773,7.7549
442.814,7.7316
444.854,7.7074
446.895,7.6837
449.961,7.6465
452.001,7.6226
454.042,7.5971
456.082,7.5728
457.17,7.5586
458.734,7.5433
460.774,7.5187
462.815,7.4936
464.855,7.4697
466.896,7.4461
468.936,7.4222
470.977,7.3972
