t (s),V (mV)
0,21.4343
2.041,21.2875
4.082,21.1411
6.122,20.9947
8.163,20.8499
10.204,20.7051
12.245,20.5619
14.286,20.4197
16.326,20.2785
18.367,20.1392
20.408,20.0004
22.452,19.8638
25.039,19.6954
27.08,19.5606
29.121,19.4272
31.161,19.2956
33.202,19.1651
35.243,19.0355
37.284,18.9079
39.325,18.7818
41.365,18.656
43.406,18.5323
45.447,18.4081
48.038,18.2539
50.078,18.1324
52.119,18.0125
54.16,17.8942
56.201,17.7763
58.242,17.6598
60.282,17.5441
62.323,17.4304
64.364,17.3166
66.404,17.2042
68.445,17.0926
71.035,16.9522
73.076,16.8431
75.117,16.7339
77.157,16.6259
79.198,16.5191
81.239,16.4121
83.279,16.3071
85.32,16.2026
87.361,16.0986
89.401,15.9944
91.442,15.8948
94.032,15.7662
96.073,15.6657
98.114,15.5674
100.154,15.468
102.195,15.37
104.236,15.273
106.276,15.1766
108.317,15.0783
110.358,14.9854
112.398,14.8912
114.439,14.7974
117.03,14.6773
119.07,14.5848
121.111,14.4933
123.152,14.4014
125.192,14.3125
127.233,14.2229
129.274,14.1346
131.314,14.0466
133.355,13.96
135.395,13.8726
137.436,13.7857
140.027,13.6757
142.067,13.592
144.108,13.5073
146.149,13.423
148.189,13.3391
150.23,13.2561
152.271,13.1711
154.311,13.0405
156.352,13.0044
158.393,12.9242
159.481,12.8822
162.07,12.78
164.111,12.6977
166.152,12.6218
168.192,12.5457
170.233,12.4675
172.274,12.3908
174.315,12.3139
176.355,12.2384
178.396,12.1631
180.437,12.0893
182.002,12.0332
184.042,11.9597
187.109,11.8486
189.149,11.7754
191.19,11.7028
193.231,11.6313
195.272,11.5604
197.312,11.4889
199.353,11.4199
201.394,11.3511
202.482,11.3153
204.046,11.2609
206.086,11.192
208.127,11.1235
211.194,11.0209
213.234,10.9532
215.275,10.8858
217.316,10.8186
219.356,10.7528
221.397,10.6867
223.437,10.6204
225.001,10.5677
227.04,10.5031
229.08,10.4389
231.119,10.3742
234.185,10.2755
236.224,10.2119
238.264,10.1485
240.303,10.0853
242.343,10.0234
244.383,9.9612
