t (s),V (mV)
0,10.2785
2.04,10.2247
4.079,10.1689
6.119,10.1128
8.158,10.0559
10.198,9.9969
12.239,9.9366
14.279,9.8797
16.32,9.8247
18.36,9.7675
19.452,9.7368
21.011,9.6912
23.052,9.6337
26.118,9.5491
28.158,9.4909
30.199,9.4366
32.239,9.3835
34.28,9.3291
36.32,9.2766
38.36,9.2214
39.452,9.1909
41.012,9.1477
43.052,9.0939
45.093,9.0396
47.133,8.9866
50.199,8.9089
52.24,8.8581
54.28,8.809
56.321,8.7563
58.361,8.7051
59.453,8.6783
61.012,8.6374
63.053,8.5866
65.093,8.5353
67.134,8.4864
69.174,8.4396
71.214,8.3926
74.28,8.3183
76.321,8.2708
78.361,8.2241
79.453,8.2017
81.012,8.1664
83.053,8.1181
85.093,8.0698
87.134,8.0242
89.174,7.9783
91.214,7.9336
93.255,7.8862
95.295,7.8421
98.361,7.774
99.453,7.7512
101.013,7.7193
103.053,7.6767
105.094,7.6326
107.134,7.59
109.174,7.5476
111.215,7.503
113.255,7.4585
115.295,7.4163
117.336,7.3736
119.376,7.3321
121.966,7.2757
124.007,7.2348
126.047,7.1943
128.088,7.1524
130.128,7.1109
132.168,7.0677
134.209,7.0222
136.249,6.9827
138.289,6.9413
140.33,6.9016
142.37,6.862
144.961,6.8122
147.001,6.7725
149.041,6.733
151.082,6.6953
153.122,6.6532
155.163,6.6161
157.203,6.5777
159.243,6.5393
161.283,6.5014
163.324,6.4642
165.364,6.4267
168.434,6.3704
169.994,6.3433
172.034,6.3043
174.075,6.2677
176.115,6.2333
178.155,6.1955
180.196,6.158
182.236,6.1219
184.276,6.0872
186.316,6.052
188.356,6.0178
191.423,5.9609
192.987,5.9354
195.027,5.8983
197.067,5.8626
199.107,5.8275
201.148,5.794
203.188,5.7598
205.228,5.7277
207.268,5.6924
209.308,5.6522
211.349,5.6205
214.415,5.5763
215.979,5.5477
218.019,5.5162
220.059,5.483
222.099,5.4485
224.14,5.417
226.18,5.3846
228.22,5.3545
230.26,5.3246
232.301,5.2924
234.341,5.2627
236.459,5.2371
238.018,5.211
240.058,5.1795
242.098,5.1494
244.138,5.1197
246.179,5.0923
248.219,5.0557
250.259,5.0263
252.299,4.9984
254.339,4.9679
256.38,4.9401
258.42,4.9246
261.01,4.8901
263.05,4.8617
265.09,4.8329
267.13,4.8065
269.171,4.7804
