kHz;V
0;0.04031004
0.01192093;0.0277605
0.02384186;0.0187216
0.03576279;0.0056538
0.04768372;0.00100311
0.05960464;0.00239926
0.07152557;0.00277249
0.0834465;0.00276723
0.09536743;0.00233884
0.10728836;0.00108573
0.11920929;0.00045508
0.13113022;0.00145208
0.14305115;0.00203853
0.15497208;0.00206388
0.16689301;0.00195902
0.17881393;0.00124044
0.19073486;0.00031651
0.20265579;0.00031575
0.21457672;0.00053856
0.22649765;0.00061714
0.23841858;0.00059094
0.25033951;0.00049092
0.26226044;0.00041251
0.27418137;0.00184428
0.28610229;0.00480988
0.29802322;0.00640624
0.30994415;0.00648254
0.32186508;0.00606843
0.33378601;0.00366229
0.34570694;0.0014119
0.35762787;0.0025856
0.3695488;0.00438607
0.38146973;0.00474393
0.39339066;0.00467548
0.40531158;0.00364365
0.41723251;0.00146106
0.42915344;0.00020509
0.44107437;0.00064066
0.4529953;0.00085942
0.46491623;0.00091626
0.47683716;0.00086806
0.48875809;0.00053444
0.50067902;0.00027359
0.51259995;0.00070039
0.52452087;0.0011288
0.5364418;0.00120418
0.54836273;0.00115219
0.56028366;0.0008255
0.57220459;0.00025852
0.58412552;0.00175039
0.59604645;0.00397194
0.60796738;0.00484341
0.61988831;0.00487878
0.63180923;0.00434234
0.64373016;0.00236083
0.65565109;0.00127384
0.66757202;0.00326103
0.67949295;0.00508123
0.69141388;0.0053283
0.70333481;0.00522868
0.71525574;0.00369934
0.72717667;0.0013242
0.7390976;0.00049258
0.75101852;0.00085931
0.76293945;0.00098901
0.77486038;0.00103115
0.78678131;0.00086617
0.79870224;0.0004674
0.81062317;0.00041104
0.8225441;0.00144203
0.83446503;0.002139
0.84638596;0.00218006
0.85830688;0.00211598
0.87022781;0.00136234
0.88214874;0.00039969
0.89406967;0.00113694
0.9059906;0.00221699
0.91791153;0.00245772
0.92983246;0.00247598
0.94175339;0.00200009
0.95367432;0.00670507
0.96559525;0.06853062
0.97751617;0.1992313
0.9894371;0.2770898
1.00135803;0.2831753
1.01327896;0.2688267
1.02519989;0.1696255
1.03712082;0.04677542
1.04904175;0.00292767
1.06096268;0.00276241
1.07288361;0.00302788
1.08480453;0.00301342
1.09672546;0.00240807
1.10864639;0.00100845
1.12056732;0.00043088
1.13248825;0.00138197
1.14440918;0.00184193
1.15633011;0.00187453
1.16825104;0.00176271
1.18017197;0.00104635
1.1920929;0.00023735
1.20401382;0.0001422
1.21593475;0.00019277
1.22785568;0.00022384
1.23977661;0.00018604
1.25169754;0.00014829
1.26361847;0.0003827
1.2755394;0.0024089
1.28746033;0.00585405
1.29938126;0.00742912
1.31130219;0.00748368
1.32322311;0.00683893
1.33514404;0.00383655
1.34706497;0.00141612
1.3589859;0.00266297
1.37090683;0.00424589
1.38282776;0.00449617
1.39474869;0.00440393
1.40666962;0.00325666
1.41859055;0.00118574
1.43051147;0.00011836
1.4424324;0.00038444
1.45435333;0.0004984
1.46627426;0.00054284
1.47819519;0.00046281
1.49011612;0.00022972
1.50203705;0.00021878
1.51395798;0.00092325
1.52587891;0.00144563
1.53779984;0.00154691
1.54972076;0.00148349
1.56164169;0.00102417
1.57356262;0.00029972
1.58548355;0.00195011
1.59740448;0.00408262
1.60932541;0.00477043
1.62124634;0.0047772
1.63316727;0.00410758
1.6450882;0.00206591
1.65700912;0.0011822
1.66893005;0.00276148
1.68085098;0.00399747
1.69277191;0.0040795
1.70469284;0.00394057
1.71661377;0.00259791
1.7285347;0.00091464
1.74045563;0.0006708
1.75237656;0.00125204
1.76429749;0.00138722
1.77621841;0.00144062
1.78813934;0.00115453
1.80006027;0.0005589
1.8119812;0.00049591
1.82390213;0.00155767
1.83582306;0.0021751
1.84774399;0.00219118
1.85966492;0.00209905
1.87158585;0.00124832
1.88350677;0.00031931
1.8954277;0.00100774
1.90734863;0.00189731
1.91926956;0.00201568
1.93119049;0.00208031
1.94311142;0.00153266
1.95503235;0.00953578
1.96695328;0.08015098
1.97887421;0.2103384
1.99079514;0.2762359
2.00271606;0.2797163
2.01463699;0.2595492
2.02655792;0.1521974
2.03847885;0.03715423
2.05039978;0.00194784
2.06232071;0.00306197
2.07424164;0.00322122
2.08616257;0.00322322
2.0980835;0.00244799
2.11000443;0.0009898
2.12192535;0.00046664
2.13384628;0.00135122
2.14576721;0.00173217
2.15768814;0.00177343
2.16960907;0.00162311
2.18153;0.00090804
2.19345093;0.00021506
2.20537186;0.00010525
2.21729279;0.00019928
2.22921371;0.00022087
2.24113464;0.00024892
2.25305557;0.00019925
2.2649765;0.000524
2.27689743;0.00310436
2.28881836;0.00687268
2.30073929;0.00828461
2.31266022;0.00829553
2.32458115;0.00730715
2.33650208;0.00377288
2.348423;0.00137658
2.36034393;0.00271672
2.37226486;0.00406677
2.38418579;0.00423505
2.39610672;0.00410809
2.40802765;0.00288245
2.41994858;0.00097266
2.43186951;0.00011318
2.44379044;0.00010601
2.45571136;0.00013433
2.46763229;0.0001627
2.47955322;0.00012208
2.49147415;0.00008345
2.50339508;0.00041498
2.51531601;0.00126374
2.52723694;0.00179435
2.53915787;0.00185135
2.5510788;0.00173159
2.56299973;0.00110733
2.57492065;0.00041865
2.58684158;0.00215189
2.59876251;0.00410501
2.61068344;0.00463414
2.62260437;0.00464237
2.6345253;0.00387205
2.64644623;0.00186333
2.65836716;0.00101134
2.67028809;0.00200622
2.68220901;0.00270084
2.69412994;0.00271346
2.70605087;0.00258515
2.7179718;0.00159481
2.72989273;0.00062508
2.74181366;0.0008849
2.75373459;0.00157909
2.76565552;0.00168749
2.77757645;0.00171954
2.78949738;0.00132883
2.8014183;0.00058166
2.81333923;0.00056803
2.82526016;0.00163127
2.83718109;0.00217584
2.84910202;0.00218998
2.86102295;0.00207386
2.87294388;0.0011659
2.88486481;0.00033153
2.89678574;0.00086797
2.90870667;0.00155594
2.92062759;0.00158849
2.93254852;0.00166613
2.94446945;0.0010851
2.95639038;0.01295428
2.96831131;0.09159388
2.98023224;0.2181901
2.99215317;0.2721077
3.0040741;0.2738192
3.01599503;0.2469811
3.02791595;0.1339735
3.03983688;0.02875783
3.05175781;0.00165512
3.06367874;0.00316084
3.07559967;0.00325395
3.0875206;0.00327822
3.09944153;0.00235157
3.11136246;0.00086816
3.12328339;0.00049914
3.13520432;0.00126407
3.14712524;0.00150295
3.15904617;0.00152191
3.1709671;0.00132727
3.18288803;0.00068267
3.19480896;0.00016695
3.20672989;0.00039623
3.21865082;0.00060698
3.23057175;0.00064741
3.24249268;0.00062547
3.2544136;0.00042322
3.26633453;0.00071026
3.27825546;0.00380727
3.29017639;0.00771853
3.30209732;0.00890122
3.31401825;0.00888027
3.32593918;0.00752841
3.33786011;0.00358875
3.34978104;0.00133375
3.36170197;0.00262653
3.37362289;0.00370427
3.38554382;0.00379282
3.39746475;0.00362314
3.40938568;0.00237055
3.42130661;0.00073082
3.43322754;0.00020428
3.44514847;0.00023269
3.4570694;0.00022911
3.46899033;0.00018734
3.48091125;0.00013796
3.49283218;0.00004043
3.50475311;0.00052092
3.51667404;0.00146974
3.52859497;0.00196248
3.5405159;0.00198242
3.55243683;0.00181836
3.56435776;0.00104889
3.57627869;0.00046778
3.58819962;0.00227194
3.60012054;0.00400969
3.61204147;0.00439745
3.6239624;0.00438931
3.63588333;0.00347503
3.64780426;0.00150448
3.65972519;0.0005725
3.67164612;0.00097607
3.68356705;0.00127676
3.69548798;0.00129407
3.70740891;0.00123847
3.71932983;0.0007455
3.73125076;0.00049747
3.74317169;0.00114358
3.75509262;0.00189332
3.76701355;0.00198874
3.77893448;0.00201468
3.79085541;0.00149913
3.80277634;0.00059543
3.81469727;0.00068127
3.82661819;0.00170155
3.83853912;0.00214735
3.85046005;0.00213449
3.86238098;0.00194581
3.87430191;0.00097975
3.88622284;0.00031128
3.89814377;0.00071445
3.9100647;0.00116431
3.92198563;0.00112331
3.93390656;0.00117224
3.94582748;0.00068564
3.95774841;0.01698636
3.96966934;0.1024781
3.98159027;0.2226404
3.9935112;0.2652249
4.00543213;0.2657058
4.01735306;0.2316034
4.02927399;0.1156948
4.04119492;0.02170385
4.05311584;0.00186507
4.06503677;0.00326995
4.0769577;0.00330568
4.08887863;0.00328316
4.10079956;0.0021967
4.11272049;0.00074429
4.12464142;0.00041671
4.13656235;0.00100816
4.14848328;0.00113562
4.16040421;0.00115857
4.17232513;0.0009737
4.18424606;0.00047991
4.19616699;0.00026408
4.20808792;0.00076953
4.22000885;0.00103905
4.23192978;0.00108037
4.24385071;0.00101097
4.25577164;0.00063737
4.26769257;0.00087589
4.27961349;0.00442535
4.29153442;0.00834477
4.30345535;0.00932083
4.31537628;0.00929868
4.32729721;0.00754432
4.33921814;0.00330726
4.35113907;0.00123719
4.36306;0.00240434
4.37498093;0.00320223
4.38690186;0.00323816
4.39882278;0.00304203
4.41074371;0.00187363
4.42266464;0.00058724
4.43458557;0.00041573
4.4465065;0.00060576
4.45842743;0.00062525
4.47034836;0.00059247
4.48226929;0.00045596
4.49419022;0.0001652
4.50611115;0.00062227
4.51803207;0.00166479
4.529953;0.00215233
4.54187393;0.00217848
4.55379486;0.00198338
4.56571579;0.00107906
4.57763672;0.00049626
4.58955765;0.00227013
4.60147858;0.00375279
4.61339951;0.00401357
4.62532043;0.00395441
4.63724136;0.0029484
4.64916229;0.00111021
4.66108322;0.00016319
4.67300415;0.00009233
4.68492508;0.00008615
4.69684601;0.00008416
4.70876694;0.00002853
4.72068787;0.00005241
4.7326088;0.00046861
4.74452972;0.00142196
4.75645065;0.00220898
4.76837158;0.00229408
4.78029251;0.00226912
4.79221344;0.00158593
4.80413437;0.00052406
4.8160553;0.00079337
4.82797623;0.00172629
4.83989716;0.00204982
4.85181808;0.00201973
4.86373901;0.00176219
4.87565994;0.00079768
4.88758087;0.00020227
4.8995018;0.00042801
4.91142273;0.00066444
4.92334366;0.00059845
4.93526459;0.00065589
4.94718552;0.00070302
4.95910645;0.02147849
4.97102737;0.1122226
4.9829483;0.2234509
4.99486923;0.2557671
5.00679016;0.2552153
5.01871109;0.2136661
5.03063202;0.09776051
5.04255295;0.01576016
5.05447388;0.00214343
5.06639481;0.0033156
5.07831573;0.00327528
5.09023666;0.0031883
5.10215759;0.00198336
5.11407852;0.00062891
5.12599945;0.00036783
5.13792038;0.00081166
5.14984131;0.00088838
5.16176224;0.00093679
5.17368317;0.00076623
5.1856041;0.00040358
5.19752502;0.00040221
5.20944595;0.00108158
5.22136688;0.00137602
5.23328781;0.00142929
5.24520874;0.00133396
5.25712967;0.00081307
5.2690506;0.00115289
5.28097153;0.00505838
5.29289246;0.0088178
5.30481339;0.00954468
5.31673431;0.00946225
5.32865524;0.00729175
5.34057617;0.00292497
5.3524971;0.00109861
5.36441803;0.00209581
5.37633896;0.00266454
5.38825989;0.00268138
5.40018082;0.00245373
5.41210175;0.00140698
5.42402267;0.00047355
5.4359436;0.00060135
5.44786453;0.00092993
5.45978546;0.00096273
5.47170639;0.00094043
5.48362732;0.00069031
5.49554825;0.00023166
5.50746918;0.00080581
5.51939011;0.00188561
5.53131104;0.00232713
5.54323196;0.0023401
5.55515289;0.00207836
5.56707382;0.00103827
5.57899475;0.00060855
5.59091568;0.0022312
5.60283661;0.00340089
5.61475754;0.0035655
5.62667847;0.00349443
5.6385994;0.00249265
5.65052032;0.00085634
5.66244125;0.00050234
5.67436218;0.0012381
5.68628311;0.0014874
5.69820404;0.00150943
5.71012497;0.00129648
5.7220459;0.00058081
5.73396683;0.00050236
5.74588776;0.00166392
5.75780869;0.00241432
5.76972961;0.00246833
5.78165054;0.00238055
5.79357147;0.00155825
5.8054924;0.0004142
5.81741333;0.00078417
5.82933426;0.00160552
5.84125519;0.00185323
5.85317612;0.00185085
5.86509705;0.00156354
5.87701797;0.00066893
5.8889389;0.00012309
5.90085983;0.00010221
5.91278076;0.00017716
5.92470169;0.00013868
5.93662262;0.00018589
5.94854355;0.0012427
5.96046448;0.02629743
5.97238541;0.120256
5.98430634;0.2205408
5.99622726;0.2440285
6.00814819;0.2423938
6.02006912;0.1937698
6.03199005;0.08082615
6.04391098;0.01106798
6.05583191;0.00220517
6.06775284;0.00312647
6.07967377;0.00308127
6.0915947;0.00294717
6.10351563;0.00171497
6.11543655;0.00048565
6.12735748;0.00024049
6.13927841;0.00053964
6.15119934;0.0005808
6.16312027;0.00061774
6.1750412;0.00048546
6.18696213;0.00024837
6.19888306;0.00049324
6.21080399;0.00135885
6.22272491;0.00168585
6.23464584;0.00175997
6.24656677;0.00160019
6.2584877;0.00087435
6.27040863;0.0014535
6.28232956;0.00554973
6.29425049;0.0089537
6.30617142;0.00943914
6.31809235;0.00926687
6.33001328;0.00673762
6.3419342;0.00244243
6.35385513;0.0009216
6.36577606;0.00169314
6.37769699;0.00204887
6.38961792;0.00203402
6.40153885;0.00179198
6.41345978;0.00093957
6.42538071;0.0004319
6.43730164;0.00085438
6.44922256;0.00126882
6.46114349;0.00128218
6.47306442;0.00122576
6.48498535;0.00083743
6.49690628;0.00023626
6.50882721;0.00092282
6.52074814;0.00197492
6.53266907;0.00233151
6.54459;0.00231113
6.55651093;0.00196603
6.56843185;0.00086473
6.58035278;0.00061763
6.59227371;0.00201509
6.60419464;0.00288064
6.61611557;0.00297511
6.6280365;0.00287555
6.63995743;0.00193127
6.65187836;0.00055708
6.66379929;0.00126593
6.67572021;0.00255415
6.68764114;0.00291142
6.69956207;0.00289394
6.711483;0.00237483
6.72340393;0.00098507
6.73532486;0.00067487
6.74724579;0.00192377
6.75916672;0.00257798
6.77108765;0.00260305
6.78300858;0.00246865
6.7949295;0.00155449
6.80685043;0.00039817
6.81877136;0.00076103
6.83069229;0.0014657
6.84261322;0.00164525
6.85453415;0.00166152
6.86645508;0.00134959
6.87837601;0.00055042
6.89029694;0.00011932
6.90221786;0.00029104
6.91413879;0.00036249
6.92605972;0.00043115
6.93798065;0.00035777
6.94990158;0.00202575
6.96182251;0.03128891
6.97374344;0.1261903
6.98566437;0.2141518
6.9975853;0.2304175
7.00950623;0.2274344
7.02142715;0.1726259
7.03334808;0.06537409
7.04526901;0.0075577
7.05718994;0.00223063
7.06911087;0.00292036
7.0810318;0.00289661
7.09295273;0.00270327
7.10487366;0.00149669
7.11679459;0.00043741
7.12871552;0.00005714
7.14063644;0.00017265
7.15255737;0.00017913
7.1644783;0.00022344
7.17639923;0.00017256
7.18832016;0.00016899
7.20024109;0.00076633
7.21216202;0.00177642
7.22408295;0.00208408
7.23600388;0.00212312
7.2479248;0.00184465
7.25984573;0.0009061
7.27176666;0.00171981
7.28368759;0.00585715
7.29560852;0.00882787
7.30752945;0.00913957
7.31945038;0.00887986
7.33137131;0.00608439
7.34329224;0.00201253
7.35521317;0.00070486
7.36713409;0.00116289
7.37905502;0.00133298
7.39097595;0.00130958
7.40289688;0.00112745
7.41481781;0.00058743
7.42673874;0.00052645
7.43865967;0.00114674
7.4505806;0.00159144
7.46250153;0.00157985
7.47442245;0.00149354
7.48634338;0.00095763
7.49826431;0.00023942
7.51018524;0.00104717
7.52210617;0.00204539
7.5340271;0.0023378
7.54594803;0.00231687
7.55786896;0.00190252
7.56978989;0.00076566
7.58171082;0.00056418
7.59363174;0.0016758
7.60555267;0.00226116
7.6174736;0.00231
7.62939453;0.00218812
7.64131546;0.00135842
7.65323639;0.00038411
7.66515732;0.00206551
7.67707825;0.00376196
7.68899918;0.00413087
7.7009201;0.00405625
7.71284103;0.00314841
7.72476196;0.00112695
7.73668289;0.00080576
7.74860382;0.00210566
7.76052475;0.0026603
7.77244568;0.00267992
7.78436661;0.00246104
7.79628754;0.00143836
7.80820847;0.00033038
7.82012939;0.00078969
7.83205032;0.00134566
7.84397125;0.00144542
7.85589218;0.00142993
7.86781311;0.00106843
7.87973404;0.0003986
7.89165497;0.00026005
7.9035759;0.00072244
7.91549683;0.00091396
7.92741776;0.00094914
7.93933868;0.00084707
7.95125961;0.00292348
7.96318054;0.03617305
7.97510147;0.1296131
7.9870224;0.2045451
7.99894333;0.2151987
8.01086426;0.2104341
8.02278519;0.1507599
8.03470612;0.05151787
8.04662704;0.00488489
8.05854797;0.00219218
8.0704689;0.00265589
8.08238983;0.00261922
8.09431076;0.00234537
8.10623169;0.00122295
8.11815262;0.00037694
8.13007355;0.00017015
8.14199448;0.00016351
8.15391541;0.00013366
8.16583633;0.00008614
8.17775726;0.00004104
8.18967819;0.00021001
8.20159912;0.00100415
8.21352005;0.00205556
8.22544098;0.00231502
8.23736191;0.00234194
8.24928284;0.00196064
8.26120377;0.00085351
8.27312469;0.00198024
8.28504562;0.00599472
8.29696655;0.00847892
8.30888748;0.0086793
8.32080841;0.00830641
8.33272934;0.00533451
8.34465027;0.00158043
8.3565712;0.00035747
8.36849213;0.0005074
8.38041306;0.00056506
8.39233398;0.00056143
8.40425491;0.00049213
8.41617584;0.00028917
8.42809677;0.00058846
8.4400177;0.00137509
8.45193863;0.00184678
8.46385956;0.0018403
8.47578049;0.00171768
8.48770142;0.00102866
