0	0	0	0	13	0.01
0.2	1.1	0.1	147	13	0.01
0.4	2.2	0.3	293	13	0.01
0.6	3.3	0.4	440	13	0.01
0.8	4.4	0.7	587	13	0.01
1	5.2	0.3	693	13	0.01
1.2	5.8	0.3	773	13	0.01
1.4	6.3	0.4	840	13	0.01
1.6	6.6	0.8	880	13	0.01
