Частота,Канал A
(kГц),(mВ)

0.00000000,28.26157000
0.02384186,11.88176000
0.04768372,1.86738100
0.07152557,0.05750357
0.09536743,0.00763020
0.11920929,0.03667691
0.14305115,0.03434819
0.16689301,0.03195688
0.19073486,0.02560924
0.21457672,0.00298589
0.23841858,0.03174411
0.26226044,0.04354700
0.28610229,0.04726023
0.30994415,0.08799102
0.33378601,0.11747250
0.35762787,0.09143112
0.38146973,0.03681106
0.40531158,0.02323950
0.42915344,0.02891913
0.45299530,0.02726393
0.47683716,0.02217370
0.50067902,0.01626860
0.52452087,0.02038968
0.54836273,0.02070116
0.57220459,0.01966636
0.59604645,0.02017315
0.61988831,0.03924458
0.64373016,0.11669580
0.66757202,0.14966310
0.69141388,0.10298980
0.71525574,0.04967957
0.73909760,0.02547798
0.76293945,0.02374370
0.78678131,0.01822958
0.81062317,0.01462235
0.83446503,0.01688457
0.85830688,0.01106262
0.88214874,0.00415901
0.90599060,0.01112472
0.92983246,0.01881915
0.95367432,0.59975140
0.97751617,3.53659000
1.00135803,5.62101300
1.02519989,3.14116400
1.04904175,0.43735870
1.07288361,0.02374167
1.09672546,0.02737861
1.12056732,0.02674410
1.14440918,0.02004951
1.16825104,0.01259675
1.19209290,0.02559563
1.21593475,0.06631338
1.23977661,0.05624915
1.26361847,0.00618621
1.28746033,0.05507228
1.31130219,0.09854337
1.33514404,0.07547516
1.35898590,0.04877760
1.38282776,0.03575275
1.40666962,0.02254506
1.43051147,0.02048634
1.45435333,0.01229494
1.47819519,0.00553340
1.50203705,0.01690986
1.52587891,0.02172854
1.54972076,0.01809060
1.57356262,0.01080225
1.59740448,0.02523359
1.62124634,0.07301557
1.64508820,0.16309110
1.66893005,0.16541520
1.69277191,0.08761638
1.71661377,0.03385464
1.74045563,0.01008998
1.76429749,0.02917247
1.78813934,0.03765465
1.81198120,0.03467321
1.83582306,0.03084824
1.85966492,0.01871764
1.88350677,0.01812272
1.90734863,0.02419322
1.93119049,0.03344735
1.95503235,0.65113440
1.97887421,3.51180400
2.00271606,5.23727700
2.02655792,2.73718300
2.05039978,0.33496050
2.07424164,0.02095685
2.09808350,0.02664711
2.12192535,0.01695866
2.14576721,0.00493798
2.16960907,0.01374933
2.19345093,0.01081543
2.21729279,0.02597075
2.24113464,0.02883244
2.26497650,0.02519395
2.28881836,0.05242581
2.31266022,0.08380882
2.33650208,0.04997016
2.36034393,0.02805012
2.38418579,0.03556114
2.40802765,0.02194825
2.43186951,0.03189587
2.45571136,0.03100939
2.47955322,0.02126105
2.50339508,0.01190378
2.52723694,0.01326859
2.55107880,0.02680225
2.57492065,0.02837993
2.59876251,0.02786246
2.62260437,0.06823138
2.64644623,0.18369520
2.67028809,0.17668240
2.69412994,0.07278378
2.71797180,0.02684966
2.74181366,0.01127862
2.76565552,0.02345138
2.78949738,0.01599468
2.81333923,0.00484307
2.83718109,0.00816150
2.86102295,0.01605587
2.88486481,0.02160179
2.90870667,0.03506077
2.93254852,0.04376929
2.95639038,0.70073120
2.98023224,3.36328600
3.00407410,4.71859500
3.02791595,2.32131400
3.05175781,0.26324810
3.07559967,0.01118334
3.09944153,0.02641819
3.12328339,0.02701375
3.14712524,0.02919658
3.17096710,0.02362710
3.19480896,0.01840186
3.21865082,0.00958913
3.24249268,0.00912506
3.26633453,0.02029780
3.29017639,0.03485737
3.31401825,0.04400737
3.33786011,0.04267157
3.36170197,0.03511964
3.38554382,0.04231517
3.40938568,0.03088689
3.43322754,0.02118128
3.45706940,0.02060840
3.48091125,0.01726881
3.50475311,0.01829253
3.52859497,0.02141489
3.55243683,0.01382197
3.57627869,0.01346570
3.60012054,0.02509254
3.62396240,0.06426189
3.64780426,0.16683440
3.67164612,0.16563810
3.69548798,0.07632723
3.71932983,0.04557862
3.74317169,0.03070212
3.76701355,0.02927207
3.79085541,0.02477944
3.81469727,0.02063786
3.83853912,0.01406319
3.86238098,0.00170572
3.88622284,0.00922378
3.91006470,0.01641698
3.93390656,0.01305441
3.95774841,0.70761580
3.98159027,3.11517700
4.00543213,4.11445200
4.02927399,1.88945000
4.05311584,0.17461430
4.07695770,0.02286845
4.10079956,0.02749843
4.12464142,0.01930954
4.14848328,0.01801508
4.17232513,0.01838397
4.19616699,0.02179882
4.22000885,0.02443557
4.24385071,0.02748999
4.26769257,0.02442588
4.29153442,0.01995825
4.31537628,0.04510109
4.33921814,0.09113590
4.36306000,0.05757454
4.38690186,0.01603018
4.41074371,0.01427471
4.43458557,0.00872698
4.45842743,0.01766296
4.48226929,0.02612156
4.50611115,0.02958035
4.52995300,0.02485162
4.55379486,0.01243942
4.57763672,0.00795115
4.60147858,0.03091736
4.62532043,0.07602445
4.64916229,0.15115830
4.67300415,0.11967060
4.69684601,0.02947181
4.72068787,0.03112565
4.74452972,0.02066022
4.76837158,0.01758504
4.79221344,0.01317457
4.81605530,0.00906545
4.83989716,0.01031759
4.86373901,0.01487616
4.88758087,0.01613338
4.91142273,0.01725122
4.93526459,0.03035206
4.95910645,0.68394700
4.98294830,2.73968200
5.00679016,3.40727900
5.03063202,1.47209900
5.05447388,0.13322970
5.07831573,0.01758029
5.10215759,0.02214891
5.12599945,0.00749000
5.14984131,0.01167909
5.17368317,0.01794764
5.19752502,0.01542662
5.22136688,0.01898390
5.24520874,0.02738399
5.26905060,0.02867255
5.29289246,0.01897105
5.31673431,0.06354614
5.34057617,0.13737850
5.36441803,0.08847060
5.38825989,0.03550434
5.41210175,0.02318164
5.43594360,0.01925928
5.45978546,0.01185431
5.48362732,0.00831574
5.50746918,0.01735226
5.53131104,0.02272416
5.55515289,0.01975718
5.57899475,0.02016083
5.60283661,0.02246871
5.62667847,0.04540833
5.65052032,0.10417320
5.67436218,0.07337634
5.69820404,0.01768374
5.72204590,0.03179448
5.74588776,0.02303041
5.76972961,0.01582876
5.79357147,0.01480667
5.81741333,0.02061896
5.84125519,0.02317030
5.86509705,0.02298385
5.88893890,0.01118801
5.91278076,0.01715427
5.93662262,0.02967479
5.96046448,0.61158250
5.98430634,2.25764700
6.00814819,2.65269400
6.03199005,1.08468200
6.05583191,0.10411650
6.07967377,0.01428647
6.10351563,0.01079577
6.12735748,0.00786829
6.15119934,0.01195868
6.17504120,0.01368952
6.19888306,0.00649643
6.22272491,0.00885727
6.24656677,0.02200099
6.27040863,0.03091571
6.29425049,0.03400446
6.31809235,0.09053824
6.34193420,0.16655010
6.36577606,0.11254180
6.38961792,0.04199503
6.41345978,0.02463724
6.43730164,0.02643483
6.46114349,0.01726224
6.48498535,0.00964589
6.50882721,0.01597597
6.53266907,0.01869070
6.55651093,0.02176200
6.58035278,0.02008163
6.60419464,0.02089919
6.62803650,0.04425574
6.65187836,0.07059377
6.67572021,0.05308004
6.69956207,0.03957619
6.72340393,0.03412926
6.74724579,0.02022453
6.77108765,0.01675784
6.79492950,0.02615099
6.81877136,0.02658428
6.84261322,0.02027675
6.86645508,0.02016479
6.89029694,0.01555303
6.91413879,0.02283353
6.93798065,0.05381218
6.96182251,0.54536910
6.98566437,1.75041900
7.00950623,1.91641700
7.03334808,0.73893140
7.05718994,0.07608297
7.08103180,0.02525906
7.10487366,0.02975290
7.12871552,0.01931172
7.15255737,0.01367645
7.17639923,0.01503022
7.20024109,0.01826496
7.22408295,0.01334281
7.24792480,0.00771693
7.27176666,0.02303501
7.29560852,0.05131586
7.31945038,0.12559300
7.34329224,0.17073980
7.36713409,0.09171858
7.39097595,0.02967813
7.41481781,0.02969842
7.43865967,0.01884704
7.46250153,0.00556815
7.48634338,0.00899823
7.51018524,0.01529105
7.53402710,0.01999580
7.55786896,0.01987523
7.58171082,0.02566765
7.60555267,0.03455721
7.62939453,0.04303982
7.65323639,0.01422998
7.67707825,0.07233553
7.70092010,0.06360488
7.72476196,0.02085215
7.74860382,0.02258457
7.77244568,0.02457715
7.79628754,0.01753427
7.82012939,0.01307255
7.84397125,0.02382017
7.86781311,0.02962740
7.89165497,0.02074598
7.91549683,0.02987164
7.93933868,0.05979226
7.96318054,0.40710780
7.98702240,1.15782700
8.01086426,1.19545500
8.03470612,0.43586700
8.05854797,0.04574615
8.08238983,0.02160894
8.10623169,0.01295196
8.13007355,0.01619918
8.15391541,0.02207746
8.17775726,0.01458557
8.20159912,0.00677801
8.22544098,0.02091507
8.24928284,0.02419260
8.27312469,0.01952782
8.29696655,0.05989040
8.32080841,0.13322410
8.34465027,0.17140590
8.36849213,0.09708130
8.39233398,0.02781375
8.41617584,0.01832274
8.44001770,0.01316367
8.46385956,0.00844508
8.48770142,0.00803378
8.51154327,0.00502618
8.53538513,0.01343455
8.55922699,0.01471207
8.58306885,0.01646116
8.60691071,0.04152153
8.63075256,0.06110735
8.65459442,0.08414090
8.67843628,0.10928690
8.70227814,0.07079234
8.72612000,0.02860147
8.74996185,0.02891025
8.77380371,0.02812658
8.79764557,0.01738732
8.82148743,0.01627519
8.84532928,0.01180985
8.86917114,0.01371826
8.89301300,0.01501320
8.91685486,0.01435023
8.94069672,0.03427106
8.96453857,0.22805400
8.98838043,0.58685710
9.01222229,0.57920860
9.03606415,0.21917010
9.05990601,0.03548545
9.08374786,0.02741904
9.10758972,0.02104494
9.13143158,0.01348830
9.15527344,0.02037547
9.17911530,0.02399987
9.20295715,0.01915995
9.22679901,0.01040281
9.25064087,0.02571077
9.27448273,0.04134760
9.29832458,0.09136017
9.32216644,0.14529170
9.34600830,0.15272800
9.36985016,0.08711502
9.39369202,0.02662162
9.41753387,0.01061825
9.44137573,0.02002313
9.46521759,0.02030060
9.48905945,0.02096242
9.51290131,0.01598740
9.53674316,0.00585529
9.56058502,0.00959786
9.58442688,0.02562311
9.60826874,0.03033023
9.63211060,0.07397320
9.65595245,0.12625920
9.67979431,0.12652320
9.70363617,0.07296019
9.72747803,0.03011314
9.75131989,0.02493425
9.77516174,0.01778491
9.79900360,0.00682607
9.82284546,0.00572677
9.84668732,0.01031140
9.87052917,0.01386064
9.89437103,0.01228435
9.91821289,0.01781726
9.94205475,0.02745635
9.96589661,0.04258259
9.98973846,0.02078573
10.01358032,0.04669074
10.03742218,0.05609979
10.06126404,0.04146583
10.08510590,0.02599595
10.10894775,0.00861871
10.13278961,0.01543171
10.15663147,0.02156687
10.18047333,0.01951442
10.20431519,0.01592594
10.22815704,0.00803780
10.25199890,0.01670913
10.27584076,0.03986508
10.29968262,0.10347470
10.32352448,0.14181690
10.34736633,0.11291810
10.37120819,0.05876442
10.39505005,0.03451537
10.41889191,0.02910228
10.44273376,0.02304880
10.46657562,0.02722977
10.49041748,0.01907677
10.51425934,0.01332381
10.53810120,0.01468821
10.56194305,0.01955885
10.58578491,0.02734113
10.60962677,0.03470990
10.63346863,0.11458010
10.65731049,0.18844790
10.68115234,0.14893340
10.70499420,0.07367124
10.72883606,0.02427659
10.75267792,0.01314443
10.77651978,0.01647820
10.80036163,0.02121468
10.82420349,0.02479044
10.84804535,0.02266555
10.87188721,0.00911777
10.89572906,0.01300175
10.91957092,0.02895173
10.94341278,0.02013617
10.96725464,0.16834420
10.99109650,0.46581040
11.01493835,0.40373840
11.03878021,0.10913320
11.06262207,0.01069094
11.08646393,0.00361849
11.11030579,0.01224251
11.13414764,0.01682401
11.15798950,0.01366048
11.18183136,0.01387035
11.20567322,0.01591491
11.22951508,0.01937151
11.25335693,0.01896950
11.27719879,0.04211313
11.30104065,0.09275360
11.32488251,0.10030070
11.34872437,0.06195023
11.37256622,0.04840326
11.39640808,0.02847156
11.42024994,0.02240807
11.44409180,0.01792654
11.46793365,0.01067912
11.49177551,0.02179518
11.51561737,0.02697331
11.53945923,0.02738147
11.56330109,0.02435560
11.58714294,0.02519270
11.61098480,0.04993057
11.63482666,0.14276500
11.65866852,0.21450780
11.68251038,0.14472110
11.70635223,0.05490900
11.73019409,0.01969920
11.75403595,0.01460156
11.77787781,0.01029328
11.80171967,0.01521432
11.82556152,0.01698997
11.84940338,0.01419838
11.87324524,0.01751307
11.89708710,0.01915369
11.92092896,0.02376081
11.94477081,0.01996685
11.96861267,0.33846650
11.99245453,0.82552580
12.01629639,0.67343220
12.04013824,0.17339080
12.06398010,0.02165757
12.08782196,0.00302957
12.11166382,0.00974533
12.13550568,0.01663641
12.15934753,0.01349175
12.18318939,0.01172842
12.20703125,0.01683756
12.23087311,0.02053680
12.25471497,0.01376755
12.27855682,0.02238695
12.30239868,0.06270681
12.32624054,0.05624308
12.35008240,0.00846715
12.37392426,0.03185757
12.39776611,0.02928379
12.42160797,0.02304980
12.44544983,0.01450425
12.46929169,0.01547434
12.49313354,0.01770934
12.51697540,0.01628208
12.54081726,0.02334228
12.56465912,0.02423925
12.58850098,0.02288157
12.61234283,0.04265590
12.63618469,0.14104970
12.66002655,0.20799210
12.68386841,0.12043560
12.70771027,0.04811463
12.73155212,0.02774479
12.75539398,0.02296647
12.77923584,0.01855508
12.80307770,0.01619172
12.82691956,0.02010626
12.85076141,0.02337132
12.87460327,0.02120438
12.89844513,0.01315094
12.92228699,0.01178443
12.94612885,0.03403717
12.96997070,0.46942280
12.99381256,1.07199100
13.01765442,0.83373560
13.04149628,0.19257300
13.06533813,0.02113254
13.08917999,0.03539249
13.11302185,0.02772524
13.13686371,0.01499003
13.16070557,0.01298102
13.18454742,0.01718961
13.20838928,0.01158989
13.23223114,0.01670696
13.25607300,0.02663943
13.27991486,0.03482183
13.30375671,0.04345986
13.32759857,0.03925244
13.35144043,0.04844495
13.37528229,0.04134623
13.39912415,0.02023993
13.42296600,0.00914332
13.44680786,0.01729095
13.47064972,0.02206859
13.49449158,0.01739205
13.51833344,0.01708656
13.54217529,0.02007125
13.56601715,0.02573174
13.58985901,0.02261207
13.61370087,0.04248535
13.63754272,0.15486470
13.66138458,0.21330020
13.68522644,0.10807890
13.70906830,0.04234321
13.73291016,0.02664591
13.75675201,0.02492248
13.78059387,0.03012150
13.80443573,0.02844693
13.82827759,0.01963479
13.85211945,0.01170558
13.87596130,0.00951321
13.89980316,0.01092098
13.92364502,0.01313073
13.94748688,0.05748147
13.97132874,0.56656440
13.99517059,1.18711800
14.01901245,0.86104230
14.04285431,0.18287410
14.06669617,0.02385386
14.09053802,0.01808144
14.11437988,0.01175651
14.13822174,0.01400783
14.16206360,0.01217533
14.18590546,0.00474093
14.20974731,0.01291399
14.23358917,0.01686636
14.25743103,0.02532198
14.28127289,0.02617134
14.30511475,0.01476861
14.32895660,0.06554072
14.35279846,0.08627918
14.37664032,0.04881257
14.40048218,0.02348564
14.42432404,0.01298730
14.44816589,0.01946956
14.47200775,0.02048385
14.49584961,0.01409107
14.51969147,0.01309497
14.54353333,0.01682642
14.56737518,0.02029494
14.59121704,0.02211453
14.61505890,0.03134703
14.63890076,0.11562280
14.66274261,0.15889020
14.68658447,0.06569520
14.71042633,0.01990172
14.73426819,0.03043439
14.75811005,0.03106578
14.78195190,0.02088336
14.80579376,0.01432696
14.82963562,0.01206530
14.85347748,0.01727987
14.87731934,0.01579086
14.90116119,0.02857002
14.92500305,0.02971812
14.94884491,0.07008637
14.97268677,0.59491910
14.99652863,1.17106400
15.02037048,0.80177630
15.04421234,0.15227430
15.06805420,0.02390460
15.09189606,0.02286053
15.11573792,0.02153427
15.13957977,0.02203364
15.16342163,0.01978435
15.18726349,0.01322310
15.21110535,0.01557482
15.23494720,0.02640578
15.25878906,0.03482200
15.28263092,0.03916940
15.30647278,0.02983313
15.33031464,0.10679140
15.35415649,0.10449960
15.37799835,0.04144754
15.40184021,0.02895205
15.42568207,0.02132765
15.44952393,0.01386027
15.47336578,0.01181143
15.49720764,0.01407563
15.52104950,0.02037027
15.54489136,0.01445360
15.56873322,0.00664336
15.59257507,0.01549303
15.61641693,0.03181729
15.64025879,0.08423735
15.66410065,0.10361360
15.68794250,0.03061848
15.71178436,0.02681549
15.73562622,0.03092487
15.75946808,0.02686298
15.78330994,0.02166893
15.80715179,0.01338315
15.83099365,0.01877252
15.85483551,0.02135277
15.87867737,0.01952896
15.90251923,0.01756607
15.92636108,0.02458760
15.95020294,0.10007790
15.97404480,0.58604740
15.99788666,1.06648900
16.02172852,0.70059200
16.04557037,0.14618500
16.06941223,0.03479372
16.09325409,0.01050299
16.11709595,0.01798206
16.14093781,0.01880449
16.16477966,0.01885473
16.18862152,0.02012008
16.21246338,0.01908821
16.23630524,0.01895334
16.26014709,0.03094202
16.28398895,0.04788329
16.30783081,0.05647895
16.33167267,0.13442400
16.35551453,0.12666270
16.37935638,0.04719385
16.40319824,0.01698351
16.42704010,0.02210541
16.45088196,0.02569784
16.47472382,0.01665065
16.49856567,0.00847178
16.52240753,0.01538901
16.54624939,0.02175066
16.57009125,0.01432235
16.59393311,0.02397649
16.61777496,0.03997299
16.64161682,0.04897612
16.66545868,0.05479880
16.68930054,0.04660656
16.71314240,0.03341122
16.73698425,0.02678245
16.76082611,0.01548847
16.78466797,0.01490702
16.80850983,0.01954077
16.83235168,0.01825211
16.85619354,0.01180469
16.88003540,0.00232580
16.90387726,0.01568629
16.92771912,0.02899775
16.95156097,0.09256000
16.97540283,0.50707350
16.99924469,0.86666300
17.02308655,0.54432650
17.04692841,0.11659250
17.07077026,0.03911978
17.09461212,0.03163071
17.11845398,0.02426886
17.14229584,0.01601576
17.16613770,0.00053687
17.18997955,0.01290907
17.21382141,0.01659049
17.23766327,0.01403086
17.26150513,0.01110669
17.28534698,0.04054588
17.30918884,0.08432592
17.33303070,0.16034300
17.35687256,0.13501960
17.38071442,0.04382567
17.40455627,0.02474277
17.42839813,0.02216803
17.45223999,0.01943955
17.47608185,0.02328825
17.49992371,0.02139175
17.52376556,0.01803505
17.54760742,0.01642726
17.57144928,0.02088361
17.59529114,0.02674467
17.61913300,0.03723610
17.64297485,0.02225200
17.66681671,0.03931618
17.69065857,0.06868276
17.71450043,0.03530058
17.73834229,0.02045157
17.76218414,0.01110230
17.78602600,0.01689308
17.80986786,0.02059745
17.83370972,0.01266827
17.85755157,0.00664117
17.88139343,0.01854633
17.90523529,0.02272908
17.92907715,0.01783764
17.95291901,0.08967441
17.97676086,0.38392460
18.00060272,0.58653740
18.02444458,0.33853950
18.04828644,0.06670114
18.07212830,0.02379257
18.09597015,0.02933837
18.11981201,0.02480026
18.14365387,0.01760449
18.16749573,0.01667839
18.19133759,0.00691318
18.21517944,0.00618681
18.23902130,0.02233521
18.26286316,0.02861733
18.28670502,0.05176753
18.31054688,0.10470280
18.33438873,0.15515250
18.35823059,0.12510320
18.38207245,0.05335338
18.40591431,0.03760210
18.42975616,0.03479113
18.45359802,0.02860073
18.47743988,0.01612125
18.50128174,0.00858066
18.52512360,0.01635707
18.54896545,0.02352217
