t (s),V (mV)
0,20.0197
1,19.9438
2,19.8657
3.001,19.7878
4.001,19.7099
5,19.6327
6,19.5543
7,19.4764
8,19.3987
9,19.3206
10.001,19.2421
11,19.1647
12,19.0883
13,19.0118
14,18.9344
15,18.8586
16,18.7834
17,18.7072
18,18.6325
19,18.5578
20,18.4832
21,18.4083
22,18.3349
23,18.2621
24,18.1893
25,18.1166
26,18.044
27,17.9717
28,17.9003
28.999,17.8286
30,17.7571
31,17.6857
32.001,17.6155
33,17.5447
34,17.4742
35,17.4052
36,17.3359
37,17.2668
38,17.1983
39,17.1306
40,17.0617
41,16.9953
42,16.9269
43,16.8597
44,16.7927
45,16.7269
46,16.66
47,16.5941
48.001,16.5286
49,16.4627
50,16.3967
51,16.3319
52,16.2677
53,16.2032
54,16.1387
55,16.0751
56,16.0118
57,15.9478
58,15.8844
59,15.8217
60,15.7591
61,15.6973
62,15.6349
63,15.5736
64,15.512
65,15.4513
66,15.3902
67,15.33
68.001,15.2702
69,15.21
70,15.1511
71,15.0908
72,15.0316
73,14.9733
74,14.9143
75,14.8555
76,14.7972
77,14.7389
78,14.681
79,14.6229
80,14.5657
81,14.5089
82,14.4514
83,14.3945
84,14.3393
85,14.2821
86,14.2267
87,14.1708
88,14.1155
89,14.0607
90,14.0043
91,13.9503
92,13.8956
93,13.8408
94,13.7866
94.999,13.7324
96,13.6783
97,13.6253
98,13.5719
99,13.5186
100,13.4653
101,13.4133
102,13.3601
103,13.3079
104,13.256
105,13.2034
106,13.1521
107,13.101
108.001,13.0499
109,12.9987
110.001,12.948
111,12.898
112,12.8471
113,12.7967
114,12.7466
115,12.6974
116,12.6481
117,12.5981
118,12.5497
119,12.5004
120.001,12.4527
121,12.4036
122,12.3552
123,12.3079
124,12.2595
125,12.2122
126,12.1648
127.001,12.1179
128,12.07
129,12.0235
130,11.9765
131,11.9293
132,11.8834
133,11.8372
134,11.7914
135,11.7452
136,11.6999
137,11.6549
138,11.6097
139,11.5649
140,11.5202
141,11.4753
142,11.4308
143,11.3874
144,11.342
145,11.2995
146,11.2554
147,11.2132
148,11.1698
149,11.1263
150,11.0834
151,11.0406
152,10.9985
153,10.9558
154,10.9144
155,10.8732
156,10.831
157,10.7894
158,10.7488
159,10.7065
160,10.6658
161,10.6239
161.999,10.5826
162.999,10.5411
163.999,10.5005
164.999,10.4606
165.999,10.4201
166.999,10.3801
167.998,10.3406
168.999,10.3007
169.999,10.2608
170.999,10.2211
171.999,10.1819
172.999,10.1426
173.999,10.1037
174.999,10.0644
175.999,10.0257
177,9.987
178,9.9494
179,9.9109
180,9.8719
181,9.8347
182,9.797
183,9.7596
184,9.7222
185,9.6844
186,9.6473
187,9.6102
