t (s),V (mV)
0,17.0191
1.014,16.9976
2.015,16.9753
3.014,16.9522
4.014,16.9295
5.014,16.9056
6.014,16.883
7.014,16.8597
8.014,16.8359
9.014,16.8121
10.014,16.7891
11.014,16.7658
12.014,16.7427
13.014,16.72
14.014,16.6964
15.014,16.6736
16.014,16.6503
17.014,16.6285
18.014,16.6054
19.014,16.5834
20.014,16.5607
21.014,16.5388
22.014,16.5173
23.014,16.4959
24.014,16.4735
25.014,16.4518
26.014,16.4308
27.014,16.4098
28.014,16.3883
29.014,16.3673
30.014,16.3465
31.014,16.3262
32.014,16.3049
33.014,16.2847
34.014,16.2643
35.014,16.2434
36.014,16.2243
37.014,16.2038
38.014,16.184
39.014,16.1645
40.014,16.145
41.014,16.1255
42.014,16.1064
43.014,16.0862
44.014,16.0665
45.014,16.048
46.014,16.0284
47.015,16.0091
48.014,15.9899
49.014,15.9709
50.014,15.9518
51.014,15.932
52.014,15.9137
53.014,15.8941
54.014,15.8754
55.014,15.856
56.014,15.8365
57.014,15.8182
58.014,15.799
59.014,15.7806
60.014,15.7613
61.014,15.7429
62.014,15.7253
63.014,15.7068
64.014,15.6892
65.014,15.6712
66.014,15.653
67.014,15.6353
68.014,15.6179
69.014,15.5992
70.014,15.5823
71.014,15.5644
72.014,15.5468
73.014,15.5293
74.014,15.5123
75.014,15.4949
76.014,15.4775
77.014,15.4593
78.014,15.4424
79.014,15.425
80.014,15.4088
81.014,15.3915
82.015,15.3732
83.014,15.3563
84.014,15.3389
85.014,15.3222
86.014,15.3053
87.014,15.2885
88.014,15.271
89.014,15.254
90.014,15.2375
91.014,15.22
92.014,15.2035
93.014,15.1872
94.014,15.1702
95.014,15.1534
96.014,15.1371
97.014,15.12
98.014,15.1037
99.014,15.0869
100.014,15.0705
101.014,15.0537
102.014,15.0374
103.014,15.0205
104.013,15.0041
105.014,14.9875
106.014,14.9708
107.014,14.9545
108.014,14.938
109.014,14.9209
110.014,14.9044
111.014,14.8872
112.014,14.8712
113.014,14.8545
114.014,14.8376
115.014,14.8212
116.014,14.8038
117.014,14.7878
118.014,14.7716
119.014,14.7557
120.014,14.7382
121.014,14.7224
122.014,14.7054
123.014,14.6891
124.014,14.6722
125.014,14.6562
126.014,14.6399
127.014,14.6236
128.013,14.6075
129.014,14.5916
130.014,14.5759
131.014,14.5588
132.014,14.5425
133.015,14.5273
134.014,14.5116
135.014,14.4952
136.014,14.4797
137.014,14.4635
138.014,14.4471
139.014,14.4311
140.014,14.4157
141.014,14.3994
142.014,14.3835
143.014,14.3678
144.014,14.3514
145.014,14.336
146.014,14.3213
147.014,14.3053
148.014,14.2897
149.014,14.2735
150.014,14.2579
151.014,14.2419
152.014,14.2264
153.014,14.2109
154.014,14.1955
155.014,14.1797
156.014,14.164
157.014,14.1478
158.014,14.1322
159.014,14.1181
160.014,14.102
161.014,14.086
162.014,14.07
163.014,14.0551
164.014,14.0397
165.014,14.0243
166.014,14.0088
167.014,13.9934
168.014,13.9785
169.014,13.9632
170.014,13.9483
171.014,13.9331
172.014,13.9175
173.014,13.9024
174.014,13.8875
175.014,13.8729
176.014,13.857
177.014,13.8411
178.014,13.8262
179.014,13.8115
180.014,13.7967
181.014,13.7814
182.014,13.7661
183.014,13.7516
184.014,13.7365
185.014,13.7223
186.014,13.7073
187.015,13.6923
188.014,13.6776
189.014,13.6628
190.014,13.6472
191.014,13.6332
192.014,13.6185
193.014,13.6038
194.014,13.5886
195.014,13.5736
196.014,13.5594
197.014,13.5447
198.014,13.53
199.014,13.5153
200.014,13.5009
201.014,13.4864
202.014,13.472
203.014,13.4578
204.014,13.4426
205.014,13.4284
206.014,13.4142
207.014,13.4004
208.014,13.3855
209.014,13.3716
210.014,13.3569
211.014,13.3429
212.014,13.3288
213.014,13.3145
214.014,13.2996
215.014,13.2859
216.014,13.2721
217.014,13.2579
218.014,13.2434
219.014,13.2294
220.014,13.2146
221.014,13.2016
222.014,13.1873
223.014,13.1734
224.014,13.1597
225.014,13.1463
226.014,13.1335
227.014,13.1197
228.015,13.1055
229.014,13.0931
230.015,13.0782
231.015,13.0649
232.015,13.052
233.014,13.0387
234.014,13.025
235.015,13.0114
236.014,12.998
237.015,12.984
238.014,12.9702
239.014,12.957
240.014,12.9427
241.014,12.9293
242.014,12.9157
243.014,12.9018
244.014,12.888
245.014,12.874
246.014,12.8604
247.014,12.8459
248.014,12.8319
249.014,12.8184
250.014,12.8045
251.014,12.7907
252.014,12.777
253.014,12.7634
254.014,12.7487
255.014,12.7354
256.014,12.7211
257.014,12.7075
258.014,12.6939
259.014,12.68
260.014,12.6666
261.014,12.6532
262.014,12.6397
263.014,12.6266
264.014,12.6129
265.014,12.5992
266.014,12.586
267.014,12.5728
268.014,12.5595
269.014,12.546
270.014,12.5331
271.015,12.5206
272.013,12.5073
273.014,12.4941
274.014,12.4814
275.014,12.4685
276.014,12.4554
277.014,12.4417
278.014,12.4287
279.015,12.416
280.014,12.4031
281.014,12.3899
282.014,12.3768
283.014,12.3636
284.014,12.3508
285.014,12.3384
286.014,12.3255
287.014,12.3128
288.014,12.3
289.014,12.2872
290.014,12.2741
291.014,12.2608
292.014,12.2467
293.014,12.2336
294.014,12.2208
295.014,12.2081
296.014,12.1954
297.014,12.1826
298.014,12.1691
299.014,12.1554
300.014,12.1425
301.014,12.1302
302.014,12.1183
303.014,12.1055
304.014,12.0925
305.014,12.0805
306.014,12.0684
307.014,12.0554
308.014,12.0425
309.014,12.0303
310.015,12.0181
311.015,12.0057
312.014,11.9929
313.014,11.98
314.014,11.9671
315.014,11.9545
316.014,11.9424
317.014,11.9297
318.014,11.9169
319.014,11.905
320.014,11.8922
321.014,11.8798
322.014,11.8676
323.014,11.8547
324.014,11.8427
325.015,11.8296
326.014,11.8178
327.014,11.8053
328.014,11.7924
329.014,11.7797
330.014,11.7669
331.014,11.7543
332.014,11.742
333.014,11.7288
334.014,11.7161
335.014,11.7036
336.014,11.6912
337.014,11.6787
338.014,11.6661
339.014,11.6545
340.014,11.6419
341.014,11.6292
342.014,11.617
343.014,11.6046
344.014,11.5928
345.014,11.5805
346.014,11.5683
347.014,11.5559
348.014,11.5439
349.014,11.5318
350.014,11.52
351.015,11.5077
352.014,11.4961
353.015,11.4834
354.014,11.4716
355.014,11.4595
356.014,11.4476
357.014,11.4357
358.014,11.4244
359.015,11.4119
360.014,11.4005
361.014,11.3883
362.014,11.3764
363.014,11.3642
364.014,11.3521
365.014,11.3409
366.014,11.3291
367.014,11.3173
368.014,11.3061
369.014,11.2943
370.014,11.282
371.014,11.2703
372.014,11.2598
373.014,11.247
374.014,11.2353
375.014,11.224
376.014,11.212
377.014,11.201
378.014,11.1905
379.014,11.1786
380.014,11.1666
381.014,11.1557
382.014,11.145
383.014,11.1338
384.014,11.1217
385.014,11.1104
386.014,11.0996
387.014,11.088
388.014,11.0767
389.014,11.0652
390.014,11.054
391.014,11.0421
392.014,11.0307
393.014,11.0191
394.014,11.0092
