t (s),V (mV)
196,12.9641
197,12.948
198,12.9296
199.001,12.9117
200,12.8942
201,12.8775
202,12.8608
203,12.8427
204,12.8258
205,12.8082
206,12.791
207,12.7732
208,12.7575
209,12.7398
210.001,12.7233
211,12.7057
212,12.6882
213,12.6719
214,12.6541
215,12.6383
216,12.6202
217,12.6027
218,12.5863
219,12.5691
220,12.5524
221,12.5358
222,12.519
223,12.5017
224,12.4854
225,12.4677
226,12.4518
227,12.4342
228.001,12.4171
229,12.401
230,12.3843
231,12.3677
232.001,12.3504
233,12.3352
234.001,12.3176
235,12.3015
236.001,12.2846
237,12.2686
238,12.2524
239.001,12.2356
240,12.2199
241,12.2033
242,12.1883
243,12.1713
244,12.1562
245,12.1404
246,12.1255
247,12.1093
248,12.0937
249,12.0765
250,12.0616
251,12.0456
252,12.0294
253,12.0142
254,11.9983
255,11.9826
256.001,11.9671
257,11.951
258,11.9345
259,11.9194
260.001,11.9039
261,11.888
262,11.8717
263,11.8556
264.001,11.8401
265,11.8244
266,11.8077
267,11.7918
268,11.7762
269,11.7604
270,11.7434
271,11.7277
272,11.7121
273,11.6959
274,11.6788
275,11.6641
276,11.6486
277,11.6323
278,11.6172
279,11.6015
280,11.5861
281.001,11.5704
282,11.5551
283,11.5395
284,11.5241
285,11.5091
286,11.493
287,11.4774
288,11.4622
289,11.4467
290,11.4317
291,11.416
292,11.4018
293,11.3863
294,11.3714
295,11.3563
296,11.3414
297,11.3271
298,11.3119
299,11.297
300,11.2821
301.001,11.2667
302,11.2524
303,11.238
304,11.223
305,11.2082
306,11.1938
307,11.1789
308,11.1642
309,11.1494
310.001,11.1346
311,11.1211
312,11.1065
313,11.0919
314,11.0772
315,11.0632
316.001,11.0485
317,11.0339
318,11.0196
319,11.0048
320,10.9913
321,10.9771
322,10.9623
323,10.9486
324.001,10.9336
325,10.9203
326,10.9069
327.001,10.8918
328,10.8781
329,10.8639
330,10.8492
331,10.8362
332,10.8214
333,10.8075
334,10.7926
335,10.779
336,10.7641
337,10.7507
338,10.7366
339,10.7221
340,10.709
341,10.6946
342,10.6805
343,10.6662
344,10.6527
345,10.6392
346,10.6247
346.999,10.6105
347.999,10.5963
348.999,10.5835
349.999,10.5698
350.999,10.5556
351.999,10.5416
352.999,10.5274
353.999,10.5129
354.999,10.4992
355.998,10.4857
356.999,10.4721
357.999,10.4583
358.999,10.4446
359.999,10.4309
360.999,10.417
361.999,10.4036
362.999,10.389
363.999,10.3764
364.999,10.3628
365.999,10.3496
366.999,10.3356
367.999,10.3224
368.999,10.3084
369.999,10.2952
370.999,10.2829
371.999,10.2699
372.999,10.2566
373.999,10.2433
374.999,10.2306
375.999,10.216
376.999,10.2035
377.999,10.1903
378.999,10.1773
379.999,10.1644
380.999,10.1504
381.998,10.1379
382.999,10.1251
383.999,10.1118
384.999,10.0984
385.999,10.0853
386.999,10.0719
387.999,10.0591
388.999,10.0461
389.999,10.0323
390.999,10.0196
391.999,10.0063
393,9.9935
394,9.9808
395,9.9676
396,9.9535
397,9.9405
398,9.9275
399.001,9.9139
400,9.9006
401,9.887
402,9.8743
403,9.8612
