t (s),V (mV)
0,16.9437
1,16.9256
2,16.9064
3,16.8873
4.001,16.8667
5,16.8453
6,16.8243
7,16.8035
8.001,16.7814
9,16.7593
10,16.7371
11,16.7138
12,16.6914
13,16.6683
14,16.6461
15,16.6234
16,16.6007
17.001,16.5777
18,16.5542
19,16.5313
20,16.5085
21,16.4855
22,16.4622
23,16.4396
24,16.4165
25,16.3937
26,16.3699
27,16.3466
28,16.3234
29,16.3007
30,16.2776
31.001,16.2548
32,16.2314
33,16.208
34,16.1851
35,16.1629
36,16.1394
37,16.1172
38,16.0941
39,16.073
39.999,16.0495
41,16.0281
42,16.0051
43,15.9833
44,15.9609
45,15.9392
46,15.9177
47,15.8954
48,15.8732
49,15.8511
50,15.8291
51.001,15.8076
52,15.7846
53,15.7624
54,15.7404
55,15.7192
56,15.6974
57,15.6757
58,15.6537
59,15.6319
60,15.6095
61,15.5879
62,15.5665
63,15.5449
64,15.5228
65,15.5009
66,15.4782
67,15.457
68,15.4348
69,15.4131
70,15.3912
71,15.3695
72,15.3475
73,15.3272
74,15.3061
75,15.2842
76,15.2634
77,15.242
78,15.2205
79,15.1999
80,15.1794
81,15.1586
82,15.1373
83,15.1166
84,15.0961
85,15.0755
86,15.0546
87,15.0337
88.001,15.0134
89,14.9929
90,14.9728
91,14.9527
92,14.9325
93,14.9118
94,14.8918
95,14.8715
96,14.8512
97,14.8305
98,14.8108
99,14.7916
100.001,14.7718
101,14.7517
102,14.7321
103,14.7113
104,14.691
105,14.6716
106,14.6512
107.001,14.6311
108,14.612
109,14.5915
110,14.5713
111,14.5515
112,14.5316
113,14.5116
114,14.4918
115,14.472
116,14.4526
117,14.4323
118,14.4126
119,14.3928
120,14.3735
121,14.3542
122.001,14.334
123,14.315
124,14.296
125,14.2771
126,14.2577
127,14.2391
128,14.2197
129,14.2002
130,14.1809
131,14.1617
132,14.1428
133,14.1236
134,14.104
135,14.0846
136,14.0657
137,14.047
138,14.0274
139,14.0081
140,13.9894
141,13.97
142,13.9514
143,13.9325
144,13.913
145,13.8948
146,13.8765
147,13.8576
148,13.8379
149,13.8183
150,13.8001
151,13.78
152,13.7622
153,13.7434
154,13.7235
155.002,13.7031
156.001,13.6849
157,13.6671
158,13.6482
159.001,13.6288
160,13.6106
161,13.5921
162,13.5738
163,13.5552
164,13.5372
165,13.5187
166.001,13.5001
167,13.4815
168,13.4633
169,13.4451
170,13.4269
171,13.4088
172,13.3896
173,13.3715
174,13.3544
175,13.3359
176,13.317
177,13.2992
178,13.2806
179,13.2626
180,13.245
181,13.2269
182,13.2085
183,13.191
184,13.1735
185,13.1559
186,13.1383
187,13.1195
188,13.1034
189,13.0857
190,13.0684
191,13.0511
192.001,13.0331
193,13.0161
194,12.9988
195,12.9819
