4507.264062	-91.723929	623.446608	-79.338244	-56.634410
4507.303119	-61.262265	457.398364	-118.796902	-54.120521
4507.342177	-38.852807	360.352470	-102.844410	-55.008349
4507.381236	-23.016692	321.486040	-67.586854	-60.011620
4507.420297	-12.405217	276.436415	-41.759127	-57.758144
4507.459359	-5.795321	224.340994	-23.661009	-56.658739
4507.498423	-2.064809	169.734332	-11.760996	-37.648673
4507.537489	-0.226226	113.226451	-4.607385	-24.065171
4507.576556	0.515645	32.297897	-0.855864	-14.590095
4507.615624	0.756234	-66.301690	0.721376	-8.205801
4507.654694	0.847911	-45.591640	1.162857	-4.123329
4507.693766	0.931571	-30.371022	1.243275	-1.718980
4507.732839	1.022455	-19.380602	1.227455	-0.471630
4507.771914	1.112997	-11.709315	1.173052	0.051798
4507.810990	1.195523	-6.618928	1.090598	0.190055
4507.850068	1.264089	-3.471737	0.984672	0.166668
4507.889147	1.312707	-1.711648	0.861442	0.107949
4507.928228	1.333541	-0.866220	0.728184	0.042010
4507.967310	1.317950	-0.548072	0.593376	-0.029278
4508.006394	1.262301	-0.463347	0.466754	-0.105336
4508.045480	1.169446	-0.447389	0.358766	-0.186656
4508.084567	1.046353	-0.470347	0.277533	-0.273072
4508.123655	0.901859	-0.527329	0.228986	-0.361649
4508.162745	0.745417	-0.607615	0.217233	-0.448531
4508.201837	0.586338	-0.699058	0.242184	-0.530008
4508.240930	0.432317	-0.789929	0.302093	-0.602959
4508.280024	0.291121	-0.872676	0.394019	-0.669503
4508.319120	0.172745	-0.942141	0.512770	-0.733275
4508.358218	0.086547	-0.993867	0.650137	-0.793429
4508.397317	0.037171	-1.023024	0.796790	-0.848005
4508.436418	0.020927	-1.024827	0.943280	-0.896408
4508.475520	0.029165	-0.995444	1.079448	-0.940281
4508.514624	0.052915	-0.934605	1.196838	-0.983700
4508.553730	0.083722	-0.849175	1.289606	-1.030838
4508.592836	0.113266	-0.748297	1.355292	-1.084425
4508.631945	0.135538	-0.640091	1.393156	-1.144759
4508.671055	0.143929	-0.530431	1.402638	-1.206346
4508.710166	0.129569	-0.423619	1.384359	-1.264270
4508.749279	0.084773	-0.323302	1.342497	-1.318628
4508.788394	0.006985	-0.232901	1.283052	-1.370964
4508.827510	-0.097343	-0.155361	1.213495	-1.416859
4508.866627	-0.218234	-0.093316	1.144289	-1.448748
4508.905747	-0.346802	-0.047247	1.083729	-1.457546
4508.944867	-0.475324	-0.013477	1.035493	-1.435526
4508.983990	-0.596045	0.011306	1.001794	-1.377990
4509.023113	-0.703315	0.027796	0.983902	-1.284489
4509.062239	-0.790112	0.035987	0.983043	-1.159991
4509.101365	-0.847004	0.034743	1.000641	-1.008351
4509.140494	-0.866047	0.022340	1.034026	-0.828646
4509.179624	-0.844664	-0.003977	1.078426	-0.619495
4509.218755	-0.787915	-0.047662	1.126817	-0.389520
4509.257888	-0.702417	-0.113159	1.169548	-0.152520
4509.297023	-0.592472	-0.205418	1.200577	0.075293
4509.336159	-0.461250	-0.328560	1.219050	0.280402
4509.375296	-0.312237	-0.480751	1.224341	0.453479
4509.414435	-0.148505	-0.656164	1.216494	0.590312
4509.453576	0.024769	-0.849131	1.197049	0.690547
4509.492718	0.199177	-1.053498	1.167735	0.752861
4509.531862	0.366399	-1.263187	1.134856	0.770837
4509.571007	0.520695	-1.470934	1.105128	0.738963
4509.610154	0.659480	-1.668884	1.085497	0.661524
4509.649302	0.780138	-1.847967	1.082682	0.549642
4509.688452	0.877559	-1.999587	1.097525	0.417831
4509.727603	0.946176	-2.119022	1.127132	0.277907
4509.766756	0.981523	-2.208889	1.168354	0.137508
4509.805911	0.981164	-2.274062	1.216970	0.000065
4509.845067	0.945224	-2.318556	1.266898	-0.132488
4509.884224	0.876680	-2.346042	1.311468	-0.257743
4509.923383	0.780416	-2.359168	1.340657	-0.367300
4509.962544	0.663398	-2.361461	1.345124	-0.452548
4510.001706	0.533670	-2.356743	1.316987	-0.510742
4510.040870	0.400032	-2.349054	1.251994	-0.544552
4510.080035	0.271535	-2.342030	1.155636	-0.558636
4510.119202	0.156049	-2.334419	1.036441	-0.556839
4510.158370	0.058901	-2.320820	0.903600	-0.540331
4510.197540	-0.018863	-2.297668	0.767004	-0.508718
4510.236711	-0.078703	-2.262686	0.636579	-0.462058
4510.275884	-0.123405	-2.214563	0.521512	-0.398464
4510.315059	-0.157512	-2.154594	0.431509	-0.320386
4510.354235	-0.189504	-2.083855	0.376841	-0.233935
4510.393412	-0.229102	-2.004366	0.367021	-0.143996
4510.432591	-0.284706	-1.919234	0.406473	-0.053123
4510.471772	-0.362004	-1.830611	0.488417	0.035859
4510.510954	-0.463902	-1.745570	0.603015	0.121551
4510.550138	-0.589894	-1.673240	0.739472	0.201827
4510.589323	-0.734466	-1.618445	0.886921	0.274834
4510.628510	-0.890268	-1.584789	1.035870	0.339775
4510.667698	-1.049747	-1.575040	1.179141	0.391028
4510.706888	-1.204185	-1.588256	1.311006	0.424040
4510.746079	-1.342128	-1.623026	1.423567	0.439860
4510.785272	-1.450866	-1.675640	1.508172	0.440658
4510.824466	-1.521551	-1.740292	1.559867	0.427424
4510.863662	-1.548905	-1.812934	1.580349	0.401828
4510.902860	-1.530518	-1.885327	1.573688	0.363018
4510.942059	-1.465913	-1.947757	1.544728	0.310163
4510.981260	-1.358087	-1.994806	1.498132	0.242959
4511.020462	-1.210905	-2.021845	1.437490	0.160838
4511.059665	-1.027953	-2.023926	1.363869	0.067923
4511.098871	-0.815455	-1.998994	1.277372	-0.031579
4511.138077	-0.582446	-1.946099	1.180560	-0.137695
4511.177286	-0.343498	-1.866907	1.078145	-0.250288
4511.216496	-0.111127	-1.765439	0.974347	-0.366712
4511.255707	0.104203	-1.645031	0.872208	-0.483130
4511.294920	0.293668	-1.513462	0.772473	-0.592759
4511.334134	0.447792	-1.380587	0.676609	-0.689135
4511.373350	0.558036	-1.253609	0.587174	-0.768198
4511.412568	0.616232	-1.139355	0.507547	-0.826003
4511.451787	0.614044	-1.045757	0.443275	-0.860634
4511.491008	0.547997	-0.979323	0.399345	-0.869931
4511.530230	0.419884	-0.944364	0.377655	-0.849121
