Время,A * B
(mс),(?)

-1.00021518,-0.10480830
-0.99989518,-0.11330160
-0.99957518,-0.12179490
-0.99925518,-0.13454920
-0.99893518,-0.14304260
-0.99861518,-0.16185070
-0.99829518,-0.16626280
-0.99797518,-0.17508690
-0.99765518,-0.18391110
-0.99733518,-0.19273530
-0.99701518,-0.19714740
-0.99669518,-0.20597150
-0.99637518,-0.21038360
-0.99605518,-0.21479570
-0.99573518,-0.21920780
-0.99541518,-0.23200390
-0.99509518,-0.22803190
-0.99477518,-0.24115890
-0.99445518,-0.23244400
-0.99413518,-0.23685610
-0.99381518,-0.23685610
-0.99349518,-0.25031390
-0.99317518,-0.25031390
-0.99285518,-0.25031390
-0.99253518,-0.24573640
-0.99221518,-0.23685610
-0.99189518,-0.24115890
-0.99157518,-0.24115890
-0.99125518,-0.23658140
-0.99093518,-0.22803190
-0.99061518,-0.22742640
-0.99029518,-0.23090200
-0.98997518,-0.21827140
-0.98965518,-0.21369390
-0.98933518,-0.20453890
-0.98901518,-0.20718740
-0.98869518,-0.19770160
-0.98837518,-0.18821570
-0.98805518,-0.18347280
-0.98773518,-0.16924400
-0.98741518,-0.15975820
-0.98709518,-0.15027240
-0.98677518,-0.13602760
-0.98645518,-0.12654180
-0.98613518,-0.11705590
-0.98581518,-0.10282720
-0.98549518,-0.09334133
-0.98517518,-0.07911257
-0.98485518,-0.06962673
-0.98453518,-0.05539796
-0.98421518,-0.04116919
-0.98389518,-0.03168335
-0.98357518,-0.01745459
-0.98325518,-0.00322583
-0.98293518,0.01138669
-0.98261518,0.02120337
-0.98229518,0.03592839
-0.98197518,0.05065340
-0.98165518,0.06537843
-0.98133518,0.07519510
-0.98101518,0.08992012
-0.98069518,0.10464510
-0.98037518,0.11446180
-0.98005518,0.12427850
-0.97973518,0.13409520
-0.97941518,0.14882020
-0.97909518,0.15863690
-0.97877518,0.17337840
-0.97845518,0.17828680
-0.97813518,0.19301180
-0.97781518,0.20282850
-0.97749518,0.20773680
-0.97717518,0.21755350
-0.97685518,0.22246180
-0.97653518,0.23227850
-0.97621518,0.23718680
-0.97589518,0.25025420
-0.97557518,0.26040170
-0.97525518,0.26040170
-0.97493518,0.26547550
-0.97461518,0.27054920
-0.97429518,0.27054920
-0.97397518,0.27562300
-0.97365518,0.27562300
-0.97333518,0.27562300
-0.97301518,0.27562300
-0.97269518,0.28069670
-0.97237518,0.27562300
-0.97205518,0.27562300
-0.97173518,0.27054920
-0.97141518,0.26547550
-0.97109518,0.26040170
-0.97077518,0.26365230
-0.97045518,0.25025420
-0.97013518,0.24518040
-0.96981518,0.24793480
-0.96949518,0.24269560
-0.96917518,0.23221730
-0.96885518,0.22173890
-0.96853518,0.21649970
-0.96821518,0.20602140
-0.96789518,0.20171700
-0.96757518,0.19090780
-0.96725518,0.17467580
-0.96693518,0.16409030
-0.96661518,0.14765280
-0.96629518,0.13684360
-0.96597518,0.12603440
-0.96565518,0.11522520
-0.96533518,0.09901146
-0.96501518,0.08279767
-0.96469518,0.07198849
-0.96437518,0.06117929
-0.96405518,0.03956091
-0.96373518,0.02875172
-0.96341518,0.01253793
-0.96309518,-0.00367585
-0.96277518,-0.01448504
-0.96245518,-0.03610342
-0.96213518,-0.04691261
-0.96181518,-0.06312640
-0.96149518,-0.07934019
-0.96117518,-0.09014938
-0.96085518,-0.10636320
-0.96053518,-0.12075870
-0.96021518,-0.13338610
-0.95989518,-0.14860870
-0.95957518,-0.16531880
-0.95925518,-0.17123650
-0.95893518,-0.18761760
-0.95861518,-0.19875760
-0.95829518,-0.20989770
-0.95797518,-0.22103770
-0.95765518,-0.23217770
-0.95733518,-0.23774770
-0.95701518,-0.24888770
-0.95669518,-0.26002780
-0.95637518,-0.26559780
-0.95605518,-0.27922090
-0.95573518,-0.27673780
-0.95541518,-0.29069180
-0.95509518,-0.28787790
-0.95477518,-0.29344790
-0.95445518,-0.29344790
-0.95413518,-0.30789810
-0.95381518,-0.31363360
-0.95349518,-0.30789810
-0.95317518,-0.31363360
