Время,A * B
(mс),(?)

-1.00028992,-0.01562830
-0.99996992,-0.02836830
-0.99964992,-0.03686163
-0.99932992,-0.04960163
-0.99900992,-0.06234163
-0.99868992,-0.07083496
-0.99836992,-0.08357495
-0.99804992,-0.09565457
-0.99772992,-0.10889080
-0.99740992,-0.11771500
-0.99708992,-0.12653920
-0.99676992,-0.13979030
-0.99644992,-0.14861440
-0.99612992,-0.15153590
-0.99580992,-0.17067490
-0.99548992,-0.17508690
-0.99516992,-0.18391110
-0.99484992,-0.19273530
-0.99452992,-0.19714740
-0.99420992,-0.20597150
-0.99388992,-0.21038360
-0.99356992,-0.21479570
-0.99324992,-0.21920780
-0.99292992,-0.22361980
-0.99260992,-0.22803190
-0.99228992,-0.23244400
-0.99196992,-0.23244400
-0.99164992,-0.24126820
-0.99132992,-0.23685610
-0.99100992,-0.24126820
-0.99068992,-0.24126820
-0.99036992,-0.24126820
-0.99004992,-0.24573640
-0.98972992,-0.24573640
-0.98940992,-0.24115890
-0.98908992,-0.24115890
-0.98876992,-0.22803190
-0.98844992,-0.23658140
-0.98812992,-0.22742640
-0.98780992,-0.22284890
-0.98748992,-0.21827140
-0.98716992,-0.21369390
-0.98684992,-0.21193030
-0.98652992,-0.19996130
-0.98620992,-0.19770160
-0.98588992,-0.18821570
-0.98556992,-0.17872990
-0.98524992,-0.16924400
-0.98492992,-0.15975820
-0.98460992,-0.15027240
-0.98428992,-0.13602760
-0.98396992,-0.12654180
-0.98364992,-0.11705590
-0.98332992,-0.10282720
-0.98300992,-0.09334133
-0.98268992,-0.07911257
-0.98236992,-0.06962673
-0.98204992,-0.05539796
-0.98172992,-0.04260505
-0.98140992,-0.03168335
-0.98108992,-0.01271167
-0.98076992,-0.00322583
-0.98044992,0.01138669
-0.98012992,0.02120337
-0.97980992,0.03471754
-0.97948992,0.05556174
-0.97916992,0.06537843
-0.97884992,0.07519510
-0.97852992,0.08992012
-0.97820992,0.10464510
-0.97788992,0.11446180
-0.97756992,0.12427850
-0.97724992,0.13900350
-0.97692992,0.14882020
-0.97660992,0.15863690
-0.97628992,0.17337840
-0.97596992,0.18319510
-0.97564992,0.19301180
-0.97532992,0.20282850
-0.97500992,0.20773680
-0.97468992,0.22488540
-0.97436992,0.22246180
-0.97404992,0.23227850
-0.97372992,0.24518040
-0.97340992,0.25025420
-0.97308992,0.26040170
-0.97276992,0.26547550
-0.97244992,0.26547550
-0.97212992,0.27054920
-0.97180992,0.27562300
-0.97148992,0.27562300
-0.97116992,0.27562300
-0.97084992,0.27562300
-0.97052992,0.28069670
-0.97020992,0.28069670
-0.96988992,0.27562300
-0.96956992,0.27054920
-0.96924992,0.27054920
-0.96892992,0.26547550
-0.96860992,0.26040170
-0.96828992,0.26040170
-0.96796992,0.25025420
-0.96764992,0.24518040
-0.96732992,0.24793480
-0.96700992,0.23745640
-0.96668992,0.23221730
-0.96636992,0.21981160
-0.96604992,0.21649970
-0.96572992,0.20602140
-0.96540992,0.19554300
-0.96508992,0.18506470
-0.96476992,0.16932950
-0.96444992,0.16386660
-0.96412992,0.15305740
-0.96380992,0.13684360
-0.96348992,0.12603440
-0.96316992,0.10982060
-0.96284992,0.09901146
-0.96252992,0.08279767
-0.96220992,0.07198849
-0.96188992,0.05577470
-0.96156992,0.03956091
-0.96124992,0.02875172
-0.96092992,0.01253793
-0.96060992,-0.00367585
-0.96028992,-0.01988964
-0.95996992,-0.03610342
-0.95964992,-0.04691261
-0.95932992,-0.06312640
-0.95900992,-0.08176856
-0.95868992,-0.09014938
-0.95836992,-0.10961860
-0.95804992,-0.11717240
-0.95772992,-0.13338610
-0.95740992,-0.14860870
-0.95708992,-0.15500450
-0.95676992,-0.17647760
-0.95644992,-0.18761760
-0.95612992,-0.20432760
-0.95580992,-0.21546770
-0.95548992,-0.22103770
-0.95516992,-0.23217770
-0.95484992,-0.24331770
-0.95452992,-0.24888770
-0.95420992,-0.26002780
-0.95388992,-0.26559780
-0.95356992,-0.27116780
-0.95324992,-0.28230780
