Время,A * B
(mс),(?)

-1.00000785,-0.04960163
-0.99968785,-0.06035790
-0.99936785,-0.06918207
-0.99904785,-0.07932828
-0.99872785,-0.09124249
-0.99840785,-0.10447870
-0.99808785,-0.11330160
-0.99776785,-0.12653920
-0.99744785,-0.13537820
-0.99712785,-0.14420240
-0.99680785,-0.15743860
-0.99648785,-0.16185070
-0.99616785,-0.17508690
-0.99584785,-0.17949900
-0.99552785,-0.18832320
-0.99520785,-0.19714740
-0.99488785,-0.20155940
-0.99456785,-0.21038360
-0.99424785,-0.21479570
-0.99392785,-0.21920780
-0.99360785,-0.22361980
-0.99328785,-0.22803190
-0.99296785,-0.23244400
-0.99264785,-0.23244400
-0.99232785,-0.24115890
-0.99200785,-0.24573640
-0.99168785,-0.24573640
-0.99136785,-0.24573640
-0.99104785,-0.25031390
-0.99072785,-0.25031390
-0.99040785,-0.24573640
-0.99008785,-0.24573640
-0.98976785,-0.24115890
-0.98944785,-0.24115890
-0.98912785,-0.23658140
-0.98880785,-0.22742640
-0.98848785,-0.23090200
-0.98816785,-0.21827140
-0.98784785,-0.21369390
-0.98752785,-0.20911640
-0.98720785,-0.20718740
-0.98688785,-0.19770160
-0.98656785,-0.18165130
-0.98624785,-0.18347280
-0.98592785,-0.17398700
-0.98560785,-0.15975820
-0.98528785,-0.15501530
-0.98496785,-0.14077050
-0.98464785,-0.13128470
-0.98432785,-0.11705590
-0.98400785,-0.10757010
-0.98368785,-0.09334133
-0.98336785,-0.07911257
-0.98304785,-0.07205509
-0.98272785,-0.06014088
-0.98240785,-0.04591211
-0.98208785,-0.03168335
-0.98176785,-0.01745459
-0.98144785,-0.00796875
-0.98112785,0.00647835
-0.98080785,0.02120337
-0.98048785,0.03592839
-0.98016785,0.04574506
-0.97984785,0.06047008
-0.97952785,0.07519510
-0.97920785,0.08992012
-0.97888785,0.09973679
-0.97856785,0.11446180
-0.97824785,0.12427850
-0.97792785,0.13900350
-0.97760785,0.14882020
-0.97728785,0.15863690
-0.97696785,0.16847010
-0.97664785,0.17828680
-0.97632785,0.18810340
-0.97600785,0.19792010
-0.97568785,0.20773680
-0.97536785,0.21755350
-0.97504785,0.22995910
-0.97472785,0.23227850
-0.97440785,0.23718680
-0.97408785,0.25025420
-0.97376785,0.26040170
-0.97344785,0.26547550
-0.97312785,0.26547550
-0.97280785,0.27054920
-0.97248785,0.27562300
-0.97216785,0.27562300
-0.97184785,0.27562300
-0.97152785,0.27562300
-0.97120785,0.27562300
-0.97088785,0.28069670
-0.97056785,0.27562300
-0.97024785,0.27054920
-0.96992785,0.27054920
-0.96960785,0.27936990
-0.96928785,0.26547550
-0.96896785,0.26040170
-0.96864785,0.25841310
-0.96832785,0.25025420
-0.96800785,0.24793480
-0.96768785,0.24269560
-0.96736785,0.23221730
-0.96704785,0.21981160
-0.96672785,0.21649970
-0.96640785,0.20602140
-0.96608785,0.19554300
-0.96576785,0.18506470
-0.96544785,0.18009860
-0.96512785,0.16409030
-0.96480785,0.15361200
-0.96448785,0.13789440
-0.96416785,0.13143900
-0.96384785,0.11522520
-0.96352785,0.10441610
-0.96320785,0.08820227
-0.96288785,0.07739308
-0.96256785,0.06117929
-0.96224785,0.04496551
-0.96192785,0.02875172
-0.96160785,0.01794253
-0.96128785,0.00172874
-0.96096785,-0.01448504
-0.96064785,-0.02529423
-0.96032785,-0.04150802
-0.96000785,-0.05772181
-0.95968785,-0.07393559
-0.95936785,-0.09290859
-0.95904785,-0.10404860
-0.95872785,-0.11176780
-0.95840785,-0.13338610
-0.95808785,-0.14860870
-0.95776785,-0.15974870
-0.95744785,-0.17090750
-0.95712785,-0.18204760
-0.95680785,-0.19875760
-0.95648785,-0.20989770
-0.95616785,-0.22103770
-0.95584785,-0.22660770
-0.95552785,-0.23774770
-0.95520785,-0.24888770
-0.95488785,-0.25445770
-0.95456785,-0.26559780
-0.95424785,-0.27116780
-0.95392785,-0.27673780
-0.95360785,-0.28230780
-0.95328785,-0.29642720
-0.95296785,-0.30216270
